GEO_ID,C18011_001E,C18011_001M,C18011_002E,C18011_002M,C18011_003E,C18011_003M,C18011_004E,C18011_004M,C18011_005E,C18011_005M,C18011_006E,C18011_006M,C18011_007E,C18011_007M,C18011_008E,C18011_008M,C18011_009E,C18011_009M,C18011_010E,C18011_010M,C18011_011E,C18011_011M,C18011_012E,C18011_012M,C18011_013E,C18011_013M,C18011_014E,C18011_014M,C18011_015E,C18011_015M,C18011_016E,C18011_016M,C18011_017E,C18011_017M,C18011_018E,C18011_018M,C18011_019E,C18011_019M,C18011_020E,C18011_020M,C18011_021E,C18011_021M,C18011_022E,C18011_022M,C18011_023E,C18011_023M,C18011_024E,C18011_024M,C18011_025E,C18011_025M,C18011_026E,C18011_026M,C18011_027E,C18011_027M,C18011_028E,C18011_028M,C18011_029E,C18011_029M,NAME,C18011_001EA,C18011_001MA,C18011_002EA,C18011_002MA,C18011_003EA,C18011_003MA,C18011_004MA,C18011_004EA,C18011_005MA,C18011_005EA,C18011_006EA,C18011_006MA,C18011_007EA,C18011_007MA,C18011_008EA,C18011_008MA,C18011_009MA,C18011_009EA,C18011_010MA,C18011_010EA,C18011_011EA,C18011_011MA,C18011_012EA,C18011_012MA,C18011_013EA,C18011_013MA,C18011_014MA,C18011_014EA,C18011_015MA,C18011_015EA,C18011_016EA,C18011_016MA,C18011_017EA,C18011_017MA,C18011_018EA,C18011_018MA,C18011_019EA,C18011_019MA,C18011_020MA,C18011_020EA,C18011_021EA,C18011_021MA,C18011_022EA,C18011_022MA,C18011_023EA,C18011_023MA,C18011_024EA,C18011_024MA,C18011_025MA,C18011_025EA,C18011_026MA,C18011_026EA,C18011_027MA,C18011_027EA,C18011_028MA,C18011_028EA,C18011_029EA,C18011_029MA,state
0400000US01,989923,5026,25159,2263,4480,1247,1242,560,3238,1174,20679,2128,6960,1519,7956,1605,4435,1246,1328,492,964764,5477,471912,3706,106319,4757,21458,2145,84861,4672,365593,5805,84386,5182,136546,6814,90799,4850,53862,3460,492852,3398,132641,5267,21815,2634,110826,4875,360211,6197,62289,4483,122682,4467,101931,4933,73309,3999,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138421,1810,2281,604,171,146,139,138,32,60,2110,590,402,353,1031,399,530,294,147,120,136140,1871,67369,1541,15327,1704,6328,984,8999,1500,52042,1993,6077,1171,26194,2136,14192,2055,5579,1013,68771,997,16455,1870,3946,867,12509,1637,52316,1853,6283,1531,19021,1646,17019,1495,9993,1289,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1376250,3156,21291,2993,4414,1301,1498,743,2916,1041,16877,2742,3033,1076,7314,1755,4186,1040,2344,1529,1354959,4241,692457,3182,149851,5937,30554,3218,119297,5773,542606,6543,131329,5879,192020,7117,136994,6839,82263,4314,662502,2690,173773,6824,27960,3025,145813,6537,488729,6980,92902,5690,161507,6924,140886,6786,93434,4935,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601456,4266,16440,2121,3011,873,1362,692,1649,612,13429,2048,3785,1284,5530,1303,2679,910,1435,680,585016,5086,290111,3308,61937,3389,16246,2111,45691,3386,228174,4560,44881,3851,97674,4461,54791,3702,30828,2928,294905,3442,74042,3983,10684,1400,63358,3832,220863,4652,35564,2616,87456,4376,58188,3939,39655,2792,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8280110,7277,109323,7114,27745,3324,6208,1776,21537,3032,81578,5773,25851,3459,28986,3669,19329,3025,7412,1733,8170787,9868,4135895,8272,1057437,17422,175609,7679,881828,16765,3078458,16991,788617,18620,979961,20581,686397,14090,623483,14414,4034892,5387,1201298,18728,163475,7995,1037823,17332,2833594,18316,598253,15337,784225,16462,733477,14281,717639,11566,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1120749,3806,19569,2537,4344,1304,1266,599,3078,1239,15225,2189,3723,1068,5682,1454,3499,1264,2321,1004,1101180,4642,563812,3668,130580,5713,23052,2231,107528,5577,433232,6492,82838,4828,130201,7255,108907,6393,111286,5668,537368,2884,138833,4904,21429,2729,117404,4971,398535,5259,59040,4433,104921,5375,105658,5329,128916,5029,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,651205,1909,10057,1915,2235,666,593,442,1642,532,7822,1790,750,396,3929,1445,1645,636,1498,689,641148,2583,318886,1940,78404,3992,14302,1967,64102,3908,240482,4316,33153,3648,93029,5113,51250,3733,63050,3659,322262,1848,94614,3971,14932,1570,79682,4031,227648,4003,24323,2969,66312,3805,53099,3680,83914,3545,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,178206,1196,3685,1070,343,238,125,134,218,201,3342,1085,911,615,1310,591,758,528,363,371,174521,1613,85700,1084,18298,2014,3987,805,14311,2026,67402,2247,14441,1912,23935,2721,13211,1865,15815,1732,88821,1203,23553,2395,3832,1009,19721,2205,65268,2605,8821,1464,24024,2238,14650,1832,17773,1547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,136787,565,1623,657,347,302,0,286,347,302,1276,621,231,220,505,452,298,249,242,255,135164,866,63705,713,13622,1483,2612,814,11010,1424,50083,1560,8182,1710,9611,1721,7421,1399,24869,1800,71459,493,16583,1938,793,353,15790,1950,54876,1958,5079,1345,13472,1956,6931,1240,29394,2102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3540211,7309,46514,4384,8940,1646,2156,807,6784,1580,37574,3761,10507,2038,14100,2555,9453,1947,3514,1110,3493697,8107,1738389,5338,406233,9720,87965,4975,318268,9005,1332156,11490,272658,9661,513319,13923,320253,12276,225926,9403,1755308,5541,487947,10656,77671,4397,410276,9524,1267361,10725,192937,9252,430049,9583,354834,10452,289541,7664,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
