GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,B10051A_008E,B10051A_008M,B10051A_009E,B10051A_009M,B10051A_010E,B10051A_010M,B10051A_011E,B10051A_011M,NAME,B10051A_001EA,B10051A_001MA,B10051A_002MA,B10051A_002EA,B10051A_003MA,B10051A_003EA,B10051A_004MA,B10051A_004EA,B10051A_005EA,B10051A_005MA,B10051A_006EA,B10051A_006MA,B10051A_007MA,B10051A_007EA,B10051A_008MA,B10051A_008EA,B10051A_009MA,B10051A_009EA,B10051A_010EA,B10051A_010MA,B10051A_011EA,B10051A_011MA,state
0400000US13,85978,5131,41593,3451,18597,2183,11660,2140,6937,1274,22996,2674,17187,2291,5809,1350,44385,3781,21083,3021,23302,2748,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,5972,1119,2011,774,1206,687,1084,662,122,115,805,369,464,248,341,244,3961,952,1933,739,2028,604,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17069,2276,9266,1891,4685,1153,2816,869,1869,665,4581,1378,3606,1268,975,448,7803,1378,4776,1123,3027,924,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,121474,7670,50004,4508,17300,2448,10239,1918,7061,1336,32704,3996,24908,3467,7796,1387,71470,5680,34782,4530,36688,3358,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,78036,6074,38805,3785,16039,2713,10477,2053,5562,1370,22766,2739,17209,2591,5557,1320,39231,4498,22925,3568,16306,2177,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27150,3334,14933,2823,6349,1384,3971,1110,2378,715,8584,2408,7351,2365,1233,556,12217,1644,7422,1349,4795,999,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28708,2707,14465,2364,5231,1260,3149,961,2082,727,9234,1949,7660,1727,1574,850,14243,1902,8070,1430,6173,1134,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,70122,4895,37627,3617,19953,3020,12755,2324,7198,1635,17674,2589,13940,2275,3734,993,32495,3605,20118,2668,12377,1881,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,53207,4483,26823,3255,9753,1839,5845,1386,3908,924,17070,2418,13233,2119,3837,1056,26384,3265,14998,2411,11386,1999,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12991,2041,4889,1190,2763,880,1460,733,1303,494,2126,751,1693,644,433,273,8102,1704,4048,1205,4054,1031,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,48606,4557,18425,2847,6767,1565,3265,1126,3502,1045,11658,2340,9100,2078,2558,974,30181,3431,13627,2240,16554,2198,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,70619,5273,19885,2582,7136,1865,4112,1613,3024,858,12749,2162,8846,2054,3903,961,50734,4468,19316,2857,31418,3499,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,98763,6488,42500,4225,14394,2141,8590,1695,5804,1055,28106,3323,22370,3151,5736,992,56263,4381,30756,3669,25507,2425,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34470,3087,14389,1814,5956,1205,4048,1099,1908,577,8433,1467,6679,1348,1754,507,20081,2596,11567,2305,8514,1195,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,40910,4304,22987,3252,11022,2260,7188,1939,3834,1049,11965,2349,8300,1702,3665,1374,17923,2764,10534,1846,7389,1870,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,74871,5841,36317,3656,18623,2682,11306,2422,7317,1225,17694,2650,13209,2204,4485,1151,38554,4501,24691,3670,13863,1975,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8092,1588,4321,1260,2177,782,1318,542,859,430,2144,863,1270,580,874,630,3771,1035,2123,717,1648,733,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15095,2081,6831,1397,2608,815,1627,714,981,402,4223,1260,3440,1205,783,413,8264,1365,5294,1063,2970,818,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,35207,3943,14469,2654,4439,1170,2076,812,2363,788,10030,2570,6836,2307,3194,1195,20738,2947,10954,2324,9784,1826,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15561,2156,5144,1330,1454,635,958,559,496,310,3690,1237,2469,920,1221,704,10417,1567,3964,867,6453,1220,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,84544,5211,25185,3682,9346,2044,4321,1409,5025,1116,15839,2958,11196,2624,4643,1112,59359,4819,19958,3439,39401,3654,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27596,3048,15335,2306,7639,1548,4877,1138,2762,760,7696,1584,5810,1304,1886,653,12261,2032,6438,1510,5823,1200,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,170462,6596,57123,5315,19876,3438,11007,2436,8869,2242,37247,4176,25673,3446,11574,2162,113339,5161,43062,3810,70277,3950,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,84734,4930,42035,3791,22284,2969,13264,1931,9020,2064,19751,2379,14576,2071,5175,1336,42699,4532,22851,3370,19848,2229,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3878,1092,2057,688,1031,393,633,363,398,183,1026,573,987,574,39,53,1821,741,1125,588,696,381,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,144691,7279,66174,4717,28723,3038,19273,2571,9450,1621,37451,3359,27926,2988,9525,1722,78517,5442,45511,4027,33006,3575,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,49956,3839,30299,3192,14956,2247,9107,1888,5849,1218,15343,2082,12013,1920,3330,930,19657,2691,11394,1964,8263,1460,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43392,3981,21725,2605,10500,1897,6628,1644,3872,1118,11225,1882,7671,1792,3554,1009,21667,2765,11350,1976,10317,1688,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,138655,7581,52251,4200,20435,2831,11553,1963,8882,1616,31816,3092,24065,2786,7751,1329,86404,5810,39775,3752,46629,3705,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11578,1983,3170,1198,1017,678,853,600,164,191,2153,956,2043,941,110,128,8408,1745,4024,1364,4384,931,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,43604,4196,20751,2438,8822,1496,3697,1079,5125,1085,11929,1997,9053,1733,2876,906,22853,3101,12915,2490,9938,1595,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4670,1116,2912,878,1230,510,577,366,653,412,1682,644,1199,506,483,382,1758,627,906,460,852,455,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86339,5919,47481,4589,23109,2970,13937,2176,9172,1684,24372,3248,20377,3086,3995,782,38858,3787,23580,3391,15278,2060,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,373834,15340,182425,10495,62272,5290,38254,3766,24018,2852,120153,8806,94225,8370,25928,3406,191409,10047,112038,7743,79371,5315,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,38518,3526,16282,2364,4845,1136,2102,817,2743,895,11437,1949,8069,1721,3368,942,22236,2305,13298,2082,8938,1270,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6072,1079,1982,693,904,551,681,493,223,233,1078,501,871,467,207,183,4090,912,1859,550,2231,733,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,75780,5592,31420,4129,13571,2847,7898,2154,5673,1271,17849,2341,13030,1942,4819,1142,44360,3981,20515,2935,23845,2666,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,59592,4417,24666,2773,11764,1844,6203,1306,5561,1154,12902,2067,9812,1865,3090,838,34926,3513,18374,2925,16552,2065,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,27928,2870,15187,2281,7178,1715,4774,1355,2404,787,8009,1519,5320,1065,2689,1053,12741,1716,7187,1472,5554,1096,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46741,3806,21047,2628,8336,1803,5714,1648,2622,735,12711,1854,10414,1698,2297,601,25694,2832,15132,2105,10562,1355,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6205,1202,3244,920,2033,773,1551,731,482,242,1211,579,1035,529,176,149,2961,710,1918,697,1043,458,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,98353,5545,49960,4056,15098,2236,8561,1538,6537,1360,34862,3084,21971,2556,12891,1685,48393,3462,23368,2632,25025,2576,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
