GEO_ID,C06008_001E,C06008_001M,C06008_002E,C06008_002M,C06008_003E,C06008_003M,C06008_004E,C06008_004M,C06008_005E,C06008_005M,C06008_006E,C06008_006M,C06008_007E,C06008_007M,C06008_008E,C06008_008M,C06008_009E,C06008_009M,C06008_010E,C06008_010M,C06008_011E,C06008_011M,C06008_012E,C06008_012M,C06008_013E,C06008_013M,C06008_014E,C06008_014M,C06008_015E,C06008_015M,C06008_016E,C06008_016M,C06008_017E,C06008_017M,C06008_018E,C06008_018M,C06008_019E,C06008_019M,C06008_020E,C06008_020M,C06008_021E,C06008_021M,C06008_022E,C06008_022M,C06008_023E,C06008_023M,C06008_024E,C06008_024M,C06008_025E,C06008_025M,NAME,C06008_001MA,C06008_001EA,C06008_002MA,C06008_002EA,C06008_003EA,C06008_003MA,C06008_004EA,C06008_004MA,C06008_005MA,C06008_005EA,C06008_006MA,C06008_006EA,C06008_007MA,C06008_007EA,C06008_008EA,C06008_008MA,C06008_009EA,C06008_009MA,C06008_010EA,C06008_010MA,C06008_011MA,C06008_011EA,C06008_012MA,C06008_012EA,C06008_013MA,C06008_013EA,C06008_014EA,C06008_014MA,C06008_015EA,C06008_015MA,C06008_016MA,C06008_016EA,C06008_017MA,C06008_017EA,C06008_018MA,C06008_018EA,C06008_019EA,C06008_019MA,C06008_020EA,C06008_020MA,C06008_021EA,C06008_021MA,C06008_022MA,C06008_022EA,C06008_023MA,C06008_023EA,C06008_024MA,C06008_024EA,C06008_025EA,C06008_025MA,state
0400000US01,3541734,2600,882167,12206,1920454,16733,485725,12307,253388,5946,2419949,15378,646200,12059,1240231,15122,340049,10174,193469,5648,989719,15537,198601,7731,600583,12902,134522,6477,56013,3400,25542,2472,7400,1362,14152,1481,3277,1004,713,477,106524,5221,29966,3166,65488,4390,7877,1773,3193,1017,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,487292,676,143097,4246,257914,5932,68814,3873,17467,1743,145436,3781,76131,3179,48025,2496,16421,1548,4859,778,299068,4419,59626,3389,180138,5521,48272,3600,11032,1569,9885,1231,2260,613,6449,1176,982,370,194,141,32903,2211,5080,1378,23302,2147,3139,810,1382,517,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4506643,1491,1254390,17690,2402718,22971,606420,15648,243115,6236,1082167,16044,508763,12577,413722,12536,129398,6893,30284,2731,2597974,17243,544046,15741,1477192,20125,393897,13514,182839,5982,58626,4851,18572,2867,30108,3217,8049,1863,1897,732,767876,17345,183009,10010,481696,14777,75076,4862,28095,3003,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2145130,2171,486723,8887,1195165,13020,314011,9698,149231,5525,1233888,11844,315735,7277,646681,11874,180633,7197,90839,4256,805126,11769,143796,6693,483330,9846,123879,6589,54121,2983,14543,2209,4118,1161,7992,1587,2251,750,182,172,91573,4130,23074,2692,57162,3940,7248,1821,4089,1242,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27234841,3105,8551445,49201,14080279,59920,3206602,35670,1396515,17068,11215235,52875,4921716,36675,4663796,38792,1298584,22391,331139,9264,6586716,36109,1363632,19989,3559426,33119,1043894,17410,619764,11065,311635,10250,93738,5851,162590,7448,42400,4408,12907,2497,9121255,49470,2172359,37164,5694467,43474,821724,19830,432705,10773,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3576694,1805,996011,13824,1967638,19067,455347,13166,157698,4958,1190764,16736,443860,11149,553648,11503,144582,7217,48674,3071,1916444,18144,436529,12276,1125125,14458,260714,9128,94076,3998,47270,3633,14833,2148,24060,2420,7703,1643,674,487,422216,11027,100789,6878,264805,9272,42348,4967,14274,2058,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2713793,1092,763857,9020,1471045,14623,308745,9594,170146,6156,1375502,16224,478651,10033,665885,11797,149781,5726,81185,4406,848225,13975,176906,8036,512248,10712,98000,4969,61071,3336,90756,5525,26187,3826,42572,4124,18085,2446,3912,1034,399310,14300,82113,6312,250340,9951,42879,3655,23978,2608,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,656669,732,178915,5104,355425,6757,82121,3776,40208,2225,255586,7028,92947,4419,118851,5808,31227,2851,12561,1365,331555,7546,70169,4059,193108,6011,43798,3079,24480,2176,9781,1639,2969,1038,4905,1281,1292,524,615,377,59747,3368,12830,1897,38561,2996,5804,1417,2552,739,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,419087,564,204641,5392,129797,6366,55785,3138,28864,2111,130670,3977,78338,3996,27258,3036,17105,1993,7969,1484,218945,4748,97264,4227,73038,3989,30062,2469,18581,1823,5049,1053,3108,869,1111,373,586,325,244,310,64423,3458,25931,3894,28390,3588,8032,1387,2070,606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14040729,4027,3633058,24626,7406298,33978,2024319,25217,977054,14305,3277174,29344,1505431,24297,1225271,22374,430242,14784,116230,6013,7306609,33099,1371695,22026,4168234,30688,1106832,17975,659848,11856,425064,11150,108514,6510,230954,8360,63608,4575,21988,2294,3031882,26612,647418,15769,1781839,21547,423637,13890,178988,5973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
