GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,B11009_008E,B11009_008M,B11009_009E,B11009_009M,B11009_010E,B11009_010M,B11009_011E,B11009_011M,B11009_012E,B11009_012M,B11009_013E,B11009_013M,B11009_014E,B11009_014M,B11009_015E,B11009_015M,B11009_016E,B11009_016M,B11009_017E,B11009_017M,NAME,B11009_001EA,B11009_001MA,B11009_002EA,B11009_002MA,B11009_003EA,B11009_003MA,B11009_004MA,B11009_004EA,B11009_005EA,B11009_005MA,B11009_006MA,B11009_006EA,B11009_007MA,B11009_007EA,B11009_008EA,B11009_008MA,B11009_009EA,B11009_009MA,B11009_010EA,B11009_010MA,B11009_011EA,B11009_011MA,B11009_012MA,B11009_012EA,B11009_013EA,B11009_013MA,B11009_014EA,B11009_014MA,B11009_015EA,B11009_015MA,B11009_016EA,B11009_016MA,B11009_017MA,B11009_017EA,state
0400000US01,1788692,9253,1223725,12107,28592,3484,12312,2283,799,350,11513,2240,16280,2687,2522,797,13758,2625,1195133,12192,564967,11405,31349,3162,2882,1089,15506,2413,2399,687,10562,1509,533618,11168,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,157187,3442,7361,1317,2834,875,165,213,2669,825,4527,886,244,167,4283,859,149826,3517,76065,3726,11888,1697,520,408,6875,1464,715,326,3778,794,64177,3504,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1459460,12957,62039,5473,28218,3176,2114,631,26104,3058,33821,3541,2487,593,31334,3464,1397421,13470,744553,14396,83186,6223,7358,1468,37929,4013,4972,956,32927,3530,661367,13467,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,742444,9416,23001,3124,9541,1986,882,413,8659,1942,13460,2084,2108,782,11352,1894,719443,9570,345098,7359,25273,2940,1928,588,13764,2421,972,397,8609,1437,319825,7584,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,8281119,30567,326472,11103,162162,7763,17751,2341,144411,7868,164310,9059,19952,2605,144358,8896,7954647,32630,3816775,29783,396582,11771,42212,3298,184056,8781,27857,2466,142457,7999,3420193,27168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1164221,11318,34666,3515,15468,2507,1412,466,14056,2374,19198,2238,3092,1203,16106,2016,1129555,10942,654816,10994,65915,4499,5890,1224,29690,3669,5521,1291,24814,2508,588901,11101,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,893288,9593,28242,2713,11309,1841,2206,682,9103,1794,16933,2324,2053,982,14880,2242,865046,9292,430550,9271,42441,3989,3068,879,18863,2241,2847,1138,17663,2697,388109,8779,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,216182,4310,8707,1544,3266,870,53,63,3213,868,5441,1324,540,353,4901,1235,207475,4471,101458,3814,11115,1637,864,331,4793,1214,630,219,4828,959,90343,3824,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,108483,3810,4338,1094,1411,722,221,233,1190,697,2927,965,371,300,2556,921,104145,3813,139730,4298,9699,1284,2098,509,2920,753,730,313,3951,953,130031,4416,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4594803,24867,174046,7973,77705,6111,6255,1230,71450,6046,96341,5394,9374,1771,86967,4902,4420757,25794,2453997,24142,259479,8859,24283,2235,120762,6232,15017,1621,99417,6033,2194518,24397,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
