GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001MA,B17002_001EA,B17002_002EA,B17002_002MA,B17002_003EA,B17002_003MA,B17002_004MA,B17002_004EA,B17002_005MA,B17002_005EA,B17002_006MA,B17002_006EA,B17002_007EA,B17002_007MA,B17002_008EA,B17002_008MA,B17002_009MA,B17002_009EA,B17002_010MA,B17002_010EA,B17002_011MA,B17002_011EA,B17002_012MA,B17002_012EA,B17002_013EA,B17002_013MA,state
0400000US01,4429774,2525,321308,20361,201635,13659,231315,14584,250165,14315,226412,12314,238720,15699,88752,7788,135614,10777,799072,26243,604088,23246,433836,17894,898857,18488,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,637581,1207,31848,3768,16979,3821,22439,3720,22779,3422,22935,4091,28541,3899,11405,3266,14909,3116,98269,5981,93049,8353,75907,6956,198521,7539,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5802691,5462,368273,20930,228602,15505,227133,17732,310007,22419,285836,19297,299901,17310,121967,13635,191872,18576,1021090,32617,808163,24633,578915,21440,1360932,26015,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2690029,2483,197494,11778,115973,10761,148375,9728,166637,12032,157106,10000,160014,8887,60309,6904,98871,8693,523341,17937,367306,15127,249883,11971,444720,13430,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35121550,12411,1900075,50653,1197182,45543,1576017,50915,1717906,49665,1739938,51434,1723243,52959,646839,35292,943077,40236,5504259,81394,4415862,61928,3404700,62472,10352452,75057,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4549942,2666,224413,13513,125830,11918,153863,10158,188399,16671,174329,11488,189598,13028,82596,11158,126450,10924,725889,21858,649326,20094,528764,19424,1380485,22554,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3383920,2408,131849,12426,68615,8489,80944,7948,88153,9135,97382,11359,107645,8162,35005,5195,62598,6785,464858,16508,473915,20305,402410,17086,1370546,25994,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,815074,1229,37200,5494,21619,4806,25992,5180,26211,4915,23108,3607,33693,5483,10747,2644,21228,3861,129981,8657,128105,8192,107282,7253,249908,10305,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,513137,1066,55456,6691,21045,3321,21116,4622,25252,4604,15378,3644,19434,3678,10847,3744,12039,3584,69450,7216,50772,5619,40881,4014,171467,6470,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17308881,8459,943670,29450,544405,27237,726306,33625,849123,30166,846561,26368,872124,26815,360929,17704,516924,27012,3212209,42492,2540603,49354,1769356,37472,4126671,53003,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
