GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,B10059_012E,B10059_012M,B10059_013E,B10059_013M,B10059_014E,B10059_014M,B10059_015E,B10059_015M,B10059_016E,B10059_016M,B10059_017E,B10059_017M,B10059_018E,B10059_018M,B10059_019E,B10059_019M,NAME,B10059_001MA,B10059_001EA,B10059_002EA,B10059_002MA,B10059_003EA,B10059_003MA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,B10059_012MA,B10059_012EA,B10059_013EA,B10059_013MA,B10059_014EA,B10059_014MA,B10059_015MA,B10059_015EA,B10059_016MA,B10059_016EA,B10059_017MA,B10059_017EA,B10059_018MA,B10059_018EA,B10059_019MA,B10059_019EA,state
0400000US29,99482,6801,13428,1900,8244,1312,4239,1168,2537,878,1702,525,4005,868,2982,832,1023,471,5184,1230,86054,6495,40499,4289,18756,2761,11344,2445,7412,1324,21743,3075,16250,2714,5493,1265,45555,4651,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12088,1769,2170,667,1515,648,538,321,208,169,330,262,977,562,489,366,488,451,655,360,9918,1684,5279,1313,2291,761,1483,549,808,390,2988,969,2057,766,931,620,4639,1223,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18818,2297,2667,924,1682,734,1002,580,755,526,247,217,680,407,680,407,0,216,985,425,16151,2147,6987,1423,2554,826,1692,727,862,371,4433,1287,3473,1209,960,442,9164,1412,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,51473,4210,4943,1556,2895,1176,1217,819,405,391,812,743,1678,930,968,530,710,810,2048,1013,46530,3928,18603,2309,5480,1317,2832,972,2648,906,13123,2272,9130,2194,3993,1003,27927,3172,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16732,2317,1242,623,832,488,322,343,260,331,62,102,510,432,224,257,286,366,410,348,15490,2301,4570,1269,1286,496,790,391,496,310,3284,1188,2349,902,935,595,10920,1860,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,169052,8505,14409,2273,8111,1628,4105,1048,2310,691,1795,750,4006,1161,3396,1082,610,448,6298,1641,154643,7856,49029,4841,14427,2559,6370,1505,8057,1637,34602,3844,23662,3421,10940,1936,105614,7465,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,48087,4319,11119,2245,7845,1929,3602,979,1961,675,1641,661,4243,1522,2841,1153,1402,867,3274,932,36968,3659,18150,2707,7828,1838,5333,1578,2495,737,10322,1893,8150,1618,2172,654,18818,2284,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,368942,11536,54063,4468,27491,3825,12576,2749,4952,1184,7624,2417,14915,2551,10978,2166,3937,1351,26572,3237,314879,11927,96371,7283,26718,4097,15771,3403,10947,1902,69653,5362,46394,4781,23259,3307,218508,9262,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,165345,7705,31910,3393,19180,3030,9899,1949,5831,1598,4068,966,9281,2056,7620,1867,1661,610,12730,1658,133435,7225,62969,5617,30448,4044,19776,3007,10672,2284,32521,3541,25091,3410,7430,1605,70466,5715,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5083,1096,601,247,346,180,241,168,156,147,85,98,105,82,84,75,21,37,255,147,4482,1122,2452,710,1059,431,671,393,388,183,1393,586,1200,589,193,158,2030,788,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189401,8204,30596,3501,17370,2158,9347,1462,5348,1036,3999,1029,8023,1605,6518,1528,1505,461,13226,2606,158805,7569,70755,5037,32195,3600,22489,3132,9706,1611,38560,3584,28382,3198,10178,1708,88050,5237,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71850,4387,12297,1773,8582,1429,3992,1041,2115,756,1877,718,4590,996,3796,963,794,377,3715,909,59553,3951,35848,3529,17286,2661,10297,2267,6989,1195,18562,2455,14319,2201,4243,1102,23705,2715,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,51852,4240,4854,1517,3150,1195,1847,956,1144,856,703,330,1303,770,806,675,497,363,1704,754,46998,4193,21870,2738,9540,1843,5989,1362,3551,1174,12330,1951,8889,1861,3441,1000,25128,2997,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,197705,9208,28780,3855,14583,2607,7295,1448,4150,979,3145,1024,7288,2156,4990,1616,2298,1021,14197,2597,168925,7922,63117,4234,23714,2835,13560,2191,10154,1575,39403,3230,30159,2995,9244,1526,105808,6516,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15705,2586,1458,689,525,376,40,67,40,67,0,284,485,369,485,369,0,284,933,606,14247,2456,3279,1257,1277,785,970,671,307,319,2002,907,1892,890,110,128,10968,2304,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90978,5706,18145,1865,11453,1661,5633,1179,2673,881,2960,838,5820,1460,4860,1294,960,530,6692,1205,72833,5484,36204,3348,15652,2103,7641,1631,8011,1553,20552,2842,15436,2352,5116,1427,36629,3913,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8132,1397,2011,700,1356,538,510,290,410,273,100,77,846,473,681,384,165,225,655,348,6121,1277,3844,1121,1402,585,464,350,938,490,2442,914,2064,817,378,316,2277,726,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,124366,7545,22216,3010,14933,2469,6776,1348,3537,984,3239,870,8157,2090,7160,1976,997,457,7283,1532,102150,6712,53448,5456,25653,3924,17605,3411,8048,1660,27795,3778,22534,3579,5261,984,48702,4218,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,584885,18665,121584,8727,65679,5155,26961,3225,14347,2463,12614,1839,38718,4328,31917,4147,6801,1505,55905,6518,463301,17250,213865,11847,69145,5500,43903,4484,25242,2513,144720,9572,110922,8799,33798,3751,249436,11455,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43998,3725,2732,942,1319,599,538,394,326,352,212,185,781,445,605,418,176,155,1413,621,41266,3522,17907,2386,5458,1320,2836,972,2622,902,12449,1934,8676,1713,3773,1020,23359,2411,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6334,1051,493,313,331,231,73,125,73,125,0,211,258,202,202,180,56,95,162,139,5841,1064,1829,664,905,539,682,479,223,233,924,481,773,448,151,158,4012,929,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132669,7444,15198,2605,9694,2035,5005,1456,2440,1043,2565,1111,4689,1229,3299,1060,1390,631,5504,1517,117471,6898,46764,4512,19369,3275,11192,2523,8177,1688,27395,2855,19707,2741,7688,1147,70707,5368,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,85051,5517,8748,1987,4413,1227,2462,946,1468,773,994,430,1951,886,1501,775,450,312,4335,1283,76303,5260,28554,2695,12419,1857,6723,1437,5696,1182,16135,1992,12093,1908,4042,920,47749,4699,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29718,2883,5624,1206,3774,1039,1863,839,1212,628,651,384,1911,703,1586,687,325,295,1850,662,24094,2582,12643,2062,5970,1488,3989,1233,1981,689,6673,1553,3983,1210,2690,1036,11451,1606,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,61176,4267,6636,1332,3431,929,1388,485,1002,440,386,214,2043,769,1458,613,585,341,3205,890,54540,3758,24419,2666,9113,1838,6103,1660,3010,791,15306,2049,12736,1876,2570,657,30121,2825,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7045,1330,675,423,457,382,45,75,0,258,45,75,412,376,412,376,0,258,218,208,6370,1237,3436,992,2167,811,1730,781,437,225,1269,627,905,509,364,297,2934,706,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,131355,6766,66251,5449,36916,3390,11687,1913,6077,1308,5610,1149,25229,2906,16129,2259,9100,1600,29335,3209,65104,4635,29106,3076,7709,1655,4393,1164,3316,1036,21397,2622,13847,2141,7550,1401,35998,3045,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
