GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,B10059_012E,B10059_012M,B10059_013E,B10059_013M,B10059_014E,B10059_014M,B10059_015E,B10059_015M,B10059_016E,B10059_016M,B10059_017E,B10059_017M,B10059_018E,B10059_018M,B10059_019E,B10059_019M,NAME,B10059_001MA,B10059_001EA,B10059_002EA,B10059_002MA,B10059_003EA,B10059_003MA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008EA,B10059_008MA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,B10059_012MA,B10059_012EA,B10059_013EA,B10059_013MA,B10059_014EA,B10059_014MA,B10059_015MA,B10059_015EA,B10059_016MA,B10059_016EA,B10059_017MA,B10059_017EA,B10059_018MA,B10059_018EA,B10059_019MA,B10059_019EA,state
0400000US01,111975,6719,25848,3200,16822,2709,7619,1524,4922,1341,2697,776,9203,2599,7273,2549,1930,793,9026,1561,86127,5561,49001,4408,21321,3164,14519,2641,6802,1387,27680,3152,21062,2907,6618,1249,37126,3531,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13181,2042,1856,564,1237,453,455,320,262,264,193,159,782,316,461,258,321,185,619,325,11325,2068,5632,1319,2702,1055,920,484,1782,796,2930,872,2138,758,792,303,5693,1418,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,122247,7082,20363,3038,11744,2443,4410,1377,2080,930,2330,948,7334,1927,6218,1781,1116,610,8619,1860,101884,5886,43927,3946,15833,2321,8016,1847,7817,1619,28094,3211,21367,3178,6727,1525,57957,4920,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57802,4390,10935,1894,7926,1586,4360,1208,2965,917,1395,543,3566,919,2727,812,839,450,3009,861,46867,4053,27497,2941,12497,1699,6897,1493,5600,1087,15000,2399,10737,2049,4263,1110,19370,2640,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,885034,21469,106064,7536,42982,5038,16150,2619,8558,1688,7592,1469,26832,4107,19661,3273,7171,2089,63082,5523,778970,20110,226514,9055,60010,4369,32695,3204,27315,2735,166504,8610,111635,8202,54869,4814,552456,17154,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,63960,5035,6825,2047,4071,1420,2420,1093,1346,985,1074,468,1651,744,1460,741,191,168,2754,1234,57135,4771,26162,3125,9056,1803,5254,1560,3802,958,17106,2034,12882,1791,4224,1093,30973,3302,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50107,4224,3379,1192,1153,516,624,451,238,238,386,345,529,292,415,262,114,150,2226,1165,46728,4276,15053,2625,4448,1197,2618,1000,1830,623,10605,2046,6613,1859,3992,1062,31675,3106,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18645,2411,1822,718,578,329,379,259,155,187,224,182,199,191,199,191,0,262,1244,644,16823,2300,6663,1340,2384,979,1269,780,1115,529,4279,1089,2666,773,1613,651,10160,1761,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11078,1940,3236,863,2124,787,1032,584,477,401,555,353,1092,601,913,535,179,190,1112,473,7842,1641,3640,952,1466,559,460,239,1006,485,2174,798,1419,613,755,487,4202,1287,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,357729,13298,53405,5024,30218,3317,17428,2818,8640,2040,8788,1715,12790,2343,9230,1963,3560,1245,23187,3467,304324,12448,123811,9124,48285,4614,28289,3330,19996,2923,75526,6820,55485,6252,20041,2323,180513,7612,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,193219,8097,38444,4334,26747,3821,14181,2841,8641,2031,5540,1531,12566,2635,10050,2402,2516,852,11697,1904,154775,6720,66442,5365,24666,3333,14670,2748,9996,1781,41776,4716,32861,4364,8915,1615,88333,5048,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,53462,4007,4355,1299,1914,689,1220,620,777,521,443,316,694,416,393,295,301,284,2441,958,49107,4082,12319,2089,4121,1292,2895,1143,1226,580,8198,1614,5152,1323,3046,956,36788,3493,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19735,2457,2814,932,1842,707,1342,609,552,413,790,460,500,251,386,245,114,115,972,568,16921,2337,8403,1760,3740,1098,2363,800,1377,582,4663,1380,3755,1273,908,460,8518,1508,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239281,9398,36264,3790,19592,2164,8141,1460,5096,1308,3045,921,11451,1714,8975,1724,2476,877,16672,2831,203017,9723,79782,5487,24109,2984,13336,2068,10773,1760,55673,4719,39687,4171,15986,2140,123235,7503,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98394,7031,13165,2075,8519,1751,3378,996,1852,747,1526,733,5141,1543,3613,1392,1528,814,4646,1153,85229,6504,40441,4292,17596,3589,12200,3050,5396,1290,22845,2802,17475,2462,5370,1215,44788,4335,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31131,3486,3495,852,2089,663,1126,459,755,403,371,168,963,367,774,380,189,270,1406,693,27636,3283,14609,2870,5892,1401,3683,1135,2209,742,8717,2425,7298,2344,1419,579,13027,1785,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39372,3330,4308,1109,2532,760,1016,414,475,268,541,302,1516,643,1295,577,221,229,1776,708,35064,3333,16441,2895,5715,1435,3352,1053,2363,859,10726,2368,8998,2145,1728,816,18623,2299,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82199,5036,18337,2762,11607,2392,5939,1350,3836,1014,2103,773,5668,1692,4776,1496,892,499,6730,1635,63862,4048,32565,3306,17201,2715,11132,2219,6069,1372,15364,2405,12131,2257,3233,800,31297,3501,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,115164,6745,27332,3081,18111,2724,7194,1636,3860,1191,3334,940,10917,2559,8482,2398,2435,746,9221,1737,87832,5941,45462,4631,16152,2532,10444,2262,5708,1267,29310,3888,21956,3697,7354,1611,42370,4090,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13410,2045,1494,604,768,481,571,413,330,249,241,207,197,249,148,242,49,79,726,363,11916,1886,4424,1164,2300,797,1130,644,1170,508,2124,732,1740,647,384,247,7492,1646,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,117654,7778,10006,1889,5895,1383,3713,1239,2000,1060,1713,702,2182,746,1612,654,570,344,4111,1034,107648,7430,38229,3650,13108,2525,5892,1448,7216,2033,25121,2738,18665,2652,6456,1377,69419,6330,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,98304,8122,7984,1893,3948,1391,1898,655,780,364,1118,546,2050,1132,1329,1052,721,440,4036,1103,90320,7985,24029,3052,7743,1793,4346,1512,3397,842,16286,2685,11315,2528,4971,1349,66291,6885,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,154402,7868,25768,3081,13812,2432,5947,1256,3420,1028,2527,743,7865,2034,5899,1878,1966,704,11956,1940,128634,7278,56028,4942,18808,2571,10352,1807,8456,1395,37220,4105,28550,3722,8670,1202,72606,4636,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49719,4010,6005,1731,3748,1370,2331,1048,1915,983,416,263,1417,788,1190,776,227,204,2257,837,43714,3723,16307,1939,5800,1128,3448,942,2352,670,10507,1671,8548,1531,1959,551,27407,3294,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89412,5974,24365,2982,16781,2514,6673,1472,3707,1160,2966,1026,10108,2262,8721,2215,1387,657,7584,1258,65047,4933,36783,4004,15591,2792,9886,2304,5705,1259,21192,2780,15388,2297,5804,1758,28264,3094,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
