GEO_ID,C17016_001E,C17016_001M,C17016_002E,C17016_002M,C17016_003E,C17016_003M,C17016_004E,C17016_004M,C17016_005E,C17016_005M,C17016_006E,C17016_006M,C17016_007E,C17016_007M,C17016_008E,C17016_008M,C17016_009E,C17016_009M,NAME,C17016_001MA,C17016_001EA,C17016_002MA,C17016_002EA,C17016_003EA,C17016_003MA,C17016_004EA,C17016_004MA,C17016_005MA,C17016_005EA,C17016_006MA,C17016_006EA,C17016_007MA,C17016_007EA,C17016_008MA,C17016_008EA,C17016_009EA,C17016_009MA,state
0400000US13,2285356,15485,264016,8042,44273,4066,112309,6584,107434,5465,2021340,16632,1221084,14358,426117,10289,374139,8175,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,2904,1060,9896,1411,10645,1652,282344,5042,146760,4934,63735,3111,71849,3474,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,8203,1499,19274,2095,10740,1534,334013,5371,175298,4213,92293,4540,66422,3260,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,286603,8945,45131,3796,120470,5537,121002,6075,2839528,17258,1619948,17100,654668,11701,564912,10490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,148206,6424,21261,2627,69550,3883,57395,3929,1491743,15106,860300,12184,330805,8612,300638,6923,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59201,3204,9839,1802,28955,2300,20407,2144,730931,8525,431614,6663,161845,5067,137472,4134,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,60394,3618,12233,1610,27488,2734,20673,2222,655447,8112,393578,6642,142733,5148,119136,4571,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,149521,6061,15926,2201,58349,4409,75246,4770,969722,11907,513738,9557,216704,6512,239280,6718,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,36413,4169,73805,5148,72975,4811,953812,13268,515604,9783,214405,8411,223803,8020,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,2494,728,14505,1900,15067,1815,323403,5989,167403,5659,85991,4348,70009,3410,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,9521,1831,39240,4310,34942,3749,1314268,13510,792340,12260,287922,8381,234006,6506,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,10407,2666,47692,3920,60537,4962,1451036,12071,785574,11777,366305,10060,299157,7869,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,257314,7987,34221,3010,119781,5146,103312,4982,2336914,16419,1230473,12995,562194,10851,544247,9468,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,81468,5045,11814,1608,36400,3207,33254,3252,1247578,11120,713440,9292,319576,7375,214562,5487,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,127358,4700,21978,2734,44898,3566,60482,3996,632641,9500,351906,8020,134010,5605,146725,5064,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,151576,6397,22695,2704,69356,4655,59525,3803,1368983,13811,768049,10989,297970,8132,302964,7648,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,24840,2399,4609,843,11475,1749,8756,1244,211953,4560,108130,3782,58907,3522,44916,2271,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,37281,2497,7230,1285,16366,1886,13685,1756,417848,6425,258821,5323,92437,3906,66590,3221,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,52195,4379,10147,2320,20435,2667,21613,2945,537096,7960,316191,7406,115268,5359,105637,4752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,17776,2249,1712,579,7224,1424,8840,1621,319839,5433,177257,4995,82953,4040,59629,2999,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,147341,7687,27030,3968,50161,3839,70150,4899,2024938,15433,1136410,14837,469127,9453,419401,9304,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,69023,3784,13828,2161,29334,2767,25861,2943,413736,7566,216062,6357,99886,4857,97788,4341,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,513009,13070,75252,5399,183497,7466,254260,8970,4102794,23048,2211522,21911,948150,16191,943122,13527,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,268889,8684,46030,4092,118221,6113,104638,5515,2021310,17145,1129573,13840,459478,10475,432259,8993,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,12368,1749,2286,635,6509,1358,3573,723,153438,3602,88855,2812,38752,2363,25831,1682,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,296649,9302,35876,3538,134015,6641,126758,6014,2690257,20164,1486909,15158,621709,10837,581639,9188,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,122312,5905,22683,2654,53461,3876,46168,3875,811812,10164,460676,8705,171995,5636,179141,4287,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,91400,4303,12281,1665,44027,3362,35092,2972,817435,8882,408353,7241,225116,6630,183966,4577,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,273725,6857,29848,2547,111974,5544,131903,6246,2925873,18446,1578329,14613,663731,11775,683813,10553,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,24624,2761,1944,720,11700,2184,10980,1878,234424,5299,126032,4541,58301,3961,50091,2701,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,138152,6066,22185,2576,57353,4381,58614,3697,965175,12050,526331,9826,208708,7340,230136,6333,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,203891,3420,19721,2126,2739,707,9893,1506,7089,1222,184170,3769,110388,3326,41890,2400,31892,1956,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,200166,9068,27321,3258,78609,6112,94236,4926,1404144,16043,787951,12956,304159,8671,312034,8009,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,795699,15565,178697,8073,314563,10134,302439,9922,4802186,28612,2818495,26815,1066054,17396,917637,13685,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,47313,3236,9185,1716,24259,2366,13869,1862,545790,7876,315152,7708,137246,5596,93392,3694,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,12090,1706,1193,450,5699,1101,5198,996,144742,3624,77535,2813,38950,2502,28257,2171,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,142638,5644,21561,2664,55148,4125,65929,4390,1796328,15948,1071505,14551,374765,9754,350058,8406,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,132984,6180,14662,2131,67100,4608,51222,4040,1441448,14688,739947,12264,400379,9674,301122,6910,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,69897,4648,7675,1357,23002,3027,39220,3479,430250,7313,201369,5674,90699,4941,138182,4833,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,100381,4575,14938,1674,50186,3127,35257,2946,1340256,10773,749241,9414,334286,8007,256729,5481,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,8465,1445,895,436,4622,1158,2948,944,125437,3365,69849,2951,33560,2341,22028,1821,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,392942,9177,51242,3512,82095,4538,259605,7534,564028,9020,282128,6872,84739,3886,197161,5340,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
