GEO_ID,C17013_001E,C17013_001M,C17013_002E,C17013_002M,C17013_003E,C17013_003M,C17013_004E,C17013_004M,C17013_005E,C17013_005M,C17013_006E,C17013_006M,C17013_007E,C17013_007M,C17013_008E,C17013_008M,C17013_009E,C17013_009M,C17013_010E,C17013_010M,C17013_011E,C17013_011M,NAME,C17013_001MA,C17013_001EA,C17013_002EA,C17013_002MA,C17013_003EA,C17013_003MA,C17013_004MA,C17013_004EA,C17013_005MA,C17013_005EA,C17013_006MA,C17013_006EA,C17013_007EA,C17013_007MA,C17013_008EA,C17013_008MA,C17013_009MA,C17013_009EA,C17013_010MA,C17013_010EA,C17013_011MA,C17013_011EA,state
0400000US01,1223725,12107,167857,7451,59507,3942,80785,5871,24630,2976,2935,974,1055868,11879,516482,9560,439794,10150,89284,5299,10308,1546,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,12968,1619,4761,950,5305,1003,2284,552,618,278,144219,3896,63665,3274,58253,3250,18660,1813,3641,757,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,158604,7054,50187,4121,65795,4745,33257,4078,9365,1644,1300856,13424,632324,10549,488016,10192,153175,7505,27341,2999,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,99721,4887,35801,2721,44625,3323,16200,2183,3095,957,642723,8963,327469,7177,254414,6837,53752,3846,7088,1602,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,850405,19044,238256,10944,358394,13085,195358,9827,58397,4798,7430714,33196,2952934,22506,3195501,29168,1066784,18355,215495,9774,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,96785,5476,36412,3614,40229,3688,17976,2774,2168,725,1067436,11611,510357,9949,438647,9876,106599,4763,11833,1778,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,55456,4438,21270,2431,26771,3459,6260,1206,1155,686,837832,10251,379790,7361,358801,8531,90877,4956,8364,1435,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,16516,1825,6183,1239,7060,1432,2892,753,381,297,199666,4286,94425,3805,83908,3439,18853,2023,2480,731,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,18159,2336,6760,1480,7100,1347,3107,895,1192,712,90324,3841,48419,3241,34150,3158,6266,1251,1489,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,445037,12690,185457,7643,188700,9225,58071,4262,12809,2174,4149766,25646,2159669,18516,1585724,18816,362597,11351,41776,4383,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2285356,15485,264016,8042,94341,5722,119913,6052,40907,3368,8855,1870,2021340,16632,884582,12243,897785,15129,214760,9259,24213,2443,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,10113,1758,8872,1562,3344,860,1116,532,282344,5042,114629,3856,117108,4428,37085,2430,13522,1712,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,11850,1618,17365,2155,7204,1315,1798,865,334013,5371,161130,4241,125612,4137,40544,3307,6727,1191,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,286603,8945,97678,5742,127234,6156,47375,3507,14316,2732,2839528,17258,1221987,16293,1208843,14571,359835,9799,48863,4502,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,148206,6424,56944,3895,64858,4262,20688,2683,5716,1494,1491743,15106,714369,10360,602292,10945,159999,6153,15083,1734,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59201,3204,24007,1785,24381,2295,9222,1698,1591,599,730931,8525,379627,7002,268557,6499,76107,3925,6640,987,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,60394,3618,23238,2370,25801,2661,9409,1572,1946,880,655447,8112,318010,6255,258672,6196,71402,3761,7363,1176,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,149521,6061,60648,4092,66728,4116,18802,2438,3343,988,969722,11907,482016,9297,397612,8928,81715,4463,8379,1505,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,65000,4656,83847,5624,27607,3512,6739,1468,953812,13268,432486,10543,415204,9474,93968,4934,12154,2158,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,15015,1824,12916,1945,2997,811,1138,584,323403,5989,175693,4500,122350,4664,24232,2305,1128,410,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,35458,3517,35106,4071,10658,1918,2481,805,1314268,13510,578532,9346,573226,11499,145111,6397,17399,2568,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,44464,4253,56424,4561,16300,2469,1448,650,1451036,12071,635116,11831,639635,11079,161644,6485,14641,2175,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
