GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002MA,B07002_002EA,B07002_003MA,B07002_003EA,B07002_004MA,B07002_004EA,B07002_005EA,B07002_005MA,B07002_006EA,B07002_006MA,state
0400000US01,37.9,0.2,40.9,0.2,26.1,0.4,25.5,0.7,27.7,1.1,25.6,1.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34.4,0.2,37.6,0.5,25.7,0.8,27.6,2.5,24.7,0.9,24.7,3.4,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,35.0,0.2,38.5,0.3,26.3,0.5,26.6,1.3,30.9,1.0,27.1,1.3,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.5,0.2,41.2,0.3,25.0,0.6,25.9,1.0,28.7,1.2,23.3,2.1,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34.9,0.1,37.0,0.1,27.2,0.2,27.9,0.4,27.8,0.5,26.9,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,35.2,0.2,38.7,0.3,26.9,0.4,26.4,0.6,28.3,0.9,25.6,1.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39.6,0.2,41.3,0.3,29.5,1.0,29.4,2.1,29.3,1.1,27.1,2.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38.3,0.3,41.1,0.4,26.0,1.5,29.9,2.4,28.3,1.6,27.8,2.9,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36.4,0.3,39.3,0.5,28.9,1.4,-666666666.0,0.0,28.5,0.9,30.4,1.7,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,40.0,0.1,42.6,0.2,28.5,0.3,29.7,0.7,33.6,0.7,31.2,1.2,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,34.8,0.2,37.4,0.2,26.2,0.5,26.7,0.6,27.7,0.7,26.9,1.8,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,39.1,0.3,41.2,0.4,31.2,1.3,23.6,5.5,27.6,1.6,27.7,1.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.2,0.2,39.2,0.4,24.2,0.6,24.6,1.0,27.7,1.0,28.4,4.6,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,36.1,0.1,38.6,0.1,27.1,0.3,26.8,0.5,27.2,0.6,29.0,1.6,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,36.5,0.2,39.4,0.2,25.5,0.4,25.8,0.6,28.2,1.1,26.3,2.1,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,39.1,0.2,42.3,0.2,25.1,0.4,24.4,0.5,27.1,1.1,26.6,4.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.6,0.2,40.4,0.3,25.7,0.4,24.7,0.5,25.9,0.9,26.0,3.5,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38.0,0.1,40.8,0.3,25.8,0.5,26.2,0.7,28.1,1.1,27.4,2.2,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,35.9,0.1,38.9,0.3,24.5,0.4,27.0,0.8,29.1,1.2,28.5,3.6,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,41.5,0.2,43.8,0.3,26.3,0.8,28.2,1.5,31.8,2.7,31.0,11.1,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37.6,0.1,40.0,0.3,27.8,0.8,27.0,0.9,28.6,0.8,28.3,2.1,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,38.7,0.2,40.9,0.2,29.1,0.6,29.0,1.1,27.6,0.7,27.6,1.2,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,37.4,0.1,40.0,0.2,25.6,0.3,26.2,0.5,28.1,1.0,26.2,1.4,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,37.2,0.1,39.8,0.2,26.1,0.4,25.7,0.4,25.9,0.7,26.7,2.2,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36.0,0.2,39.2,0.4,24.6,0.7,25.4,0.9,29.1,1.1,32.2,9.7,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,37.9,0.1,41.0,0.2,25.3,0.4,26.1,0.7,27.7,1.2,29.3,2.9,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40.6,0.3,44.0,0.4,25.3,0.5,26.5,1.6,28.1,2.1,28.9,7.8,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36.8,0.1,40.0,0.3,25.4,0.6,25.3,0.9,26.6,1.5,28.0,1.6,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,35.6,0.1,38.3,0.3,27.8,0.9,26.0,2.0,31.5,1.1,27.8,1.3,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,39.9,0.3,42.0,0.2,28.5,1.5,26.3,1.3,27.5,2.0,27.5,4.4,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,38.4,0.1,39.9,0.2,29.4,0.6,31.2,0.7,29.1,0.9,31.1,2.4,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,36.6,0.3,40.2,0.4,24.9,0.8,26.5,2.4,30.0,2.7,29.2,2.4,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,37.9,0.1,39.7,0.1,28.3,0.3,28.3,0.5,27.9,0.6,28.9,1.1,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,36.6,0.2,39.5,0.2,26.5,0.4,27.0,0.6,29.4,0.6,26.0,1.0,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39.6,0.3,42.9,0.4,25.8,0.7,24.6,1.3,26.1,1.3,26.5,4.3,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,38.1,0.1,40.9,0.2,25.9,0.3,26.0,0.5,28.4,0.9,28.2,1.3,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,37.0,0.2,41.0,0.3,25.6,0.5,25.5,0.6,27.7,1.2,27.4,1.4,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37.6,0.2,41.6,0.3,26.8,0.4,26.9,0.7,28.6,1.2,26.8,2.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,40.1,0.2,42.2,0.2,27.3,0.3,26.6,0.5,27.7,0.8,29.2,1.6,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,38.9,0.3,40.5,0.3,28.0,1.5,28.7,2.2,26.7,2.1,24.2,4.6,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37.5,0.1,40.1,0.2,26.5,0.7,25.5,0.7,28.6,0.9,29.1,2.7,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
