GEO_ID,C19001_001E,C19001_001M,C19001_002E,C19001_002M,C19001_003E,C19001_003M,C19001_004E,C19001_004M,C19001_005E,C19001_005M,C19001_006E,C19001_006M,C19001_007E,C19001_007M,C19001_008E,C19001_008M,C19001_009E,C19001_009M,C19001_010E,C19001_010M,C19001_011E,C19001_011M,NAME,C19001_001MA,C19001_001EA,C19001_002MA,C19001_002EA,C19001_003EA,C19001_003MA,C19001_004EA,C19001_004MA,C19001_005MA,C19001_005EA,C19001_006MA,C19001_006EA,C19001_007MA,C19001_007EA,C19001_008EA,C19001_008MA,C19001_009EA,C19001_009MA,C19001_010MA,C19001_010EA,C19001_011MA,C19001_011EA,state
0400000US44,406089,2961,33638,2646,28575,2528,39862,3269,40875,3482,55004,4002,78650,4162,51949,3220,49663,3467,16598,1661,11275,1434,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,180923,7047,118153,5660,230542,6592,209855,6922,254469,8115,307041,8802,156912,6468,120290,5280,30195,2339,27527,2082,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,28282,2008,21679,1777,44587,2725,41010,2479,52698,2400,63530,3129,29718,2073,19358,1537,4298,943,5171,846,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,265621,9050,176795,8520,325823,8431,309554,9175,370944,9314,431803,9820,225924,7374,164750,5991,47262,3549,47654,3157,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,771318,16047,554036,12495,1043443,16902,970161,15676,1227433,19356,1412476,20895,832172,14780,724688,12673,225942,7788,216426,6399,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,48030,3696,36570,3294,87949,4289,99664,5545,140248,5823,173214,6247,96895,4443,74927,3522,18711,1941,15721,1542,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,19616,2008,16543,1729,28183,2676,30736,2183,39167,2234,50669,2585,27165,1998,25757,2068,6164,948,4825,914,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,210333,6405,137114,5628,278346,8672,291306,7523,415033,8411,553314,9978,367630,7498,374141,8813,135480,4604,126991,4754,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,183360,7733,134857,5849,274954,9096,269395,7913,378356,8330,483186,10530,299004,9418,273663,7640,87671,4893,66028,3714,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,95488,4941,66105,3367,121391,5080,100450,3838,115889,4633,126692,5472,58146,3694,39151,2999,8715,1310,8675,1581,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,152775,5918,130800,4730,258845,6396,267487,6787,358878,7047,476880,9184,286286,5608,196263,5978,47266,2735,44091,2113,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,13255,1763,12230,1637,25674,2317,23878,2204,34884,2277,44089,2787,26525,2384,17125,1547,3758,815,3517,913,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,408690,8045,163240,5882,221302,6075,151243,5180,134156,5288,99869,3843,38934,2884,24174,2549,6624,1195,6086,1072,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
