GEO_ID,C19001_001E,C19001_001M,C19001_002E,C19001_002M,C19001_003E,C19001_003M,C19001_004E,C19001_004M,C19001_005E,C19001_005M,C19001_006E,C19001_006M,C19001_007E,C19001_007M,C19001_008E,C19001_008M,C19001_009E,C19001_009M,C19001_010E,C19001_010M,C19001_011E,C19001_011M,NAME,C19001_001MA,C19001_001EA,C19001_002MA,C19001_002EA,C19001_003EA,C19001_003MA,C19001_004EA,C19001_004MA,C19001_005MA,C19001_005EA,C19001_006MA,C19001_006EA,C19001_007MA,C19001_007EA,C19001_008EA,C19001_008MA,C19001_009EA,C19001_009MA,C19001_010MA,C19001_010EA,C19001_011MA,C19001_011EA,state
0400000US01,1788692,9253,219792,7821,146731,6390,263520,8573,222085,6970,275323,8172,303885,9133,163433,5944,131257,4851,32901,2566,29765,2400,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,14670,1756,10256,1237,22553,2037,20969,2104,32625,2583,49028,3042,32760,2389,33763,2486,10332,1466,6296,934,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,168348,7088,130348,5939,283041,8809,279190,8948,363158,9829,421526,11395,240627,7204,199656,6136,63204,4108,54915,3875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,130025,5452,93518,4619,168254,5501,151984,4971,173199,6542,186248,6460,92980,4594,61887,3458,16378,1861,13069,1648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,833171,17464,636652,13728,1294132,16936,1204271,20000,1658996,22264,2230279,19586,1496005,21903,1582732,23074,580454,12300,581202,12705,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,129656,5506,95104,5656,201502,6295,197491,7379,273238,6940,358446,7778,229733,6108,210596,6340,65107,3459,58164,3807,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,87610,5531,64372,4298,108185,5445,118208,5668,165675,6171,247311,7737,187842,6757,192058,5533,70837,4251,81740,4217,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,18416,1987,15508,1822,32848,2416,33069,2532,49380,3254,64525,3236,43912,2479,38895,2688,11650,1366,9437,1581,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,33380,2879,13313,2087,23719,2692,25975,2948,33274,3392,40429,3083,24654,2630,24243,2283,12439,1509,16787,1717,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,586067,13846,453396,11323,925403,14917,921025,16940,1164460,16690,1308135,19406,719814,15752,594824,12690,182969,6300,192707,6429,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,314355,10365,197173,7260,385463,9861,384453,11442,513652,12330,634016,12515,377822,9678,315031,9002,102358,5660,95955,4870,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,27619,2558,19915,2007,33378,3088,41080,2834,63355,3865,87658,4384,59004,4015,62854,3778,21491,2088,13653,1634,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,43620,3354,35652,2649,74626,3900,70752,4064,93018,4458,109068,5176,55500,2972,33980,2496,8001,1180,7918,1177,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,371174,10893,266276,8318,507758,10840,508454,13114,678897,14529,919153,14420,577987,12393,534749,11195,169551,6445,157021,6087,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,198400,7618,155500,5538,303032,8214,311933,8816,399589,9765,498661,9733,281274,8464,203248,6645,50589,3450,40784,2772,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,87839,3953,76405,3304,161124,4810,149412,4823,204984,5688,256083,5339,135008,4657,88210,3577,22214,2245,19554,2241,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,86767,4554,68013,3834,141445,6055,136569,4946,176930,5687,207541,5668,117453,4735,92504,4698,23795,2340,20921,1831,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,203184,7373,138293,6213,229331,7179,212777,8155,258570,8202,296717,6466,154397,5561,109907,4261,27504,2733,23218,2027,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,221340,8334,144887,5510,238860,9226,198173,7956,245604,8239,280195,7570,159584,6303,126874,5344,30280,2713,30802,2664,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,48390,3600,39256,2496,67253,4035,69491,3510,86971,4711,112589,4585,56075,3119,40584,3031,11083,1342,10466,1413,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,121378,6257,90851,5229,164925,6059,184086,7150,284333,9004,393757,10930,296720,9117,331836,8504,115576,4571,102185,4250,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,200348,7898,132143,7158,225458,7198,209692,8578,301864,10154,455742,11395,331692,9527,352195,10752,123871,5442,115027,4790,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,333374,9356,237146,7936,468242,10028,456276,9019,584510,12547,756566,14958,460434,8504,388301,7510,112676,4901,90469,4486,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,126881,5574,103988,4974,207177,5456,215873,6019,310706,7254,425201,7079,269356,7566,235958,6315,67183,3326,57821,3015,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,162505,6744,92382,4429,163614,6600,152510,7480,160423,6197,175442,6886,87375,4562,61076,3616,15553,1872,13154,1798,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,207845,7055,150953,5903,305118,8026,292613,9805,370668,8914,444475,9193,238833,7927,182310,5888,48989,3051,43476,2295,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,34015,2671,28938,2275,53434,3140,49580,3061,62122,3398,75194,3023,32970,2509,22271,2059,4605,904,5139,928,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,55912,3728,43157,2665,87893,3650,92168,4070,111297,4737,148651,4729,77180,3860,55364,2302,12772,1313,11198,1401,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,62202,5229,46654,4262,100733,5923,106106,6065,144254,6130,185868,7703,117702,5810,97862,4094,23224,2348,22114,2351,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,28747,2881,22168,2707,42044,3746,49444,3318,72156,3886,110742,4963,73477,3858,63170,3734,19815,2200,15291,1709,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,198079,8251,147438,6225,275388,7503,262183,8539,396467,9520,570648,13534,424496,11484,493019,10879,184699,5230,189539,6479,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,82072,4580,54676,3645,107347,5477,95375,5603,114687,5292,128061,4599,65692,3864,51397,2753,14744,1736,13769,1745,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,699245,11138,424179,11006,779196,13473,719593,13417,964172,16502,1281393,17901,817313,13299,834591,15002,283238,8178,311511,8887,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,340741,8030,239249,7845,462682,11643,437167,10802,548802,11700,632224,11107,335922,9364,263772,6951,78051,4520,71230,3944,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,24740,1606,17888,1862,36632,2293,34945,2284,48382,2690,55958,2649,25985,1700,18181,1597,3765,762,3961,783,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,408866,9862,293117,8512,572108,11160,547699,10588,717620,11740,883623,13336,502469,10687,401731,7457,98273,4139,82315,3621,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,155262,6495,108511,4950,203292,8064,186900,7020,226105,7645,248924,8055,121610,5596,85159,4034,23667,2560,21165,1976,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,126553,5014,97247,4411,181992,7315,174035,6693,230530,7974,278365,7194,156015,5854,118090,4902,34950,2511,27563,2215,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,415384,9777,323681,8070,623945,12216,569530,10344,746667,10597,937410,13187,548543,10126,443625,10037,132947,5850,118408,4856,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
