GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,C08101_043E,C08101_043M,C08101_044E,C08101_044M,C08101_045E,C08101_045M,C08101_046E,C08101_046M,C08101_047E,C08101_047M,C08101_048E,C08101_048M,C08101_049E,C08101_049M,C08101_050E,C08101_050M,C08101_051E,C08101_051M,C08101_052E,C08101_052M,C08101_053E,C08101_053M,C08101_054E,C08101_054M,NAME,C08101_001MA,C08101_001EA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004EA,C08101_004MA,C08101_005EA,C08101_005MA,C08101_006MA,C08101_006EA,C08101_007EA,C08101_007MA,C08101_008EA,C08101_008MA,C08101_009EA,C08101_009MA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015EA,C08101_015MA,C08101_016EA,C08101_016MA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019MA,C08101_019EA,C08101_020EA,C08101_020MA,C08101_021EA,C08101_021MA,C08101_022EA,C08101_022MA,C08101_023MA,C08101_023EA,C08101_024MA,C08101_024EA,C08101_025MA,C08101_025EA,C08101_026EA,C08101_026MA,C08101_027EA,C08101_027MA,C08101_028MA,C08101_028EA,C08101_029MA,C08101_029EA,C08101_030MA,C08101_030EA,C08101_031EA,C08101_031MA,C08101_032EA,C08101_032MA,C08101_033EA,C08101_033MA,C08101_034MA,C08101_034EA,C08101_035MA,C08101_035EA,C08101_036MA,C08101_036EA,C08101_037EA,C08101_037MA,C08101_038EA,C08101_038MA,C08101_039MA,C08101_039EA,C08101_040MA,C08101_040EA,C08101_041MA,C08101_041EA,C08101_042EA,C08101_042MA,C08101_043EA,C08101_043MA,C08101_044MA,C08101_044EA,C08101_045MA,C08101_045EA,C08101_046MA,C08101_046EA,C08101_047EA,C08101_047MA,C08101_048EA,C08101_048MA,C08101_049MA,C08101_049EA,C08101_050MA,C08101_050EA,C08101_051MA,C08101_051EA,C08101_052EA,C08101_052MA,C08101_053EA,C08101_053MA,C08101_054EA,C08101_054MA,state
0400000US01,1941250,15984,76662,3630,192671,5947,890794,11723,460698,6091,163885,4977,43160,3044,46421,2768,66959,3762,1629930,17410,60613,3495,154332,6174,744999,12166,395676,5884,142321,4866,37253,2699,39777,2763,54959,3320,211259,9675,12792,1750,27505,3254,102193,5895,43833,3326,13553,1690,2996,812,3426,805,4961,1176,8368,1974,468,334,664,472,3456,1660,1817,715,575,312,571,351,163,177,654,342,48274,3893,2162,755,8715,2026,22261,2783,8015,1437,2904,734,640,362,1450,516,2127,780,43419,3740,627,470,1455,738,17885,2412,11357,1704,4532,907,1700,618,1605,523,4258,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,15624,1838,29750,1854,129017,3630,78433,2537,23819,2083,6644,981,5442,1010,5961,816,200952,5850,9105,1552,18882,2047,86929,3757,56117,2221,17496,1841,4634,894,3829,911,3960,642,44555,3263,4005,1121,5512,1214,21041,2076,11133,1597,1393,502,627,318,351,204,493,217,3573,956,175,200,854,499,1289,598,502,289,373,248,204,175,143,116,33,54,33543,2467,2239,599,4165,970,14250,1433,7416,975,3002,694,818,385,790,345,863,380,12067,1657,100,105,337,316,5508,1254,3265,730,1555,563,361,242,329,169,612,298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,124067,4994,278146,5742,1223206,10488,554180,6612,193722,6297,54540,3849,61659,4006,85544,4915,1945061,18773,78535,4347,199021,5425,921987,13490,434584,7718,155960,6384,43846,3564,48086,3727,63042,4023,366261,11954,28962,3174,55134,4118,185041,8385,62245,4698,17206,2049,5044,1062,5466,1032,7163,1771,48964,5040,3927,1285,6765,1774,24445,3478,8591,1814,2765,929,973,563,537,350,961,502,110756,6118,10622,2124,14168,2153,50215,3883,19907,2541,7054,1353,1695,557,2434,1203,4661,1038,104022,5974,2021,1069,3058,864,41518,3838,28853,3359,10737,1616,2982,737,5136,1037,9717,1829,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,59651,3891,118833,4883,551033,7024,265856,4794,98587,4091,26660,2208,32287,2851,47979,3050,981220,13090,44690,3090,93079,4956,447329,7276,224338,5468,82454,3462,22513,2143,27458,2529,39359,2768,147902,7532,9873,1747,20284,2268,73855,4223,28879,3269,7957,1430,1509,582,2211,726,3334,690,4007,1402,187,222,306,236,2483,1223,347,247,505,410,0,260,131,163,48,87,36505,3253,4041,981,4213,1349,16017,2276,5776,1207,2982,925,874,309,1358,498,1244,424,31252,3349,860,482,951,462,11349,2189,6516,1255,4689,1256,1764,785,1129,444,3994,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,584345,11542,1547715,13949,7521266,24462,3499652,19076,1229111,15598,322379,8414,345487,11851,497379,10116,11503746,41684,360252,9452,1087868,16483,5585525,30467,2680553,21761,942983,13353,243829,7635,254915,9585,347821,7868,1946177,25740,124891,6064,247281,9501,983143,18271,376845,9553,114646,6089,27658,2797,30302,3611,41411,3859,734704,18065,39578,4841,92617,5846,365245,11897,137632,7236,47769,3571,16180,3116,14967,2416,20716,3441,700194,18129,53398,3852,100615,6106,320981,10699,126571,6226,47151,4099,10530,1449,16868,2310,24080,2845,662513,13426,6226,1832,19334,2984,266372,9007,178051,7138,76562,4357,24182,2429,28435,2706,63351,4312,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,88807,3844,222366,5338,1100652,10070,526829,5632,180985,6108,44472,2475,45686,3462,70464,3484,1741595,15152,61313,3307,161425,5732,842073,12176,415727,6944,141270,5297,33756,2299,33121,2872,52910,3233,229018,10071,14535,1907,33532,4072,115734,6911,43345,3816,10831,1500,2611,750,4553,1031,3877,845,61884,4755,3252,950,8261,1795,29580,3496,12165,1518,5842,1279,691,298,674,350,1419,486,110733,4874,7773,1443,15533,2354,51079,3517,21476,2089,7660,1563,1923,529,2392,989,2897,730,137031,6572,1934,790,3615,1448,62186,5043,34116,2433,15382,1829,5491,1418,4946,1075,9361,1430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,62875,3212,128323,3829,717947,8372,428466,5647,157542,5048,43382,2937,48895,2961,69912,3095,1343489,15545,40308,2825,97467,4235,585323,10467,354559,5546,133773,4700,34935,2999,41705,2802,55419,2685,136359,7808,11069,2054,14163,2106,62208,4482,30290,3143,8577,1577,3340,1105,2445,685,4267,1104,70427,5133,4449,947,7553,1784,32841,3600,15657,1853,4875,970,1721,610,1397,553,1934,479,52884,4729,6480,1379,8454,1802,20701,2909,10164,1721,3311,953,981,379,1019,520,1774,519,54183,3413,569,310,686,365,16874,2235,17796,2182,7006,1209,2405,773,2329,655,6518,1277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,14525,1542,37523,2389,185350,3155,91960,2426,33464,2162,9263,1357,9823,1194,15125,1528,318734,5922,9554,1218,27502,2541,150182,3675,76182,2818,27698,2096,7571,1128,7901,1159,12144,1379,42058,3003,3253,887,6055,1363,19108,2009,8532,1622,2569,766,568,361,905,393,1068,604,8588,1576,283,257,1815,789,3560,866,1721,746,928,485,55,91,96,116,130,162,13101,2349,1230,779,1766,726,5699,1333,2278,711,816,393,482,422,283,212,547,309,14552,2167,205,258,385,322,6801,1532,3247,809,1453,690,587,364,638,306,1236,530,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,2754,756,16279,1411,139220,3227,48401,1897,19970,1627,6211,1235,5686,1087,11344,1399,93803,3992,742,435,3134,832,50321,3172,19581,1810,9741,1191,2802,796,2414,681,5068,1096,19246,2459,382,302,693,351,11043,1913,3769,1028,1780,722,652,310,193,162,734,376,94260,4338,1287,500,9089,1390,54321,3576,18248,1985,5314,742,1639,501,1621,587,2741,864,31446,2664,245,240,2609,824,18645,2178,4360,971,2108,647,910,404,965,482,1604,617,11110,1973,98,76,754,640,4890,1370,2443,698,1027,398,208,175,493,256,1197,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,311488,8688,724177,10241,3481080,16254,1800030,13006,655335,12469,187174,5731,209127,8282,332474,9460,6158873,32660,205421,7243,537977,10298,2811459,20040,1487593,15443,532693,11522,155227,5429,171072,7336,257431,8768,851610,19203,66843,5174,117120,6608,395647,13688,164028,7120,54070,3775,13102,1864,14709,1755,26091,3170,138505,8946,10930,2388,18216,3954,56683,5312,29099,3512,10978,1933,3189,990,2863,906,6547,2021,272572,11036,25465,2914,40755,4786,109533,8007,48966,4619,22571,2602,5226,1079,6320,1361,13736,1757,279325,9541,2829,916,10109,2186,107758,6765,70344,4704,35023,3294,10430,1693,14163,1849,28669,2386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
