GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,C08101_043E,C08101_043M,C08101_044E,C08101_044M,C08101_045E,C08101_045M,C08101_046E,C08101_046M,C08101_047E,C08101_047M,C08101_048E,C08101_048M,C08101_049E,C08101_049M,C08101_050E,C08101_050M,C08101_051E,C08101_051M,C08101_052E,C08101_052M,C08101_053E,C08101_053M,C08101_054E,C08101_054M,NAME,C08101_001MA,C08101_001EA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004EA,C08101_004MA,C08101_005EA,C08101_005MA,C08101_006MA,C08101_006EA,C08101_007EA,C08101_007MA,C08101_008EA,C08101_008MA,C08101_009EA,C08101_009MA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015EA,C08101_015MA,C08101_016EA,C08101_016MA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019MA,C08101_019EA,C08101_020EA,C08101_020MA,C08101_021EA,C08101_021MA,C08101_022EA,C08101_022MA,C08101_023MA,C08101_023EA,C08101_024MA,C08101_024EA,C08101_025MA,C08101_025EA,C08101_026EA,C08101_026MA,C08101_027EA,C08101_027MA,C08101_028MA,C08101_028EA,C08101_029MA,C08101_029EA,C08101_030MA,C08101_030EA,C08101_031EA,C08101_031MA,C08101_032EA,C08101_032MA,C08101_033EA,C08101_033MA,C08101_034MA,C08101_034EA,C08101_035MA,C08101_035EA,C08101_036MA,C08101_036EA,C08101_037EA,C08101_037MA,C08101_038EA,C08101_038MA,C08101_039MA,C08101_039EA,C08101_040MA,C08101_040EA,C08101_041MA,C08101_041EA,C08101_042EA,C08101_042MA,C08101_043EA,C08101_043MA,C08101_044MA,C08101_044EA,C08101_045MA,C08101_045EA,C08101_046MA,C08101_046EA,C08101_047EA,C08101_047MA,C08101_048EA,C08101_048MA,C08101_049MA,C08101_049EA,C08101_050MA,C08101_050EA,C08101_051MA,C08101_051EA,C08101_052EA,C08101_052MA,C08101_053EA,C08101_053MA,C08101_054EA,C08101_054MA,state
0400000US13,4098555,20586,150667,5401,399105,9378,2068829,14565,888670,8271,310466,6989,81488,4545,83006,4502,116324,4988,3279567,22738,104009,4822,302664,8795,1658919,16370,729116,9162,258465,7213,66825,4061,67382,4284,92187,4319,462238,14992,32021,3182,59588,5564,239453,10771,82306,5293,24645,2671,7287,1244,7443,1129,9495,1562,91625,6242,6463,1832,13931,3283,45747,4476,16308,2677,5709,2112,973,514,1229,544,1265,540,119137,6238,7669,1703,17227,3050,57789,4403,21296,2250,6913,1227,2471,866,2371,736,3401,940,145988,6413,505,347,5695,1615,66921,4368,39644,3437,14734,1951,3932,984,4581,1051,9976,1435,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,21080,2030,56818,3482,252345,4208,144637,3146,55759,2977,15971,1658,15234,1646,22171,2017,399526,7578,12891,1788,37742,2920,177751,4716,100904,3581,38106,2608,9611,1231,9711,1380,12810,1584,91371,4321,3954,980,10921,2235,41648,3006,20693,2089,6356,1273,2245,837,2078,735,3476,921,33337,3078,2083,772,3454,1250,11015,2120,8435,1457,3985,790,1440,579,1279,686,1646,563,33105,3111,2057,669,4353,1208,13216,1790,7256,1148,3127,766,845,366,741,306,1510,509,26676,2873,95,147,348,288,8715,1772,7349,1211,4185,867,1830,779,1425,496,2729,906,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,37030,2461,75881,3039,286660,5158,153338,3621,52704,2614,15239,1858,14276,1795,20604,1749,499659,8665,25978,2089,56946,3108,218382,4535,118912,3537,41916,2252,11408,1486,11005,1672,15112,1593,80176,4206,6653,1705,11155,1979,38263,3167,15588,1748,4758,1388,1616,656,916,435,1227,499,6172,1376,241,185,1181,628,2314,735,1464,702,580,319,182,166,86,104,124,129,37386,3728,3656,1223,5565,1285,13313,2290,8765,1220,2159,513,867,443,1708,989,1353,555,32339,2911,502,270,1034,544,14388,1556,8609,2056,3291,695,1166,432,561,258,2788,801,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5794059,21993,235776,7351,547157,9139,2728130,12494,1342269,8890,468481,8937,123489,6114,140541,5547,208216,6611,4343232,25397,167169,6000,385421,8790,2030758,15731,1043063,11564,364078,7664,95068,4895,106504,4625,151171,4898,544427,14103,33961,2931,68435,5173,269650,9577,103249,5141,33426,3418,9280,2130,10209,2038,16217,2471,477103,13254,14838,2359,55204,5496,242863,8126,96495,5585,37075,3631,8286,1294,9721,2401,12621,2200,234467,10988,16990,2181,31679,3440,104241,7636,46356,3543,15804,1982,5022,1040,4617,1124,9758,1612,194830,7714,2818,816,6418,1774,80618,5055,53106,4032,18098,1991,5833,1006,9490,1479,18449,1648,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2835411,15789,123650,4248,272014,5425,1281422,10521,683908,6407,244736,5599,61654,3302,64313,2784,103714,3719,2357220,17632,91538,3973,220195,5646,1065807,11309,581840,6957,209340,5515,52063,2798,54009,2739,82428,3200,267109,8005,20687,2107,31822,3123,126598,4994,54296,3724,16971,1821,4247,821,4897,1009,7591,1191,26111,3341,1447,886,3370,1061,11102,1948,6048,1691,1707,615,936,516,285,184,1216,559,98404,6121,8308,1576,14099,2125,41497,4005,19224,2096,7162,1360,1888,504,2129,546,4097,1200,86567,5021,1670,733,2528,738,36418,3673,22500,2422,9556,1447,2520,610,2993,754,8382,1194,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1471452,9812,73487,3209,147403,4186,626545,5940,358459,4045,128929,3332,35167,2287,37477,2492,63985,2932,1178599,11899,56854,3050,114082,4349,506836,7663,292631,4713,103812,3339,28480,2189,29671,2353,46233,2354,148227,5890,9512,1196,18464,2361,68254,4205,32045,2039,10875,1352,2269,558,2212,680,4596,974,11568,1776,579,307,1978,889,5631,1304,1775,500,808,367,0,221,243,183,554,316,69424,4147,5340,981,10784,1968,22759,2544,16241,1775,5595,949,2180,569,1918,512,4607,769,63634,3067,1202,385,2095,713,23065,1764,15767,1802,7839,1093,2238,545,3433,700,7995,1140,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1329738,9734,65689,3081,145740,4808,576070,6099,313678,4444,111118,3894,28626,2351,32107,2331,56710,3063,1097819,10813,53090,3017,119015,4560,474647,6826,265819,4885,92748,3941,23504,1855,26099,2080,42897,2483,120959,5535,8010,1610,15694,2239,58700,4008,22261,2056,8131,1252,2301,706,2329,631,3533,819,5138,1122,351,268,433,267,2445,786,1195,549,150,137,110,133,11,20,443,264,53128,3967,3275,748,8705,1907,20442,2236,11530,1459,4375,927,1244,454,1377,499,2180,642,52694,4116,963,446,1893,869,19836,2260,12873,1474,5714,1050,1467,488,2291,738,7657,1400,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1766010,14030,75091,3867,170350,6134,826049,8931,418461,5828,138127,4213,38985,2899,36955,2872,61992,3482,1461604,13220,54415,3650,136006,5602,682274,9846,354789,5612,119364,4417,33616,2752,31081,2527,50059,3020,192723,7118,14677,1771,24683,2524,100143,5577,34610,2764,10068,1468,2172,667,2380,667,3990,877,15605,2369,919,548,1103,520,7478,1825,3301,781,1118,418,689,423,500,258,497,279,47076,3763,3976,949,6355,1562,18132,2345,11812,2152,2943,666,1077,531,1146,566,1635,589,49002,3169,1104,573,2203,772,18022,2035,13949,1567,4634,879,1431,445,1848,531,5811,1179,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1857938,14169,73694,4019,202570,6707,859288,10634,430874,6268,147752,6111,40926,3690,40265,3436,62569,3029,1505724,15747,50857,3592,155409,5853,708147,10541,352292,8122,123811,5337,33199,3194,33599,3176,48410,2986,204878,9482,14717,2086,31477,3758,91047,5376,43386,4232,12349,1913,4147,962,2753,747,5002,971,35763,4765,2338,1266,7052,2244,13791,2871,7654,1807,2122,768,984,1398,800,458,1022,440,69112,4968,5141,1413,7477,1477,29533,3652,17695,3106,4347,1067,952,440,1224,575,2743,889,42461,3382,641,318,1155,584,16770,2407,9847,1507,5123,1070,1644,587,1889,574,5392,1161,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,640895,5899,30573,1894,58365,2097,263904,3930,168757,2869,62417,3496,15755,1658,17582,1847,23542,1708,511509,7546,21669,1675,44036,2462,212201,4586,137999,3760,51917,3443,12966,1520,13159,1361,17562,1314,64846,4194,6129,1290,8812,1806,28696,2732,14039,1580,3601,819,790,350,1451,534,1328,446,4197,892,425,371,606,314,1741,676,858,444,296,244,19,32,169,191,83,102,31040,3124,1834,510,4283,1114,11042,1817,7150,1575,2822,727,854,399,1442,671,1613,676,29303,2788,516,328,628,396,10224,1536,8711,1418,3781,943,1126,339,1361,513,2956,677,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
