GEO_ID,B18012_001E,B18012_001M,B18012_002E,B18012_002M,B18012_003E,B18012_003M,B18012_004E,B18012_004M,B18012_005E,B18012_005M,B18012_006E,B18012_006M,B18012_007E,B18012_007M,B18012_008E,B18012_008M,B18012_009E,B18012_009M,B18012_010E,B18012_010M,B18012_011E,B18012_011M,B18012_012E,B18012_012M,B18012_013E,B18012_013M,B18012_014E,B18012_014M,B18012_015E,B18012_015M,B18012_016E,B18012_016M,B18012_017E,B18012_017M,B18012_018E,B18012_018M,B18012_019E,B18012_019M,B18012_020E,B18012_020M,B18012_021E,B18012_021M,B18012_022E,B18012_022M,B18012_023E,B18012_023M,B18012_024E,B18012_024M,B18012_025E,B18012_025M,B18012_026E,B18012_026M,B18012_027E,B18012_027M,B18012_028E,B18012_028M,B18012_029E,B18012_029M,B18012_030E,B18012_030M,B18012_031E,B18012_031M,B18012_032E,B18012_032M,B18012_033E,B18012_033M,B18012_034E,B18012_034M,B18012_035E,B18012_035M,B18012_036E,B18012_036M,B18012_037E,B18012_037M,B18012_038E,B18012_038M,B18012_039E,B18012_039M,NAME,B18012_001MA,B18012_001EA,B18012_002MA,B18012_002EA,B18012_003EA,B18012_003MA,B18012_004EA,B18012_004MA,B18012_005MA,B18012_005EA,B18012_006MA,B18012_006EA,B18012_007MA,B18012_007EA,B18012_008EA,B18012_008MA,B18012_009EA,B18012_009MA,B18012_010EA,B18012_010MA,B18012_011MA,B18012_011EA,B18012_012MA,B18012_012EA,B18012_013EA,B18012_013MA,B18012_014EA,B18012_014MA,B18012_015EA,B18012_015MA,B18012_016MA,B18012_016EA,B18012_017MA,B18012_017EA,B18012_018EA,B18012_018MA,B18012_019EA,B18012_019MA,B18012_020EA,B18012_020MA,B18012_021MA,B18012_021EA,B18012_022MA,B18012_022EA,B18012_023EA,B18012_023MA,B18012_024EA,B18012_024MA,B18012_025EA,B18012_025MA,B18012_026MA,B18012_026EA,B18012_027MA,B18012_027EA,B18012_028EA,B18012_028MA,B18012_029EA,B18012_029MA,B18012_030EA,B18012_030MA,B18012_031MA,B18012_031EA,B18012_032MA,B18012_032EA,B18012_033MA,B18012_033EA,B18012_034EA,B18012_034MA,B18012_035EA,B18012_035MA,B18012_036MA,B18012_036EA,B18012_037MA,B18012_037EA,B18012_038MA,B18012_038EA,B18012_039EA,B18012_039MA,state
0400000US01,989923,5026,39928,3511,20764,2673,2274,828,506,317,1768,795,18490,2687,8665,1955,6984,1408,2052,836,789,426,19164,2530,3096,1191,783,441,2313,1028,16068,2116,5604,1474,5116,1205,4291,1134,1057,486,949995,6167,464998,4172,106528,5126,21656,2148,84872,4775,358470,6038,79826,5349,134373,6855,90773,4688,53498,3444,484997,3841,131542,5380,21570,2652,109972,4995,353455,6467,59540,4314,120711,4446,100049,4936,73155,3965,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138421,1810,4468,975,2305,710,455,273,180,183,275,201,1850,640,472,410,1141,522,237,180,0,233,2163,673,316,285,62,94,254,269,1847,620,335,261,831,399,602,372,79,126,133953,1852,66372,1412,14921,1662,6197,987,8724,1470,51451,2124,5903,1195,25790,2113,14179,2050,5579,1013,67581,1206,16261,1903,3974,862,12287,1670,51320,1883,6052,1543,18484,1629,16723,1541,10061,1277,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1376250,3156,32833,4187,16974,2771,4280,1802,955,524,3325,1758,12694,2064,4473,1461,5128,1475,2159,782,934,500,15859,2308,4419,1561,751,429,3668,1432,11440,1871,3145,1071,3952,963,3257,1058,1086,526,1343417,5047,686968,3553,147865,6050,30620,3114,117245,5795,539103,6505,128689,5953,191077,7007,136925,6758,82412,4343,656449,2720,171474,6748,27686,2987,143788,6407,484975,6880,90957,5746,160684,6945,139725,6762,93609,5077,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601456,4266,22570,2142,9570,1522,1198,433,615,373,583,324,8372,1441,2346,793,3686,825,1410,756,930,508,13000,1728,3084,1086,504,331,2580,987,9916,1636,1868,666,5633,1329,1914,644,501,296,578886,4594,289122,3342,62399,3540,16331,2146,46068,3428,226723,4538,44883,3870,96878,4471,54683,3741,30279,2774,289764,3355,72309,4006,10842,1513,61467,3869,217455,4616,35133,2815,84463,4176,57651,4130,40208,2804,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8280110,7277,179939,7879,90096,6239,16562,2236,4408,1212,12154,1884,73534,5549,25395,3539,26888,3343,16342,2459,4909,1439,89843,5937,19012,2682,4335,1182,14677,2218,70831,5297,19086,2903,24647,3294,20782,2638,6316,1598,8100171,10566,4108019,8872,1055460,16576,174390,7372,881070,16149,3052559,17844,777775,18308,972225,21088,680438,14247,622121,14395,3992152,6465,1195446,17797,162159,8168,1033287,16521,2796706,18795,590465,15323,769412,16386,721641,14820,715188,11547,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1120749,3806,22485,2475,13400,1993,2631,1135,1132,603,1499,946,10769,1776,4091,1014,3215,971,2241,810,1222,636,9085,1320,1362,567,117,116,1245,594,7723,1154,1922,756,2791,753,2407,748,603,407,1098264,4965,564476,3835,130767,5702,22693,2107,108074,5487,433709,6479,81382,4769,131328,7028,109214,6499,111785,5724,533788,2853,138997,4995,21805,2780,117192,5099,394791,5168,58206,4404,103470,5479,104202,5355,128913,5010,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,651205,1909,15958,2600,8201,2062,1421,1188,349,375,1072,1129,6780,1521,1292,674,3771,1263,1263,608,454,320,7757,1647,1346,602,584,433,762,484,6411,1552,1337,656,2846,1161,1742,803,486,264,635247,3014,316040,2596,78459,3644,14359,1991,64100,3530,237581,4565,32468,3609,91241,5379,50727,3718,63145,3640,319207,1856,94027,3961,14535,1476,79492,4021,225180,3889,23129,2921,65412,3783,52262,3706,84377,3604,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,178206,1196,7327,1711,3060,879,226,206,226,206,0,262,2834,910,826,571,1154,469,808,582,46,78,4267,1275,870,578,304,361,566,448,3397,1114,928,601,909,500,1348,672,212,280,170879,1974,84398,1160,18289,2041,3886,794,14403,2051,66109,2282,13981,1918,23456,2603,12789,1825,15883,1743,86481,1449,22809,2290,3528,993,19281,2126,63672,2552,8438,1461,23750,2228,13674,1723,17810,1547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,136787,565,2953,1494,1436,859,400,407,316,374,84,153,1036,768,368,433,444,458,224,257,0,286,1517,1181,290,343,0,286,290,343,1227,1102,168,169,938,1020,55,92,66,108,133834,1679,62992,1050,13370,1551,2296,804,11074,1440,49622,1696,7930,1686,9341,1711,7366,1445,24985,1833,70842,1189,16492,1920,793,353,15699,1922,54350,2231,5026,1339,12865,1719,7005,1239,29454,2093,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3540211,7309,92221,5639,45306,3874,7224,1581,3071,996,4153,1224,38082,4038,13060,2131,14804,2300,7456,1951,2762,988,46915,4000,7270,1417,2106,797,5164,1118,39645,3780,11836,1793,15968,2653,9562,1886,2279,774,3447990,9515,1718403,6485,403925,9685,86227,4832,317698,8985,1314478,11628,265711,8938,506322,13539,317738,12329,224707,9326,1729587,6801,484701,10840,76388,4458,408313,9575,1244886,10797,185495,9125,420374,9566,349784,10445,289233,7923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
