GEO_ID,B08014_001E,B08014_001M,B08014_002E,B08014_002M,B08014_003E,B08014_003M,B08014_004E,B08014_004M,B08014_005E,B08014_005M,B08014_006E,B08014_006M,B08014_007E,B08014_007M,B08014_008E,B08014_008M,B08014_009E,B08014_009M,B08014_010E,B08014_010M,B08014_011E,B08014_011M,B08014_012E,B08014_012M,B08014_013E,B08014_013M,B08014_014E,B08014_014M,B08014_015E,B08014_015M,B08014_016E,B08014_016M,B08014_017E,B08014_017M,B08014_018E,B08014_018M,B08014_019E,B08014_019M,B08014_020E,B08014_020M,B08014_021E,B08014_021M,NAME,B08014_001MA,B08014_001EA,B08014_002MA,B08014_002EA,B08014_003MA,B08014_003EA,B08014_004MA,B08014_004EA,B08014_005EA,B08014_005MA,B08014_006MA,B08014_006EA,B08014_007MA,B08014_007EA,B08014_008MA,B08014_008EA,B08014_009MA,B08014_009EA,B08014_010EA,B08014_010MA,B08014_011MA,B08014_011EA,B08014_012MA,B08014_012EA,B08014_013MA,B08014_013EA,B08014_014MA,B08014_014EA,B08014_015MA,B08014_015EA,B08014_016EA,B08014_016MA,B08014_017MA,B08014_017EA,B08014_018MA,B08014_018EA,B08014_019MA,B08014_019EA,B08014_020MA,B08014_020EA,B08014_021EA,B08014_021MA,state
0400000US01,1941250,15984,39747,4235,375581,11492,812714,15985,462315,15388,175462,8290,75431,7045,1055195,9461,21805,2880,169539,7308,455722,10710,262697,8829,100716,5161,44716,4322,886055,10946,17942,2674,206042,7752,356992,9266,199618,7842,74746,4246,30715,3302,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,15872,1657,72070,4117,126633,6278,54420,4731,16677,2611,9018,1718,160549,3279,7924,1048,37863,2977,70115,3566,30225,3088,9299,1485,5123,1099,134141,3142,7948,1052,34207,2422,56518,3344,24195,2082,7378,1459,3895,810,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,76839,6597,611895,17766,1154532,21845,493421,15493,172144,11689,66233,6984,1446763,10128,43841,4529,317495,13201,662906,14256,285081,10261,98714,7646,38726,4716,1128301,11257,32998,4055,294400,9383,491626,10938,208340,8166,73430,5200,27507,3139,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,25348,2923,244935,9235,546174,11238,256800,10989,94533,7269,33096,4159,643018,7202,12991,2178,117419,5799,298683,6692,141493,6600,52268,4700,20164,3010,557868,8708,12357,1821,127516,5910,247491,6855,115307,5499,42265,3534,12932,1900,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,545357,17605,3130117,35116,6413986,59999,3359748,43417,1426647,37234,671479,27376,8744873,29320,316268,12765,1605045,24412,3691482,36987,1912316,28545,825678,21702,394084,18713,6802461,27369,229089,9466,1525072,22399,2722504,30810,1447432,22128,600969,20393,277395,11655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,53861,4733,459907,12821,1008060,17046,495911,13102,179917,9749,82605,7369,1256826,8335,32413,3703,228808,8727,568619,12118,276749,8201,102889,7022,47348,4671,1023435,9723,21448,2349,231099,7688,439441,9458,219162,7763,77028,4656,35257,3659,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,43648,4152,309139,9427,745470,14791,353388,13016,149647,11519,56050,7410,871769,8446,19027,2617,137481,6128,410764,9109,193326,7746,80421,6453,30750,4332,785573,9261,24621,3069,171658,6605,334706,8465,160062,7217,69226,5797,25300,3624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,11935,2262,84593,4333,183522,6550,80020,5689,27319,3599,9644,1837,208428,3111,6307,1900,37327,2998,100756,4163,43756,3322,14495,2050,5787,1025,188605,4256,5628,1054,47266,2832,82766,3780,36264,2965,12824,1891,3857,1042,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,66320,4391,103252,4981,59852,3602,16109,2827,3180,1689,1152,893,126559,2736,32087,3259,48949,3339,34109,2884,9271,1920,1601,886,542,434,123306,3603,34233,2846,54303,3075,25743,2124,6838,1449,1579,1045,610,504,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,215322,11150,1842494,27374,3658322,35798,1411603,30317,435017,19572,138127,12568,4177320,20968,121094,8041,905663,18079,2041846,23922,787857,19628,239097,10963,81763,8216,3523565,20350,94228,6223,936831,16066,1616476,20348,623746,15255,195920,11194,56364,5251,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4098555,20586,130897,9539,851916,21510,1789573,31418,889543,21606,315702,14700,120924,10096,2238551,13218,73812,7631,403038,14714,1014736,19133,495948,13738,181613,8661,69404,6556,1860004,15789,57085,5320,448878,12814,774837,15469,393595,11037,134089,7886,51520,4455,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,20438,2836,127089,6632,218622,9453,120385,8062,54914,4754,42567,7398,315322,4637,10393,1732,64404,3987,120861,5506,66238,5189,30346,2955,23080,3968,268693,4599,10045,1936,62685,4060,97761,4981,54147,3708,24568,2589,19487,3725,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,10041,2097,99537,5897,281517,8740,165441,8553,65073,6137,34123,4180,360509,4557,5956,1522,44314,3866,159843,5557,94738,5679,36625,3617,19033,2683,295223,5964,4085,993,55223,3450,121674,4377,70703,3901,28448,2996,15090,1816,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5794059,21993,251911,12903,1294820,19808,2527387,31407,1119615,22185,434697,18824,165629,11198,3119749,14643,122844,9409,625146,13711,1413327,19429,617811,13071,242129,11616,98492,7122,2674310,16346,129067,6668,669674,12579,1114060,15933,501804,11710,192568,8816,67137,5111,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2835411,15789,64846,4731,515293,15145,1273792,19886,637377,14944,240281,8687,103822,8165,1524236,10172,32222,3109,236373,9993,708168,12336,354844,8632,134102,5277,58527,4698,1311175,13402,32624,3249,278920,8085,565624,11391,282533,8549,106179,4977,45295,4219,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
