GEO_ID,B17001G_001E,B17001G_001M,B17001G_002E,B17001G_002M,B17001G_003E,B17001G_003M,B17001G_004E,B17001G_004M,B17001G_005E,B17001G_005M,B17001G_006E,B17001G_006M,B17001G_007E,B17001G_007M,B17001G_008E,B17001G_008M,B17001G_009E,B17001G_009M,B17001G_010E,B17001G_010M,B17001G_011E,B17001G_011M,B17001G_012E,B17001G_012M,B17001G_013E,B17001G_013M,B17001G_014E,B17001G_014M,B17001G_015E,B17001G_015M,B17001G_016E,B17001G_016M,B17001G_017E,B17001G_017M,B17001G_018E,B17001G_018M,B17001G_019E,B17001G_019M,B17001G_020E,B17001G_020M,B17001G_021E,B17001G_021M,B17001G_022E,B17001G_022M,B17001G_023E,B17001G_023M,B17001G_024E,B17001G_024M,B17001G_025E,B17001G_025M,B17001G_026E,B17001G_026M,B17001G_027E,B17001G_027M,B17001G_028E,B17001G_028M,B17001G_029E,B17001G_029M,B17001G_030E,B17001G_030M,B17001G_031E,B17001G_031M,B17001G_032E,B17001G_032M,B17001G_033E,B17001G_033M,B17001G_034E,B17001G_034M,B17001G_035E,B17001G_035M,B17001G_036E,B17001G_036M,B17001G_037E,B17001G_037M,B17001G_038E,B17001G_038M,B17001G_039E,B17001G_039M,B17001G_040E,B17001G_040M,B17001G_041E,B17001G_041M,B17001G_042E,B17001G_042M,B17001G_043E,B17001G_043M,B17001G_044E,B17001G_044M,B17001G_045E,B17001G_045M,B17001G_046E,B17001G_046M,B17001G_047E,B17001G_047M,B17001G_048E,B17001G_048M,B17001G_049E,B17001G_049M,B17001G_050E,B17001G_050M,B17001G_051E,B17001G_051M,B17001G_052E,B17001G_052M,B17001G_053E,B17001G_053M,B17001G_054E,B17001G_054M,B17001G_055E,B17001G_055M,B17001G_056E,B17001G_056M,B17001G_057E,B17001G_057M,B17001G_058E,B17001G_058M,B17001G_059E,B17001G_059M,NAME,B17001G_001MA,B17001G_001EA,B17001G_002MA,B17001G_002EA,B17001G_003MA,B17001G_003EA,B17001G_004EA,B17001G_004MA,B17001G_005EA,B17001G_005MA,B17001G_006MA,B17001G_006EA,B17001G_007MA,B17001G_007EA,B17001G_008MA,B17001G_008EA,B17001G_009MA,B17001G_009EA,B17001G_010EA,B17001G_010MA,B17001G_011EA,B17001G_011MA,B17001G_012MA,B17001G_012EA,B17001G_013MA,B17001G_013EA,B17001G_014MA,B17001G_014EA,B17001G_015EA,B17001G_015MA,B17001G_016EA,B17001G_016MA,B17001G_017MA,B17001G_017EA,B17001G_018MA,B17001G_018EA,B17001G_019MA,B17001G_019EA,B17001G_020MA,B17001G_020EA,B17001G_021EA,B17001G_021MA,B17001G_022EA,B17001G_022MA,B17001G_023EA,B17001G_023MA,B17001G_024EA,B17001G_024MA,B17001G_025MA,B17001G_025EA,B17001G_026EA,B17001G_026MA,B17001G_027EA,B17001G_027MA,B17001G_028EA,B17001G_028MA,B17001G_029EA,B17001G_029MA,B17001G_030EA,B17001G_030MA,B17001G_031MA,B17001G_031EA,B17001G_032MA,B17001G_032EA,B17001G_033MA,B17001G_033EA,B17001G_034EA,B17001G_034MA,B17001G_035EA,B17001G_035MA,B17001G_036MA,B17001G_036EA,B17001G_037MA,B17001G_037EA,B17001G_038MA,B17001G_038EA,B17001G_039EA,B17001G_039MA,B17001G_040EA,B17001G_040MA,B17001G_041MA,B17001G_041EA,B17001G_042MA,B17001G_042EA,B17001G_043MA,B17001G_043EA,B17001G_044EA,B17001G_044MA,B17001G_045EA,B17001G_045MA,B17001G_046MA,B17001G_046EA,B17001G_047MA,B17001G_047EA,B17001G_048MA,B17001G_048EA,B17001G_049EA,B17001G_049MA,B17001G_050EA,B17001G_050MA,B17001G_051MA,B17001G_051EA,B17001G_052MA,B17001G_052EA,B17001G_053MA,B17001G_053EA,B17001G_054EA,B17001G_054MA,B17001G_055EA,B17001G_055MA,B17001G_056MA,B17001G_056EA,B17001G_057MA,B17001G_057EA,B17001G_058MA,B17001G_058EA,B17001G_059EA,B17001G_059MA,state
0400000US01,47161,4962,11292,1828,4745,1062,1070,498,302,217,992,341,476,265,87,127,45,74,404,404,168,169,374,238,223,185,399,300,72,109,133,240,6547,1467,1225,701,73,89,1066,612,339,275,0,270,182,186,842,482,665,467,751,449,722,274,487,345,180,161,15,30,35869,4755,17766,3150,1564,673,529,324,2960,1758,477,277,343,227,642,473,1652,644,1949,937,1835,692,2935,686,1397,552,991,522,492,333,18103,2594,2067,644,229,291,2246,730,1180,601,169,193,365,253,1369,429,1353,602,3362,1157,2242,671,1754,547,891,531,876,493,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,44129,3858,4661,1264,2113,723,321,184,53,54,375,277,216,186,62,99,171,198,142,136,159,178,450,289,106,115,0,233,43,72,15,25,2548,792,591,556,26,43,447,367,36,49,24,38,91,115,452,278,365,269,257,236,229,189,30,53,0,233,0,233,39468,3951,19793,2422,3081,996,355,267,3530,815,2007,614,350,272,949,432,3256,821,2426,785,1393,435,1156,373,737,330,358,238,195,155,19675,2407,2724,791,951,461,2929,765,1576,511,610,339,1283,757,2375,641,2704,753,1734,537,1207,403,776,318,254,186,552,350,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,137375,9169,24304,4707,11479,2733,3081,1273,809,526,2468,904,1202,794,83,102,604,457,982,525,851,463,529,338,641,393,73,91,156,169,0,291,12825,2848,3637,1242,254,237,1560,644,1060,536,455,259,458,303,2583,1086,1069,568,790,522,413,365,382,328,164,155,0,291,113071,7616,54429,4720,8842,2009,2839,920,9405,1825,4117,1281,1147,484,2135,610,4727,1182,7559,1432,4696,912,4032,1152,2755,812,1542,593,633,460,58642,4626,8996,1439,1904,804,9909,1819,4883,1169,1542,652,3087,757,5751,1656,6160,1274,5474,1156,4542,1084,3287,1003,2261,748,846,429,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38653,4706,10210,2114,4735,1290,1027,418,0,260,1318,774,270,216,0,260,177,172,549,440,374,305,373,246,343,259,110,93,16,30,178,188,5475,1267,1848,800,203,186,340,276,155,117,142,207,227,247,387,313,769,396,481,308,159,168,115,193,435,287,214,300,28443,4163,14499,2171,1909,832,446,280,2529,1255,724,387,106,131,464,315,1520,825,1157,476,1748,659,1550,614,814,324,1348,532,184,173,13944,2628,2137,1496,129,162,1592,717,970,583,199,181,432,271,1284,905,1000,520,1332,611,1904,673,1353,518,1152,457,460,266,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1087970,24157,132018,10781,58094,6562,11005,2685,1753,840,9971,1660,4736,1353,1584,672,3512,1076,9237,2368,6022,1223,3420,999,3219,1032,2398,632,903,440,334,284,73924,6898,12912,2537,1662,1026,10730,1711,3786,872,1878,793,3450,984,11960,2286,9962,1578,8079,1483,4455,1094,2890,769,825,386,1335,588,955952,22189,480448,13481,82577,6076,12236,1960,77889,4857,38067,3732,11205,1667,23452,2345,49410,3428,60286,5065,46782,4168,39013,3182,21208,2219,12274,1487,6049,1040,475504,13436,75274,4979,12277,1560,77841,5695,35599,3621,9618,1606,22669,2452,48349,3735,53551,3840,52686,3027,39347,2952,25691,2402,13363,1762,9239,1261,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,118181,7231,15072,2722,5892,1436,1457,694,143,125,945,469,594,454,214,318,593,443,221,200,896,588,494,317,50,104,219,187,66,108,0,274,9180,1863,1673,753,383,243,1518,661,570,507,370,278,344,266,835,459,537,451,1308,701,798,472,140,123,323,359,381,363,103109,7012,52001,4404,6062,1330,1801,957,9886,1780,3721,941,1189,599,2418,765,5855,1626,7283,1557,5264,1182,4898,1045,2378,621,977,443,269,236,51108,4120,8685,1634,1508,660,7542,1377,4573,1052,2022,863,2319,637,5272,1470,6333,1421,5045,1194,4497,937,2205,765,576,408,531,326,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56367,5242,13152,3677,4960,1532,948,628,358,363,1466,825,180,173,219,240,141,219,491,457,526,458,361,315,54,99,144,173,0,274,72,146,8192,2539,1643,885,0,274,702,507,454,409,220,232,654,473,1163,756,988,685,885,528,258,282,476,400,464,602,285,422,43215,4067,21812,2595,4484,1097,880,399,3634,940,1503,501,648,320,1410,626,1286,631,2802,970,1533,634,1508,686,868,470,851,504,405,313,21403,2459,3709,959,668,346,3324,868,1377,469,805,397,629,358,1838,678,2841,759,1628,526,2599,666,910,442,579,299,496,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,276998,13727,47368,5118,19702,2593,3566,1120,470,311,4197,1505,1667,689,503,309,628,454,2417,945,1357,546,1903,808,954,485,666,417,817,565,557,355,27666,3807,6237,1639,549,364,3510,1225,1553,609,510,426,941,740,2511,959,2760,909,2901,1038,2406,864,1282,601,939,538,1567,572,229630,12897,120969,8117,14731,2173,3174,1075,16843,2559,9194,2562,2583,872,3905,871,11710,2390,15646,2039,14898,2210,11834,1800,7329,1518,5777,1360,3345,950,108661,6637,14442,1945,3057,1170,14326,2155,6479,1386,2376,1185,3320,996,9533,1599,12276,2155,12813,1957,13271,2305,7226,1227,5360,1393,4182,1169,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,119186,8724,24291,4214,11234,2692,2765,1249,645,537,1793,748,795,456,65,99,529,553,1634,1064,1345,804,587,582,414,283,238,221,373,395,51,72,13057,2826,2550,1442,649,766,2020,920,311,224,293,390,129,152,2848,1162,1448,644,1554,990,790,362,235,259,143,187,87,80,94895,7178,48413,4710,8894,2171,980,413,6865,1333,2615,850,672,455,1862,642,5849,1360,6476,1449,5079,1179,3975,1048,3715,1229,972,453,459,274,46482,4086,7378,1422,1829,799,7073,1493,2798,1014,1372,541,1720,693,4196,1179,5336,1201,6150,1416,4117,1015,3252,1010,687,451,574,327,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,259559,13147,33158,5482,13255,2299,2860,933,363,277,2096,874,1627,595,1092,630,882,419,1302,682,1043,546,680,359,450,288,480,312,85,88,295,289,19903,3704,2865,977,391,312,2133,834,1601,1058,930,579,1318,660,2879,1069,2942,867,1648,610,1979,713,604,426,184,161,429,268,226401,12792,117383,6735,15697,2083,2364,795,15868,2069,7765,1339,2401,807,5004,1152,13602,1477,16896,2051,15387,1975,10212,1204,8000,1181,2773,648,1414,529,109018,7502,13931,2058,2602,767,14500,1847,9004,1588,2308,786,4446,1127,9228,1599,12682,1490,13902,1775,12412,1512,7531,1198,3597,708,2875,927,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
