GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001MA,B20017F_001EA,B20017F_002MA,B20017F_002EA,B20017F_003MA,B20017F_003EA,B20017F_004EA,B20017F_004MA,B20017F_005EA,B20017F_005MA,B20017F_006MA,B20017F_006EA,B20017F_007MA,B20017F_007EA,state
0400000US01,14987,1996,16032,2998,20412,2014,8821,2153,12808,3257,19112,5242,6572,3031,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15424,4077,22358,13934,34260,4202,12829,3669,7692,9681,38665,16583,4423,2643,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,20540,709,23716,1101,28670,1605,11191,790,15351,1006,23726,945,7306,797,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,15697,1931,16936,1766,19537,1756,10174,3406,12993,2513,20445,3912,6827,1482,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20630,250,23317,400,28285,743,13285,545,16053,325,24426,601,9175,318,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,22621,1087,26092,1858,31469,1010,12060,2339,18646,1429,26806,1903,8903,1576,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,21210,1175,23061,2040,33024,3944,11188,2442,18179,1833,27316,1967,9966,1283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18753,5198,21272,4134,30286,6110,6365,1494,14023,2705,24365,5727,6598,1279,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24092,3480,26154,3787,33002,6771,14088,6259,21009,5075,23985,4227,14121,4442,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20219,490,22110,598,26455,1039,11774,608,16336,630,22790,872,8813,1130,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,19992,673,21135,673,23396,1131,13093,2011,15219,2041,21917,1470,8026,1447,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,26937,5982,35692,5211,37471,3646,14185,9427,20722,5639,30813,8050,10642,2250,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15305,1631,20508,4099,24507,965,11921,1407,10861,2871,19802,2727,7818,1542,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,20180,708,22120,833,26283,877,12070,760,16252,733,23933,935,8514,963,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,18942,1527,20867,1100,24228,2592,11004,1263,14983,1237,21328,4067,8573,1152,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20879,2590,22741,3867,26653,1475,13835,5500,17662,3137,23239,4010,9956,2884,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18356,1064,20520,1251,24914,3254,9481,2278,14820,1937,20417,1559,6385,854,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
