GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001MA,B17007_001EA,B17007_002MA,B17007_002EA,B17007_003EA,B17007_003MA,B17007_004MA,B17007_004EA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007MA,B17007_007EA,B17007_008EA,B17007_008MA,B17007_009EA,B17007_009MA,B17007_010EA,B17007_010MA,B17007_011MA,B17007_011EA,B17007_012MA,B17007_012EA,B17007_013EA,B17007_013MA,B17007_014EA,B17007_014MA,B17007_015MA,B17007_015EA,B17007_016MA,B17007_016EA,B17007_017MA,B17007_017EA,B17007_018EA,B17007_018MA,B17007_019EA,B17007_019MA,B17007_020EA,B17007_020MA,B17007_021MA,B17007_021EA,B17007_022MA,B17007_022EA,B17007_023EA,B17007_023MA,B17007_024EA,B17007_024MA,B17007_025EA,B17007_025MA,B17007_026MA,B17007_026EA,B17007_027MA,B17007_027EA,B17007_028MA,B17007_028EA,B17007_029MA,B17007_029EA,B17007_030MA,B17007_030EA,B17007_031EA,B17007_031MA,B17007_032EA,B17007_032MA,B17007_033MA,B17007_033EA,B17007_034MA,B17007_034EA,B17007_035MA,B17007_035EA,B17007_036MA,B17007_036EA,B17007_037MA,B17007_037EA,B17007_038EA,B17007_038MA,B17007_039EA,B17007_039MA,B17007_040EA,B17007_040MA,B17007_041MA,B17007_041EA,B17007_042MA,B17007_042EA,B17007_043EA,B17007_043MA,state
0400000US01,713653,15493,207494,8871,78914,5174,362,314,2013,809,23339,3049,11096,1833,9999,1594,12186,1646,9380,1464,6219,1433,4320,884,128580,6466,464,310,1920,732,27067,2784,12823,2402,10953,2171,15961,2072,16927,1648,16603,2104,25862,2022,506159,12260,257025,8925,0,270,321,225,25589,3390,62667,4901,50000,4118,44617,3184,35232,2606,21185,2042,17414,1878,249134,7476,0,270,177,265,17528,2668,31349,3002,22426,2938,38639,2875,42546,2655,41733,2302,54736,2880,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,115568,5564,23968,2748,13477,2104,446,293,688,425,3317,1303,1719,629,2364,812,2361,577,1838,597,392,209,352,206,10491,1661,79,95,488,295,3164,928,1455,560,2015,716,1529,445,917,357,246,181,598,233,91600,5035,50237,3250,0,233,24,41,6052,1221,11022,1327,9908,1561,12526,1532,7335,1298,2175,589,1195,375,41363,2880,0,233,0,233,6544,1446,5483,1046,6585,1296,9126,1187,6772,1030,3103,648,3750,613,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1080856,21021,229879,10440,99125,5588,1039,566,3117,992,29399,3632,17517,2783,14465,1954,12502,1420,11633,1932,4830,1146,4623,1001,130754,7904,848,422,3050,1321,37302,4297,18829,2754,13322,2249,14129,2300,16802,2515,11527,1705,14945,1784,850977,19282,452580,13596,44,76,819,562,61434,4994,128315,6807,86551,5304,71246,5361,49648,3394,28564,2765,25959,1976,398397,10516,0,291,125,213,43171,3921,63667,4803,44872,4190,64213,4006,59829,3327,49667,2940,72853,2975,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,452994,10934,131619,6469,56114,4067,445,376,1591,696,15461,2529,8252,1489,6369,1385,9619,1530,7646,1262,3210,710,3521,781,75505,4330,500,405,1386,621,14818,2318,7370,1273,6346,1269,10006,1447,9145,1610,10530,1450,15404,1592,321375,9521,162806,6194,20,38,14,25,18873,2466,34918,3307,32613,2391,31124,2891,21824,1999,13349,1241,10071,1344,158569,6159,39,67,83,152,13132,2202,17971,2452,20111,2787,21178,2227,25593,2160,24899,1987,35563,1971,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5906493,53325,1257664,28172,551175,16598,5110,1164,13305,2054,149295,8080,113174,7997,81188,6452,81237,5217,60648,4018,23487,2391,23731,2950,706489,17961,7066,1834,17449,2863,180948,9125,121034,6576,81555,5311,92128,5464,83901,5119,46183,3611,76225,4361,4648829,45723,2414890,32924,160,261,1611,677,243318,11670,635097,15504,510593,13323,428659,10324,286074,9319,162321,6161,147057,5379,2233939,27267,67,112,976,584,198744,8498,393746,10030,305361,10233,342219,10518,327686,8720,262218,7204,402922,7868,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,912544,16227,180501,6930,83217,4953,513,361,1675,738,30333,2974,15349,2279,10333,1739,10255,1704,8173,1333,3206,793,3380,1222,97284,4664,376,230,2699,950,29541,3095,14373,2129,9949,2257,10446,1835,10306,1464,7942,1417,11652,1507,732043,14898,387095,11214,0,274,43,72,49128,4621,120956,7232,73726,5173,67134,4109,41336,3050,18726,1457,16046,1507,344948,8750,0,274,392,457,40761,3483,67730,4107,47420,3448,56166,3281,49604,3053,32992,2484,49883,2320,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,583522,14280,99403,5760,42719,3860,509,373,1508,703,7196,1773,8158,2136,7274,1785,7408,1541,4554,1421,2817,731,3295,880,56684,4164,378,357,1376,591,8559,2016,6412,1388,5130,1244,7221,1414,7946,1677,6992,1223,12670,1922,484119,12929,231017,9144,0,274,61,98,19600,3125,53096,3947,48747,3884,43319,3642,29654,2382,15802,1285,20738,1670,253102,6876,0,274,0,274,18948,2005,34913,2988,31431,3053,36870,2991,41658,2919,30391,2155,58891,2751,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,148410,6195,30398,2700,12991,2082,64,78,387,293,4087,1283,1757,752,2052,752,1988,777,1021,535,738,361,897,416,17407,2330,77,134,867,621,5611,1759,2107,717,922,444,1634,643,1997,650,1752,641,2440,718,118012,5339,57127,3505,62,105,0,262,6505,1654,13157,1888,11340,1272,9983,1351,6917,1059,4903,713,4260,762,60885,3258,0,262,0,262,4354,994,9649,1354,6448,1321,10614,1477,10125,1280,8369,947,11326,1193,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,184592,6449,34078,2829,15302,1908,172,211,0,286,2598,554,3612,1035,1981,713,2457,854,1910,580,1779,610,793,322,18776,2284,103,166,56,89,2939,778,3834,1056,1584,735,1970,635,3354,931,1958,821,2978,779,150514,6114,75626,4343,0,286,0,286,4438,1001,25093,2433,17807,1773,12788,1410,8138,1221,4070,658,3292,732,74888,3181,0,286,0,286,5847,825,22482,1694,11476,1515,10789,1352,10022,1282,5408,1092,8864,1062,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3401789,33162,730563,16739,289786,9673,2243,852,6614,1873,75606,5351,38133,4241,40551,4241,40660,4083,40301,3878,26480,3075,19198,2129,440777,12657,2332,909,6608,1798,90450,5709,49806,5134,41498,3969,55796,4497,61424,3865,54883,3822,77980,4856,2671226,28434,1376231,19692,140,133,710,439,143422,8391,305099,10572,283056,10173,250284,8000,169107,6487,112130,5296,112283,4727,1294995,18884,91,160,148,134,110958,6411,176212,8883,151626,6624,188788,6348,200560,6209,178220,5987,288392,7223,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
