GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,NAME,B21001_001EA,B21001_001MA,B21001_002EA,B21001_002MA,B21001_003MA,B21001_003EA,B21001_004MA,B21001_004EA,B21001_005MA,B21001_005EA,B21001_006MA,B21001_006EA,B21001_007EA,B21001_007MA,B21001_008EA,B21001_008MA,B21001_009MA,B21001_009EA,B21001_010MA,B21001_010EA,B21001_011MA,B21001_011EA,B21001_012MA,B21001_012EA,B21001_013EA,B21001_013MA,B21001_014EA,B21001_014MA,B21001_015MA,B21001_015EA,B21001_016EA,B21001_016MA,B21001_017MA,B21001_017EA,B21001_018MA,B21001_018EA,B21001_019EA,B21001_019MA,B21001_020EA,B21001_020MA,B21001_021MA,B21001_021EA,B21001_022MA,B21001_022EA,B21001_023MA,B21001_023EA,B21001_024EA,B21001_024MA,B21001_025EA,B21001_025MA,B21001_026MA,B21001_026EA,B21001_027MA,B21001_027EA,B21001_028MA,B21001_028EA,B21001_029EA,B21001_029MA,B21001_030EA,B21001_030MA,B21001_031EA,B21001_031MA,B21001_032MA,B21001_032EA,B21001_033MA,B21001_033EA,state
0400000US01,3344721,2320,1579695,2478,485762,3308,27761,3180,458001,4233,619451,2855,109916,4842,509535,5435,234419,1713,94106,3720,140313,3830,146565,1667,79039,2011,67526,2335,93498,1411,64728,2157,28770,2193,1765026,1845,504161,3319,5309,1331,498852,3583,668429,3368,15183,2228,653246,4268,259815,1735,3589,806,256226,1902,178667,1398,2227,674,176440,1478,153954,1160,2092,605,151862,1284,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,446969,1207,223936,1432,68677,1515,7353,1353,61324,1971,100754,1370,26334,2028,74420,2223,34430,726,18853,1310,15577,1380,13670,705,8416,802,5254,808,6405,489,4918,441,1487,319,223033,960,69744,921,2568,813,67176,1204,101109,1017,4938,968,96171,1443,30099,719,564,276,29535,773,12732,630,321,239,12411,662,9349,651,217,176,9132,715,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4238996,2490,2081987,2546,703942,2466,35366,3523,668576,4138,772120,2302,126833,6541,645287,6487,275267,1081,120916,4000,154351,4086,192897,1246,111907,3444,80990,3330,137761,1100,102974,2061,34787,2093,2157009,1254,672308,1503,7646,1676,664662,2082,776954,1886,17929,2161,759025,2588,303008,951,5038,1038,297970,1401,214327,1346,4285,912,210042,1545,190412,1145,5986,1170,184426,1632,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2023819,1664,968017,2130,298692,3042,19006,2322,279686,3928,370346,2807,67963,3986,302383,4656,142675,1200,59988,2961,82687,3239,95103,1317,51802,2228,43301,2490,61201,1053,41934,1732,19267,1736,1055802,1799,302764,2925,4197,1312,298567,3106,388826,2830,8627,1421,380199,3101,156875,1360,2194,752,154681,1579,111721,1186,1476,545,110245,1317,95616,792,2117,568,93499,910,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25543447,4959,12483956,5319,4198115,5683,160464,8385,4037651,10048,5089294,4941,508193,11907,4581101,13055,1601467,2455,536370,10187,1065097,10006,894914,2596,411376,7008,483538,6764,700166,1690,430616,6528,269550,6627,13059491,2953,4081995,3616,30128,3326,4051867,4490,5141979,3726,58750,3875,5083229,5106,1729493,2121,16797,2002,1712696,2921,1047029,2656,13476,1859,1033553,3173,1058995,1916,27166,1931,1031829,2527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3371999,2223,1674383,2399,577876,2877,31808,3817,546068,4948,684363,2758,111428,5215,572935,5345,217822,1599,98588,2972,119234,3211,116234,1465,68625,2109,47609,2361,78088,1097,56640,1535,21448,1472,1697616,1836,542873,2519,8295,1520,534578,2761,682642,2466,16065,1699,666577,3061,223526,1254,4605,921,218921,1498,128662,1472,2730,1034,125932,1637,119913,1345,3307,764,116606,1575,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2559377,1446,1216523,1675,324241,1579,13886,1996,310355,2448,525948,1587,53758,3272,472190,3489,182384,702,67021,2839,115363,2792,94525,892,48286,1986,46239,1927,89425,552,63072,1957,26353,1873,1342854,1086,326964,1195,1839,762,325125,1479,556726,1516,6583,1135,550143,1867,200535,767,2642,1110,197893,1269,116756,760,1110,423,115646,926,141873,716,3097,721,138776,940,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,620779,875,295391,898,87458,769,4909,1231,82549,1423,118538,702,19480,1978,99058,1995,42413,452,19325,1375,23088,1467,27357,551,15392,1122,11965,1122,19625,527,14107,862,5518,953,325388,425,90748,901,1582,746,89166,1106,127205,861,2910,816,124295,1203,47626,495,371,267,47255,574,31199,518,461,283,30738,601,28610,368,614,339,27996,455,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,402419,486,185785,491,64428,560,2545,920,61883,1124,71741,462,7096,1304,64645,1368,24952,416,6257,1090,18695,1133,13869,379,6149,735,7720,787,10795,383,6811,694,3984,718,216634,233,72359,136,706,416,71653,458,75849,223,1496,645,74353,672,30596,372,480,337,30116,456,18040,353,189,157,17851,344,19790,448,230,251,19560,530,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13289030,4038,6357760,5784,1763709,5220,99283,5572,1664426,6832,2404338,4629,383960,9668,2020378,10917,915010,2551,368280,7810,546730,8101,693610,2342,354872,6747,338738,6693,581093,2510,389658,5044,191435,5352,6931270,3848,1776502,4708,23249,2605,1753253,5210,2517175,4300,52016,3625,2465159,5305,1031083,2799,13060,1703,1018023,3241,795650,2205,11057,1632,784593,2775,810860,2114,22366,2506,788494,3179,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
