GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,C08128_031E,C08128_031M,C08128_032E,C08128_032M,C08128_033E,C08128_033M,C08128_034E,C08128_034M,C08128_035E,C08128_035M,C08128_036E,C08128_036M,C08128_037E,C08128_037M,C08128_038E,C08128_038M,C08128_039E,C08128_039M,C08128_040E,C08128_040M,C08128_041E,C08128_041M,C08128_042E,C08128_042M,C08128_043E,C08128_043M,C08128_044E,C08128_044M,C08128_045E,C08128_045M,C08128_046E,C08128_046M,C08128_047E,C08128_047M,C08128_048E,C08128_048M,NAME,C08128_001MA,C08128_001EA,C08128_002EA,C08128_002MA,C08128_003MA,C08128_003EA,C08128_004MA,C08128_004EA,C08128_005MA,C08128_005EA,C08128_006MA,C08128_006EA,C08128_007MA,C08128_007EA,C08128_008MA,C08128_008EA,C08128_009MA,C08128_009EA,C08128_010EA,C08128_010MA,C08128_011EA,C08128_011MA,C08128_012EA,C08128_012MA,C08128_013MA,C08128_013EA,C08128_014MA,C08128_014EA,C08128_015MA,C08128_015EA,C08128_016MA,C08128_016EA,C08128_017MA,C08128_017EA,C08128_018MA,C08128_018EA,C08128_019MA,C08128_019EA,C08128_020MA,C08128_020EA,C08128_021EA,C08128_021MA,C08128_022EA,C08128_022MA,C08128_023EA,C08128_023MA,C08128_024MA,C08128_024EA,C08128_025MA,C08128_025EA,C08128_026MA,C08128_026EA,C08128_027MA,C08128_027EA,C08128_028EA,C08128_028MA,C08128_029MA,C08128_029EA,C08128_030MA,C08128_030EA,C08128_031EA,C08128_031MA,C08128_032EA,C08128_032MA,C08128_033EA,C08128_033MA,C08128_034EA,C08128_034MA,C08128_035MA,C08128_035EA,C08128_036MA,C08128_036EA,C08128_037MA,C08128_037EA,C08128_038EA,C08128_038MA,C08128_039EA,C08128_039MA,C08128_040MA,C08128_040EA,C08128_041EA,C08128_041MA,C08128_042EA,C08128_042MA,C08128_043EA,C08128_043MA,C08128_044EA,C08128_044MA,C08128_045EA,C08128_045MA,C08128_046MA,C08128_046EA,C08128_047MA,C08128_047EA,C08128_048EA,C08128_048MA,state
0400000US13,4098555,20586,2984038,26761,209620,9290,306865,10837,175645,8420,154176,7416,260032,9487,8179,1682,3279567,22738,2409050,23620,170036,7953,261910,9675,144369,6386,133441,7088,156104,8078,4657,1177,462238,14992,332800,13757,25686,2766,32600,3743,18838,3413,12372,2141,39012,4120,930,562,91625,6242,71741,5745,3899,1099,5425,1238,5988,1631,2945,908,1627,685,0,297,119137,6238,85316,5386,6063,1331,6006,1587,4478,1112,4315,1187,12309,2327,650,380,145988,6413,85131,5138,3936,958,924,524,1972,821,1103,637,50980,4011,1942,750,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,584015,6971,357382,8764,37843,3364,20331,2439,58094,4049,61314,4040,47254,3843,1797,729,399526,7578,246399,7423,25039,2628,15646,2027,40818,3270,48845,3656,22094,2449,685,365,91371,4321,56953,4045,8001,1450,3319,1052,10439,1735,6918,1515,5336,1212,405,279,33337,3078,25209,2598,1615,707,807,509,2385,746,1839,812,1427,649,55,89,33105,3111,20043,2212,2247,622,529,323,3881,998,3449,1561,2717,947,239,299,26676,2873,8778,1427,941,478,30,50,571,370,263,312,15680,2151,413,398,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,655732,8026,447958,7427,40934,3559,48298,2956,31797,3071,23215,1701,60404,4026,3126,762,499659,8665,353296,7367,30110,2961,39881,2727,24990,2833,17505,1600,32520,2526,1357,532,80176,4206,55036,3396,5895,1698,5412,1009,4126,1013,3496,846,5813,991,398,277,6172,1376,4399,1255,313,196,239,183,286,284,850,341,85,156,0,256,37386,3728,22870,2856,3411,990,2181,726,2033,597,907,433,5748,1570,236,238,32339,2911,12357,1610,1205,456,585,444,362,222,457,298,16238,2324,1135,513,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5794059,21993,4272526,27441,459411,13357,428263,12158,185727,7309,123005,6249,313855,12084,11272,1340,4343232,25397,3244279,26311,335503,9658,359180,10035,134666,6307,92228,5684,171954,7481,5422,943,544427,14103,412226,13114,43251,5498,30658,3227,19110,2272,9857,1956,27930,3459,1395,564,477103,13254,358925,11359,48123,3773,23758,2859,17301,2770,16010,2157,12864,2080,122,145,234467,10988,158724,9135,25903,3122,12624,1787,11752,1779,3779,818,20639,2677,1046,443,194830,7714,98372,4842,6631,1324,2043,656,2898,837,1131,470,80468,5030,3287,832,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2835411,15789,2126241,16866,228811,7589,182545,7183,94985,3961,44774,2985,151682,5304,6373,1162,2357220,17632,1797778,15420,192175,6657,162196,6785,77876,3587,39401,3023,84858,4319,2936,939,267109,8005,201161,7337,20639,2255,14006,1862,9152,1780,3088,818,18062,2293,1001,397,26111,3341,17756,2489,4159,1876,1793,564,889,439,723,443,791,493,0,264,98404,6121,69101,5659,8729,1611,3252,809,6064,1453,1287,459,9338,1791,633,367,86567,5021,40445,3911,3109,715,1298,707,1004,415,275,194,38633,2549,1803,672,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1471452,9812,1025849,11172,116696,5083,109624,4791,67881,3601,29592,2712,115076,4332,6734,1221,1178599,11899,851510,11590,96423,4604,93166,4124,51412,3467,25630,2377,57363,3485,3095,805,148227,5890,108542,5196,10652,1353,10453,1496,6354,1095,2020,595,9675,1481,531,268,11568,1776,5168,1062,1667,679,550,317,3583,1038,503,457,97,115,0,221,69424,4147,40208,3100,5800,1366,4955,860,5886,1242,1059,417,10260,1387,1256,717,63634,3067,20421,1947,2154,644,500,260,646,293,380,320,37681,2372,1852,503,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1329738,9734,912698,12385,97622,4997,112449,5383,64329,4146,42464,2744,95963,4067,4213,856,1097819,10813,775804,12222,81978,4157,97822,5116,49964,3318,36053,2457,54098,2640,2100,641,120959,5535,83232,4951,8751,1550,9115,1571,7793,1247,4272,964,7516,1328,280,203,5138,1122,3136,912,901,491,513,413,317,254,149,147,122,154,0,240,53128,3967,30282,2781,4497,1023,4322,811,5278,1760,1815,562,6692,1028,242,168,52694,4116,20244,2369,1495,502,677,293,977,607,175,137,27535,2929,1591,597,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1766010,14030,1253646,14368,117468,5081,120111,4640,104632,4659,48687,3624,116259,4658,5207,1143,1461604,13220,1058985,13116,97416,4660,102639,4292,85726,4527,41640,3174,72744,4263,2454,874,192723,7118,135589,6059,12796,1958,12152,1516,12317,1979,4780,1348,14253,2297,836,440,15605,2369,10592,1966,851,401,1766,630,1895,1074,456,317,45,76,0,270,47076,3763,28212,2942,4265,1102,2913,765,3160,1100,1660,588,6354,1215,512,365,49002,3169,20268,2139,2140,658,641,423,1534,693,151,185,22863,2445,1405,550,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1857938,14169,1316140,16652,111918,6228,147360,7174,113445,6257,57887,4731,105844,5810,5344,1304,1505724,15747,1069990,17004,94441,5551,127661,6224,92128,5554,49237,4614,69098,4773,3169,1075,204878,9482,148319,7653,9721,1479,13970,2015,13660,2753,6471,1614,11948,1803,789,457,35763,4765,27386,4316,2114,813,2166,769,3036,1116,650,472,411,412,0,278,69112,4968,50941,4236,4196,1497,3106,829,3104,1179,1183,418,6121,1445,461,352,42461,3382,19504,2016,1446,644,457,272,1517,535,346,260,18266,2266,925,422,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,640895,5899,415245,7019,67777,3470,47552,3074,27777,2869,21122,2270,60042,3564,1380,449,511509,7546,336244,7118,57227,3436,42410,2943,22906,2330,17689,2112,34336,2746,697,328,64846,4194,45897,3977,5550,1160,3630,932,2329,593,1634,513,5564,908,242,168,4197,892,2214,731,687,460,381,229,97,160,354,276,464,408,0,229,31040,3124,18819,2194,3200,848,784,326,2146,1230,1117,701,4784,1030,190,171,29303,2788,12071,1648,1113,432,347,291,299,233,328,298,14894,1935,251,156,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2706453,15958,1712181,13686,229034,8912,204314,8392,108231,5440,296884,11346,150315,6736,5494,1813,1991786,14920,1283480,15849,166597,8172,170750,7430,87950,4609,200161,8571,79950,4471,2898,1535,294056,11491,194741,9806,21730,2438,20988,3069,9530,1744,32353,3338,13520,2099,1194,550,229137,9361,130388,6491,24709,3136,6934,1908,7102,1676,56069,4717,3935,1206,0,282,90982,5817,56962,4400,10974,1742,4608,1375,2785,849,6195,1384,9152,2411,306,287,100492,6490,46610,3782,5024,984,1034,514,864,547,2106,845,43758,3871,1096,373,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3030720,17055,2100951,20740,324297,10185,220945,6955,106484,5829,63868,4172,208560,9112,5615,1147,2272445,20433,1590289,19068,230334,8215,190906,6671,81717,4665,49483,4064,125939,7300,3777,1059,256657,10592,186384,9302,24583,3273,16121,2060,6991,1496,4251,1385,17778,3275,549,442,246856,8964,176047,7515,40132,3954,5996,1265,12558,2178,7297,1280,4761,1213,65,109,152039,9154,100856,7827,24653,2960,7169,1342,3867,1108,2215,762,13085,1928,194,146,102723,5345,47375,3650,4595,1102,753,362,1351,605,622,563,46997,3007,1030,377,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4398500,19331,3261389,20958,357658,9052,303599,9422,140138,6095,68046,4235,257777,8274,9893,1553,3706894,19906,2801694,18883,306165,8232,272951,9140,112779,5382,57337,3785,151387,6479,4581,1074,381136,11086,285689,9233,29018,2789,19757,2023,13303,1808,6986,1238,24845,2709,1538,536,50227,4528,34968,3923,5749,1107,2947,1353,4359,1084,1107,475,1097,493,0,238,123464,4925,81877,3961,11601,1357,5626,1146,7048,1393,2134,545,14584,1728,594,258,136779,5919,57161,3432,5125,1105,2318,649,2649,743,482,231,65864,4187,3180,903,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
