GEO_ID,C22007_001E,C22007_001M,C22007_002E,C22007_002M,C22007_003E,C22007_003M,C22007_004E,C22007_004M,C22007_005E,C22007_005M,C22007_006E,C22007_006M,C22007_007E,C22007_007M,C22007_008E,C22007_008M,C22007_009E,C22007_009M,C22007_010E,C22007_010M,C22007_011E,C22007_011M,C22007_012E,C22007_012M,C22007_013E,C22007_013M,C22007_014E,C22007_014M,C22007_015E,C22007_015M,C22007_016E,C22007_016M,C22007_017E,C22007_017M,C22007_018E,C22007_018M,C22007_019E,C22007_019M,C22007_020E,C22007_020M,C22007_021E,C22007_021M,C22007_022E,C22007_022M,C22007_023E,C22007_023M,C22007_024E,C22007_024M,C22007_025E,C22007_025M,C22007_026E,C22007_026M,C22007_027E,C22007_027M,C22007_028E,C22007_028M,C22007_029E,C22007_029M,C22007_030E,C22007_030M,C22007_031E,C22007_031M,C22007_032E,C22007_032M,C22007_033E,C22007_033M,C22007_034E,C22007_034M,C22007_035E,C22007_035M,NAME,C22007_001MA,C22007_001EA,C22007_002EA,C22007_002MA,C22007_003EA,C22007_003MA,C22007_004MA,C22007_004EA,C22007_005MA,C22007_005EA,C22007_006MA,C22007_006EA,C22007_007EA,C22007_007MA,C22007_008EA,C22007_008MA,C22007_009MA,C22007_009EA,C22007_010MA,C22007_010EA,C22007_011MA,C22007_011EA,C22007_012MA,C22007_012EA,C22007_013EA,C22007_013MA,C22007_014EA,C22007_014MA,C22007_015MA,C22007_015EA,C22007_016MA,C22007_016EA,C22007_017MA,C22007_017EA,C22007_018EA,C22007_018MA,C22007_019EA,C22007_019MA,C22007_020MA,C22007_020EA,C22007_021MA,C22007_021EA,C22007_022MA,C22007_022EA,C22007_023MA,C22007_023EA,C22007_024EA,C22007_024MA,C22007_025EA,C22007_025MA,C22007_026MA,C22007_026EA,C22007_027MA,C22007_027EA,C22007_028MA,C22007_028EA,C22007_029EA,C22007_029MA,C22007_030EA,C22007_030MA,C22007_031MA,C22007_031EA,C22007_032MA,C22007_032EA,C22007_033MA,C22007_033EA,C22007_034MA,C22007_034EA,C22007_035EA,C22007_035MA,state
0400000US13,2285356,15485,215369,7894,58084,4389,11270,1888,19894,2349,21682,2840,17463,2593,4219,1253,5238,1166,4520,1099,718,342,157285,7449,21274,3288,4537,1447,16737,2748,136011,6712,33829,3029,102182,6248,2069987,15959,1585823,16314,158039,5391,385557,9861,856437,13984,799296,14433,57141,4124,185790,6878,168572,6829,17218,2567,484164,10714,135330,6977,12076,1601,123254,6689,348834,8888,33929,2456,314905,8802,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,21750,2348,9926,1450,2044,677,2959,844,2618,716,2045,667,573,253,2305,661,1418,627,887,316,11824,1872,1844,647,419,391,1425,527,9980,1696,2955,988,7025,1447,284039,4987,219740,5007,26875,2094,47379,3382,106400,4302,95664,4332,10736,1495,39086,2770,32593,2622,6493,1003,64299,3235,20432,2057,1498,533,18934,1979,43867,2737,4786,928,39081,2655,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,27536,2511,12018,1530,1180,461,3846,858,5265,979,4363,837,902,511,1727,669,1503,637,224,193,15518,2083,2935,986,288,254,2647,931,12583,1983,2142,805,10441,1727,344694,5144,287449,6420,35796,2383,64665,3731,149597,5193,141184,5130,8413,1352,37391,3047,35163,2927,2228,761,57245,4225,18235,2117,786,333,17449,2085,39010,3431,4208,1144,34802,3266,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,262695,9212,79678,4498,11593,1650,26290,2963,30051,2970,23762,2429,6289,1456,11744,1575,9198,1338,2546,980,183017,8181,24534,2790,4316,1204,20218,2596,158483,7550,38421,3299,120062,6283,2863436,18742,2250440,17530,249854,5975,507347,10342,1144030,14230,1055224,14259,88806,4645,349209,8613,319313,7975,29896,2779,612996,12561,178378,7167,12424,1642,165954,6995,434618,10737,45929,4150,388689,9525,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,150737,6905,50509,4239,7627,1262,16700,2550,21350,2622,17395,2376,3955,900,4832,1053,4200,882,632,327,100228,6267,15175,2048,3156,884,12019,1948,85053,5642,22947,2714,62106,4070,1489212,14541,1211268,15789,151763,3649,263958,7723,632855,11403,597718,11804,35137,2237,162692,5772,153074,5430,9618,1457,277944,7877,85233,4853,4300,890,80933,4693,192711,6180,15224,1642,177487,5863,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59944,4048,21631,2192,2163,616,6966,1059,9422,1789,8427,1718,995,429,3080,725,2706,737,374,211,38313,3339,6334,1349,1386,871,4948,1077,31979,2950,6618,1345,25361,2682,730188,8718,617169,9255,78795,3011,109536,3790,345656,7586,334263,7699,11393,1557,83182,3681,80976,3735,2206,642,113019,4604,31697,2512,1485,550,30212,2483,81322,3958,5504,1107,75818,3560,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,45702,3075,14764,2000,2000,636,4887,1205,6700,1500,5936,1350,764,379,1177,440,1038,410,139,138,30938,2543,4116,1158,458,293,3658,1117,26822,2257,6166,1351,20656,2113,670139,7708,549940,8879,59602,3100,112533,4057,303998,7167,288171,7358,15827,1757,73807,3427,70782,3419,3025,720,120199,5348,36528,3175,3100,941,33428,3039,83671,4728,6981,1152,76690,4585,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,143894,5645,61679,3909,16891,2226,22261,2274,18958,2165,14890,1931,4068,974,3569,873,2691,761,878,528,82215,4816,12187,1680,3172,846,9015,1551,70028,4576,21609,2498,48419,4284,975349,11813,790172,11763,118507,4932,190175,5922,393174,9154,366648,9355,26526,2649,88316,4787,82576,4463,5740,896,185177,6981,52927,4281,5503,1191,47424,4080,132250,6380,17268,1866,114982,5943,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,225653,8087,85787,4852,10853,1939,25293,3030,37847,3483,31878,3127,5969,1438,11794,1962,9908,1793,1886,683,139866,7337,14700,2485,2415,889,12285,2343,125166,6520,26274,3116,98892,6317,911352,12123,682964,12570,90380,4514,174803,6257,337483,9105,307616,8921,29867,3002,80298,3495,73334,3471,6964,1413,228388,8294,60677,4789,7177,1654,53500,4324,167711,7068,20957,2926,146754,6505,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,39232,2873,16536,1700,3728,660,5872,1535,5268,1074,4723,1103,545,242,1668,562,1407,538,261,198,22696,2558,5784,1374,837,402,4947,1306,16912,2115,4784,1230,12128,1697,316237,5989,261539,6141,35518,2243,51064,2533,139383,4452,133281,4383,6102,922,35574,2881,33975,2814,1599,571,54698,3729,19804,2078,1181,406,18623,2054,34894,3089,3001,722,31893,3025,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,73368,5121,18322,2473,5065,1404,3797,871,6569,1728,5462,1627,1107,501,2891,1195,2411,1147,480,287,55046,4785,6556,1511,1421,684,5135,1413,48490,4508,9105,1375,39385,4188,1324603,12520,1003527,11923,100226,4192,209294,7976,534240,10133,498215,10094,36025,2946,159767,5833,147414,5778,12353,1800,321076,8208,83349,4390,4589,1218,78760,4158,237727,8111,15641,2322,222086,7969,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,88730,5199,20038,2564,5985,1561,5767,1220,5958,1330,4751,1335,1207,510,2328,679,1953,669,375,263,68692,4760,7459,1784,1502,601,5957,1670,61233,4389,22500,2688,38733,3783,1480942,12581,1146171,14401,123784,5120,242392,8043,594703,11037,555136,10532,39567,3445,185292,6955,171406,6477,13886,1696,334771,9035,94572,6235,7181,1080,87391,5974,240199,7439,27904,3207,212295,6656,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,252715,7837,77769,4407,12451,1713,29434,2537,27461,2352,22628,2427,4833,1098,8423,2048,6735,1648,1688,1169,174946,6761,27055,2596,5641,1299,21414,2496,147891,6756,35519,2816,112372,6182,2341513,16923,1869003,17165,272734,5949,418630,8423,923648,13668,858784,13016,64864,3719,253991,7339,234420,6910,19571,1865,472510,9976,141771,6144,11864,1613,129907,6194,330739,8336,35367,2930,295372,8304,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,67011,4091,20454,2055,3333,879,5750,946,8451,1216,7634,1191,817,343,2920,849,2152,711,768,420,46557,3606,6817,1192,1337,491,5480,1027,39740,3400,10115,2074,29625,2845,1262035,10969,1043774,11364,117599,3459,179391,5172,585980,9473,564271,8972,21709,1739,160804,4882,154965,4679,5839,910,218261,6535,74333,3625,3776,926,70557,3524,143928,5344,8253,1035,135675,5435,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,125384,5196,35238,3155,5674,1077,11253,1819,13467,1846,11353,1808,2114,571,4844,1167,4041,1156,803,381,90146,4655,11754,2065,2884,813,8870,1845,78392,4420,23851,2823,54541,3951,634615,10178,468394,9862,64962,3358,112408,5180,236326,6942,220048,6892,16278,1990,54698,3294,51156,3277,3542,923,166221,6384,40149,3539,4046,1121,36103,3670,126072,5107,18812,2175,107260,4678,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,165319,6191,56835,3760,9147,1234,19383,2191,23332,2618,19820,2375,3512,1174,4973,990,4210,778,763,471,108484,5162,16722,2380,3054,895,13668,2248,91762,4443,19885,2076,71877,4002,1355240,12807,1093604,13195,151102,5647,235496,6611,561327,10065,530370,9971,30957,2472,145679,5703,136658,5539,9021,1398,261636,7074,79066,4123,5737,1021,73329,4063,182570,5817,17188,2187,165382,5987,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,20146,2108,8032,1127,667,302,2544,630,3958,900,3354,920,604,332,863,386,774,370,89,103,12114,1734,3046,931,250,218,2796,888,9068,1429,1482,568,7586,1224,216647,4384,183929,4727,25826,1587,36846,2366,99264,4219,95195,4201,4069,884,21993,1866,21236,1800,757,413,32718,2736,10129,1636,605,396,9524,1514,22589,2144,2385,878,20204,2048,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,30670,2074,9766,1532,814,406,3443,833,4421,925,3398,717,1023,477,1088,574,776,474,312,269,20904,1821,2584,706,724,454,1860,597,18320,1795,4294,856,14026,1679,424459,6363,354524,6066,35243,2033,63625,2932,202590,4989,194878,4837,7712,1189,53066,2473,51293,2495,1773,504,69935,3146,21824,1571,1311,464,20513,1546,48111,2748,3841,959,44270,2753,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,26986,3220,9057,1920,1109,502,3128,1057,2443,701,2014,683,429,274,2377,1365,1899,1290,478,420,17929,2504,2608,755,410,271,2198,710,15321,2433,4158,1195,11163,2069,562305,8259,421741,8082,49359,2936,108536,5881,210085,5966,196489,5663,13596,2078,53761,3046,48530,2971,5231,1347,140564,6114,48707,4390,3330,1049,45377,4103,91857,4484,6831,1667,85026,4613,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,14928,1900,5298,1163,778,487,1384,442,2273,756,1873,725,400,414,863,442,863,442,0,253,9630,1481,1346,566,388,392,958,438,8284,1382,2550,1004,5734,1017,322687,5699,264694,6093,28103,2075,50910,2977,147754,4645,139289,4471,8465,1460,37927,2739,36148,2575,1779,539,57993,3808,18612,2305,1079,435,17533,2269,39381,3165,4043,1177,35338,2782,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,94000,5316,23112,2582,4587,1090,6385,1361,9175,1398,6970,1140,2205,837,2965,850,2341,737,624,357,70888,4904,10410,1937,1716,710,8694,1820,60478,4369,18194,2888,42284,3474,2078279,15084,1605549,16286,180564,5193,380442,10133,782739,13269,711149,12941,71590,4058,261804,7363,237330,7357,24474,2374,472730,10885,137807,6175,8928,1195,128879,6130,334923,9354,31132,2728,303791,9312,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,53373,3190,17488,2128,2739,878,5888,1234,6982,1403,5721,1311,1261,505,1879,747,1556,716,323,256,35885,2788,6193,1396,1048,541,5145,1315,29692,2845,7158,1594,22534,2362,429386,7307,330933,7737,49753,3163,83079,4378,162384,6217,150799,5638,11585,1544,35717,2600,32779,2684,2938,840,98453,4609,30551,3162,2434,685,28117,3185,67902,3787,7199,1262,60703,3718,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,434292,10645,133530,6367,37755,3401,45072,3602,36290,3209,28538,3167,7752,1489,14413,2421,10312,1852,4101,1354,300762,9887,41350,4209,12442,2453,28908,2936,259412,9397,88992,5160,170420,7035,4181511,20920,3061439,21548,365521,7761,756481,14709,1495369,16895,1348869,15938,146500,5686,444068,8958,389280,8291,54788,4036,1120072,19214,313457,10759,23161,2294,290296,10413,806615,16714,91718,5425,714897,16455,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
