GEO_ID,B24031_001E,B24031_001M,B24031_002E,B24031_002M,B24031_003E,B24031_003M,B24031_004E,B24031_004M,B24031_005E,B24031_005M,B24031_006E,B24031_006M,B24031_007E,B24031_007M,B24031_008E,B24031_008M,B24031_009E,B24031_009M,B24031_010E,B24031_010M,B24031_011E,B24031_011M,B24031_012E,B24031_012M,B24031_013E,B24031_013M,B24031_014E,B24031_014M,B24031_015E,B24031_015M,B24031_016E,B24031_016M,B24031_017E,B24031_017M,B24031_018E,B24031_018M,B24031_019E,B24031_019M,B24031_020E,B24031_020M,B24031_021E,B24031_021M,B24031_022E,B24031_022M,B24031_023E,B24031_023M,B24031_024E,B24031_024M,B24031_025E,B24031_025M,B24031_026E,B24031_026M,B24031_027E,B24031_027M,NAME,B24031_001MA,B24031_001EA,B24031_002MA,B24031_002EA,B24031_003EA,B24031_003MA,B24031_004EA,B24031_004MA,B24031_005EA,B24031_005MA,B24031_006MA,B24031_006EA,B24031_007MA,B24031_007EA,B24031_008EA,B24031_008MA,B24031_009EA,B24031_009MA,B24031_010EA,B24031_010MA,B24031_011MA,B24031_011EA,B24031_012MA,B24031_012EA,B24031_013MA,B24031_013EA,B24031_014EA,B24031_014MA,B24031_015EA,B24031_015MA,B24031_016EA,B24031_016MA,B24031_017MA,B24031_017EA,B24031_018MA,B24031_018EA,B24031_019EA,B24031_019MA,B24031_020EA,B24031_020MA,B24031_021EA,B24031_021MA,B24031_022MA,B24031_022EA,B24031_023MA,B24031_023EA,B24031_024EA,B24031_024MA,B24031_025EA,B24031_025MA,B24031_026EA,B24031_026MA,B24031_027MA,B24031_027EA,state
0400000US01,26262,283,27965,3124,21769,1652,42065,2781,26362,763,30303,583,30971,1337,18236,883,39463,1792,35440,2467,49029,3470,35669,1979,30230,1054,31117,948,26092,3010,30592,1170,39427,3220,47359,33918,19951,1826,26247,766,30487,846,23986,1023,10543,512,12488,4248,10397,491,18722,1707,39950,1659,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34096,1289,52370,8016,36159,9549,71893,7058,40556,2967,35879,2931,35210,6719,22523,1570,39913,5083,36611,5248,56195,10997,42072,3471,37105,5544,40355,7884,35302,7246,41452,3112,51215,2008,61250,0,29451,9816,34915,1758,35684,1342,33978,2628,17814,2302,21387,9030,17329,2648,22422,4723,45873,1931,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29148,427,24921,2992,20447,2340,42188,3355,28028,1157,39135,2441,35497,2053,22092,743,40548,1025,36770,1605,57582,5991,35116,2736,36218,967,37884,2298,32259,2454,29092,1574,43445,2739,41142,936,19021,1034,30152,609,30269,791,30037,865,15033,724,20922,2012,13685,707,20659,1056,39303,1671,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24282,341,22336,1506,21614,1092,38870,10765,23170,1374,26850,694,27839,2007,18513,786,35460,1551,33294,3026,42043,5430,32931,4490,27094,960,28690,2215,23384,2847,25108,1220,32815,2547,41302,1115,16598,1051,25270,958,30255,1148,23213,922,10495,559,15509,4876,10244,601,17303,1539,31253,1473,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32061,117,18562,993,17218,600,49409,4607,31873,408,37458,824,35892,709,22260,351,40864,465,37398,793,61345,1157,49824,1155,41772,531,45485,1064,35824,1055,40167,539,55204,1142,55683,13246,22124,473,33915,473,36491,490,32095,308,15987,266,22230,644,14690,353,20830,354,51831,528,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31491,255,27267,3069,20130,1747,47920,4884,31494,663,40530,945,40296,2346,23660,791,41247,1532,37690,3412,50517,3254,44122,2681,38682,2407,41162,941,32110,1922,38746,2164,50095,2178,79519,54839,24189,1721,30643,549,31407,901,30067,848,15183,873,20161,2484,14255,1315,23142,1140,47022,1550,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38058,612,25519,4297,21913,7174,52313,8169,38928,2636,45567,1456,42134,2843,24122,1527,43653,3556,40624,1274,65664,5718,46016,1649,52361,1950,57249,3046,40400,3478,42493,3062,57658,4677,78556,28377,27004,2050,36660,747,40828,999,34094,1690,17721,1141,23419,2607,15812,966,26000,1211,53848,3516,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,32652,1094,20890,1981,20890,1981,-666666666,0,33346,4208,45736,4468,36514,4315,21508,873,41163,4027,36979,4240,61890,12808,40397,5300,40391,2079,40716,1692,35540,9926,35036,3372,41777,4486,52425,72219,24932,4552,34011,2220,36279,3940,32835,2687,12457,1781,18284,4908,11847,1173,25887,2445,41175,3233,Delaware,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41084,892,41572,707,41250,0,100001,0,28269,4502,42390,27081,34021,7213,26211,3051,37681,10505,40296,9758,31824,43487,49720,4490,45515,7579,60000,8473,26641,2204,50971,1641,61259,4268,-666666666,0,21969,3928,34836,3416,35475,3254,32950,4333,25201,2847,36940,5381,21957,1359,42131,4404,57887,2664,District of Columbia,null,null,null,null,null,*,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,27825,258,17263,1506,16269,893,49530,4563,27042,371,32210,554,33021,1575,21043,324,35903,718,34398,1185,46719,2292,36604,939,34328,836,36538,732,30633,714,30730,494,41258,682,38538,14606,21914,580,30110,364,31551,433,28426,666,16629,423,22413,894,15292,478,20421,488,39856,1086,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
