GEO_ID,S1903_C01_001E,S1903_C01_001M,S1903_C01_002E,S1903_C01_002M,S1903_C01_003E,S1903_C01_003M,S1903_C01_004E,S1903_C01_004M,S1903_C01_005E,S1903_C01_005M,S1903_C01_006E,S1903_C01_006M,S1903_C01_007E,S1903_C01_007M,S1903_C01_008E,S1903_C01_008M,S1903_C01_009E,S1903_C01_009M,S1903_C01_010E,S1903_C01_010M,S1903_C01_011E,S1903_C01_011M,S1903_C01_012E,S1903_C01_012M,S1903_C01_013E,S1903_C01_013M,S1903_C01_014E,S1903_C01_014M,S1903_C01_015E,S1903_C01_015M,S1903_C01_016E,S1903_C01_016M,S1903_C01_017E,S1903_C01_017M,S1903_C01_018E,S1903_C01_018M,S1903_C01_019E,S1903_C01_019M,S1903_C01_020E,S1903_C01_020M,S1903_C01_021E,S1903_C01_021M,S1903_C01_022E,S1903_C01_022M,S1903_C01_023E,S1903_C01_023M,S1903_C01_024E,S1903_C01_024M,S1903_C01_025E,S1903_C01_025M,S1903_C01_026E,S1903_C01_026M,S1903_C01_027E,S1903_C01_027M,S1903_C01_028E,S1903_C01_028M,S1903_C01_029E,S1903_C01_029M,S1903_C01_030E,S1903_C01_030M,S1903_C02_001E,S1903_C02_001M,S1903_C02_002E,S1903_C02_002M,S1903_C02_003E,S1903_C02_003M,S1903_C02_004E,S1903_C02_005E,S1903_C02_005M,S1903_C02_006E,S1903_C02_006M,S1903_C02_007E,S1903_C02_007M,S1903_C02_008E,S1903_C02_008M,S1903_C02_009E,S1903_C02_009M,S1903_C02_010E,S1903_C02_010M,S1903_C02_011E,S1903_C02_011M,S1903_C02_012E,S1903_C02_012M,S1903_C02_013E,S1903_C02_013M,S1903_C02_014E,S1903_C02_014M,S1903_C02_015E,S1903_C02_015M,S1903_C02_016E,S1903_C02_016M,S1903_C02_017E,S1903_C02_017M,S1903_C02_018E,S1903_C02_018M,S1903_C02_019E,S1903_C02_019M,S1903_C02_020E,S1903_C02_020M,S1903_C02_021E,S1903_C02_021M,S1903_C02_022E,S1903_C02_022M,S1903_C02_023E,S1903_C02_023M,S1903_C02_024E,S1903_C02_024M,S1903_C02_025E,S1903_C02_025M,S1903_C02_026E,S1903_C02_026M,S1903_C02_027E,S1903_C02_027M,S1903_C02_028E,S1903_C02_028M,S1903_C02_029E,S1903_C02_029M,S1903_C02_030E,S1903_C02_030M,S1903_C02_004M,NAME,S1903_C01_001EA,S1903_C01_001MA,S1903_C01_002EA,S1903_C01_002MA,S1903_C01_003MA,S1903_C01_003EA,S1903_C01_004EA,S1903_C01_004MA,S1903_C01_005EA,S1903_C01_005MA,S1903_C01_006MA,S1903_C01_006EA,S1903_C01_007EA,S1903_C01_007MA,S1903_C01_008MA,S1903_C01_008EA,S1903_C01_009EA,S1903_C01_009MA,S1903_C01_010EA,S1903_C01_010MA,S1903_C01_011MA,S1903_C01_011EA,S1903_C01_012EA,S1903_C01_012MA,S1903_C01_013EA,S1903_C01_013MA,S1903_C01_014EA,S1903_C01_014MA,S1903_C01_015EA,S1903_C01_015MA,S1903_C01_016MA,S1903_C01_016EA,S1903_C01_017EA,S1903_C01_017MA,S1903_C01_018MA,S1903_C01_018EA,S1903_C01_019EA,S1903_C01_019MA,S1903_C01_020EA,S1903_C01_020MA,S1903_C01_021MA,S1903_C01_021EA,S1903_C01_022EA,S1903_C01_022MA,S1903_C01_023MA,S1903_C01_023EA,S1903_C01_024EA,S1903_C01_024MA,S1903_C01_025EA,S1903_C01_025MA,S1903_C01_026EA,S1903_C01_026MA,S1903_C01_027MA,S1903_C01_027EA,S1903_C01_028EA,S1903_C01_028MA,S1903_C01_029MA,S1903_C01_029EA,S1903_C01_030MA,S1903_C01_030EA,S1903_C02_001MA,S1903_C02_001EA,S1903_C02_002EA,S1903_C02_002MA,S1903_C02_003MA,S1903_C02_003EA,S1903_C02_004MA,S1903_C02_004EA,S1903_C02_005MA,S1903_C02_005EA,S1903_C02_006EA,S1903_C02_006MA,S1903_C02_007EA,S1903_C02_007MA,S1903_C02_008EA,S1903_C02_008MA,S1903_C02_009EA,S1903_C02_009MA,S1903_C02_010MA,S1903_C02_010EA,S1903_C02_011EA,S1903_C02_011MA,S1903_C02_012MA,S1903_C02_012EA,S1903_C02_013EA,S1903_C02_013MA,S1903_C02_014EA,S1903_C02_014MA,S1903_C02_015MA,S1903_C02_015EA,S1903_C02_016MA,S1903_C02_016EA,S1903_C02_017MA,S1903_C02_017EA,S1903_C02_018EA,S1903_C02_018MA,S1903_C02_019EA,S1903_C02_019MA,S1903_C02_020EA,S1903_C02_020MA,S1903_C02_021MA,S1903_C02_021EA,S1903_C02_022EA,S1903_C02_022MA,S1903_C02_023EA,S1903_C02_023MA,S1903_C02_024EA,S1903_C02_024MA,S1903_C02_025EA,S1903_C02_025MA,S1903_C02_026MA,S1903_C02_026EA,S1903_C02_027EA,S1903_C02_027MA,S1903_C02_028EA,S1903_C02_028MA,S1903_C02_029MA,S1903_C02_029EA,S1903_C02_030EA,S1903_C02_030MA,state
0400000US01,1845169,11483,71.3,0.3,25.4,0.3,0.5,0.1,1.0,0.1,-999999999.0,-999999999.0,0.6,0.1,1.0,0.1,2.4,0.1,69.7,0.3,4.3,0.2,31.9,0.4,39.6,0.3,24.2,0.2,1233937,11653,40.7,0.6,59.3,0.6,71.6,0.5,22.5,0.5,5.9,0.3,611232,10091,54.4,0.8,48.8,0.9,5.6,0.4,45.6,0.8,38.5,0.8,7.1,0.5,30.0,-888888888.0,30.8,-888888888.0,27.4,-888888888.0,41574,477,48649,778,27493,914,35000,55055,10952,41500,39168,31664,8218,30323,2099,31937,3515,49159,766,18760,1585,45956,1084,50583,661,32287,584,52700,689,49976,1279,55105,876,66641,851,24192,938,37068,1701,23243,814,20022,644,18832,661,35793,2657,29635,1701,26749,1093,41432,2612,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,11249,Alabama,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,251651,2883,74.8,0.8,3.8,0.5,10.9,0.6,3.7,0.4,-999999999.0,-999999999.0,-999999999.0,-999999999.0,5.3,0.7,4.8,0.5,72.0,0.8,4.9,0.5,37.7,1.0,43.0,0.9,14.4,0.6,166400,3894,49.4,1.7,50.6,1.7,74.1,1.6,17.8,1.4,8.1,0.8,85251,3436,45.4,2.3,35.3,2.0,10.1,1.4,54.6,2.3,43.6,2.5,11.0,1.6,25.1,-888888888.0,26.6,-888888888.0,19.0,-888888888.0,67712,1894,74573,2186,42825,16764,42556,56473,6519,51342,25364,48775,15299,52321,6607,51396,5424,75354,2081,41108,3613,67520,2399,80208,3502,46666,3609,80219,2105,71971,3546,89005,2667,92410,2444,37234,2886,52863,7732,41357,1344,39146,3355,33433,2397,66522,14762,43665,4168,39305,3719,76919,10468,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,4068,Alaska,null,null,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2392168,11611,83.4,0.3,4.2,0.1,3.2,0.1,2.6,0.1,0.1,0.1,4.6,0.2,1.8,0.1,21.8,0.2,67.3,0.3,4.5,0.2,33.8,0.3,36.9,0.3,24.8,0.2,1560687,15808,43.2,0.6,56.8,0.6,71.9,0.6,19.8,0.5,8.3,0.4,831481,13246,50.9,0.7,41.9,0.8,9.1,0.4,49.1,0.7,37.2,0.8,11.9,0.6,30.2,-888888888.0,30.4,-888888888.0,28.1,-888888888.0,47826,604,50071,595,38426,3980,31014,62633,6825,48304,6311,35258,1933,40139,4153,36828,762,53277,848,23819,1153,51431,737,56242,1080,39083,756,56792,686,50972,937,60467,938,68361,893,31250,781,40674,1498,31605,618,28559,985,25621,754,48825,2940,35876,1007,30903,966,56625,3351,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,1317,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1143859,7351,80.2,0.4,15.1,0.3,0.7,0.1,1.2,0.1,-999999999.0,-999999999.0,1.3,0.2,1.4,0.1,4.4,0.2,77.4,0.4,5.3,0.3,31.8,0.4,38.7,0.4,24.3,0.3,758601,8707,41.6,0.7,58.4,0.7,73.6,0.7,19.8,0.6,6.6,0.4,385258,7418,53.2,1.0,47.8,1.1,5.4,0.6,46.8,1.0,38.4,1.1,8.5,0.8,27.4,-888888888.0,27.7,-888888888.0,25.8,-888888888.0,40112,497,42740,845,25256,1165,33419,53099,6122,28495,19391,33332,6902,37381,7955,33131,3093,43443,859,20456,1434,44745,1370,46767,1073,30891,698,50300,693,45441,1284,52445,818,59865,824,22353,818,35751,3754,22332,528,20159,680,18904,716,34369,3888,26174,872,23649,1445,40134,3110,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,8836,Arkansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12552658,18433,67.4,0.2,6.5,0.1,0.7,0.1,12.6,0.1,0.3,0.1,9.4,0.1,3.0,0.1,27.9,0.1,50.4,0.1,3.4,0.1,35.6,0.2,40.1,0.1,20.9,0.1,8585787,27380,47.1,0.2,52.9,0.2,71.1,0.2,20.1,0.2,8.8,0.1,3966871,28375,52.5,0.4,42.5,0.3,10.0,0.2,47.5,0.4,34.7,0.3,12.8,0.3,30.0,-888888888.0,30.4,-888888888.0,26.5,-888888888.0,58328,354,61419,291,41275,723,40116,74715,1277,57184,4597,41755,486,54464,1831,44401,387,68530,548,27561,957,61004,408,70182,461,42406,480,66215,387,60435,471,71296,398,81470,344,35021,457,44965,951,39504,541,34380,569,29551,515,63043,1948,45665,558,38037,1050,70016,1573,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2520,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1996088,8553,87.7,0.3,3.6,0.1,0.8,0.1,2.3,0.1,-999999999.0,-999999999.0,3.3,0.2,2.1,0.1,15.4,0.2,76.8,0.3,5.1,0.2,36.1,0.3,39.7,0.3,19.1,0.2,1278264,10500,46.1,0.6,53.9,0.6,76.3,0.6,16.5,0.5,7.2,0.3,717824,10542,51.4,0.8,42.0,0.8,9.4,0.5,48.6,0.8,36.3,0.8,12.2,0.6,25.8,-888888888.0,26.0,-888888888.0,23.5,-888888888.0,56765,594,59255,765,39941,3708,37286,63755,5274,51915,3534,33589,2791,46639,3553,39223,1363,62024,533,25727,1540,60627,749,68891,1386,41985,1018,71083,706,65927,1466,74337,1126,81750,858,34648,1304,46199,2956,35841,693,32385,878,29736,969,53556,3605,40228,846,33693,1637,61282,3072,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,7827,Colorado,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1357812,6453,81.8,0.4,9.6,0.2,0.2,0.1,3.3,0.1,-999999999.0,-999999999.0,3.5,0.2,1.5,0.2,11.1,0.2,75.0,0.3,2.4,0.2,30.5,0.4,43.1,0.4,24.1,0.3,902369,9154,44.5,0.6,55.5,0.6,73.2,0.7,19.8,0.6,7.0,0.4,455443,8946,54.8,1.0,47.2,1.0,7.7,0.5,45.2,1.0,35.8,1.0,9.4,0.7,29.2,-888888888.0,30.1,-888888888.0,25.5,-888888888.0,67276,865,72469,918,38051,2567,39580,91168,6028,51686,12754,33570,3947,53018,6476,36756,2050,76046,934,29945,2989,70181,1528,85472,1574,41947,1150,85254,1455,85139,2663,85326,1624,102119,1119,38538,1898,59548,3487,37836,915,31909,976,27890,1132,73018,6370,44143,2301,38732,1753,70370,3939,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,6540,Connecticut,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,340308,3122,74.0,0.7,19.8,0.6,0.4,0.1,2.6,0.2,-999999999.0,-999999999.0,1.8,0.4,1.4,0.3,5.8,0.4,70.5,0.7,3.4,0.5,30.6,0.7,40.7,0.9,25.3,0.5,225593,4537,41.2,1.3,58.8,1.3,72.5,1.6,20.3,1.3,7.2,0.9,114715,4318,57.0,2.0,48.0,2.3,9.0,1.4,43.0,2.0,32.4,1.8,10.7,1.5,29.2,-888888888.0,29.8,-888888888.0,26.0,-888888888.0,58415,1593,61824,1451,45453,3411,32218,83656,16662,2499,-333333333,53653,12934,42479,15397,45690,5840,62669,1664,29749,5214,64021,2759,67439,3623,42211,1659,70655,1638,69265,4956,71505,2232,83154,2030,37325,4139,50527,3593,36280,2280,30696,1589,27740,1864,49694,6544,43677,3454,40227,2598,64370,9260,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,11412,Delaware,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,266662,3138,44.6,1.0,46.7,0.9,-999999999.0,-999999999.0,3.4,0.4,-999999999.0,-999999999.0,2.9,0.6,1.9,0.4,7.8,0.7,40.6,0.8,4.7,0.5,43.4,1.0,33.3,0.8,18.6,0.6,112493,3951,41.4,1.8,58.6,1.8,55.2,1.9,36.4,1.7,8.3,1.2,154169,4139,54.6,1.6,44.8,1.9,9.8,1.1,45.4,1.6,34.4,1.8,11.0,1.1,29.7,-888888888.0,34.5,-888888888.0,25.4,-888888888.0,66583,2040,108699,3251,39139,2207,36904,104826,24475,-666666666,-222222222,37110,7449,65256,19085,51460,14750,110619,4981,33841,7622,81142,3036,65365,4167,46926,4617,82268,4104,65085,14928,93085,7194,136555,9206,37020,2403,49375,10572,55639,3195,51053,2036,43893,4178,100342,4948,63456,5263,50681,2689,117550,11278,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,9060,District of Columbia,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7197943,25102,80.7,0.2,13.7,0.1,0.3,0.1,2.1,0.1,-999999999.0,-999999999.0,1.7,0.1,1.5,0.1,18.5,0.1,64.9,0.2,3.2,0.1,29.1,0.2,38.5,0.2,29.1,0.2,4598222,24279,38.7,0.3,61.3,0.3,72.2,0.3,20.8,0.3,7.0,0.2,2599721,22841,53.9,0.5,46.0,0.5,7.9,0.2,46.1,0.5,35.9,0.5,10.2,0.4,33.0,-888888888.0,33.2,-888888888.0,31.4,-888888888.0,45040,345,47731,386,32218,515,39778,59503,3197,45760,21610,36644,1436,39109,2735,37915,705,50400,366,23207,1241,48011,797,52960,544,36415,386,54777,464,49523,857,57698,652,65932,494,30332,501,39432,1189,29072,454,25839,411,23270,432,48784,1701,33141,827,29570,873,50822,1615,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,6541,Florida,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
