GEO_ID,S2409_C01_001E,S2409_C01_001M,S2409_C01_002E,S2409_C01_002M,S2409_C01_003E,S2409_C01_003M,S2409_C01_004E,S2409_C01_004M,S2409_C01_005E,S2409_C01_005M,S2409_C01_006E,S2409_C01_006M,S2409_C01_007E,S2409_C01_007M,S2409_C01_008E,S2409_C01_008M,S2409_C01_009E,S2409_C01_009M,S2409_C01_010E,S2409_C01_010M,S2409_C02_001E,S2409_C02_001M,S2409_C02_002E,S2409_C02_002M,S2409_C02_003E,S2409_C02_003M,S2409_C02_004E,S2409_C02_004M,S2409_C02_005E,S2409_C02_005M,S2409_C02_006E,S2409_C02_006M,S2409_C02_007E,S2409_C02_007M,S2409_C02_008E,S2409_C02_008M,S2409_C02_009E,S2409_C02_009M,S2409_C02_010E,S2409_C02_010M,S2409_C03_001E,S2409_C03_001M,S2409_C03_002E,S2409_C03_002M,S2409_C03_003E,S2409_C03_003M,S2409_C03_004E,S2409_C03_004M,S2409_C03_005E,S2409_C03_005M,S2409_C03_006E,S2409_C03_006M,S2409_C03_007E,S2409_C03_007M,S2409_C03_008E,S2409_C03_008M,S2409_C03_009E,S2409_C03_009M,S2409_C03_010E,S2409_C03_010M,S2409_C04_001E,S2409_C04_001M,S2409_C04_002E,S2409_C04_002M,S2409_C04_003E,S2409_C04_003M,S2409_C04_004E,S2409_C04_004M,S2409_C04_005E,S2409_C04_005M,S2409_C04_006E,S2409_C04_006M,S2409_C04_007E,S2409_C04_007M,S2409_C04_008E,S2409_C04_008M,S2409_C04_009E,S2409_C04_009M,S2409_C04_010E,S2409_C04_010M,S2409_C05_001E,S2409_C05_001M,S2409_C05_002E,S2409_C05_002M,S2409_C05_003E,S2409_C05_003M,S2409_C05_004E,S2409_C05_004M,S2409_C05_005E,S2409_C05_005M,S2409_C05_006E,S2409_C05_006M,S2409_C05_007E,S2409_C05_007M,S2409_C05_008E,S2409_C05_008M,S2409_C05_009E,S2409_C05_009M,S2409_C05_010E,S2409_C05_010M,S2409_C06_001E,S2409_C06_001M,S2409_C06_002E,S2409_C06_002M,S2409_C06_003E,S2409_C06_003M,S2409_C06_004E,S2409_C06_004M,S2409_C06_005E,S2409_C06_005M,S2409_C06_006E,S2409_C06_006M,S2409_C06_007E,S2409_C06_007M,S2409_C06_008E,S2409_C06_008M,S2409_C06_009E,S2409_C06_009M,S2409_C06_010E,S2409_C06_010M,NAME,S2409_C01_001EA,S2409_C01_001MA,S2409_C01_002MA,S2409_C01_002EA,S2409_C01_003MA,S2409_C01_003EA,S2409_C01_004EA,S2409_C01_004MA,S2409_C01_005EA,S2409_C01_005MA,S2409_C01_006EA,S2409_C01_006MA,S2409_C01_007MA,S2409_C01_007EA,S2409_C01_008MA,S2409_C01_008EA,S2409_C01_009EA,S2409_C01_009MA,S2409_C01_010EA,S2409_C01_010MA,S2409_C02_001EA,S2409_C02_001MA,S2409_C02_002EA,S2409_C02_002MA,S2409_C02_003MA,S2409_C02_003EA,S2409_C02_004MA,S2409_C02_004EA,S2409_C02_005EA,S2409_C02_005MA,S2409_C02_006EA,S2409_C02_006MA,S2409_C02_007MA,S2409_C02_007EA,S2409_C02_008EA,S2409_C02_008MA,S2409_C02_009MA,S2409_C02_009EA,S2409_C02_010EA,S2409_C02_010MA,S2409_C03_001EA,S2409_C03_001MA,S2409_C03_002EA,S2409_C03_002MA,S2409_C03_003MA,S2409_C03_003EA,S2409_C03_004MA,S2409_C03_004EA,S2409_C03_005MA,S2409_C03_005EA,S2409_C03_006EA,S2409_C03_006MA,S2409_C03_007MA,S2409_C03_007EA,S2409_C03_008EA,S2409_C03_008MA,S2409_C03_009EA,S2409_C03_009MA,S2409_C03_010EA,S2409_C03_010MA,S2409_C04_001MA,S2409_C04_001EA,S2409_C04_002MA,S2409_C04_002EA,S2409_C04_003EA,S2409_C04_003MA,S2409_C04_004EA,S2409_C04_004MA,S2409_C04_005MA,S2409_C04_005EA,S2409_C04_006EA,S2409_C04_006MA,S2409_C04_007MA,S2409_C04_007EA,S2409_C04_008EA,S2409_C04_008MA,S2409_C04_009MA,S2409_C04_009EA,S2409_C04_010EA,S2409_C04_010MA,S2409_C05_001EA,S2409_C05_001MA,S2409_C05_002EA,S2409_C05_002MA,S2409_C05_003MA,S2409_C05_003EA,S2409_C05_004EA,S2409_C05_004MA,S2409_C05_005EA,S2409_C05_005MA,S2409_C05_006EA,S2409_C05_006MA,S2409_C05_007MA,S2409_C05_007EA,S2409_C05_008EA,S2409_C05_008MA,S2409_C05_009EA,S2409_C05_009MA,S2409_C05_010EA,S2409_C05_010MA,S2409_C06_001MA,S2409_C06_001EA,S2409_C06_002EA,S2409_C06_002MA,S2409_C06_003EA,S2409_C06_003MA,S2409_C06_004EA,S2409_C06_004MA,S2409_C06_005MA,S2409_C06_005EA,S2409_C06_006EA,S2409_C06_006MA,S2409_C06_007MA,S2409_C06_007EA,S2409_C06_008MA,S2409_C06_008EA,S2409_C06_009EA,S2409_C06_009MA,S2409_C06_010EA,S2409_C06_010MA,state
0400000US01,1422867,16609,1016850,15614,969423,14779,47427,3549,87021,5204,103269,4712,91734,4529,64035,4191,59958,4775,7.3,-888888888.0,56.8,0.5,60.1,0.6,59.2,0.6,78.5,2.9,37.0,2.5,49.1,2.5,38.9,2.2,57.9,3.3,69.0,2.8,-888888888,-888888888,43.2,0.5,39.9,0.6,40.8,0.6,21.5,2.9,63.0,2.5,50.9,2.5,61.1,2.2,42.1,3.3,31.0,2.8,-888888888,-888888888,38460,579,36833,401,36297,428,53927,4848,37075,1484,38603,1827,42868,1811,62348,3242,30830,1852,-888888888,-888888888,44670,1036,43682,1314,42358,633,63484,6136,46034,2564,40275,1713,49338,3906,68596,4921,32791,4608,-888888888,-888888888,31743,341,29877,719,29673,787,36277,1585,33803,3182,36803,1362,40056,1407,56045,2729,27350,2862,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,223191,6170,121064,6059,113661,5792,7403,1264,23876,2295,20500,1938,22546,2260,22999,2120,12206,1873,4.4,-888888888.0,55.4,1.1,60.4,1.9,59.4,2.0,75.8,6.4,38.8,4.5,48.3,4.8,46.1,4.4,58.8,4.8,60.0,7.3,-888888888,-888888888,44.6,1.1,39.6,1.9,40.6,2.0,24.2,6.4,61.2,4.5,51.7,4.8,53.9,4.4,41.2,4.8,40.0,7.3,-888888888,-888888888,50728,748,46890,1680,45874,1894,67556,8465,45738,3463,60973,2730,53663,4427,60915,2793,50096,15541,-888888888,-888888888,60225,2792,53601,4398,51934,1607,76839,11220,58017,11792,63628,4586,62428,7040,70096,4698,51950,7726,-888888888,-888888888,42550,2893,37030,1272,36978,1130,45808,15281,41231,2613,57591,7297,50195,2917,47918,4623,32166,8243,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,1896778,15460,1393286,16044,1325376,14634,67910,4612,122989,6461,137528,5817,96801,6086,65403,4612,80771,5075,8.0,-888888888.0,57.1,0.4,59.6,0.5,59.0,0.5,72.1,2.5,37.9,2.4,52.6,2.2,42.8,2.1,59.3,3.3,66.0,2.7,-888888888,-888888888,42.9,0.4,40.4,0.5,41.0,0.5,27.9,2.5,62.1,2.4,47.4,2.2,57.2,2.1,40.7,3.3,34.0,2.7,-888888888,-888888888,40559,239,39149,729,38288,731,52022,2693,42119,1180,45093,1392,41609,703,56764,1826,30674,1322,-888888888,-888888888,44288,1026,42362,470,41974,402,59006,6893,46869,3298,49901,2415,46423,1812,61109,1273,35144,4568,-888888888,-888888888,36005,363,34138,749,33777,700,41814,1802,40973,1012,40755,945,39353,1745,51731,2225,22478,3746,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,901545,10572,626547,10794,594207,10549,32340,2822,57001,3666,62901,4068,86275,4922,23660,2224,45161,3527,5.0,-888888888.0,56.1,0.5,60.2,0.8,59.4,0.8,75.2,3.2,35.8,2.9,49.3,3.6,36.4,2.2,59.4,4.6,70.1,3.2,-888888888,-888888888,43.9,0.5,39.8,0.8,40.6,0.8,24.8,3.2,64.2,2.9,50.7,3.6,63.6,2.2,40.6,4.6,29.9,3.2,-888888888,-888888888,35557,400,34819,799,33903,849,50931,1470,37723,2906,34291,1877,38080,2227,54141,2401,29067,3229,-888888888,-888888888,40223,378,40264,452,39538,1022,52087,3767,42456,7059,34134,1926,41864,3148,56315,2615,31572,1072,-888888888,-888888888,30905,462,28642,1135,28392,1103,43835,6623,34016,2907,34618,3309,36479,1462,51328,1947,19718,2466,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,11064931,39611,8021687,37925,7621763,37961,399924,8915,742868,14979,819486,14509,469039,10846,299674,9160,712177,13614,5.8,-888888888.0,58.8,0.2,61.6,0.2,61.0,0.2,74.2,1.0,41.1,0.8,46.6,0.8,45.4,1.0,63.5,1.3,66.7,0.8,-888888888,-888888888,41.2,0.2,38.4,0.2,39.0,0.2,25.8,1.0,58.9,0.8,53.4,0.8,54.6,1.0,36.5,1.3,33.3,0.8,-888888888,-888888888,46435,187,42845,445,42164,140,63539,3614,50747,444,60612,375,60152,658,60173,899,35139,909,-888888888,-888888888,50369,172,47158,322,46109,334,71052,1189,53165,1911,69488,1523,66832,1244,61386,616,38750,2179,-888888888,-888888888,42021,163,39878,408,39430,453,50304,2201,48999,975,52557,1051,53020,1187,55383,1411,27441,1634,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,1741899,14366,1253959,14300,1166816,13936,87143,3835,134825,5832,128159,5053,75940,4757,67080,4256,81936,4140,7.3,-888888888.0,58.1,0.4,61.8,0.6,60.9,0.6,72.9,2.0,36.5,1.9,46.5,2.1,44.3,2.9,62.3,3.0,65.7,2.2,-888888888,-888888888,41.9,0.4,38.2,0.6,39.1,0.6,27.1,2.0,63.5,1.9,53.5,2.1,55.7,2.9,37.7,3.0,34.3,2.2,-888888888,-888888888,45782,437,45011,885,43827,1273,57086,4529,46004,924,49443,1439,46690,1443,60649,1317,32371,1856,-888888888,-888888888,50792,379,50366,503,49518,1235,61631,995,51674,2740,54640,2000,50858,1911,62323,2044,39306,4056,-888888888,-888888888,40470,390,38772,907,38477,921,45517,4531,43214,2367,44543,3663,42314,1804,53463,3211,25834,2370,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1179823,11447,853506,10279,812858,10249,40648,2808,111260,4250,78050,3347,55170,3434,20891,2268,60946,4096,5.5,-888888888.0,56.8,0.4,60.2,0.5,59.2,0.5,80.6,2.5,35.5,2.0,42.8,2.4,51.5,2.8,57.9,4.2,71.2,2.3,-888888888,-888888888,43.2,0.4,39.8,0.5,40.8,0.5,19.4,2.5,64.5,2.0,57.2,2.4,48.5,2.8,42.1,4.2,28.8,2.3,-888888888,-888888888,54365,898,52511,940,52132,438,71762,6296,51406,1248,63315,2593,67166,2206,59885,3203,42293,3987,-888888888,-888888888,61253,470,61172,634,60709,659,78515,5739,60004,6156,67339,4332,70904,4360,61324,2965,47015,6081,-888888888,-888888888,48005,1251,43332,1330,43131,1304,52724,4845,48130,2687,60560,2300,62421,2837,55103,3408,32361,7769,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,297786,5911,215561,5877,206394,5679,9167,1253,23418,2611,8531,1301,29806,2360,10262,1803,10208,1552,4.4,-888888888.0,53.5,0.9,57.4,1.4,56.4,1.4,78.8,5.8,34.1,4.4,48.0,7.6,37.2,4.2,60.7,7.3,61.7,7.6,-888888888,-888888888,46.5,0.9,42.6,1.4,43.6,1.4,21.2,5.8,65.9,4.4,52.0,7.6,62.8,4.2,39.3,7.3,38.3,7.6,-888888888,-888888888,45928,820,45296,1528,45079,1816,55210,9820,44801,3791,49142,5533,46901,1528,56820,7835,36324,4682,-888888888,-888888888,50876,591,50527,891,50378,1265,58793,9447,48084,6850,53483,9456,53120,3231,60260,6822,42177,14157,-888888888,-888888888,41171,653,40332,833,40276,854,48987,10797,43254,3639,46439,5968,42621,3459,54996,8442,27763,6176,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,243294,5286,116005,5077,110390,5022,5615,1204,47826,3550,15104,1582,5306,1087,49565,3364,9488,1510,8.2,-888888888.0,50.0,1.1,54.4,1.9,53.8,2.0,65.6,11.2,40.2,3.5,39.8,5.6,52.3,9.8,50.1,3.4,60.5,7.1,-888888888,-888888888,50.0,1.1,45.6,1.9,46.2,2.0,34.4,11.2,59.8,3.5,60.2,5.6,47.7,9.8,49.9,3.4,39.5,7.1,-888888888,-888888888,62292,1256,55905,2991,54476,4533,86126,25538,60095,2767,60040,3363,63668,9711,90735,1917,60200,17634,-888888888,-888888888,68014,4306,60002,7330,56733,6389,81799,36392,69743,7487,60513,5268,61875,14614,100678,3139,61240,8671,-888888888,-888888888,60273,2210,52973,5219,51951,4201,104239,50954,55840,2442,59509,5154,65485,12224,84984,7714,40701,33721,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,5711050,29624,4264559,33140,3919753,30497,344806,9912,363592,10883,472249,12741,203320,6857,158225,7274,249105,10558,8.2,-888888888.0,54.9,0.2,57.4,0.3,56.0,0.4,73.9,1.1,34.8,1.2,46.6,1.2,41.5,1.7,62.1,1.9,63.6,1.6,-888888888,-888888888,45.1,0.2,42.6,0.3,44.0,0.4,26.1,1.1,65.2,1.2,53.4,1.2,58.5,1.7,37.9,1.9,36.4,1.6,-888888888,-888888888,37270,190,36101,247,35505,257,48649,2106,40854,564,41943,288,40658,693,56424,861,25662,884,-888888888,-888888888,40947,206,40180,276,38663,725,51574,676,45426,1442,46380,836,43295,2026,60559,992,30782,1185,-888888888,-888888888,34288,404,31998,227,31910,228,37167,3139,39044,1119,40179,405,38886,1209,51883,1704,18693,2168,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
