GEO_ID,S0902_C01_001E,S0902_C01_001M,S0902_C01_002E,S0902_C01_002M,S0902_C01_003E,S0902_C01_003M,S0902_C01_004E,S0902_C01_004M,S0902_C01_005E,S0902_C01_005M,S0902_C01_006E,S0902_C01_006M,S0902_C01_007E,S0902_C01_007M,S0902_C01_008E,S0902_C01_008M,S0902_C01_009E,S0902_C01_009M,S0902_C01_010E,S0902_C01_010M,S0902_C01_011E,S0902_C01_011M,S0902_C01_012E,S0902_C01_012M,S0902_C01_013E,S0902_C01_013M,S0902_C01_014E,S0902_C01_014M,S0902_C01_015E,S0902_C01_015M,S0902_C01_016E,S0902_C01_016M,S0902_C01_017E,S0902_C01_017M,S0902_C01_018E,S0902_C01_018M,S0902_C02_001E,S0902_C02_001M,S0902_C02_002E,S0902_C02_002M,S0902_C02_003E,S0902_C02_003M,S0902_C02_004E,S0902_C02_004M,S0902_C02_005E,S0902_C02_005M,S0902_C02_006E,S0902_C02_006M,S0902_C02_007E,S0902_C02_007M,S0902_C02_008E,S0902_C02_008M,S0902_C02_009E,S0902_C02_009M,S0902_C02_010E,S0902_C02_010M,S0902_C02_011E,S0902_C02_011M,S0902_C02_012E,S0902_C02_012M,S0902_C02_013E,S0902_C02_013M,S0902_C02_014E,S0902_C02_014M,S0902_C02_015E,S0902_C02_015M,S0902_C02_016E,S0902_C02_016M,S0902_C02_017E,S0902_C02_017M,S0902_C02_018E,S0902_C02_018M,S0902_C03_001E,S0902_C03_001M,S0902_C03_002E,S0902_C03_002M,S0902_C03_003E,S0902_C03_003M,S0902_C03_004E,S0902_C03_004M,S0902_C03_005E,S0902_C03_005M,S0902_C03_006E,S0902_C03_006M,S0902_C03_007E,S0902_C03_007M,S0902_C03_008E,S0902_C03_008M,S0902_C03_009E,S0902_C03_009M,S0902_C03_010E,S0902_C03_010M,S0902_C03_011E,S0902_C03_011M,S0902_C03_012E,S0902_C03_012M,S0902_C03_013E,S0902_C03_013M,S0902_C03_014E,S0902_C03_014M,S0902_C03_015E,S0902_C03_015M,S0902_C03_016E,S0902_C03_016M,S0902_C03_017E,S0902_C03_017M,S0902_C03_018E,S0902_C03_018M,S0902_C04_001E,S0902_C04_001M,S0902_C04_002E,S0902_C04_002M,S0902_C04_003E,S0902_C04_003M,S0902_C04_004E,S0902_C04_004M,S0902_C04_005E,S0902_C04_005M,S0902_C04_006E,S0902_C04_006M,S0902_C04_007E,S0902_C04_007M,S0902_C04_008E,S0902_C04_008M,S0902_C04_009E,S0902_C04_009M,S0902_C04_010E,S0902_C04_010M,S0902_C04_011E,S0902_C04_011M,S0902_C04_012E,S0902_C04_012M,S0902_C04_013E,S0902_C04_013M,S0902_C04_014E,S0902_C04_014M,S0902_C04_015E,S0902_C04_015M,S0902_C04_016E,S0902_C04_016M,S0902_C04_017E,S0902_C04_017M,S0902_C04_018E,S0902_C04_018M,NAME,S0902_C01_001EA,S0902_C01_001MA,S0902_C01_002EA,S0902_C01_002MA,S0902_C01_003MA,S0902_C01_003EA,S0902_C01_004MA,S0902_C01_004EA,S0902_C01_005MA,S0902_C01_005EA,S0902_C01_006EA,S0902_C01_006MA,S0902_C01_007MA,S0902_C01_007EA,S0902_C01_008MA,S0902_C01_008EA,S0902_C01_009EA,S0902_C01_009MA,S0902_C01_010MA,S0902_C01_010EA,S0902_C01_011MA,S0902_C01_011EA,S0902_C01_012EA,S0902_C01_012MA,S0902_C01_013MA,S0902_C01_013EA,S0902_C01_014EA,S0902_C01_014MA,S0902_C01_015MA,S0902_C01_015EA,S0902_C01_016EA,S0902_C01_016MA,S0902_C01_017EA,S0902_C01_017MA,S0902_C01_018MA,S0902_C01_018EA,S0902_C02_001EA,S0902_C02_001MA,S0902_C02_002EA,S0902_C02_002MA,S0902_C02_003MA,S0902_C02_003EA,S0902_C02_004EA,S0902_C02_004MA,S0902_C02_005EA,S0902_C02_005MA,S0902_C02_006MA,S0902_C02_006EA,S0902_C02_007EA,S0902_C02_007MA,S0902_C02_008EA,S0902_C02_008MA,S0902_C02_009EA,S0902_C02_009MA,S0902_C02_010EA,S0902_C02_010MA,S0902_C02_011MA,S0902_C02_011EA,S0902_C02_012EA,S0902_C02_012MA,S0902_C02_013EA,S0902_C02_013MA,S0902_C02_014MA,S0902_C02_014EA,S0902_C02_015EA,S0902_C02_015MA,S0902_C02_016EA,S0902_C02_016MA,S0902_C02_017MA,S0902_C02_017EA,S0902_C02_018MA,S0902_C02_018EA,S0902_C03_001MA,S0902_C03_001EA,S0902_C03_002EA,S0902_C03_002MA,S0902_C03_003MA,S0902_C03_003EA,S0902_C03_004MA,S0902_C03_004EA,S0902_C03_005EA,S0902_C03_005MA,S0902_C03_006EA,S0902_C03_006MA,S0902_C03_007EA,S0902_C03_007MA,S0902_C03_008EA,S0902_C03_008MA,S0902_C03_009MA,S0902_C03_009EA,S0902_C03_010MA,S0902_C03_010EA,S0902_C03_011MA,S0902_C03_011EA,S0902_C03_012MA,S0902_C03_012EA,S0902_C03_013EA,S0902_C03_013MA,S0902_C03_014EA,S0902_C03_014MA,S0902_C03_015MA,S0902_C03_015EA,S0902_C03_016MA,S0902_C03_016EA,S0902_C03_017EA,S0902_C03_017MA,S0902_C03_018EA,S0902_C03_018MA,S0902_C04_001EA,S0902_C04_001MA,S0902_C04_002EA,S0902_C04_002MA,S0902_C04_003EA,S0902_C04_003MA,S0902_C04_004MA,S0902_C04_004EA,S0902_C04_005MA,S0902_C04_005EA,S0902_C04_006EA,S0902_C04_006MA,S0902_C04_007EA,S0902_C04_007MA,S0902_C04_008MA,S0902_C04_008EA,S0902_C04_009MA,S0902_C04_009EA,S0902_C04_010EA,S0902_C04_010MA,S0902_C04_011EA,S0902_C04_011MA,S0902_C04_012EA,S0902_C04_012MA,S0902_C04_013MA,S0902_C04_013EA,S0902_C04_014MA,S0902_C04_014EA,S0902_C04_015EA,S0902_C04_015MA,S0902_C04_016MA,S0902_C04_016EA,S0902_C04_017EA,S0902_C04_017MA,S0902_C04_018EA,S0902_C04_018MA,state
0400000US01,331780,5146,286524,4744,89.9,0.9,10.1,0.9,45256,3418,171331,4338,0.9,0.3,160449,3603,1.7,0.5,3.0,0.6,308644,4669,56.3,1.4,7.4,0.8,33.2,1.2,3.2,0.6,270829,5919,5.8,0.7,33.5,1.6,203784,3155,181078,3269,88.2,1.1,11.8,1.1,22706,2364,105291,2289,0.8,0.4,98493,2120,1.7,0.6,2.7,0.8,188794,2864,68.4,1.9,8.3,1.2,19.4,1.5,3.9,0.9,165568,4210,4.2,0.8,34.8,1.8,102724,3081,85057,3432,93.2,1.7,6.8,1.7,17667,2037,52215,2502,0.3,0.2,50509,2206,1.2,0.7,3.4,1.3,95925,3202,33.0,3.1,5.0,1.3,60.6,3.2,1.4,0.6,84054,3119,9.5,1.5,28.2,2.6,12815,1665,9485,1440,90.7,4.4,9.3,4.4,3330,1478,7502,1612,-999999999.0,-999999999.0,5313,1075,-999999999.0,-999999999.0,5.9,4.0,11877,1697,53.0,8.8,12.4,5.3,32.2,8.2,2.5,2.5,11261,1610,4.4,3.1,48.6,9.8,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US04,449930,3222,386255,4343,94.1,0.7,5.9,0.7,63675,3847,232159,2165,1.1,0.3,217771,2276,1.6,0.4,2.4,0.5,424901,3312,56.5,1.5,10.6,1.0,29.1,1.6,3.8,0.6,357674,5131,6.7,0.7,36.7,1.5,194327,1504,173019,2540,91.6,1.2,8.4,1.2,21308,2392,100600,1290,0.8,0.4,93727,924,1.6,0.6,1.0,0.5,180482,2056,59.7,2.1,11.2,1.6,23.9,2.3,5.1,1.0,154556,3146,4.4,0.9,38.9,2.3,25732,1443,21443,1400,94.4,3.2,5.6,3.2,4289,1044,13142,984,-999999999.0,-999999999.0,12590,1133,-999999999.0,-999999999.0,-999999999.0,-999999999.0,23358,1324,43.4,7.1,9.7,4.0,40.3,6.5,6.5,3.7,20287,1701,7.2,2.4,38.6,6.1,183907,1330,154300,2904,96.5,0.9,3.5,0.9,29607,2614,94328,1063,1.2,0.6,89579,1298,2.0,0.7,3.9,1.0,177345,1518,55.4,2.4,10.7,1.5,31.6,2.3,2.3,0.7,144943,2975,8.2,1.1,36.1,2.3,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,198127,4385,168386,3846,92.1,1.1,7.9,1.1,29741,2988,101174,3266,1.1,0.5,96953,2962,1.6,0.5,2.8,0.7,180036,4578,59.0,1.9,9.2,1.3,27.5,1.9,4.4,0.9,156393,4852,7.3,1.1,38.1,2.0,130622,2362,114083,2332,90.2,1.6,9.8,1.6,16539,2170,66473,1995,1.3,0.7,64149,1688,1.9,0.7,2.9,1.0,119810,2537,66.7,2.2,9.4,1.4,19.4,1.8,4.6,1.0,101799,2922,5.9,1.2,39.2,2.5,39306,2068,32037,1916,97.4,1.1,2.6,1.1,7269,1536,19857,1760,-999999999.0,-999999999.0,19449,1436,-999999999.0,-999999999.0,1.9,1.3,33737,2028,29.0,4.5,9.1,3.3,57.5,6.1,4.3,2.7,32145,2117,9.3,2.7,35.5,4.3,18558,2165,14432,1845,96.4,1.9,3.6,1.9,4126,1143,10284,1531,-999999999.0,-999999999.0,8274,1764,-999999999.0,-999999999.0,3.9,3.0,17720,2131,60.6,7.4,8.9,4.5,28.1,7.6,2.5,1.7,14398,2196,10.9,4.9,38.4,6.4,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2718832,4966,2421213,8811,90.7,0.3,9.3,0.3,297619,8550,1395762,4156,0.8,0.1,1323070,4532,1.6,0.2,1.8,0.2,2563108,6459,61.7,0.6,9.4,0.4,26.3,0.6,2.6,0.3,2187805,10777,5.1,0.2,29.3,0.4,783430,2330,708541,5044,85.2,0.6,14.8,0.6,74889,4201,405151,1521,0.7,0.2,378279,2373,1.0,0.2,0.7,0.2,722822,3020,66.4,0.9,8.8,0.6,20.8,0.9,4.1,0.5,631219,6179,4.1,0.4,33.0,1.0,177673,4723,155305,4693,90.0,1.5,10.0,1.5,22368,2421,92162,3360,0.9,0.5,85511,3050,0.6,0.5,2.0,0.7,166487,5010,32.5,2.4,10.4,1.9,53.2,2.4,3.9,1.0,143957,4640,7.1,1.1,26.5,1.9,1335645,1906,1159590,6098,94.3,0.4,5.7,0.4,176055,6130,684136,1918,0.7,0.1,651509,1672,2.3,0.3,2.8,0.3,1292043,3783,61.0,0.9,10.0,0.6,27.4,0.8,1.6,0.3,1071077,6517,6.2,0.4,29.8,0.7,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,342417,3455,299015,4261,91.0,1.0,9.0,1.0,43402,2983,177518,2812,0.7,0.3,164899,2670,2.3,0.6,1.8,0.5,312680,3610,62.2,1.5,8.6,1.1,24.3,1.6,4.9,0.8,275489,4583,4.4,0.7,42.7,1.3,208822,1672,186693,2281,89.4,1.4,10.6,1.4,22129,1978,108984,1607,0.5,0.3,99838,1333,1.0,0.5,0.7,0.4,186437,2194,65.6,1.8,9.7,1.4,19.5,1.6,5.2,0.8,168252,3213,3.0,0.6,43.4,1.7,16863,1548,14599,1517,93.3,3.1,6.7,3.1,2264,734,7886,1137,-999999999.0,-999999999.0,8977,953,-999999999.0,-999999999.0,-999999999.0,-999999999.0,15538,1533,38.0,7.2,4.6,3.2,54.2,8.1,3.2,3.1,14717,1459,7.5,2.8,35.9,6.9,95146,2096,78128,2660,94.6,1.3,5.4,1.3,17018,1928,49839,1579,1.5,1.0,45307,1378,5.2,1.7,4.5,1.7,91738,1929,58.9,3.2,7.8,1.8,28.7,3.2,4.7,1.7,75694,2650,7.1,1.7,43.7,2.9,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,257301,1794,232190,2392,81.7,1.5,18.3,1.5,25111,2088,131338,1204,0.4,0.3,125963,1654,0.7,0.4,1.2,0.5,226998,3032,61.6,1.8,7.2,1.1,29.3,1.7,1.8,0.6,205157,3018,3.3,0.8,41.3,1.7,163958,476,152287,1713,78.2,1.8,21.8,1.8,11671,1642,83931,206,0.3,0.2,80027,481,1.0,0.6,0.6,0.5,143747,2249,71.7,2.2,7.2,1.5,19.2,1.9,2.0,0.7,129652,2229,2.2,0.8,42.1,2.2,31860,1703,28090,1680,88.3,3.3,11.7,3.3,3770,978,16176,1079,-999999999.0,-999999999.0,15684,1348,-999999999.0,-999999999.0,-999999999.0,-999999999.0,28072,1630,33.2,5.8,7.4,2.6,57.9,6.3,1.6,1.3,26191,1731,4.6,2.3,38.6,5.6,46071,1016,37732,1647,89.6,2.7,10.4,2.7,8339,1249,24808,963,-999999999.0,-999999999.0,21263,736,-999999999.0,-999999999.0,4.4,2.3,42742,1129,44.4,4.0,8.6,2.6,45.3,5.1,1.7,1.1,35776,1303,5.4,1.9,44.6,4.6,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US12,1193173,6047,1049767,7552,88.6,0.6,11.4,0.6,143406,6226,611017,5393,0.9,0.2,582156,4954,1.5,0.3,1.8,0.3,1112052,5785,56.3,1.1,8.2,0.5,32.4,1.0,3.1,0.3,960979,8771,5.8,0.4,33.2,0.9,553264,2687,492503,4236,84.8,1.0,15.2,1.0,60761,4158,286261,2238,0.7,0.2,267003,2140,1.3,0.4,1.2,0.4,507654,3919,63.7,1.3,8.7,0.8,24.5,1.1,3.2,0.5,448460,5891,4.6,0.6,36.7,1.3,256399,5085,223240,5115,94.1,0.9,5.9,0.9,33159,3153,132221,4037,1.0,0.6,124178,2911,1.2,0.7,2.8,0.9,237576,5328,37.3,2.3,7.5,1.0,52.6,2.3,2.5,0.7,205370,5875,7.5,1.0,29.8,1.8,327948,3181,283747,4401,90.8,0.9,9.2,0.9,44201,3778,166982,2584,1.4,0.6,160966,2516,2.4,0.7,2.1,0.7,316412,3299,56.4,2.0,8.5,1.0,32.2,2.0,2.8,0.5,262907,5254,6.9,1.0,30.3,1.4,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,710669,7306,605755,7395,89.2,0.8,10.8,0.8,104914,4903,366343,6180,1.1,0.3,344326,5884,1.7,0.4,2.5,0.5,646214,7417,58.3,1.2,7.4,0.7,31.7,1.1,2.6,0.4,573076,7806,6.8,0.6,33.8,1.1,341968,4411,293971,4176,85.4,1.2,14.6,1.2,47997,3132,175426,3509,1.1,0.5,166542,3698,2.2,0.6,2.8,0.7,314467,4120,70.8,1.8,7.5,1.1,19.2,1.3,2.5,0.4,276773,5337,5.3,0.8,35.8,1.6,256826,4712,217993,4710,93.7,1.1,6.3,1.1,38833,3311,131993,3982,0.9,0.5,124833,3258,0.7,0.3,2.7,0.8,231203,5176,38.0,2.2,6.5,1.3,52.9,2.3,2.6,0.8,206756,4978,8.9,1.1,29.6,1.9,72546,3761,58481,3489,95.0,1.3,5.0,1.3,14065,1975,40297,2675,2.3,1.1,32249,2660,3.0,1.6,1.8,1.3,67475,3456,63.0,4.0,10.4,2.6,24.8,3.8,1.8,1.0,58539,3484,8.5,2.0,40.1,3.8,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,82212,1536,66406,1847,79.9,2.4,20.1,2.4,15806,1880,42773,1235,0.7,0.4,39439,1093,2.9,1.1,2.3,1.2,77049,1742,65.5,3.2,6.9,1.5,25.3,3.0,2.3,0.9,67439,1884,6.8,1.4,38.1,2.7,11130,622,8902,797,67.4,8.6,32.6,8.6,2228,704,6055,710,2.3,2.5,5075,557,3.1,2.4,-999999999.0,-999999999.0,9344,923,68.2,8.7,8.3,4.5,21.8,8.0,1.7,1.9,9506,758,5.8,3.4,40.3,7.5,1537,724,681,597,100.0,17.3,0.0,17.3,856,528,1348,686,-999999999.0,-999999999.0,189,204,-999999999.0,-999999999.0,-999999999.0,-999999999.0,946,698,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,1471,715,-999999999.0,-999999999.0,99.8,0.4,11328,480,8879,608,79.3,5.6,20.7,5.6,2449,595,5981,524,-999999999.0,-999999999.0,5347,599,-999999999.0,-999999999.0,-999999999.0,-999999999.0,10712,594,54.7,7.9,2.0,1.9,38.3,7.8,5.0,2.6,9486,807,7.9,3.6,35.6,6.5,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,N,N,N,N,N,N,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,113794,2269,96357,2345,91.0,1.5,9.0,1.5,17437,2148,57114,2286,1.8,1.3,56680,2451,2.5,1.3,2.3,1.0,106814,2444,64.9,2.6,8.9,1.8,21.3,2.7,5.0,1.1,91103,2734,6.1,1.6,46.3,3.0,89041,1302,76750,1764,91.6,1.5,8.4,1.5,12291,1745,44710,1327,1.3,1.4,44331,1215,2.7,1.6,2.1,1.3,83392,1480,67.8,2.6,8.0,1.9,19.0,2.6,5.1,1.1,71124,1529,5.1,1.5,46.8,2.8,892,466,752,466,88.6,12.8,11.4,12.8,140,175,603,440,-999999999.0,-999999999.0,289,228,-999999999.0,-999999999.0,-999999999.0,-999999999.0,797,461,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,687,337,-999999999.0,-999999999.0,-999999999.0,-999999999.0,17177,1798,13260,1364,90.7,3.6,9.3,3.6,3917,1239,9229,1494,-999999999.0,-999999999.0,7948,1866,-999999999.0,-999999999.0,3.2,2.5,16258,1717,50.6,8.4,10.9,6.1,33.4,9.5,5.1,3.8,14067,1956,9.1,4.4,49.5,11.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,N,N,null,null,N,N,N,N,N,N,N,N,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
