GEO_ID,S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_012E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,NAME,S2001_C01_001MA,S2001_C01_001EA,S2001_C01_002MA,S2001_C01_002EA,S2001_C01_003MA,S2001_C01_003EA,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006MA,S2001_C01_006EA,S2001_C01_007MA,S2001_C01_007EA,S2001_C01_008MA,S2001_C01_008EA,S2001_C01_009MA,S2001_C01_009EA,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011MA,S2001_C01_011EA,S2001_C01_012MA,S2001_C01_012EA,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014MA,S2001_C01_014EA,S2001_C01_015MA,S2001_C01_015EA,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018MA,S2001_C01_018EA,S2001_C01_019MA,S2001_C01_019EA,S2001_C01_020MA,S2001_C01_020EA,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002EA,S2001_C02_002MA,S2001_C02_003MA,S2001_C02_003EA,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005MA,S2001_C02_005EA,S2001_C02_006EA,S2001_C02_006MA,S2001_C02_007EA,S2001_C02_007MA,S2001_C02_008MA,S2001_C02_008EA,S2001_C02_009MA,S2001_C02_009EA,S2001_C02_010MA,S2001_C02_010EA,S2001_C02_011EA,S2001_C02_011MA,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013EA,S2001_C02_013MA,S2001_C02_014MA,S2001_C02_014EA,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016MA,S2001_C02_016EA,S2001_C02_017EA,S2001_C02_017MA,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019MA,S2001_C02_019EA,S2001_C02_020MA,S2001_C02_020EA,S2001_C02_021MA,S2001_C02_021EA,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004MA,S2001_C03_004EA,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007MA,S2001_C03_007EA,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009MA,S2001_C03_009EA,S2001_C03_010EA,S2001_C03_010MA,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012MA,S2001_C03_013EA,S2001_C03_013MA,S2001_C03_014EA,S2001_C03_014MA,S2001_C03_015MA,S2001_C03_015EA,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017EA,S2001_C03_017MA,S2001_C03_012EA,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019MA,S2001_C03_019EA,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021MA,S2001_C03_021EA,state
0400000US01,2271999,15174,26574,310,1446696,16399,2.6,0.3,5.4,0.4,18.0,0.6,18.2,0.6,20.3,0.6,14.4,0.5,5.7,0.3,7.3,0.3,8.1,0.4,-888888888,-888888888,49353,565,31322,248,18642,862,25485,519,30525,335,45124,1217,55943,1575,17.9,-888888888.0,1192483,10244,32296,365,824625,10749,2.2,0.4,4.0,0.4,14.2,0.6,15.6,0.6,19.7,0.8,16.1,0.6,7.0,0.5,9.7,0.5,11.6,0.6,44567,1049,57577,937,38868,907,22101,1128,31561,469,39694,1476,60255,2648,75295,3141,-888888888,-888888888,1079516,9268,21355,300,622071,10028,3.2,0.4,7.4,0.6,23.1,0.8,21.7,0.9,21.1,0.9,12.1,0.7,4.0,0.4,4.1,0.3,0.3,31674,336,38450,522,25465,375,13580,1370,19672,3.4,652,24940,658,36153,573,49565,1453,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,426298,4052,34405,1764,239808,6144,1.2,0.3,2.7,0.6,10.9,1.0,15.0,1.0,19.4,1.5,16.0,1.0,8.8,1.0,13.2,1.0,12.7,1.1,-888888888,-888888888,59843,1434,41288,641,23058,1416,30604,1151,41092,986,51436,1308,68881,4449,15.7,-888888888.0,235383,3035,41221,814,137941,4409,0.8,0.3,2.0,0.6,10.2,1.2,12.3,1.3,16.2,1.5,15.5,1.5,10.5,1.5,15.1,1.4,17.3,1.5,57068,2972,66089,1809,50662,696,24156,1995,35197,4476,50758,1362,64285,4176,76995,3257,-888888888,-888888888,190915,3311,29511,1961,101867,3464,1.7,0.5,3.6,1.0,11.9,1.6,18.7,1.9,23.8,2.7,16.7,1.6,6.5,1.2,10.7,1.5,1.2,42345,2222,51386,1987,33908,2065,20891,3295,25646,6.5,1330,31958,1719,40347,3286,62285,2922,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3111548,16909,28645,519,1931206,15262,2.3,0.2,5.1,0.3,15.8,0.5,17.9,0.4,21.1,0.5,14.0,0.5,5.4,0.3,8.5,0.3,9.8,0.4,-888888888,-888888888,52461,602,32447,305,17773,664,25923,488,32278,322,46668,761,60562,960,18.7,-888888888.0,1663660,9857,31904,280,1110129,10918,2.1,0.2,4.4,0.3,14.4,0.6,15.4,0.5,19.9,0.6,14.7,0.6,5.6,0.4,10.1,0.5,13.2,0.6,43618,1027,58949,942,37586,718,20914,561,29775,809,39989,1207,55720,2054,76231,1818,-888888888,-888888888,1447888,12582,24949,474,821077,11020,2.6,0.3,5.9,0.5,17.8,0.7,21.4,0.6,22.7,0.8,13.1,0.7,5.0,0.4,6.3,0.5,0.4,35974,365,43689,602,29320,759,13901,833,22014,5.2,488,28219,991,39508,1701,50440,865,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1406386,11079,25737,336,913600,10759,2.8,0.3,6.0,0.5,20.7,0.7,19.6,0.8,21.3,0.7,13.1,0.5,4.5,0.4,5.9,0.4,6.1,0.4,-888888888,-888888888,45041,647,30191,271,20692,616,25280,492,28590,837,42377,1329,54099,2886,15.9,-888888888.0,735230,6647,30720,314,513579,7417,2.3,0.3,4.1,0.5,17.3,0.9,18.2,1.0,21.4,0.9,14.8,0.7,5.2,0.6,7.8,0.6,8.9,0.6,40153,400,51469,971,35345,503,23239,1096,30581,465,35754,1099,52228,1555,66565,3748,-888888888,-888888888,671156,7982,21306,336,400021,6885,3.5,0.5,8.4,0.7,25.0,1.1,21.5,1.1,21.1,1.0,10.9,0.8,3.6,0.5,3.4,0.4,0.4,30843,452,36790,874,24713,722,14342,1398,20223,2.5,458,22857,909,36428,1146,46874,986,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,18846761,40718,30502,104,11272176,39798,2.1,0.1,4.4,0.1,15.1,0.2,14.1,0.2,17.6,0.2,13.9,0.2,6.3,0.1,10.4,0.1,16.0,0.2,-888888888,-888888888,62957,299,36008,148,18675,199,26921,230,35524,244,53033,844,76648,505,17.9,-888888888.0,10205347,24837,34516,450,6670361,30784,1.8,0.1,4.0,0.1,14.4,0.2,13.3,0.2,16.3,0.3,13.7,0.2,6.3,0.1,10.8,0.2,19.5,0.2,50139,177,69135,454,40897,146,21631,205,31008,246,41231,275,62455,1023,94270,2087,-888888888,-888888888,8641414,31171,25676,175,4601815,24192,2.6,0.1,5.1,0.2,16.2,0.3,15.3,0.3,19.5,0.3,14.2,0.2,6.4,0.2,9.8,0.2,0.2,41956,163,54003,420,30953,147,14450,248,22757,10.9,343,30523,216,45826,562,62207,441,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2908000,13706,31326,227,1784844,14923,2.0,0.2,4.2,0.3,12.5,0.4,15.3,0.4,21.0,0.5,15.4,0.4,6.7,0.3,9.9,0.3,13.0,0.3,-888888888,-888888888,59690,644,36870,316,20886,581,28486,859,33248,945,47782,1427,60889,896,16.5,-888888888.0,1566155,8242,36589,405,1047640,11258,1.8,0.2,3.4,0.3,11.3,0.5,13.5,0.5,19.0,0.6,15.4,0.6,7.0,0.5,11.6,0.4,17.0,0.5,50509,370,67316,952,42199,357,23011,1054,31770,527,40523,553,57859,3360,78096,4018,-888888888,-888888888,1341845,10156,26244,341,737204,10016,2.3,0.3,5.2,0.4,14.2,0.6,17.8,0.8,23.8,0.9,15.5,0.7,6.2,0.4,7.6,0.5,0.4,40402,397,48852,640,31265,321,15650,1044,23327,7.4,1014,27933,790,39045,1233,50506,845,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1975687,10869,36914,388,1194113,11272,1.4,0.1,2.1,0.2,8.9,0.4,12.6,0.5,18.3,0.6,17.0,0.6,7.6,0.4,13.4,0.5,18.7,0.6,-888888888,-888888888,75884,1338,42907,901,21626,914,31740,561,38638,891,57724,1875,75271,1641,18.0,-888888888.0,1013335,7177,45223,855,680767,8347,1.1,0.2,1.7,0.3,7.8,0.5,10.3,0.6,16.1,0.8,16.7,0.7,7.5,0.5,14.3,0.7,24.6,0.8,61097,466,88496,1905,51939,412,24591,1531,39391,1770,46906,1119,73405,3167,96569,3871,-888888888,-888888888,962352,6960,30489,396,513346,7266,1.7,0.2,2.6,0.4,10.4,0.7,15.7,0.9,21.3,0.9,17.3,0.9,7.7,0.5,12.2,0.7,0.7,47900,1250,59158,1143,35903,545,18339,1323,25842,11.0,616,32177,652,44735,1904,61930,1023,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,485287,5176,31770,621,302612,5858,1.7,0.4,3.8,0.6,11.7,1.1,15.2,1.3,22.8,1.4,17.1,1.1,7.6,0.7,10.0,0.7,10.2,0.7,-888888888,-888888888,56875,1313,38151,1392,20732,2656,28820,2019,37243,1202,49550,2350,64957,3782,18.0,-888888888.0,244114,3467,36976,1225,163254,4297,2.0,0.6,3.3,0.8,10.5,1.4,12.5,1.6,19.7,1.8,19.6,1.7,7.3,1.0,11.4,1.2,13.7,1.2,50689,606,63383,1932,43393,2410,24718,3360,35569,3061,45267,3655,56088,2777,80527,9398,-888888888,-888888888,241173,4157,28005,1507,139358,3714,1.3,0.4,4.2,0.9,13.0,1.5,18.3,1.8,26.5,2.1,14.2,1.4,8.0,1.1,8.4,1.0,0.8,41120,650,49251,1210,33409,1890,15128,3294,24520,6.2,1915,32329,1570,42379,1609,56215,4249,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,375163,5883,44980,2362,248653,5336,1.5,0.4,2.2,0.5,7.1,0.8,9.7,1.0,16.3,1.1,15.4,1.3,6.7,0.7,14.3,1.1,26.9,1.2,-888888888,-888888888,86389,2817,52393,1983,20642,2268,29874,3537,35725,4580,60104,2780,82110,3573,22.7,-888888888.0,181624,3729,47490,2318,125614,3866,1.3,0.5,2.3,0.8,7.5,1.0,10.0,1.1,14.4,1.5,13.0,1.4,5.9,0.9,13.6,1.5,32.0,2.0,66754,2848,95228,4197,57855,4455,21030,5552,27110,4342,40776,4215,62834,3709,97848,8250,-888888888,-888888888,193539,3782,41777,875,123039,3873,1.7,0.6,2.0,0.5,6.8,1.3,9.5,1.4,18.3,1.7,17.8,1.9,7.4,1.0,14.9,1.7,1.4,60116,2427,77365,3433,50955,1066,20296,2064,30719,21.6,2397,30996,2879,56797,2032,72064,3954,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9306221,29225,26604,152,5801845,29467,2.2,0.1,5.4,0.2,18.6,0.3,19.2,0.3,21.1,0.3,12.8,0.2,4.9,0.2,7.0,0.2,8.9,0.2,-888888888,-888888888,50801,381,30787,147,17446,315,24512,329,30604,202,41876,347,57375,1731,19.9,-888888888.0,4842640,21562,30352,196,3203769,20797,1.9,0.1,4.9,0.3,16.7,0.4,17.3,0.4,20.0,0.4,13.5,0.3,5.2,0.2,8.2,0.3,12.4,0.3,40889,207,58002,642,34347,554,19979,520,27098,332,35509,420,50836,538,71825,1342,-888888888,-888888888,4463581,21161,23787,312,2598076,19764,2.5,0.2,6.0,0.3,20.9,0.5,21.6,0.5,22.4,0.5,12.0,0.4,4.4,0.2,5.7,0.2,0.2,34202,403,41921,340,27015,192,15221,343,21285,4.5,252,26803,300,37372,461,47541,1023,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
