GEO_ID,S1603_C01_001E,S1603_C01_001M,S1603_C01_002E,S1603_C01_002M,S1603_C01_003E,S1603_C01_003M,S1603_C01_004E,S1603_C01_004M,S1603_C01_005E,S1603_C01_005M,S1603_C01_006E,S1603_C01_006M,S1603_C01_007E,S1603_C01_007M,S1603_C01_008E,S1603_C01_008M,S1603_C01_009E,S1603_C01_009M,S1603_C01_010E,S1603_C01_010M,S1603_C01_011E,S1603_C01_011M,S1603_C01_012E,S1603_C01_012M,S1603_C01_013E,S1603_C01_013M,S1603_C01_014E,S1603_C01_014M,S1603_C01_015E,S1603_C01_015M,S1603_C01_016E,S1603_C01_016M,S1603_C01_017E,S1603_C01_017M,S1603_C01_018E,S1603_C01_018M,S1603_C02_001E,S1603_C02_001M,S1603_C02_002E,S1603_C02_002M,S1603_C02_003E,S1603_C02_003M,S1603_C02_004E,S1603_C02_004M,S1603_C02_005E,S1603_C02_005M,S1603_C02_006E,S1603_C02_006M,S1603_C02_007E,S1603_C02_007M,S1603_C02_008E,S1603_C02_008M,S1603_C02_009E,S1603_C02_009M,S1603_C02_010E,S1603_C02_010M,S1603_C02_011E,S1603_C02_011M,S1603_C02_012E,S1603_C02_012M,S1603_C02_013E,S1603_C02_013M,S1603_C02_014E,S1603_C02_014M,S1603_C02_015E,S1603_C02_015M,S1603_C02_016E,S1603_C02_016M,S1603_C02_017E,S1603_C02_017M,S1603_C02_018E,S1603_C02_018M,S1603_C03_001E,S1603_C03_001M,S1603_C03_002E,S1603_C03_002M,S1603_C03_003E,S1603_C03_003M,S1603_C03_004E,S1603_C03_004M,S1603_C03_005E,S1603_C03_005M,S1603_C03_006E,S1603_C03_006M,S1603_C03_007E,S1603_C03_007M,S1603_C03_008E,S1603_C03_008M,S1603_C03_009E,S1603_C03_009M,S1603_C03_010E,S1603_C03_010M,S1603_C03_011E,S1603_C03_011M,S1603_C03_012E,S1603_C03_012M,S1603_C03_013E,S1603_C03_013M,S1603_C03_014E,S1603_C03_014M,S1603_C03_015E,S1603_C03_015M,S1603_C03_016E,S1603_C03_016M,S1603_C03_017E,S1603_C03_017M,S1603_C03_018E,S1603_C03_018M,S1603_C04_001E,S1603_C04_001M,S1603_C04_002E,S1603_C04_002M,S1603_C04_003E,S1603_C04_003M,S1603_C04_004E,S1603_C04_004M,S1603_C04_005E,S1603_C04_005M,S1603_C04_006E,S1603_C04_006M,S1603_C04_007E,S1603_C04_007M,S1603_C04_008E,S1603_C04_008M,S1603_C04_009E,S1603_C04_009M,S1603_C04_010E,S1603_C04_010M,S1603_C04_011E,S1603_C04_011M,S1603_C04_012E,S1603_C04_012M,S1603_C04_013E,S1603_C04_013M,S1603_C04_014E,S1603_C04_014M,S1603_C04_015E,S1603_C04_015M,S1603_C04_016E,S1603_C04_016M,S1603_C04_017E,S1603_C04_017M,S1603_C04_018E,S1603_C04_018M,NAME,S1603_C01_001MA,S1603_C01_001EA,S1603_C01_002EA,S1603_C01_002MA,S1603_C01_003MA,S1603_C01_003EA,S1603_C01_004MA,S1603_C01_004EA,S1603_C01_005MA,S1603_C01_005EA,S1603_C01_006EA,S1603_C01_006MA,S1603_C01_007EA,S1603_C01_007MA,S1603_C01_008EA,S1603_C01_008MA,S1603_C01_009MA,S1603_C01_009EA,S1603_C01_010EA,S1603_C01_010MA,S1603_C01_011EA,S1603_C01_011MA,S1603_C01_012EA,S1603_C01_012MA,S1603_C01_013EA,S1603_C01_013MA,S1603_C01_014MA,S1603_C01_014EA,S1603_C01_015MA,S1603_C01_015EA,S1603_C01_016EA,S1603_C01_016MA,S1603_C01_017EA,S1603_C01_017MA,S1603_C01_018EA,S1603_C01_018MA,S1603_C02_001MA,S1603_C02_001EA,S1603_C02_002MA,S1603_C02_002EA,S1603_C02_003EA,S1603_C02_003MA,S1603_C02_004EA,S1603_C02_004MA,S1603_C02_005EA,S1603_C02_005MA,S1603_C02_006EA,S1603_C02_006MA,S1603_C02_007MA,S1603_C02_007EA,S1603_C02_008MA,S1603_C02_008EA,S1603_C02_009EA,S1603_C02_009MA,S1603_C02_010MA,S1603_C02_010EA,S1603_C02_011EA,S1603_C02_011MA,S1603_C02_012MA,S1603_C02_012EA,S1603_C02_013MA,S1603_C02_013EA,S1603_C02_014MA,S1603_C02_014EA,S1603_C02_015EA,S1603_C02_015MA,S1603_C02_016EA,S1603_C02_016MA,S1603_C02_017MA,S1603_C02_017EA,S1603_C02_018MA,S1603_C02_018EA,S1603_C03_001EA,S1603_C03_001MA,S1603_C03_002EA,S1603_C03_002MA,S1603_C03_003MA,S1603_C03_003EA,S1603_C03_004EA,S1603_C03_004MA,S1603_C03_005EA,S1603_C03_005MA,S1603_C03_006MA,S1603_C03_006EA,S1603_C03_007EA,S1603_C03_007MA,S1603_C03_008EA,S1603_C03_008MA,S1603_C03_009EA,S1603_C03_009MA,S1603_C03_010MA,S1603_C03_010EA,S1603_C03_011MA,S1603_C03_011EA,S1603_C03_012EA,S1603_C03_012MA,S1603_C03_013EA,S1603_C03_013MA,S1603_C03_014EA,S1603_C03_014MA,S1603_C03_015EA,S1603_C03_015MA,S1603_C03_016MA,S1603_C03_016EA,S1603_C03_017MA,S1603_C03_017EA,S1603_C03_018MA,S1603_C03_018EA,S1603_C04_001EA,S1603_C04_001MA,S1603_C04_002EA,S1603_C04_002MA,S1603_C04_003EA,S1603_C04_003MA,S1603_C04_004MA,S1603_C04_004EA,S1603_C04_005MA,S1603_C04_005EA,S1603_C04_006MA,S1603_C04_006EA,S1603_C04_007EA,S1603_C04_007MA,S1603_C04_008EA,S1603_C04_008MA,S1603_C04_009MA,S1603_C04_009EA,S1603_C04_010MA,S1603_C04_010EA,S1603_C04_011EA,S1603_C04_011MA,S1603_C04_012MA,S1603_C04_012EA,S1603_C04_013MA,S1603_C04_013EA,S1603_C04_014EA,S1603_C04_014MA,S1603_C04_015MA,S1603_C04_015EA,S1603_C04_016MA,S1603_C04_016EA,S1603_C04_017EA,S1603_C04_017MA,S1603_C04_018EA,S1603_C04_018MA,state
0400000US01,4520215,2840,18.2,0.1,66.3,0.1,15.5,0.1,96.4,0.1,3.6,0.1,1.2,0.1,2.3,0.1,4409845,3020,18.1,0.4,81.9,0.4,3209646,4997,16.0,0.4,31.3,0.4,29.4,0.5,23.3,0.4,4.5,-888888888.0,4.2,-888888888.0,4288022,7115,18.0,0.1,66.0,0.1,16.0,0.1,99.2,0.1,0.8,0.1,0.5,0.1,0.4,0.1,4183351,7365,17.6,0.4,82.4,0.4,3059355,5377,15.5,0.3,31.6,0.5,29.9,0.5,22.9,0.4,-888888888,-888888888,-888888888,-888888888,232193,6455,21.8,1.1,72.4,1.3,5.7,0.6,45.8,1.9,54.2,1.9,15.3,1.4,38.8,2.0,226494,6443,26.8,2.3,73.2,2.3,150291,5338,26.8,2.1,23.6,2.2,19.6,1.9,30.0,2.1,-888888888,-888888888,-888888888,-888888888,146449,5358,25.3,1.6,71.2,1.7,3.5,0.6,53.0,2.6,47.0,2.6,9.1,1.5,37.9,2.7,143639,5350,32.2,3.0,67.8,3.0,88272,4029,38.1,3.1,28.4,3.0,18.3,2.5,15.1,1.8,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),01
0400000US02,677515,1005,19.7,0.1,71.2,0.2,9.2,0.1,92.3,0.6,7.7,0.6,4.0,0.4,3.7,0.5,662359,1176,9.6,0.7,90.4,0.7,464594,1995,8.0,0.6,28.0,1.0,35.9,1.0,28.0,1.1,3.0,-888888888.0,2.4,-888888888.0,565366,5792,19.4,0.4,71.6,0.4,9.1,0.2,98.6,0.2,1.4,0.2,0.9,0.2,0.5,0.1,552043,5815,8.6,0.7,91.4,0.7,389609,3477,5.7,0.6,27.1,1.2,37.8,1.1,29.5,1.3,-888888888,-888888888,-888888888,-888888888,112149,5666,21.2,1.8,69.1,1.8,9.7,1.0,60.5,2.9,39.5,2.9,19.9,2.1,19.6,2.7,110316,5588,14.4,1.9,85.6,1.9,74985,3706,20.0,2.4,33.1,2.3,26.5,2.6,20.5,2.5,-888888888,-888888888,-888888888,-888888888,23925,2713,19.1,4.0,74.6,3.9,6.3,2.1,65.3,6.4,34.7,6.4,19.4,5.3,15.3,4.5,23420,2669,12.3,6.4,87.7,6.4,16081,1975,18.7,6.5,22.4,5.4,29.9,6.3,29.0,8.1,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),02
0400000US04,6115483,1614,19.3,0.1,64.8,0.1,15.9,0.1,85.8,0.3,14.2,0.3,5.6,0.2,8.6,0.2,5972732,2893,17.8,0.4,82.2,0.4,4280464,2907,14.3,0.3,24.3,0.4,34.1,0.3,27.3,0.4,4.9,-888888888.0,4.5,-888888888.0,4458950,22700,18.7,0.2,63.2,0.2,18.2,0.1,96.9,0.2,3.1,0.2,1.7,0.1,1.4,0.1,4359936,22126,13.8,0.4,86.2,0.4,3181447,13565,7.6,0.3,24.4,0.4,37.6,0.4,30.5,0.5,-888888888,-888888888,-888888888,-888888888,1656533,22453,21.0,0.5,69.2,0.4,9.7,0.2,55.7,0.7,44.3,0.7,16.2,0.5,28.1,0.6,1612796,22133,28.7,0.9,71.3,0.9,1099017,13417,33.7,0.8,23.9,0.8,24.2,0.8,18.2,0.7,-888888888,-888888888,-888888888,-888888888,1269619,19830,23.5,0.5,68.4,0.5,8.1,0.2,57.5,0.9,42.5,0.9,12.3,0.5,30.2,0.8,1235427,19909,30.5,1.2,69.5,1.2,802131,10700,39.9,1.1,24.8,1.0,23.5,0.9,11.8,0.6,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),04
0400000US05,2757475,2338,18.9,0.1,65.1,0.1,16.0,0.1,95.3,0.2,4.7,0.2,1.5,0.2,3.2,0.2,2677261,2456,19.0,0.5,81.0,0.5,1949382,4372,15.2,0.4,35.2,0.6,28.6,0.5,21.0,0.5,3.2,-888888888.0,1.9,-888888888.0,2567898,7132,18.3,0.1,64.8,0.1,16.8,0.1,99.1,0.1,0.9,0.1,0.5,0.1,0.5,0.1,2492119,6988,18.5,0.6,81.5,0.6,1835239,4869,13.8,0.4,35.9,0.6,29.3,0.5,21.0,0.5,-888888888,-888888888,-888888888,-888888888,189577,7293,26.0,1.3,69.3,1.4,4.7,0.7,44.6,1.9,55.4,1.9,15.5,1.8,39.9,2.5,185142,7095,25.8,2.9,74.2,2.9,114143,3889,37.8,2.8,24.0,2.4,17.0,1.9,21.1,2.2,-888888888,-888888888,-888888888,-888888888,137800,5646,28.4,1.3,69.2,1.4,2.4,0.6,46.1,2.4,53.9,2.4,12.6,2.1,41.2,3.0,135099,5550,30.7,3.8,69.3,3.8,77480,2995,48.5,3.8,25.3,3.3,15.8,2.5,10.4,2.1,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),05
0400000US06,35504620,2553,18.9,0.1,68.2,0.1,13.0,0.1,71.1,0.1,28.9,0.1,13.8,0.1,15.1,0.1,34806185,5580,16.4,0.2,83.6,0.2,24779784,3987,18.5,0.1,20.6,0.1,30.0,0.1,30.9,0.1,3.4,-888888888.0,3.2,-888888888.0,19781507,58336,18.4,0.1,66.4,0.1,15.2,0.1,95.0,0.1,5.0,0.1,3.1,0.1,1.8,0.1,19338025,59798,12.8,0.2,87.2,0.2,14002465,38298,7.2,0.1,20.8,0.1,36.2,0.2,35.8,0.2,-888888888,-888888888,-888888888,-888888888,15723113,58151,19.5,0.1,70.4,0.1,10.1,0.1,41.0,0.2,59.0,0.2,27.2,0.2,31.8,0.2,15468160,59745,20.8,0.3,79.2,0.3,10777319,38022,33.2,0.3,20.4,0.2,21.8,0.2,24.5,0.2,-888888888,-888888888,-888888888,-888888888,10301841,42422,23.2,0.1,69.7,0.1,7.1,0.1,49.7,0.3,50.3,0.3,16.1,0.3,34.2,0.3,10129535,44580,24.4,0.4,75.6,0.4,6517810,26317,45.5,0.3,23.2,0.3,20.9,0.3,10.4,0.2,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),06
0400000US08,4850587,1857,18.4,0.1,69.0,0.1,12.6,0.1,89.7,0.3,10.3,0.3,4.1,0.2,6.2,0.2,4736271,2826,13.3,0.4,86.7,0.4,3444654,3718,9.4,0.3,21.8,0.4,31.3,0.4,37.5,0.4,5.0,-888888888.0,5.1,-888888888.0,4025066,17674,17.9,0.2,68.8,0.2,13.3,0.1,97.9,0.1,2.1,0.1,1.2,0.1,0.8,0.1,3931032,17685,11.4,0.4,88.6,0.4,2889927,12709,5.3,0.2,21.7,0.4,33.0,0.4,40.1,0.5,-888888888,-888888888,-888888888,-888888888,825521,17383,21.1,0.7,69.5,0.7,9.3,0.4,49.3,1.1,50.7,1.1,18.3,0.8,32.4,1.2,805239,17394,22.3,1.2,77.7,1.2,554727,12109,31.0,1.1,22.5,1.0,22.5,0.9,24.0,1.0,-888888888,-888888888,-888888888,-888888888,578348,12293,23.9,0.9,68.0,0.9,8.1,0.4,55.9,1.2,44.1,1.2,10.3,0.7,33.8,1.4,563399,12476,25.4,1.5,74.6,1.5,370741,7513,40.1,1.5,25.2,1.3,21.3,1.2,13.3,0.9,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),08
0400000US09,3397277,984,17.7,0.1,66.7,0.1,15.7,0.1,85.5,0.4,14.5,0.4,6.9,0.3,7.6,0.3,3293440,1436,10.3,0.4,89.7,0.4,2457978,1904,10.1,0.3,27.8,0.4,25.0,0.4,37.1,0.4,3.4,-888888888.0,3.7,-888888888.0,2641980,13777,17.8,0.2,65.2,0.2,16.9,0.1,95.9,0.2,4.1,0.2,2.5,0.2,1.7,0.2,2558470,13987,8.1,0.4,91.9,0.4,1915944,9305,6.9,0.3,28.0,0.5,26.2,0.5,39.0,0.5,-888888888,-888888888,-888888888,-888888888,755297,13744,17.1,0.6,71.7,0.6,11.2,0.4,49.2,1.0,50.8,1.0,22.3,0.9,28.4,1.1,734970,13929,18.1,1.0,81.9,1.0,542034,9460,21.7,1.0,27.0,1.1,21.1,1.0,30.2,1.0,-888888888,-888888888,-888888888,-888888888,381942,6815,20.1,0.8,73.3,0.8,6.6,0.3,66.2,1.4,33.8,1.4,10.8,1.0,23.0,1.6,371939,6745,27.1,1.8,72.9,1.8,255025,3802,29.3,1.7,30.6,1.5,22.5,1.6,17.6,1.4,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),09
0400000US10,860907,333,17.3,0.1,66.4,0.1,16.4,0.1,91.1,0.6,8.9,0.6,4.4,0.3,4.5,0.4,835858,970,11.4,0.8,88.6,0.8,618612,1103,11.5,0.7,31.5,0.9,27.4,0.9,29.5,1.1,3.1,-888888888.0,2.5,-888888888.0,749512,5604,17.0,0.2,65.6,0.3,17.4,0.2,97.8,0.4,2.2,0.4,1.4,0.3,0.7,0.2,726555,5578,10.8,0.8,89.2,0.8,542458,4291,10.2,0.7,32.9,0.9,28.4,1.0,28.5,1.2,-888888888,-888888888,-888888888,-888888888,111395,5604,19.3,1.4,71.4,1.6,9.3,1.1,46.1,2.8,53.9,2.8,24.2,2.1,29.7,2.7,109303,5551,15.8,3.3,84.2,3.3,76154,4305,20.8,2.5,21.6,3.0,20.6,1.9,37.0,2.6,-888888888,-888888888,-888888888,-888888888,60985,3704,25.3,2.2,69.7,2.3,5.0,1.1,58.3,4.2,41.7,4.2,10.9,2.2,30.8,4.3,59951,3550,20.5,4.9,79.5,4.9,36903,2766,31.4,4.3,27.1,4.3,21.1,3.0,20.4,3.7,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),10
0400000US11,593321,267,11.9,0.1,76.0,0.1,12.1,0.1,85.0,0.8,15.0,0.8,6.1,0.5,8.9,0.7,559640,576,17.9,1.3,82.1,1.3,439531,534,11.4,0.7,18.4,1.0,17.2,0.9,53.0,1.2,6.4,-888888888.0,6.2,-888888888.0,494887,5162,11.8,0.3,75.3,0.3,12.9,0.2,94.6,0.6,5.4,0.6,2.6,0.3,2.8,0.5,465819,5049,18.0,1.4,82.0,1.4,366050,4284,10.4,0.8,19.0,1.1,17.7,0.9,53.0,1.2,-888888888,-888888888,-888888888,-888888888,98434,5201,12.3,1.3,79.7,1.6,8.0,1.1,36.9,3.1,63.1,3.1,23.6,2.3,39.6,3.2,93821,5092,17.1,2.8,82.9,2.8,73481,4224,16.4,2.2,15.8,2.6,14.8,2.3,53.0,3.3,-888888888,-888888888,-888888888,-888888888,47192,3337,17.6,1.9,76.3,2.1,6.2,1.0,45.7,4.0,54.3,4.0,15.9,2.7,38.4,4.2,45927,3315,22.6,4.8,77.4,4.8,32686,2490,27.0,4.3,19.4,3.8,15.8,3.6,37.9,5.0,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),11
0400000US12,18247223,3003,16.1,0.1,64.7,0.1,19.2,0.1,79.6,0.2,20.4,0.2,10.6,0.1,9.9,0.1,17857549,5480,16.5,0.3,83.5,0.3,13503747,6413,13.5,0.2,29.8,0.2,29.9,0.2,26.8,0.2,4.6,-888888888.0,3.4,-888888888.0,13156749,31693,15.9,0.1,62.7,0.1,21.4,0.1,94.6,0.1,5.4,0.1,3.3,0.1,2.1,0.1,12837673,30998,14.8,0.3,85.2,0.3,9795315,22500,10.3,0.2,30.7,0.3,31.8,0.2,27.3,0.2,-888888888,-888888888,-888888888,-888888888,5090474,30930,16.6,0.2,69.8,0.2,13.6,0.2,40.7,0.5,59.3,0.5,29.4,0.4,29.9,0.5,5019876,31102,20.7,0.6,79.3,0.6,3708432,21397,22.0,0.5,27.3,0.5,25.0,0.5,25.6,0.5,-888888888,-888888888,-888888888,-888888888,3733476,23149,17.4,0.2,70.2,0.2,12.4,0.1,44.9,0.5,55.1,0.5,26.6,0.4,28.5,0.5,3681181,22762,21.4,0.7,78.6,0.7,2681294,13702,23.8,0.6,28.7,0.6,25.3,0.6,22.3,0.5,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),12
