S2404_C05_003E,S2404_C05_003M,S2404_C05_004E,S2404_C05_004M,S2404_C05_005E,S2404_C05_005M,S2404_C05_006E,S2404_C05_006M,S2404_C05_007E,S2404_C05_007M,S2404_C05_008E,S2404_C05_008M,S2404_C05_009E,S2404_C05_009M,S2404_C05_010E,S2404_C05_010M,S2404_C05_011E,S2404_C05_011M,S2404_C05_012E,S2404_C05_012M,S2404_C05_013E,S2404_C05_013M,S2404_C05_014E,S2404_C05_014M,S2404_C05_015E,S2404_C05_015M,S2404_C05_016E,S2404_C05_016M,S2404_C05_017E,S2404_C05_017M,S2404_C05_018E,S2404_C05_018M,S2404_C05_019E,S2404_C05_019M,S2404_C05_020E,S2404_C05_020M,S2404_C05_021E,S2404_C05_021M,S2404_C05_022E,S2404_C05_022M,S2404_C05_023E,S2404_C05_023M,S2404_C05_024E,S2404_C05_024M,S2404_C05_025E,S2404_C05_025M,S2404_C05_026E,S2404_C05_026M,S2404_C05_027E,S2404_C05_027M,S2404_C05_028E,S2404_C05_028M,S2404_C06_001E,S2404_C06_001M,S2404_C06_002E,S2404_C06_002M,S2404_C06_003E,S2404_C06_003M,S2404_C06_004E,S2404_C06_004M,S2404_C06_005E,S2404_C06_005M,S2404_C06_006E,S2404_C06_006M,S2404_C06_007E,S2404_C06_007M,S2404_C06_008E,S2404_C06_008M,S2404_C06_009E,S2404_C06_009M,S2404_C06_010E,S2404_C06_010M,S2404_C06_011E,S2404_C06_011M,S2404_C06_012E,S2404_C06_012M,S2404_C06_013E,S2404_C06_013M,S2404_C06_014E,S2404_C06_014M,S2404_C06_015E,S2404_C06_015M,S2404_C06_016E,S2404_C06_016M,S2404_C06_017E,S2404_C06_017M,S2404_C06_018E,S2404_C06_018M,S2404_C06_019E,S2404_C06_019M,S2404_C06_020E,S2404_C06_020M,S2404_C06_021E,S2404_C06_021M,S2404_C06_022E,S2404_C06_022M,S2404_C06_023E,S2404_C06_023M,S2404_C06_024E,S2404_C06_024M,S2404_C06_025E,S2404_C06_025M,S2404_C06_026E,S2404_C06_026M,S2404_C06_027E,S2404_C06_027M,S2404_C06_028E,S2404_C06_028M,GEO_ID,S2404_C01_001E,S2404_C01_001M,S2404_C01_002E,S2404_C01_002M,S2404_C01_003E,S2404_C01_003M,S2404_C01_004E,S2404_C01_004M,S2404_C01_005E,S2404_C01_005M,S2404_C01_006E,S2404_C01_006M,S2404_C01_007E,S2404_C01_007M,S2404_C01_008E,S2404_C01_008M,S2404_C01_009E,S2404_C01_009M,S2404_C01_010E,S2404_C01_010M,S2404_C01_011E,S2404_C01_011M,S2404_C01_012E,S2404_C01_012M,S2404_C01_013E,S2404_C01_013M,S2404_C01_014E,S2404_C01_014M,S2404_C01_015E,S2404_C01_015M,S2404_C01_016E,S2404_C01_016M,S2404_C01_017E,S2404_C01_017M,S2404_C01_018E,S2404_C01_018M,S2404_C01_019E,S2404_C01_019M,S2404_C01_020E,S2404_C01_020M,S2404_C01_021E,S2404_C01_021M,S2404_C01_022E,S2404_C01_022M,S2404_C01_023E,S2404_C01_023M,S2404_C01_024E,S2404_C01_024M,S2404_C01_025E,S2404_C01_025M,S2404_C01_026E,S2404_C01_026M,S2404_C01_027E,S2404_C01_027M,S2404_C01_028E,S2404_C01_028M,S2404_C02_001E,S2404_C02_001M,S2404_C02_002E,S2404_C02_002M,S2404_C02_003E,S2404_C02_003M,S2404_C02_004E,S2404_C02_004M,S2404_C02_005E,S2404_C02_005M,S2404_C02_006E,S2404_C02_006M,S2404_C02_007E,S2404_C02_007M,S2404_C02_008E,S2404_C02_008M,S2404_C02_009E,S2404_C02_009M,S2404_C02_010E,S2404_C02_010M,S2404_C02_011E,S2404_C02_011M,S2404_C02_012E,S2404_C02_012M,S2404_C02_013E,S2404_C02_013M,S2404_C02_014E,S2404_C02_014M,S2404_C02_015M,S2404_C02_016E,S2404_C02_016M,S2404_C02_017E,S2404_C02_017M,S2404_C02_018E,S2404_C02_018M,S2404_C02_019E,S2404_C02_019M,S2404_C02_020E,S2404_C02_020M,S2404_C02_021M,S2404_C02_022E,S2404_C02_022M,S2404_C02_023E,S2404_C02_015E,S2404_C02_021E,S2404_C02_023M,S2404_C02_024E,S2404_C02_024M,S2404_C02_025E,S2404_C02_025M,S2404_C02_026E,S2404_C02_026M,S2404_C02_027E,S2404_C02_027M,S2404_C02_028E,S2404_C02_028M,S2404_C03_001E,S2404_C03_001M,S2404_C03_002E,S2404_C03_002M,S2404_C03_003E,S2404_C03_003M,S2404_C03_004E,S2404_C03_004M,S2404_C03_005E,S2404_C03_005M,S2404_C03_006E,S2404_C03_006M,S2404_C03_007E,S2404_C03_007M,S2404_C03_008E,S2404_C03_008M,S2404_C03_009E,S2404_C03_009M,S2404_C03_010E,S2404_C03_010M,S2404_C03_011E,S2404_C03_011M,S2404_C03_012E,S2404_C03_012M,S2404_C03_013E,S2404_C03_013M,S2404_C03_014E,S2404_C03_014M,S2404_C03_015E,S2404_C03_015M,S2404_C03_016E,S2404_C03_016M,S2404_C03_017E,S2404_C03_017M,S2404_C03_018E,S2404_C03_018M,S2404_C03_019E,S2404_C03_019M,S2404_C03_020E,S2404_C03_020M,S2404_C03_021E,S2404_C03_021M,S2404_C03_022E,S2404_C03_022M,S2404_C03_023E,S2404_C03_023M,S2404_C03_024E,S2404_C03_024M,S2404_C03_025E,S2404_C03_025M,S2404_C03_026E,S2404_C03_026M,S2404_C03_027E,S2404_C03_027M,S2404_C03_028E,S2404_C03_028M,S2404_C04_001E,S2404_C04_001M,S2404_C04_002E,S2404_C04_002M,S2404_C04_003E,S2404_C04_003M,S2404_C04_004E,S2404_C04_004M,S2404_C04_005E,S2404_C04_005M,S2404_C04_006E,S2404_C04_006M,S2404_C04_007E,S2404_C04_007M,S2404_C04_008E,S2404_C04_008M,S2404_C04_009E,S2404_C04_009M,S2404_C04_010E,S2404_C04_010M,S2404_C04_011E,S2404_C04_011M,S2404_C04_012E,S2404_C04_012M,S2404_C04_013E,S2404_C04_013M,S2404_C04_014E,S2404_C04_014M,S2404_C04_015E,S2404_C04_015M,S2404_C04_016E,S2404_C04_016M,S2404_C04_017E,S2404_C04_017M,S2404_C04_018E,S2404_C04_018M,S2404_C04_019E,S2404_C04_019M,S2404_C04_020E,S2404_C04_020M,S2404_C04_021E,S2404_C04_021M,S2404_C04_022E,S2404_C04_022M,S2404_C04_023E,S2404_C04_023M,S2404_C04_024E,S2404_C04_024M,S2404_C04_025E,S2404_C04_025M,S2404_C04_026E,S2404_C04_026M,S2404_C04_027E,S2404_C04_027M,S2404_C04_028E,S2404_C04_028M,S2404_C05_001E,S2404_C05_001M,S2404_C05_002E,S2404_C05_002M,S2404_C05_003EA,S2404_C05_003MA,S2404_C05_004EA,S2404_C05_004MA,S2404_C05_005EA,S2404_C05_005MA,S2404_C05_006EA,S2404_C05_006MA,S2404_C05_007MA,S2404_C05_007EA,S2404_C05_008EA,S2404_C05_008MA,S2404_C05_009EA,S2404_C05_009MA,S2404_C05_010MA,S2404_C05_010EA,S2404_C05_011MA,S2404_C05_011EA,S2404_C05_012EA,S2404_C05_012MA,S2404_C05_013EA,S2404_C05_013MA,S2404_C05_014EA,S2404_C05_014MA,S2404_C05_015MA,S2404_C05_015EA,S2404_C05_016EA,S2404_C05_016MA,S2404_C05_017MA,S2404_C05_017EA,S2404_C05_018MA,S2404_C05_018EA,S2404_C05_019MA,S2404_C05_019EA,S2404_C05_020EA,S2404_C05_020MA,S2404_C05_021MA,S2404_C05_021EA,S2404_C05_022MA,S2404_C05_022EA,S2404_C05_023EA,S2404_C05_023MA,S2404_C05_024MA,S2404_C05_024EA,S2404_C05_025EA,S2404_C05_025MA,S2404_C05_026MA,S2404_C05_026EA,S2404_C05_027MA,S2404_C05_027EA,S2404_C05_028MA,S2404_C05_028EA,S2404_C06_001MA,S2404_C06_001EA,S2404_C06_002MA,S2404_C06_002EA,S2404_C06_003EA,S2404_C06_003MA,S2404_C06_004MA,S2404_C06_004EA,S2404_C06_005MA,S2404_C06_005EA,S2404_C06_006MA,S2404_C06_006EA,S2404_C06_007MA,S2404_C06_007EA,S2404_C06_008EA,S2404_C06_008MA,S2404_C06_009MA,S2404_C06_009EA,S2404_C06_010EA,S2404_C06_010MA,S2404_C06_011MA,S2404_C06_011EA,S2404_C06_012MA,S2404_C06_012EA,S2404_C06_013EA,S2404_C06_013MA,S2404_C06_014EA,S2404_C06_014MA,S2404_C06_015EA,S2404_C06_015MA,S2404_C06_016MA,S2404_C06_016EA,S2404_C06_017MA,S2404_C06_017EA,S2404_C06_018EA,S2404_C06_018MA,S2404_C06_019MA,S2404_C06_019EA,S2404_C06_020EA,S2404_C06_020MA,S2404_C06_021MA,S2404_C06_021EA,S2404_C06_022MA,S2404_C06_022EA,S2404_C06_023EA,S2404_C06_023MA,S2404_C06_024EA,S2404_C06_024MA,S2404_C06_025MA,S2404_C06_025EA,S2404_C06_026MA,S2404_C06_026EA,S2404_C06_027EA,S2404_C06_027MA,S2404_C06_028EA,S2404_C06_028MA,NAME,S2404_C01_001EA,S2404_C01_001MA,S2404_C01_002MA,S2404_C01_002EA,S2404_C01_003MA,S2404_C01_003EA,S2404_C01_004EA,S2404_C01_004MA,S2404_C01_005EA,S2404_C01_005MA,S2404_C01_006MA,S2404_C01_006EA,S2404_C01_007MA,S2404_C01_007EA,S2404_C01_008EA,S2404_C01_008MA,S2404_C01_009EA,S2404_C01_009MA,S2404_C01_010MA,S2404_C01_010EA,S2404_C01_011EA,S2404_C01_011MA,S2404_C01_012MA,S2404_C01_012EA,S2404_C01_013MA,S2404_C01_013EA,S2404_C01_014EA,S2404_C01_014MA,S2404_C01_015EA,S2404_C01_015MA,S2404_C01_016EA,S2404_C01_016MA,S2404_C01_017MA,S2404_C01_017EA,S2404_C01_018MA,S2404_C01_018EA,S2404_C01_019EA,S2404_C01_019MA,S2404_C01_020EA,S2404_C01_020MA,S2404_C01_021MA,S2404_C01_021EA,S2404_C01_022EA,S2404_C01_022MA,S2404_C01_023MA,S2404_C01_023EA,S2404_C01_024MA,S2404_C01_024EA,S2404_C01_025EA,S2404_C01_025MA,S2404_C01_026EA,S2404_C01_026MA,S2404_C01_027EA,S2404_C01_027MA,S2404_C01_028MA,S2404_C01_028EA,S2404_C02_001EA,S2404_C02_001MA,S2404_C02_002MA,S2404_C02_002EA,S2404_C02_003MA,S2404_C02_003EA,S2404_C02_004MA,S2404_C02_004EA,S2404_C02_005MA,S2404_C02_005EA,S2404_C02_006EA,S2404_C02_006MA,S2404_C02_007MA,S2404_C02_007EA,S2404_C02_008MA,S2404_C02_008EA,S2404_C02_009EA,S2404_C02_009MA,S2404_C02_010EA,S2404_C02_010MA,S2404_C02_011MA,S2404_C02_011EA,S2404_C02_012MA,S2404_C02_012EA,S2404_C02_013MA,S2404_C02_013EA,S2404_C02_014MA,S2404_C02_014EA,S2404_C02_015MA,S2404_C02_016EA,S2404_C02_016MA,S2404_C02_017EA,S2404_C02_017MA,S2404_C02_018MA,S2404_C02_018EA,S2404_C02_019MA,S2404_C02_019EA,S2404_C02_020EA,S2404_C02_020MA,S2404_C02_021MA,S2404_C02_022EA,S2404_C02_022MA,S2404_C02_023EA,S2404_C02_023MA,S2404_C02_015EA,S2404_C02_021EA,S2404_C02_024EA,S2404_C02_024MA,S2404_C02_025EA,S2404_C02_025MA,S2404_C02_026MA,S2404_C02_026EA,S2404_C02_027EA,S2404_C02_027MA,S2404_C02_028MA,S2404_C02_028EA,S2404_C03_001MA,S2404_C03_001EA,S2404_C03_002EA,S2404_C03_002MA,S2404_C03_003EA,S2404_C03_003MA,S2404_C03_004MA,S2404_C03_004EA,S2404_C03_005MA,S2404_C03_005EA,S2404_C03_006EA,S2404_C03_006MA,S2404_C03_007EA,S2404_C03_007MA,S2404_C03_008EA,S2404_C03_008MA,S2404_C03_009MA,S2404_C03_009EA,S2404_C03_010EA,S2404_C03_010MA,S2404_C03_011MA,S2404_C03_011EA,S2404_C03_012MA,S2404_C03_012EA,S2404_C03_013EA,S2404_C03_013MA,S2404_C03_014MA,S2404_C03_014EA,S2404_C03_015EA,S2404_C03_015MA,S2404_C03_016EA,S2404_C03_016MA,S2404_C03_017MA,S2404_C03_017EA,S2404_C03_018EA,S2404_C03_018MA,S2404_C03_019EA,S2404_C03_019MA,S2404_C03_020EA,S2404_C03_020MA,S2404_C03_021EA,S2404_C03_021MA,S2404_C03_022MA,S2404_C03_022EA,S2404_C03_023EA,S2404_C03_023MA,S2404_C03_024MA,S2404_C03_024EA,S2404_C03_025MA,S2404_C03_025EA,S2404_C03_026EA,S2404_C03_026MA,S2404_C03_027EA,S2404_C03_027MA,S2404_C03_028EA,S2404_C03_028MA,S2404_C04_001MA,S2404_C04_001EA,S2404_C04_002MA,S2404_C04_002EA,S2404_C04_003MA,S2404_C04_003EA,S2404_C04_004EA,S2404_C04_004MA,S2404_C04_005MA,S2404_C04_005EA,S2404_C04_006MA,S2404_C04_006EA,S2404_C04_007EA,S2404_C04_007MA,S2404_C04_008MA,S2404_C04_008EA,S2404_C04_009EA,S2404_C04_009MA,S2404_C04_010MA,S2404_C04_010EA,S2404_C04_011EA,S2404_C04_011MA,S2404_C04_012MA,S2404_C04_012EA,S2404_C04_013MA,S2404_C04_013EA,S2404_C04_014MA,S2404_C04_014EA,S2404_C04_015EA,S2404_C04_015MA,S2404_C04_016MA,S2404_C04_016EA,S2404_C04_017MA,S2404_C04_017EA,S2404_C04_018MA,S2404_C04_018EA,S2404_C04_019EA,S2404_C04_019MA,S2404_C04_020EA,S2404_C04_020MA,S2404_C04_021MA,S2404_C04_021EA,S2404_C04_022EA,S2404_C04_022MA,S2404_C04_023MA,S2404_C04_023EA,S2404_C04_024EA,S2404_C04_024MA,S2404_C04_025EA,S2404_C04_025MA,S2404_C04_026EA,S2404_C04_026MA,S2404_C04_027EA,S2404_C04_027MA,S2404_C04_028MA,S2404_C04_028EA,S2404_C05_001EA,S2404_C05_001MA,S2404_C05_002EA,S2404_C05_002MA,state
32643,3526,70693,7048,36682,1407,45943,1194,48329,5622,32210,805,51992,1034,47150,3634,64911,4171,47305,5417,60117,3741,70003,7572,41636,4129,56071,2602,74322,4478,50559,74009,28620,3461,49132,1999,47444,2280,50679,1919,22638,1793,33498,10219,21578,1243,37260,2094,52718,4277,-888888888,-888888888,31743,341,39178,11069,30607,4241,78030,45222,38099,3196,28327,1948,32952,2320,24754,1031,43361,4549,40201,7220,48865,7870,33231,3799,34001,2264,34668,2279,31824,3204,36730,2679,43050,3586,40107,19126,27257,5303,35419,634,40933,1097,31873,646,18199,1014,30201,4345,16971,1029,23263,2439,41803,1780,-888888888,-888888888,0400000US01,1422867,16609,27378,2784,17861,2161,9517,1534,91968,4803,227007,7459,41482,3634,147565,6790,92067,5195,62000,4373,30067,2413,28400,2821,91902,4903,72271,4200,19631,2351,133440,5331,84524,4570,935,467,47981,3856,306005,7978,118003,5949,188002,6479,74128,5478,13049,1956,61079,5071,60502,4318,101023,5260,8.0,-888888888.0,56.8,0.5,90.2,2.2,89.1,2.7,92.1,4.4,91.5,1.4,74.1,1.4,78.6,3.2,54.1,1.9,79.8,2.0,78.7,2.4,82.0,3.9,57.0,4.2,40.9,2.5,36.5,2.7,5.4,62.3,2.1,61.6,2.6,44.8,21.7,64.0,3.7,24.6,1.1,2.0,20.6,1.4,50.9,56.8,30.8,3.2,55.9,8.0,49.8,3.6,60.8,2.8,57.7,2.1,-888888888,-888888888,43.2,0.5,9.8,2.2,10.9,2.7,7.9,4.4,8.5,1.4,25.9,1.4,21.4,3.2,45.9,1.9,20.2,2.0,21.3,2.4,18.0,3.9,43.0,4.2,59.1,2.5,63.5,2.7,43.2,5.4,37.7,2.1,38.4,2.6,55.2,21.7,36.0,3.7,75.4,1.1,69.2,2.0,79.4,1.4,49.1,3.2,44.1,8.0,50.2,3.6,39.2,2.8,42.3,2.1,-888888888,-888888888,38460,579,41742,3665,32173,3176,70961,7622,36825,1382,40792,760,41858,2962,28290,1613,50818,887,46050,2281,61638,1884,41100,1838,40862,1063,41621,1163,36876,3104,46700,2421,61416,2180,42041,8969,28235,3125,37892,867,42656,1211,35232,802,20401,954,30774,1770,18897,1085,31162,927,48438,2970,-888888888,-888888888,44670,1036,41851,4117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,01
50252,15960,84960,15049,65274,6485,51284,5991,71081,10311,40811,2306,62286,7463,61668,5123,77167,21526,65893,28341,64201,10616,65284,6807,52412,38433,58069,9523,76449,5992,-666666666,-222222222,33312,5489,55872,9228,61867,4490,51349,4368,23117,2378,39047,17349,22279,2466,49439,8460,69592,5033,-888888888,-888888888,42550,2893,65609,14988,42417,17822,68015,15122,40409,16353,31350,21853,47379,16735,30189,4101,48710,8323,42320,7099,51700,1597,44914,23647,47815,11122,42061,7057,57455,16295,41906,2787,52625,7232,-666666666,-222222222,32639,6176,46426,2012,51362,3011,41953,3053,24976,2486,35796,3699,23252,2392,34764,4898,51332,2081,-888888888,-888888888,0400000US02,223191,6170,11106,1753,2319,575,8787,1655,15350,2139,7362,1375,4833,1263,21997,2498,17851,1980,14797,2005,3054,636,4120,1039,11609,1842,7009,1306,4600,1114,18471,2845,10382,1389,325,365,7764,2363,51863,3680,18581,2464,33282,2792,14904,2045,2585,731,12319,1932,8984,1468,34741,2434,4.4,-888888888.0,55.4,1.1,81.3,5.5,82.9,6.6,80.9,6.5,87.1,5.0,79.3,8.0,81.9,8.2,50.9,4.5,75.0,5.1,75.4,5.3,73.1,11.6,53.6,13.2,45.2,7.1,32.5,9.6,11.5,65.0,6.4,61.0,7.4,76.3,47.9,69.9,11.6,30.0,2.9,4.5,27.1,3.6,50.6,64.5,35.1,6.3,45.8,13.2,51.7,6.7,57.3,8.2,54.9,3.3,-888888888,-888888888,44.6,1.1,18.7,5.5,17.1,6.6,19.1,6.5,12.9,5.0,20.7,8.0,18.1,8.2,49.1,4.5,25.0,5.1,24.6,5.3,26.9,11.6,46.4,13.2,54.8,7.1,67.5,9.6,35.5,11.5,35.0,6.4,39.0,7.4,23.7,47.9,30.1,11.6,70.0,2.9,64.9,4.5,72.9,3.6,49.4,6.3,54.2,13.2,48.3,6.7,42.7,8.2,45.1,3.3,-888888888,-888888888,50728,748,80082,8433,46834,13273,81747,4888,61486,3304,49911,8233,67420,13953,35446,4333,56893,6451,55378,8399,61897,14154,56912,9675,53174,7454,52202,6027,56506,21629,51135,6599,70039,4310,100862,71411,32900,4277,49417,3652,53454,4869,45498,3746,24088,1418,36403,4082,22775,1606,40852,4941,61052,2774,-888888888,-888888888,60225,2792,81337,7402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,02
30585,1961,57627,2565,37279,1199,56388,2524,50244,2135,35260,1506,47648,3028,43314,3500,66426,8483,45561,6233,54275,3296,60389,3400,41279,1649,46190,2122,72099,3641,27328,73030,27249,1738,46986,1184,43589,1982,51211,1651,26759,1016,39151,4068,24864,1125,31848,1629,56521,2277,-888888888,-888888888,36005,363,42324,8117,27022,9776,65063,13719,36354,2461,39500,2608,42440,3367,27251,795,41954,1564,41324,1354,49750,7600,40591,6125,40037,1488,40766,1013,35694,3413,40540,1232,48497,4100,38025,3158,31060,1680,37421,758,39007,1412,36664,811,21850,549,27106,3263,21228,641,24939,1959,43235,2488,-888888888,-888888888,0400000US04,1896778,15460,31045,3291,15751,2287,15294,2118,120719,5723,178396,6803,47120,3385,201893,7745,104980,5395,80698,4647,24282,2626,35786,3107,180122,7293,135483,6155,44639,3463,224756,8173,125675,5857,1744,689,97337,5876,404622,9493,148125,6270,256497,8153,145743,7966,33256,3343,112487,6915,84464,5281,137132,6251,8.3,-888888888.0,57.1,0.4,83.8,3.5,80.5,5.2,87.2,4.2,90.5,1.3,74.2,1.6,73.0,3.1,57.1,2.0,76.6,2.0,75.5,2.1,80.1,3.7,70.9,4.0,46.7,2.0,44.6,2.5,3.8,62.6,1.6,61.1,2.1,43.3,17.1,64.8,2.8,31.1,1.1,1.6,27.4,1.3,56.2,53.2,37.4,2.2,59.5,4.4,55.2,2.7,56.4,2.9,58.4,2.1,-888888888,-888888888,42.9,0.4,16.2,3.5,19.5,5.2,12.8,4.2,9.5,1.3,25.8,1.6,27.0,3.1,42.9,2.0,23.4,2.0,24.5,2.1,19.9,3.7,29.1,4.0,53.3,2.0,55.4,2.5,46.8,3.8,37.4,1.6,38.9,2.1,56.7,17.1,35.2,2.8,68.9,1.1,62.6,1.6,72.6,1.3,43.8,2.2,40.5,4.4,44.8,2.7,43.6,2.9,41.6,2.1,-888888888,-888888888,40559,239,45023,4332,30225,2339,58063,2762,37149,954,51406,823,47114,2462,31169,577,46607,1715,42308,1816,61464,3705,42410,4288,45543,1302,47501,2162,38383,3239,42257,1032,61361,1256,37428,10075,28940,1971,40547,451,40774,548,40298,959,24758,1008,34426,3013,22682,924,29204,2119,51146,840,-888888888,-888888888,44288,1026,45319,5236,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,04
