GEO_ID,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C01_008E,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,S1901_C04_006E,NAME,S1901_C01_001EA,S1901_C01_001MA,S1901_C01_002EA,S1901_C01_002MA,S1901_C01_003EA,S1901_C01_003MA,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005EA,S1901_C01_005MA,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007EA,S1901_C01_007MA,S1901_C01_008MA,S1901_C01_009MA,S1901_C01_009EA,S1901_C01_010MA,S1901_C01_010EA,S1901_C01_011EA,S1901_C01_011MA,S1901_C01_012EA,S1901_C01_012MA,S1901_C01_013EA,S1901_C01_013MA,S1901_C01_014MA,S1901_C01_014EA,S1901_C01_015EA,S1901_C01_015MA,S1901_C01_016EA,S1901_C01_016MA,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002EA,S1901_C02_002MA,S1901_C02_003EA,S1901_C02_003MA,S1901_C02_004MA,S1901_C02_004EA,S1901_C02_005MA,S1901_C02_005EA,S1901_C02_006EA,S1901_C02_006MA,S1901_C02_007EA,S1901_C02_007MA,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009MA,S1901_C02_009EA,S1901_C02_010EA,S1901_C02_010MA,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012EA,S1901_C02_012MA,S1901_C02_013MA,S1901_C02_013EA,S1901_C02_014EA,S1901_C02_014MA,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016EA,S1901_C02_016MA,S1901_C03_001EA,S1901_C03_001MA,S1901_C03_002MA,S1901_C03_002EA,S1901_C03_003MA,S1901_C03_003EA,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007EA,S1901_C03_007MA,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009MA,S1901_C03_009EA,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011MA,S1901_C03_011EA,S1901_C03_012EA,S1901_C03_012MA,S1901_C01_008EA,S1901_C03_013MA,S1901_C03_013EA,S1901_C03_014MA,S1901_C03_014EA,S1901_C03_015EA,S1901_C03_015MA,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_001MA,S1901_C04_001EA,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003EA,S1901_C04_003MA,S1901_C04_004EA,S1901_C04_004MA,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006MA,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008EA,S1901_C04_008MA,S1901_C04_009EA,S1901_C04_009MA,S1901_C04_010MA,S1901_C04_010EA,S1901_C04_011EA,S1901_C04_011MA,S1901_C04_012EA,S1901_C04_012MA,S1901_C04_013EA,S1901_C04_013MA,S1901_C04_014EA,S1901_C04_014MA,S1901_C04_015EA,S1901_C04_015MA,S1901_C04_016MA,S1901_C04_016EA,S1901_C04_006EA,state
0400000US01,1845169,11483,10.5,0.3,7.7,0.3,13.0,0.3,11.5,0.4,14.3,0.4,17.2,0.4,0.4,9.7,0.3,3.0,0.2,2.3,0.1,41574,477,57372,566,30.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,1233937,11653,6.7,0.3,4.5,0.3,10.5,0.4,10.7,0.4,14.5,0.4,19.3,0.5,13.5,0.5,12.9,0.4,4.1,0.2,3.2,0.2,52700,689,68525,778,-888888888,-888888888,30.8,-888888888.0,-888888888,-888888888,883291,10427,2.0,0.2,2.3,0.3,7.5,0.4,9.0,0.4,14.2,0.5,21.6,0.7,16.9,0.7,16.9,0.5,5.4,0.3,4.3,0.3,66641,851,10.7,81911,1024,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,611232,10091,19.3,0.7,14.4,0.7,18.6,0.7,13.2,0.7,0.8,12.3,0.8,4.6,0.5,2.8,0.3,0.6,0.1,0.5,0.1,23243,814,33369,680,-888888888,-888888888,-888888888,-888888888,27.4,-888888888.0,13.7,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,01
0400000US02,251651,2883,3.9,0.5,4.0,0.5,8.3,0.8,8.2,0.8,12.0,0.9,18.9,1.2,1.0,17.4,1.1,7.2,0.7,5.9,0.6,67712,1894,84738,1964,25.1,-888888888.0,-888888888,-888888888,-888888888,-888888888,166400,3894,2.8,0.5,2.0,0.4,5.8,0.8,6.6,1.0,9.6,0.9,19.3,1.4,16.7,1.4,20.9,1.5,9.2,0.9,6.9,0.8,80219,2105,95924,2726,-888888888,-888888888,26.6,-888888888.0,-888888888,-888888888,123248,3766,0.7,0.3,0.7,0.3,3.3,0.7,4.4,0.7,7.3,0.9,19.7,1.5,18.5,1.6,25.3,1.8,11.1,1.2,9.0,1.1,92410,2444,14.1,110084,3103,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,85251,3436,7.6,1.3,8.2,1.1,13.9,1.7,12.1,1.4,1.8,18.1,2.0,9.3,1.6,8.9,1.3,2.9,0.8,2.9,0.9,41357,1344,58159,3201,-888888888,-888888888,-888888888,-888888888,19.0,-888888888.0,16.1,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,02
0400000US04,2392168,11611,7.9,0.3,5.6,0.2,11.7,0.3,11.3,0.3,15.1,0.4,18.5,0.4,0.3,11.5,0.3,3.7,0.2,3.2,0.2,47826,604,64841,635,30.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,1560687,15808,5.7,0.3,3.7,0.2,9.2,0.3,10.6,0.4,14.9,0.4,19.8,0.6,13.0,0.4,14.3,0.4,4.7,0.2,4.1,0.2,56792,686,74275,834,-888888888,-888888888,30.4,-888888888.0,-888888888,-888888888,1122884,13816,2.4,0.2,2.0,0.2,6.9,0.3,8.9,0.5,13.9,0.5,21.2,0.7,15.3,0.6,17.9,0.6,6.1,0.3,5.5,0.3,68361,893,11.3,86646,1072,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,831481,13246,13.6,0.6,9.7,0.5,17.1,0.7,13.3,0.6,0.6,15.5,0.7,7.1,0.4,5.5,0.4,1.5,0.3,1.3,0.2,31605,618,44109,982,-888888888,-888888888,-888888888,-888888888,28.1,-888888888.0,15.5,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,04
0400000US05,1143859,7351,9.7,0.4,8.0,0.4,14.6,0.5,12.4,0.4,14.9,0.5,17.9,0.5,0.4,8.5,0.3,2.2,0.2,2.0,0.2,40112,497,54116,703,27.4,-888888888.0,-888888888,-888888888,-888888888,-888888888,758601,8707,6.0,0.4,4.5,0.3,11.8,0.6,11.8,0.5,15.6,0.6,21.0,0.7,12.4,0.5,11.2,0.5,3.0,0.3,2.8,0.3,50300,693,64235,1074,-888888888,-888888888,27.7,-888888888.0,-888888888,-888888888,557982,8150,2.1,0.3,2.3,0.3,8.1,0.5,10.9,0.6,15.7,0.8,23.9,0.8,15.2,0.7,14.4,0.7,3.8,0.4,3.6,0.4,59865,824,9.7,75014,1402,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,385258,7418,18.2,1.0,15.5,0.9,20.6,1.1,13.7,0.8,0.8,11.0,0.8,3.8,0.6,2.7,0.4,0.8,0.2,0.5,0.2,22332,528,32462,757,-888888888,-888888888,-888888888,-888888888,25.8,-888888888.0,13.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,05
0400000US06,12552658,18433,6.3,0.1,5.4,0.1,10.1,0.1,9.2,0.1,12.6,0.2,17.0,0.2,0.1,14.4,0.2,6.3,0.1,6.8,0.1,58328,354,82159,322,30.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,8585787,27380,5.0,0.1,3.5,0.1,8.9,0.1,8.6,0.1,12.3,0.2,17.1,0.2,12.7,0.2,16.3,0.2,7.5,0.1,8.2,0.1,66215,387,91046,430,-888888888,-888888888,30.4,-888888888.0,-888888888,-888888888,6104099,26020,2.1,0.1,2.0,0.1,6.4,0.1,7.1,0.2,11.1,0.2,17.2,0.3,14.1,0.2,19.7,0.2,9.5,0.1,10.9,0.2,81470,344,12.0,107175,523,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,3966871,28375,11.4,0.3,10.1,0.2,13.6,0.3,10.6,0.2,0.2,16.2,0.3,9.3,0.2,9.0,0.2,3.3,0.1,3.3,0.2,39504,541,57980,612,-888888888,-888888888,-888888888,-888888888,26.5,-888888888.0,13.1,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,06
0400000US08,1996088,8553,6.4,0.3,4.5,0.2,9.8,0.3,9.7,0.3,13.7,0.4,18.6,0.4,0.3,13.9,0.3,5.4,0.3,5.0,0.2,56765,594,76489,868,25.8,-888888888.0,-888888888,-888888888,-888888888,-888888888,1278264,10500,3.9,0.3,2.4,0.2,7.2,0.4,8.0,0.4,12.3,0.5,19.4,0.5,15.4,0.5,17.6,0.4,7.3,0.4,6.6,0.3,71083,706,90152,1046,-888888888,-888888888,26.0,-888888888.0,-888888888,-888888888,975070,11575,1.4,0.2,1.2,0.2,4.8,0.3,6.4,0.4,11.0,0.4,19.9,0.6,17.2,0.6,20.9,0.5,8.9,0.5,8.3,0.4,81750,858,13.1,102802,1289,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,717824,10542,12.1,0.6,8.7,0.4,15.2,0.6,12.9,0.6,0.7,16.6,0.6,8.4,0.4,6.4,0.4,1.9,0.2,1.8,0.2,35841,693,49186,1010,-888888888,-888888888,-888888888,-888888888,23.5,-888888888.0,16.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,08
0400000US09,1357812,6453,5.9,0.3,4.6,0.3,8.5,0.4,8.0,0.4,10.9,0.4,16.9,0.5,0.4,16.7,0.5,7.2,0.4,8.6,0.4,67276,865,94796,1395,29.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,902369,9154,3.6,0.3,2.4,0.3,5.6,0.4,6.4,0.4,9.3,0.5,16.6,0.7,14.3,0.5,20.9,0.7,9.4,0.5,11.5,0.6,85254,1455,114025,2169,-888888888,-888888888,30.1,-888888888.0,-888888888,-888888888,660876,8668,1.1,0.2,0.8,0.2,3.2,0.3,4.4,0.3,7.8,0.4,15.6,0.7,15.2,0.6,24.8,0.8,11.9,0.7,15.1,0.7,102119,1119,12.7,135168,2827,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,455443,8946,11.4,0.8,9.2,0.6,14.7,0.8,11.6,0.7,0.8,17.4,1.0,9.0,0.6,7.6,0.6,2.4,0.4,2.3,0.3,37836,915,53417,1344,-888888888,-888888888,-888888888,-888888888,25.5,-888888888.0,14.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,09
0400000US10,340308,3122,5.7,0.6,4.4,0.5,9.6,0.8,9.6,0.7,13.3,0.8,19.4,1.1,0.9,15.0,1.0,4.9,0.5,4.2,0.4,58415,1593,74460,1556,29.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,225593,4537,3.7,0.6,2.4,0.5,6.7,0.7,8.1,0.9,12.2,1.0,20.1,1.2,16.2,1.2,18.7,1.3,6.1,0.7,5.7,0.6,70655,1638,86132,1979,-888888888,-888888888,29.8,-888888888.0,-888888888,-888888888,163460,4706,1.3,0.4,0.8,0.4,4.3,0.7,6.1,0.9,11.1,1.2,20.1,1.5,17.9,1.6,23.1,1.6,7.8,0.9,7.5,0.8,83154,2030,13.8,99852,2576,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,114715,4318,10.5,1.4,8.6,1.2,16.3,1.7,13.2,1.3,1.6,17.5,1.7,8.6,1.5,6.0,1.1,1.7,0.8,1.1,0.4,36280,2280,47475,2271,-888888888,-888888888,-888888888,-888888888,26.0,-888888888.0,16.4,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,10
0400000US11,266662,3138,10.4,1.0,4.4,0.5,7.7,0.8,7.3,0.8,10.9,0.9,13.5,1.0,0.9,15.7,0.9,7.9,0.9,12.1,0.8,66583,2040,102160,3036,29.7,-888888888.0,-888888888,-888888888,-888888888,-888888888,112493,3951,7.4,1.0,3.5,0.7,7.6,1.2,6.4,1.1,10.6,1.4,11.2,1.5,9.8,1.3,15.3,1.5,9.4,1.4,18.8,1.5,82268,4104,129347,6674,-888888888,-888888888,34.5,-888888888.0,-888888888,-888888888,62149,3246,1.0,0.5,1.0,0.5,3.8,1.4,3.2,1.1,6.5,1.4,9.6,1.8,11.1,2.0,18.1,1.9,14.5,2.3,31.2,2.6,136555,9206,10.1,186097,11584,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,154169,4139,12.7,1.5,5.3,0.7,8.1,1.0,8.2,1.2,1.4,14.6,1.4,10.2,1.1,16.0,1.4,6.5,1.0,6.9,0.9,55639,3195,80440,3290,-888888888,-888888888,-888888888,-888888888,25.4,-888888888.0,11.3,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,11
0400000US12,7197943,25102,8.2,0.2,6.1,0.1,12.8,0.2,12.1,0.2,15.2,0.2,17.9,0.2,0.2,10.2,0.2,3.3,0.1,3.6,0.1,45040,345,64229,450,33.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,4598222,24279,5.4,0.2,3.8,0.2,10.0,0.2,11.1,0.3,15.3,0.3,19.6,0.3,12.8,0.3,12.8,0.2,4.4,0.2,4.8,0.1,54777,464,75292,582,-888888888,-888888888,33.2,-888888888.0,-888888888,-888888888,3319620,23272,2.3,0.2,2.2,0.2,7.2,0.2,9.5,0.3,14.5,0.3,21.2,0.3,15.1,0.3,16.0,0.3,5.7,0.2,6.3,0.2,65932,494,10.6,88090,763,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2599721,22841,14.4,0.3,10.9,0.3,18.6,0.4,13.9,0.3,0.4,14.0,0.4,6.0,0.2,4.7,0.2,1.2,0.1,1.3,0.1,29072,454,42219,591,-888888888,-888888888,-888888888,-888888888,31.4,-888888888.0,15.0,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,12
