GEO_ID,S2408_C01_001E,S2408_C01_001M,S2408_C01_002E,S2408_C01_002M,S2408_C01_003E,S2408_C01_003M,S2408_C01_004E,S2408_C01_004M,S2408_C01_005E,S2408_C01_005M,S2408_C01_006E,S2408_C01_006M,S2408_C01_007E,S2408_C01_007M,S2408_C01_010E,S2408_C01_008E,S2408_C01_008M,S2408_C01_009E,S2408_C01_009M,S2408_C01_010M,S2408_C02_001M,S2408_C02_002E,S2408_C02_002M,S2408_C02_003E,S2408_C02_003M,S2408_C02_004E,S2408_C02_004M,S2408_C02_005E,S2408_C02_005M,S2408_C02_006E,S2408_C02_006M,S2408_C02_007M,S2408_C02_008E,S2408_C02_008M,S2408_C02_009E,S2408_C02_009M,S2408_C02_010M,S2408_C03_001E,S2408_C03_001M,S2408_C03_002E,S2408_C03_002M,S2408_C03_003E,S2408_C03_004E,S2408_C03_004M,S2408_C03_005E,S2408_C03_006E,S2408_C03_007E,S2408_C03_007M,S2408_C03_008M,S2408_C03_009E,S2408_C03_009M,S2408_C03_010E,S2408_C03_010M,S2408_C04_001M,S2408_C04_002E,S2408_C04_002M,S2408_C04_003E,S2408_C04_003M,S2408_C04_004E,S2408_C04_004M,S2408_C04_005E,S2408_C04_005M,S2408_C04_006E,S2408_C04_006M,S2408_C04_007E,S2408_C04_007M,S2408_C04_008E,S2408_C04_008M,S2408_C04_009E,S2408_C04_009M,S2408_C04_010E,S2408_C02_001E,S2408_C02_007E,S2408_C02_010E,S2408_C03_003M,S2408_C03_005M,S2408_C03_006M,S2408_C03_008E,S2408_C04_001E,S2408_C04_010M,S2408_C05_001E,S2408_C05_001M,S2408_C05_002E,S2408_C05_002M,S2408_C05_003E,S2408_C05_003M,S2408_C05_004E,S2408_C05_004M,S2408_C05_005E,S2408_C05_005M,S2408_C05_006E,S2408_C05_006M,S2408_C05_007E,S2408_C05_007M,S2408_C05_008E,S2408_C05_008M,S2408_C05_009E,S2408_C05_009M,S2408_C05_010E,S2408_C05_010M,S2408_C06_001E,S2408_C06_001M,S2408_C06_002E,S2408_C06_002M,S2408_C06_003E,S2408_C06_003M,S2408_C06_004E,S2408_C06_004M,S2408_C06_005E,S2408_C06_005M,S2408_C06_006E,S2408_C06_006M,S2408_C06_007E,S2408_C06_007M,S2408_C06_008E,S2408_C06_008M,S2408_C06_009E,S2408_C06_009M,S2408_C06_010E,S2408_C06_010M,NAME,S2408_C01_001MA,S2408_C01_001EA,S2408_C01_002MA,S2408_C01_002EA,S2408_C01_003EA,S2408_C01_003MA,S2408_C01_004EA,S2408_C01_004MA,S2408_C01_005MA,S2408_C01_005EA,S2408_C01_006MA,S2408_C01_006EA,S2408_C01_007EA,S2408_C01_007MA,S2408_C01_010EA,S2408_C01_010MA,S2408_C01_008MA,S2408_C01_008EA,S2408_C01_009EA,S2408_C01_009MA,S2408_C02_001MA,S2408_C02_002EA,S2408_C02_002MA,S2408_C02_003MA,S2408_C02_003EA,S2408_C02_004EA,S2408_C02_004MA,S2408_C02_005EA,S2408_C02_005MA,S2408_C02_006MA,S2408_C02_006EA,S2408_C02_007MA,S2408_C02_008MA,S2408_C02_008EA,S2408_C02_009MA,S2408_C02_009EA,S2408_C02_010MA,S2408_C03_001EA,S2408_C03_001MA,S2408_C03_002EA,S2408_C03_002MA,S2408_C03_003MA,S2408_C03_003EA,S2408_C03_004MA,S2408_C03_004EA,S2408_C03_005EA,S2408_C03_005MA,S2408_C03_006EA,S2408_C03_006MA,S2408_C03_007EA,S2408_C03_007MA,S2408_C03_008MA,S2408_C03_009MA,S2408_C03_009EA,S2408_C03_010MA,S2408_C03_010EA,S2408_C04_001MA,S2408_C04_002EA,S2408_C04_002MA,S2408_C04_003MA,S2408_C04_003EA,S2408_C04_004MA,S2408_C04_004EA,S2408_C04_005MA,S2408_C04_005EA,S2408_C04_006EA,S2408_C04_006MA,S2408_C04_007MA,S2408_C04_007EA,S2408_C04_008EA,S2408_C04_008MA,S2408_C04_009EA,S2408_C04_009MA,S2408_C04_010MA,S2408_C04_010EA,S2408_C02_001EA,S2408_C02_007EA,S2408_C02_010EA,S2408_C03_008EA,S2408_C04_001EA,S2408_C05_001MA,S2408_C05_001EA,S2408_C05_002MA,S2408_C05_002EA,S2408_C05_003EA,S2408_C05_003MA,S2408_C05_004EA,S2408_C05_004MA,S2408_C05_005MA,S2408_C05_005EA,S2408_C05_006MA,S2408_C05_006EA,S2408_C05_007EA,S2408_C05_007MA,S2408_C05_008EA,S2408_C05_008MA,S2408_C05_009MA,S2408_C05_009EA,S2408_C05_010MA,S2408_C05_010EA,S2408_C06_001EA,S2408_C06_001MA,S2408_C06_002EA,S2408_C06_002MA,S2408_C06_003EA,S2408_C06_003MA,S2408_C06_004EA,S2408_C06_004MA,S2408_C06_005EA,S2408_C06_005MA,S2408_C06_006EA,S2408_C06_006MA,S2408_C06_007EA,S2408_C06_007MA,S2408_C06_008EA,S2408_C06_008MA,S2408_C06_009EA,S2408_C06_009MA,S2408_C06_010EA,S2408_C06_010MA,state
0400000US01,2001628,16432,1422271,17415,1361528,16888,60743,3910,132406,6530,140369,5773,121547,4800,7.6,71664,4244,113371,5529,-888888888.0,0.3,55.7,0.5,54.9,0.5,74.6,2.7,33.6,1.8,43.3,2.2,2.2,57.1,3.1,61.6,2.0,-888888888,47.3,0.3,44.3,0.5,45.1,25.4,2.7,66.4,56.7,61.8,2.2,3.1,38.4,2.0,-888888888,-888888888,255,28551,666,27567,561,46768,5774,28090,1639,33128,1485,38390,1157,60345,2522,20234,1681,-888888888,52.7,38.2,-888888888,0.5,1.8,2.2,42.9,30221,-888888888,36422,520,35835,568,34946,919,57013,7215,35045,3133,36687,1706,42114,1993,64815,4104,25451,1735,-888888888,-888888888,24210,532,22034,330,21887,317,30869,4180,25954,1185,29854,2043,35740,1704,52617,3235,12328,1356,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,351496,5687,199912,6987,189486,6593,10426,1660,37404,2856,32405,2282,32071,2726,4.7,26751,2271,22953,2325,-888888888.0,0.7,58.5,1.5,57.8,1.6,70.3,5.2,38.5,3.6,42.7,3.5,3.6,57.0,4.2,57.2,5.0,-888888888,46.7,0.7,41.5,1.5,42.2,29.7,5.2,61.5,57.3,56.7,3.6,4.2,42.8,5.0,-888888888,-888888888,2304,34940,2582,32906,2553,60719,7372,36054,1708,41703,2604,49531,3052,56482,5113,31936,4536,-888888888,53.3,43.3,-888888888,1.6,3.6,3.5,43.0,39070,-888888888,47517,1950,42488,2871,41480,1334,69099,10506,41130,8904,51213,3409,56736,8445,66420,5077,42140,9965,-888888888,-888888888,32216,1007,27493,2122,27410,1837,35184,13530,35355,1856,36669,1873,45964,2979,46509,1423,22701,3065,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,2757652,15740,2002218,18166,1903832,16343,98386,5312,177540,7358,191773,7081,138513,7409,8.3,79696,5290,167912,7619,-888888888.0,0.3,55.8,0.3,55.2,0.4,66.6,2.0,36.7,1.9,47.0,1.9,1.7,56.5,2.9,56.9,2.0,-888888888,46.8,0.3,44.2,0.3,44.8,33.4,2.0,63.3,53.0,60.8,1.7,2.9,43.1,2.0,-888888888,-888888888,226,30467,252,30139,265,41988,1644,35159,1112,37949,1383,36704,904,51996,1512,19134,2023,-888888888,53.2,39.2,-888888888,0.4,1.9,1.9,43.5,31293,-888888888,35984,367,35022,678,33775,950,50684,1833,37274,2497,43923,2757,41841,1073,56993,3619,24021,2683,-888888888,-888888888,27007,384,25688,424,25562,424,31855,3220,34156,1628,33377,1642,33641,1700,45425,4860,12731,1417,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1252225,10577,863757,12125,822150,11660,41607,3341,87620,4946,79492,4629,110910,5911,5.4,29538,2724,80908,4643,-888888888.0,0.4,56.1,0.6,55.4,0.6,69.7,2.9,34.7,2.2,45.1,3.0,1.8,53.4,4.0,64.6,2.2,-888888888,47.5,0.4,43.9,0.6,44.6,30.3,2.9,65.3,54.9,65.7,1.8,4.0,35.4,2.2,-888888888,-888888888,561,27289,416,26782,400,47678,5151,27160,1143,30448,1344,34240,1591,50240,3244,20429,828,-888888888,52.5,34.3,-888888888,0.6,2.2,3.0,46.6,28299,-888888888,32715,733,33000,1077,32162,410,51163,1383,31347,2994,31894,1729,37358,3188,54826,2990,22966,2315,-888888888,-888888888,23126,736,21481,415,21328,396,35116,10986,26001,1197,28502,2542,31818,1043,40317,4056,15199,2116,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,16778061,43364,11862364,42342,11305975,41184,556389,11608,1141748,18105,1257577,17346,715706,14886,6.5,350544,10016,1450122,19952,-888888888.0,0.1,57.2,0.2,56.6,0.2,69.5,0.8,38.0,0.6,40.2,0.6,0.9,61.3,1.1,58.9,0.6,-888888888,45.9,0.1,42.8,0.2,43.4,30.5,0.8,62.0,59.8,59.3,0.9,1.1,41.1,0.6,-888888888,-888888888,313,31566,128,31071,136,53032,3042,38322,921,47531,713,47132,818,55874,770,22789,683,-888888888,54.1,40.7,-888888888,0.2,0.6,0.6,38.7,32873,-888888888,38036,442,36333,232,35400,258,61701,638,40896,719,60874,607,57078,1506,59203,1808,28981,1370,-888888888,-888888888,29098,333,26635,207,26360,211,40358,1557,36977,431,40539,564,41066,632,51600,939,17201,509,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,2559194,14129,1823486,15898,1698277,16031,125209,4870,204251,7243,174990,6206,110024,5454,7.5,77639,4413,168804,5983,-888888888.0,0.3,57.2,0.4,56.4,0.4,67.6,1.7,34.5,1.4,42.0,1.7,2.3,60.0,2.6,55.9,1.6,-888888888,46.3,0.3,42.8,0.4,43.6,32.4,1.7,65.5,58.0,58.7,2.3,2.6,44.1,1.6,-888888888,-888888888,358,33799,881,32671,797,46510,3094,35927,775,41387,901,38182,1977,55771,2094,21776,647,-888888888,53.7,41.3,-888888888,0.4,1.4,1.7,40.0,35110,-888888888,40748,317,40315,397,39282,1010,51972,1321,37465,3207,50672,1332,43297,2575,61031,1751,29010,2859,-888888888,-888888888,30087,424,27417,658,27206,536,32422,3462,35273,1139,36707,1143,34911,2101,48396,3471,15435,1310,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,1760162,12115,1239767,12809,1184014,12653,55753,3440,174442,6412,130715,4899,78898,5043,6.4,24015,2395,112325,5051,-888888888.0,0.3,54.4,0.4,53.5,0.4,74.3,2.6,33.6,1.6,35.4,1.7,2.4,55.2,4.4,61.5,2.1,-888888888,48.9,0.3,45.6,0.4,46.5,25.7,2.6,66.4,64.6,53.2,2.4,4.4,38.5,2.1,-888888888,-888888888,314,40249,402,39562,911,60529,3221,40700,811,51398,1020,56800,1954,55971,2167,30330,1914,-888888888,51.1,46.8,-888888888,0.4,1.6,1.7,44.8,41061,-888888888,50535,440,50376,550,49416,1564,70083,8522,45724,3855,60293,2690,63640,3874,60201,3283,37213,2571,-888888888,-888888888,33259,963,31116,487,31025,486,36415,3923,38688,2577,46720,2286,50925,2849,52133,2282,20690,1179,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,427114,5448,309880,6604,295805,6674,14075,1720,33738,2964,13033,1651,39540,2811,4.6,11746,1909,19177,2295,-888888888.0,0.7,53.2,1.1,52.3,1.1,73.1,5.3,34.7,3.9,43.6,5.8,3.6,59.5,6.6,59.7,4.5,-888888888,49.8,0.7,46.8,1.1,47.7,26.9,5.3,65.3,56.4,65.7,3.6,6.6,40.3,4.5,-888888888,-888888888,743,35100,1738,34877,2049,40943,5120,36977,1922,40116,4831,41901,2144,53858,3995,24428,4337,-888888888,50.2,34.3,-888888888,1.1,3.9,5.8,40.5,36208,-888888888,41389,815,40801,1080,40720,1166,41957,6265,36953,5995,42219,12131,50226,2727,55840,8687,31060,4825,-888888888,-888888888,31599,844,29553,2062,29456,2115,34538,11778,36987,1975,35984,8872,38990,1953,52939,4634,17203,3025,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,326957,6480,163036,6297,155282,6034,7754,1403,62842,4069,19968,1951,6866,1238,10.2,56023,3507,18222,2318,-888888888.0,0.8,52.0,1.8,51.4,1.9,64.9,10.0,39.5,2.9,36.3,4.7,8.8,49.3,3.4,52.6,5.2,-888888888,52.0,0.8,48.0,1.8,48.6,35.1,10.0,60.5,63.7,57.4,8.8,3.4,47.4,5.2,-888888888,-888888888,921,41084,1092,40578,1469,80103,31298,50748,2318,54120,3741,55635,8124,86817,3670,32089,6664,-888888888,48.0,42.6,-888888888,1.9,2.9,4.7,50.7,50891,-888888888,55357,4790,42410,4609,41805,2501,80077,33360,57954,4560,55395,7326,59545,13130,92158,10209,40117,14338,-888888888,-888888888,48457,2598,39411,3875,37672,3896,80186,40767,46858,4013,53803,4222,50781,12552,77905,7138,31104,2959,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,8277586,31488,6174934,33596,5704401,31878,470533,11177,522058,12164,628774,15363,268699,8645,8.7,180271,7873,502850,14458,-888888888.0,0.2,54.1,0.3,52.7,0.3,71.2,1.0,33.5,1.0,41.8,1.0,1.5,60.4,1.8,57.9,1.1,-888888888,48.2,0.2,45.9,0.3,47.3,28.8,1.0,66.5,58.2,58.6,1.5,1.8,42.1,1.1,-888888888,-888888888,340,27521,338,26978,198,40720,621,32372,615,39499,491,36457,719,54058,1345,16987,361,-888888888,51.8,41.4,-888888888,0.3,1.0,1.0,39.6,29680,-888888888,32188,201,31446,219,30706,247,44959,3524,35216,1998,42958,1110,37804,1985,57182,1925,20702,600,-888888888,-888888888,26134,204,24607,382,24292,380,30170,1403,31756,528,36726,472,35581,877,47896,2913,14059,679,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
