GEO_ID,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,NAME,S1902_C01_001MA,S1902_C01_001EA,S1902_C01_002EA,S1902_C01_002MA,S1902_C01_003EA,S1902_C01_003MA,S1902_C01_004EA,S1902_C01_004MA,S1902_C01_005EA,S1902_C01_005MA,S1902_C01_006MA,S1902_C01_006EA,S1902_C01_007MA,S1902_C01_007EA,S1902_C01_008MA,S1902_C01_008EA,S1902_C01_009EA,S1902_C01_009MA,S1902_C01_010EA,S1902_C01_010MA,S1902_C01_011MA,S1902_C01_011EA,S1902_C01_012EA,S1902_C01_012MA,S1902_C01_013EA,S1902_C01_013MA,S1902_C01_014MA,S1902_C01_014EA,S1902_C01_015MA,S1902_C01_015EA,S1902_C01_016MA,S1902_C01_016EA,S1902_C01_017MA,S1902_C01_017EA,S1902_C01_018EA,S1902_C01_018MA,S1902_C01_019MA,S1902_C01_019EA,S1902_C01_020MA,S1902_C01_020EA,S1902_C01_021EA,S1902_C01_021MA,S1902_C01_022MA,S1902_C01_022EA,S1902_C01_023MA,S1902_C01_023EA,S1902_C01_024EA,S1902_C01_024MA,S1902_C01_025MA,S1902_C01_025EA,S1902_C01_026EA,S1902_C01_026MA,S1902_C01_027MA,S1902_C01_027EA,S1902_C02_001EA,S1902_C02_001MA,S1902_C02_002EA,S1902_C02_002MA,S1902_C02_003MA,S1902_C02_003EA,S1902_C02_004EA,S1902_C02_004MA,S1902_C02_005EA,S1902_C02_005MA,S1902_C02_006MA,S1902_C02_006EA,S1902_C02_007MA,S1902_C02_007EA,S1902_C02_008MA,S1902_C02_008EA,S1902_C02_009MA,S1902_C02_009EA,S1902_C02_010EA,S1902_C02_010MA,S1902_C02_011EA,S1902_C02_011MA,S1902_C02_012MA,S1902_C02_012EA,S1902_C02_013MA,S1902_C02_013EA,S1902_C02_014EA,S1902_C02_014MA,S1902_C02_015MA,S1902_C02_015EA,S1902_C02_016EA,S1902_C02_016MA,S1902_C02_017MA,S1902_C02_017EA,S1902_C02_018EA,S1902_C02_018MA,S1902_C02_019MA,S1902_C02_019EA,S1902_C02_020MA,S1902_C02_020EA,S1902_C02_021EA,S1902_C02_021MA,S1902_C02_022EA,S1902_C02_022MA,S1902_C02_023MA,S1902_C02_023EA,S1902_C02_024EA,S1902_C02_024MA,S1902_C02_025EA,S1902_C02_025MA,S1902_C02_026EA,S1902_C02_026MA,S1902_C02_027EA,S1902_C02_027MA,state
0400000US01,1845169,11483,72.6,0.4,15.5,0.4,33.7,0.4,6.9,0.3,1.9,0.2,20.5,0.4,1233937,11653,19.0,0.4,35.8,0.7,29.4,0.6,8.5,0.3,5.7,0.3,1.6,0.2,4822023,-555555555,69.1,0.2,26.5,0.1,0.5,0.1,1.2,0.1,0.0,0.1,1.1,0.1,1.6,0.1,3.8,0.1,66.6,0.1,30.0,-888888888.0,30.8,-888888888.0,23.5,-888888888.0,57372,566,60270,646,12335,966,16250,147,8492,224,2572,201,20648,504,68525,778,37036,1236,55959,1462,95978,1757,65641,2242,110498,2993,82854,10298,22815,212,26181,302,15075,281,21507,3077,25824,5724,25168,12642,9677,1252,12219,1378,12299,838,26669,311,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),01
0400000US02,251651,2883,86.7,0.7,42.3,1.3,20.4,0.9,4.6,0.6,6.6,0.6,18.8,1.0,166400,3894,8.9,0.8,31.7,1.7,37.8,1.6,9.4,1.0,9.3,1.0,2.8,0.6,731449,-555555555,66.5,0.3,3.6,0.2,14.0,0.5,5.9,0.3,1.1,0.1,0.9,0.2,8.0,0.6,6.0,0.1,63.0,0.1,25.1,-888888888.0,26.6,-888888888.0,20.3,-888888888.0,84738,1964,80495,1990,9756,2317,15122,456,8990,683,4337,335,26071,1359,95924,2726,45752,3735,68722,4885,120275,4777,87764,9191,142344,7742,106404,12554,31890,675,38185,939,25676,3218,18012,1138,22528,4145,14872,3924,23908,3392,16769,1624,22228,2023,38948,1016,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),02
0400000US04,2392168,11611,75.1,0.3,18.6,0.4,31.0,0.3,4.2,0.2,2.3,0.1,19.7,0.3,1560687,15808,19.3,0.4,35.7,0.5,27.8,0.6,8.9,0.3,6.0,0.3,2.4,0.2,6553255,-555555555,78.8,0.3,4.4,0.1,4.4,0.1,2.9,0.1,0.2,0.1,6.4,0.3,2.9,0.2,30.2,-555555555.0,56.9,0.1,30.2,-888888888.0,30.4,-888888888.0,23.5,-888888888.0,64841,635,65358,708,18195,1049,18035,150,9310,299,3589,322,24585,703,74275,834,47253,1411,61167,1341,103156,2148,67608,2558,111025,3898,85278,7474,24600,222,26764,286,19810,906,11822,488,29353,1860,17374,3487,13176,591,13466,1047,13650,276,31659,360,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),04
0400000US05,1143859,7351,73.5,0.5,15.6,0.5,34.3,0.5,7.2,0.4,2.7,0.2,17.2,0.4,758601,8707,18.3,0.5,34.8,0.8,32.3,0.8,7.7,0.5,5.5,0.4,1.5,0.3,2949131,-555555555,78.3,0.2,15.7,0.1,0.6,0.1,1.3,0.1,0.2,0.1,2.0,0.2,2.0,0.2,6.7,0.1,73.9,0.1,27.4,-888888888.0,27.7,-888888888.0,21.3,-888888888.0,54116,703,56065,802,13110,1541,16022,201,8419,274,3369,338,19163,806,64235,1074,37300,1414,50526,1744,87342,2358,60138,3392,105421,4365,84119,9722,21643,266,23679,322,14042,512,17802,2670,22748,2995,7536,974,11391,926,13282,1550,12165,1142,24342,332,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),05
0400000US06,12552658,18433,80.1,0.1,20.2,0.2,25.7,0.1,6.1,0.1,4.1,0.1,15.7,0.1,8585787,27380,13.7,0.2,34.9,0.3,28.2,0.2,10.9,0.2,8.2,0.1,4.1,0.1,38041430,-555555555,62.1,0.2,6.0,0.1,0.8,0.1,13.5,0.1,0.4,0.1,12.9,0.1,4.4,0.1,38.2,-555555555.0,39.2,0.1,30.0,-888888888.0,30.4,-888888888.0,22.2,-888888888.0,82159,322,82815,366,22578,577,16623,78,9559,102,5111,91,27927,321,91046,430,46808,890,72572,772,128385,865,78804,1185,127783,1367,97549,1386,28341,111,32058,152,21958,423,18584,911,32004,357,21740,1580,14071,166,17500,437,15172,102,41509,219,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),06
0400000US08,1996088,8553,82.5,0.3,23.1,0.4,23.5,0.3,3.6,0.2,2.2,0.2,16.0,0.3,1278264,10500,11.7,0.3,32.9,0.6,37.1,0.7,8.5,0.4,7.5,0.3,2.3,0.2,5187582,-555555555,84.4,0.3,4.2,0.1,0.9,0.1,2.8,0.1,0.1,0.1,4.2,0.3,3.3,0.2,21.0,-555555555.0,69.4,0.1,25.8,-888888888.0,26.0,-888888888.0,20.1,-888888888.0,76489,868,75331,830,17728,1256,16490,180,9265,300,3454,304,27213,590,90152,1046,50038,1929,75205,2013,112806,1809,74493,3209,123968,4236,90311,4909,30329,329,32382,383,19311,1238,16994,1584,28720,1866,18513,4284,15285,795,16788,1200,15546,335,35966,428,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),08
0400000US09,1357812,6453,79.1,0.4,26.9,0.5,29.2,0.4,4.3,0.2,3.1,0.3,17.9,0.3,902369,9154,12.4,0.4,31.8,0.8,33.2,0.7,9.7,0.5,10.2,0.4,2.6,0.3,3590347,-555555555,78.1,0.3,10.2,0.2,0.3,0.1,4.1,0.1,0.1,0.1,4.6,0.3,2.6,0.2,14.2,-555555555.0,70.0,0.1,29.2,-888888888.0,30.1,-888888888.0,23.1,-888888888.0,94796,1395,97879,1658,19343,1531,18177,202,9401,329,4077,300,26139,914,114025,2169,50380,2444,98105,3856,146641,3839,93907,5048,154329,5475,113225,9266,36891,529,40856,621,20681,861,21255,5450,38174,2425,-999999999,-999999999,15664,915,17428,2187,18537,918,43092,640,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),09
0400000US10,340308,3122,77.5,0.7,21.2,0.9,32.3,0.8,4.5,0.5,2.6,0.3,22.8,0.9,225593,4537,15.4,0.8,31.8,1.5,30.1,1.5,10.4,1.1,9.5,1.1,2.7,0.6,917092,-555555555,69.7,0.4,21.5,0.3,0.3,0.1,3.3,0.2,0.0,0.1,2.5,0.4,2.6,0.4,8.6,-555555555.0,64.3,0.2,29.2,-888888888.0,29.8,-888888888.0,22.9,-888888888.0,74460,1556,74442,1562,15661,2344,18830,376,10656,676,3079,584,23373,1651,86132,1979,49472,3000,69774,4018,113519,3875,70825,4352,126911,7431,97803,8604,28705,595,32142,719,20857,1128,17770,5500,29696,2833,20022,13399,18828,3465,11180,2219,16453,1446,33484,766,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),10
0400000US11,266662,3138,80.6,1.1,24.9,1.3,18.2,0.8,6.2,0.6,3.9,0.6,14.3,0.7,112493,3951,14.5,1.5,34.6,2.1,31.8,1.7,12.2,1.2,3.7,0.8,3.2,0.8,632323,-555555555,39.6,0.6,49.5,0.4,0.4,0.1,3.5,0.3,0.0,0.1,4.5,0.7,2.5,0.4,9.9,-555555555.0,35.3,0.1,29.7,-888888888.0,34.5,-888888888.0,27.7,-888888888.0,102160,3036,108168,3496,19677,3342,14675,722,9096,849,4516,525,38006,3129,129347,6674,49957,8381,82601,8409,217676,17846,93195,12930,243617,59887,119878,15633,45307,1257,73549,3021,25062,1301,30810,15372,56936,7005,-999999999,-999999999,18237,2556,33343,7608,28047,3127,77843,3080,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),11
0400000US12,7197943,25102,72.1,0.2,20.0,0.2,35.6,0.2,4.9,0.1,2.3,0.1,19.5,0.2,4598222,24279,20.7,0.3,34.8,0.4,27.5,0.4,8.8,0.2,6.0,0.2,2.2,0.1,19317568,-555555555,76.3,0.1,16.1,0.1,0.3,0.1,2.5,0.1,0.1,0.1,2.4,0.1,2.4,0.1,23.2,-555555555.0,56.8,0.1,33.0,-888888888.0,33.2,-888888888.0,25.9,-888888888.0,64229,450,64422,516,23780,646,17496,87,9046,151,3386,186,24648,430,75292,582,50613,1031,62585,928,103579,1495,68910,2078,111161,2138,84128,3403,25428,167,28149,204,15445,255,19603,2124,27170,1484,29520,14450,15779,754,13929,796,17837,243,31507,270,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,(X),null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),12
