GEO_ID,S1602_C01_001E,S1602_C01_001M,S1602_C01_002E,S1602_C01_002M,S1602_C01_003E,S1602_C01_003M,S1602_C01_004E,S1602_C01_004M,S1602_C01_005E,S1602_C01_005M,S1602_C01_006E,S1602_C01_006M,S1602_C01_007E,S1602_C01_007M,S1602_C01_008E,S1602_C01_008M,NAME,S1602_C01_001MA,S1602_C01_001EA,S1602_C01_002EA,S1602_C01_002MA,S1602_C01_003EA,S1602_C01_003MA,S1602_C01_004MA,S1602_C01_004EA,S1602_C01_005MA,S1602_C01_005EA,S1602_C01_006EA,S1602_C01_006MA,S1602_C01_007MA,S1602_C01_007EA,S1602_C01_008EA,S1602_C01_008MA,state
0400000US16,2.1,0.3,23.1,3.9,5.9,2.8,10.7,6.6,7.4,6.2,3.8,-888888888.0,2.6,-888888888.0,4.4,-888888888.0,Idaho,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),16
0400000US17,4.9,0.2,22.5,1.0,20.9,1.2,27.5,1.8,18.9,3.6,3.3,-888888888.0,3.1,-888888888.0,3.9,-888888888.0,Illinois,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),17
0400000US18,1.8,0.1,21.9,1.8,9.2,1.4,31.4,4.4,12.0,5.7,4.0,-888888888.0,3.9,-888888888.0,5.3,-888888888.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),18
0400000US19,1.4,0.1,19.1,2.6,9.9,2.1,26.9,4.7,16.5,7.5,3.4,-888888888.0,4.7,-888888888.0,6.6,-888888888.0,Iowa,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),19
0400000US20,2.2,0.2,20.6,2.3,5.4,2.0,31.7,5.2,16.0,8.2,2.7,-888888888.0,2.3,-888888888.0,3.7,-888888888.0,Kansas,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),20
0400000US21,1.1,0.1,23.2,3.0,8.8,2.1,23.3,5.4,19.0,10.0,3.8,-888888888.0,3.6,-888888888.0,5.1,-888888888.0,Kentucky,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),21
0400000US22,1.7,0.1,20.6,2.2,8.1,1.3,26.0,4.3,13.1,8.7,3.3,-888888888.0,3.1,-888888888.0,3.9,-888888888.0,Louisiana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),22
0400000US23,1.0,0.2,4.1,2.9,9.4,2.0,24.8,11.9,22.7,9.5,2.7,-888888888.0,2.3,-888888888.0,3.7,-888888888.0,Maine,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),23
0400000US24,3.0,0.2,20.9,1.9,10.0,1.2,23.0,1.9,11.3,2.6,3.9,-888888888.0,3.1,-888888888.0,4.1,-888888888.0,Maryland,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),24
0400000US25,5.8,0.2,26.8,1.4,19.2,1.2,31.6,2.4,22.8,3.7,3.7,-888888888.0,3.2,-888888888.0,4.4,-888888888.0,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),25
0400000US26,1.7,0.1,15.1,1.6,13.5,1.2,24.3,2.6,22.4,2.4,3.3,-888888888.0,2.9,-888888888.0,4.5,-888888888.0,Michigan,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),26
0400000US27,2.2,0.1,19.8,2.0,9.1,1.4,24.0,2.3,26.5,3.7,2.9,-888888888.0,3.6,-888888888.0,5.6,-888888888.0,Minnesota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),27
0400000US28,0.7,0.1,16.0,3.7,7.0,4.1,32.7,10.3,5.9,5.2,3.8,-888888888.0,4.4,-888888888.0,5.7,-888888888.0,Mississippi,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),28
0400000US29,1.1,0.1,15.4,2.3,10.9,2.1,26.4,3.5,14.2,5.3,3.9,-888888888.0,3.7,-888888888.0,5.4,-888888888.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),29
0400000US30,0.6,0.2,10.4,4.5,5.3,2.8,23.7,11.1,12.6,10.2,3.0,-888888888.0,2.1,-888888888.0,5.2,-888888888.0,Montana,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),30
0400000US31,2.6,0.2,24.9,3.0,15.6,4.0,31.3,7.1,21.2,8.9,3.1,-888888888.0,3.0,-888888888.0,4.0,-888888888.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),31
0400000US32,6.1,0.3,23.2,1.6,10.6,2.4,18.5,2.6,15.7,6.1,2.8,-888888888.0,2.4,-888888888.0,3.0,-888888888.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),32
0400000US33,1.4,0.3,15.1,5.1,9.0,2.5,30.4,8.9,18.2,15.6,3.0,-888888888.0,2.9,-888888888.0,5.0,-888888888.0,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),33
0400000US34,7.3,0.2,28.2,1.0,16.8,1.1,23.4,1.5,16.6,2.7,3.7,-888888888.0,3.9,-888888888.0,4.5,-888888888.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),34
0400000US35,5.1,0.4,13.5,1.1,7.5,2.4,18.5,7.6,7.7,1.3,3.2,-888888888.0,3.3,-888888888.0,3.7,-888888888.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),35
0400000US36,8.1,0.1,27.3,0.7,21.9,0.7,36.4,1.4,17.2,1.8,4.3,-888888888.0,5.0,-888888888.0,5.7,-888888888.0,New York,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),36
0400000US37,2.5,0.1,28.9,1.7,9.0,1.5,23.8,2.9,14.3,3.7,3.5,-888888888.0,2.8,-888888888.0,3.6,-888888888.0,North Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),37
0400000US38,1.0,0.3,8.0,5.0,11.4,3.8,25.1,18.3,21.5,13.8,3.4,-888888888.0,5.9,-888888888.0,9.3,-888888888.0,North Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),38
0400000US39,1.3,0.1,15.1,1.3,13.7,1.1,22.8,2.4,20.3,3.2,3.2,-888888888.0,2.8,-888888888.0,4.8,-888888888.0,Ohio,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),39
0400000US40,2.2,0.1,27.8,2.0,6.6,2.3,25.5,4.2,5.2,1.9,3.3,-888888888.0,1.8,-888888888.0,2.9,-888888888.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),40
0400000US41,2.7,0.2,20.5,2.1,8.6,2.3,27.1,3.3,13.7,5.0,3.2,-888888888.0,3.3,-888888888.0,4.5,-888888888.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),41
0400000US42,2.3,0.1,21.6,1.4,15.4,1.0,29.2,2.4,19.1,3.6,4.1,-888888888.0,4.5,-888888888.0,6.0,-888888888.0,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),42
0400000US44,5.2,0.5,29.4,3.7,19.1,3.2,20.7,6.8,22.8,12.9,3.4,-888888888.0,2.3,-888888888.0,2.9,-888888888.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),44
0400000US45,1.5,0.1,22.9,3.0,9.7,2.4,23.5,4.9,15.8,9.0,4.0,-888888888.0,4.4,-888888888.0,5.2,-888888888.0,South Carolina,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),45
0400000US46,1.4,0.3,24.8,7.9,10.8,5.0,27.2,14.1,16.0,7.0,2.8,-888888888.0,3.5,-888888888.0,5.1,-888888888.0,South Dakota,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),46
0400000US47,1.4,0.1,24.1,2.3,9.2,2.0,22.3,3.8,17.5,5.0,3.8,-888888888.0,3.0,-888888888.0,4.3,-888888888.0,Tennessee,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),47
0400000US48,7.9,0.1,23.2,0.5,11.4,1.1,26.2,1.6,15.9,2.2,3.1,-888888888.0,2.3,-888888888.0,2.8,-888888888.0,Texas,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),48
0400000US49,3.0,0.3,20.2,2.2,8.8,2.4,17.3,3.1,12.5,6.1,2.8,-888888888.0,2.2,-888888888.0,3.1,-888888888.0,Utah,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),49
0400000US50,0.7,0.2,8.0,5.1,8.8,2.8,20.4,11.0,6.2,11.2,2.6,-888888888.0,1.7,-888888888.0,3.4,-888888888.0,Vermont,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),50
0400000US51,2.6,0.1,20.2,1.8,8.9,1.3,18.8,1.7,14.3,2.9,3.6,-888888888.0,2.9,-888888888.0,3.6,-888888888.0,Virginia,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),51
0400000US53,3.9,0.2,20.7,1.3,14.4,1.6,23.7,1.7,23.5,4.7,3.3,-888888888.0,3.2,-888888888.0,4.3,-888888888.0,Washington,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),53
0400000US54,0.3,0.1,11.2,4.9,3.9,2.3,13.6,6.5,12.6,12.2,3.0,-888888888.0,3.1,-888888888.0,6.4,-888888888.0,West Virginia,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),54
0400000US55,1.6,0.1,20.4,1.9,10.2,1.3,19.7,3.6,11.5,4.9,2.9,-888888888.0,3.0,-888888888.0,4.8,-888888888.0,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),55
0400000US56,0.9,0.3,10.7,3.2,7.2,4.2,14.7,17.1,0.0,12.5,4.4,-888888888.0,4.7,-888888888.0,6.6,-888888888.0,Wyoming,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),56
0400000US72,70.5,0.6,73.8,0.6,23.9,9.0,55.4,31.1,50.0,50.0,2.5,-888888888.0,2.2,-888888888.0,2.4,-888888888.0,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,(X),72
