GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002EA,C05010_002MA,C05010_003EA,C05010_003MA,C05010_004MA,C05010_004EA,C05010_005MA,C05010_005EA,C05010_006MA,C05010_006EA,C05010_007EA,C05010_007MA,state
0400000US40,900289,4009,422974,9926,351877,8683,71097,6152,477315,9328,431048,8881,46267,4365,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,826077,5256,314549,13656,210771,11401,103778,8742,511528,12472,414882,11047,96646,6960,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2544345,8200,900913,20151,757400,18532,143513,9878,1643432,18823,1444969,18510,198463,9538,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,199390,1897,64521,5017,36132,4526,28389,4476,134869,4965,107653,4208,27216,3939,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1031143,5882,479390,13549,416154,13951,63236,5721,551753,11824,503292,12094,48461,4813,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,199045,2520,68898,5054,62847,4653,6051,1763,130147,5036,124564,4929,5583,1655,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1407852,8104,617461,16798,500760,16196,116701,7330,790391,15543,723794,15318,66597,5986,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7012776,15960,3115461,43737,1703894,37286,1411567,31273,3897315,42784,2819621,36521,1077694,25785,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,893477,3895,281767,11644,201410,9634,80357,5902,611710,11730,539178,11738,72532,6343,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,112530,1307,37854,3472,34705,3443,3149,1121,74676,3605,68265,3214,6411,1584,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1776740,7695,543552,16768,394429,14721,149123,9458,1233188,15735,949653,12234,283535,10900,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1576122,5442,510411,14986,309842,14190,200569,11643,1065711,15327,801906,13627,263805,11272,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,339045,3762,156833,6773,153030,6889,3803,1368,182212,6410,174377,6541,7835,1598,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1223664,4339,414736,12222,348493,11224,66243,6004,808928,11803,740039,10280,68889,4897,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131897,1738,45430,5411,39988,5120,5442,2451,86467,5300,78315,4950,8152,2669,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,626130,4040,499619,9885,483464,9871,16155,3139,126511,9374,121862,9323,4649,1569,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
