GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002EA,C05010_002MA,C05010_003EA,C05010_003MA,C05010_004MA,C05010_004EA,C05010_005MA,C05010_005EA,C05010_006MA,C05010_006EA,C05010_007EA,C05010_007MA,state
0400000US01,1018842,5129,470888,12827,420059,12826,50829,4154,547954,12704,513464,12424,34490,4443,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172645,2126,57413,4489,46652,3752,10761,2812,115232,4395,102483,4119,12749,2849,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1532662,7662,686248,16379,432785,14522,253463,13273,846414,16461,658512,17762,187902,11704,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,663663,4415,323735,9664,276751,9110,46984,4995,339928,8534,311441,8120,28487,4058,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8636131,16233,3409414,37908,1446796,32554,1962618,36808,5226717,38127,3051457,33569,2175260,30986,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1202723,5307,371589,13244,242754,12880,128835,9862,831134,12400,682185,13821,148949,9203,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,714184,3142,209530,9617,139642,9174,69888,6553,504654,10486,379394,9714,125260,7014,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,189011,2931,70670,6101,48639,5582,22031,3647,118341,6277,95428,5280,22913,3137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115684,2794,48607,4297,37083,3231,11524,3174,67077,4224,46468,3874,20609,2926,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3980211,12944,1800145,28505,1106784,26305,693361,21647,2180066,28326,1482177,22639,697889,20493,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2372178,10081,1040563,26822,772009,23579,268554,13682,1331615,25147,1072269,23531,259346,12895,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,283254,3265,76873,5320,56789,5393,20084,3840,206381,6009,145532,6606,60849,5250,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,426375,3050,176768,8503,139848,8262,36920,5092,249607,8301,230272,8233,19335,3619,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2775962,7077,1015787,20115,667387,18235,348400,13565,1760175,19719,1343352,17367,416823,12547,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1482780,6433,589965,18773,488081,15500,101884,10288,892815,17167,820650,16684,72165,6207,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,699868,3693,229306,8017,188256,8143,41050,4289,470562,8344,432232,8390,38330,3709,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678431,4742,257909,10296,199741,9832,58168,4706,420522,9676,372731,8948,47791,3559,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,935471,5262,397139,13630,359089,12939,38050,4940,538332,12541,506560,11829,31772,3850,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1034342,6482,509788,13737,470803,13937,38985,3427,524554,12716,489072,12393,35482,4802,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,240802,2435,76352,5053,70395,4811,5957,1743,164450,5996,153520,5693,10930,2013,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287559,5069,370205,13155,237805,12234,132400,8863,917354,14066,670722,14303,246632,9167,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1314811,5085,350776,11903,218217,11659,132559,9850,964035,11811,711957,13150,252078,10805,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2064224,7226,835936,13850,697911,14426,138025,9272,1228288,14206,1078852,13880,149436,7442,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1242714,4595,351329,11035,228982,8799,122347,7490,891385,10775,765502,10501,125883,6892,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,663686,5691,339585,11285,322620,10683,16965,3098,324101,11040,310425,10755,13676,2450,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1298541,7740,526403,16224,481301,15585,45102,5434,772138,15290,710579,13642,61559,6214,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,215546,2652,81376,5911,78892,5698,2484,1413,134170,5739,126818,6152,7352,1776,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,453186,2757,165155,7135,119434,6894,45721,5052,288031,7465,256990,6414,31041,3545,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,643517,4512,267620,10925,142420,9593,125200,7855,375897,10106,258069,9219,117828,6412,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,243963,2525,55689,5334,46019,4829,9670,2264,188274,5473,169795,5709,18479,2671,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1905857,5507,560381,14565,280070,12849,280311,12506,1345476,14833,858979,14036,486497,13291,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,453261,4267,239667,9388,183094,9803,56573,6271,213594,8669,181799,8832,31795,4410,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3947433,10102,1535305,23651,868630,21320,666675,16449,2412128,23205,1608963,20318,803165,21515,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2174450,8029,923392,20028,673025,17162,250367,10559,1251058,19556,1074005,18591,177053,11225,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,164303,2363,45527,3605,40023,3367,5504,2047,118776,3873,113064,3656,5712,1445,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2456222,8175,982547,17691,886377,16976,96170,9629,1473675,17438,1349657,17318,124018,8082,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
