GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001EA,B05003_001MA,B05003_002MA,B05003_002EA,B05003_003MA,B05003_003EA,B05003_004MA,B05003_004EA,B05003_005MA,B05003_005EA,B05003_006EA,B05003_006MA,B05003_007MA,B05003_007EA,B05003_008MA,B05003_008EA,B05003_009MA,B05003_009EA,B05003_010MA,B05003_010EA,B05003_011EA,B05003_011MA,B05003_012EA,B05003_012MA,B05003_013MA,B05003_013EA,B05003_014MA,B05003_014EA,B05003_015MA,B05003_015EA,B05003_016MA,B05003_016EA,B05003_017EA,B05003_017MA,B05003_018MA,B05003_018EA,B05003_019MA,B05003_019EA,B05003_020MA,B05003_020EA,B05003_021EA,B05003_021MA,B05003_022EA,B05003_022MA,B05003_023EA,B05003_023MA,state
0400000US13,10429379,-555555555,5070721,7009,1279414,6700,1246439,7083,32975,3456,9126,1877,23849,3298,3791307,3895,3289578,11580,501729,11686,210863,7882,290866,10164,5358658,7009,1235351,6713,1202102,8367,33249,4177,7523,1680,25726,3930,4123307,3654,3625292,10038,498015,9804,236882,8550,261133,7959,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1427538,-555555555,716350,1229,157548,1082,151003,1711,6545,1387,1676,628,4869,1225,558802,772,456206,5907,102596,5849,63766,3853,38830,4377,711188,1229,148449,1084,143116,1750,5333,1336,1693,741,3640,1082,562739,662,411648,6096,151091,6104,93928,4296,57163,4854,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1716943,-555555555,862720,2562,227802,1871,224198,2135,3604,1269,241,225,3363,1262,634918,2339,589489,4519,45429,3726,17729,2829,27700,3044,854223,2562,215483,1702,211276,2184,4207,1387,804,552,3403,1259,638740,1993,590840,3239,47900,3528,21423,2684,26477,2836,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12802023,-555555555,6294900,4043,1478915,2791,1436997,4631,41918,3569,10633,1710,31285,3314,4815985,3100,3954159,12506,861826,12293,428393,9199,433433,10870,6507123,4043,1416175,2958,1374977,4366,41198,3689,12293,1792,28905,3045,5090948,3026,4203469,11554,887479,10439,469906,10310,417573,9589,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6666818,-555555555,3286152,4731,811004,3978,794111,4766,16893,2579,4379,1092,12514,2571,2475148,3764,2314623,6392,160525,6169,61712,4046,98813,5593,3380666,4731,763027,3532,747231,3920,15796,2030,5658,1447,10138,1999,2617639,3247,2459620,7389,158019,7053,63296,3845,94723,6360,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3145711,-555555555,1562265,3423,373198,3176,365006,3508,8192,1807,1837,577,6355,1675,1189067,3028,1111575,4186,77492,4010,29237,2617,48255,3320,1583446,3423,357152,3183,350162,2918,6990,1479,2277,952,4713,1238,1226294,2365,1152240,4346,74054,3520,32303,2855,41751,2610,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2913123,-555555555,1452573,3593,365958,3075,359572,3509,6386,1384,1440,607,4946,1343,1086615,3067,989884,4382,96731,3868,39596,3145,57135,3197,1460550,3593,346617,3233,339927,3504,6690,1369,1495,577,5195,1312,1113933,2239,1023183,4326,90750,3786,38598,3048,52152,3541,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4454189,-555555555,2194850,3942,523084,3935,513883,4034,9201,1794,3708,1217,5493,1405,1671766,2970,1594357,5092,77409,4345,29560,2906,47849,3392,2259339,3942,491520,3842,483296,4023,8224,1553,3228,873,4996,1246,1767819,3398,1693568,4486,74251,3934,33471,3094,40780,3248,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4684333,-555555555,2289695,5223,569919,4890,562402,4958,7517,1411,1047,577,6470,1373,1719776,2589,1626857,4405,92919,4513,33486,2873,59433,4353,2394638,5223,539323,4950,533288,5113,6035,1334,1410,602,4625,1123,1855315,2325,1770383,5313,84932,5006,38290,2785,46642,4534,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1335907,-555555555,654763,1582,130453,1465,128761,1590,1692,549,665,424,1027,507,524310,1360,507442,2261,16868,1938,8810,1346,8058,1572,681144,1582,123749,1258,121742,1225,2007,642,1036,440,971,533,557395,1064,532529,2350,24866,2137,15716,1927,9150,1464,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6052177,-555555555,2935822,3231,688688,2950,653942,4188,34746,3813,9960,1974,24786,3121,2247134,1745,1834921,8286,412213,8308,212803,7605,199410,8407,3116355,3231,658262,2800,626666,4491,31596,3551,9989,1891,21607,2780,2458093,1498,2008712,9618,449381,9333,254428,7782,194953,7678,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6859819,-555555555,3333270,2435,702757,1973,664592,4249,38165,3797,9504,1895,28661,3607,2630513,1450,2111877,10713,518636,10417,270060,8182,248576,8599,3526549,2435,667827,1986,630465,4448,37362,3732,12275,1914,25087,3124,2858722,1203,2296413,9062,562309,9215,314651,7933,247658,9440,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9962311,-555555555,4907242,3801,1114681,3632,1083446,4867,31235,3541,9523,1729,21712,3153,3792561,2578,3476114,8630,316447,7961,160108,5131,156339,6710,5055069,3801,1061180,3079,1032185,4135,28995,3134,9401,1450,19594,3168,3993889,2077,3666760,7777,327129,7346,178946,5508,148183,5117,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5576606,-555555555,2780714,3477,664267,3189,638483,4214,25784,3206,8867,1735,16917,2738,2116447,2311,1901731,5697,214716,5939,110470,5046,104246,5129,2795892,3477,633515,2956,607843,3633,25672,2731,10316,1806,15356,2293,2162377,2120,1942306,5338,220071,5142,125145,5309,94926,4483,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2984100,-555555555,1446473,5342,367289,4266,365221,4216,2068,940,835,556,1233,723,1079184,2542,1046722,4251,32462,3574,12421,1886,20041,3163,1537627,5342,347264,4388,344731,4639,2533,954,901,645,1632,736,1190363,2182,1161708,2965,28655,2620,13871,2526,14784,2203,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6113532,-555555555,3002694,5152,713043,4779,702721,5008,10322,1498,2119,822,8203,1346,2289651,3741,2175524,6659,114127,6059,54914,4392,59213,4239,3110838,5152,674618,4736,664014,4716,10604,1877,4676,1174,5928,1452,2436220,3839,2314171,5466,122049,4877,62234,3589,59815,3250,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1050493,-555555555,526357,2053,116250,1450,115463,1539,787,530,136,193,651,492,410107,1817,400991,2295,9116,1708,5084,1076,4032,1386,524136,2053,113645,1655,113044,1685,601,484,132,107,469,486,410491,1662,397886,2409,12605,1784,6799,1322,5806,994,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1920076,-555555555,959273,2628,243965,2246,237220,2485,6745,1319,2287,818,4458,1271,715308,1788,647457,3709,67851,3073,26988,2391,40863,2838,960803,2628,230632,2354,223913,2749,6719,1579,1642,880,5077,1382,730171,1670,668155,3177,62016,3042,25400,2856,36616,2458,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2998039,-555555555,1506252,2138,351641,1801,337084,2862,14557,2190,3384,1062,11173,2133,1154611,1217,882684,6914,271927,6807,129827,5228,142100,6220,1491787,2138,332316,1721,320566,2273,11750,1667,2979,795,8771,1460,1159471,1086,861686,7014,297785,7260,157016,6313,140769,5722,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1342795,-555555555,665741,2040,133417,1483,131068,1699,2349,848,516,361,1833,818,532324,1591,495385,3256,36939,2806,19177,2019,17762,2153,677054,2040,124778,1371,121736,1794,3042,1212,1108,461,1934,1093,552276,1365,511439,3154,40837,2942,22882,2607,17955,1921,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,9005644,-555555555,4396848,2405,1010223,2205,948201,5438,62022,5245,15258,2479,46764,4179,3386625,1457,2456529,14005,930096,14156,518012,10194,412084,13020,4608796,2405,968573,2237,909070,5387,59503,4478,14879,2299,44624,3784,3640223,1215,2636782,12948,1003441,12844,588086,11168,415355,10594,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2088070,-555555555,1034144,3903,248617,3223,244107,3766,4510,1498,724,490,3786,1324,785527,2520,698776,4903,86751,4754,35834,3036,50917,3889,1053926,3903,241105,3499,233086,3921,8019,1975,2297,1284,5722,1630,812821,1788,716593,6206,96228,6038,42115,3491,54113,4875,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19849399,-555555555,9637896,4655,2122589,4037,2007736,8027,114853,7583,34582,3234,80271,6389,7515307,3398,5497648,22051,2017659,22019,1100501,17441,917158,16774,10211503,4655,2030908,4065,1920543,6910,110365,6127,34815,3748,75550,4545,8180595,3162,5883091,19065,2297504,19120,1385408,18201,912096,14064,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10273419,-555555555,4998538,6368,1177806,5934,1146547,6921,31259,3767,6769,1580,24490,3509,3820732,4581,3443741,9140,376991,9394,138142,6317,238849,8412,5274881,6368,1123384,5618,1090965,6428,32419,3546,9524,1929,22895,3202,4151497,3608,3762750,10018,388747,9515,165246,7468,223501,8040,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,755393,-555555555,388300,1955,89063,1626,87755,1667,1308,590,706,512,602,450,299237,1592,284105,2519,15132,2010,6488,1716,8644,1636,367093,1955,84073,1542,83180,1549,893,447,203,146,690,433,283020,1451,269291,1972,13729,1770,4591,1210,9138,1606,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11658609,-555555555,5709254,5453,1331851,4268,1312699,5118,19152,3090,4683,1235,14469,2710,4377403,3897,4138399,9704,239004,9576,121246,5915,117758,6598,5949355,5453,1270146,4257,1246910,5475,23236,3803,6174,1459,17062,3428,4679209,3299,4432310,8383,246899,7891,138230,5985,108669,6025,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3930864,-555555555,1948986,3727,494933,2926,488479,3198,6454,1137,1841,668,4613,956,1454053,2384,1342396,4957,111657,4940,37299,2643,74358,4182,1981878,3727,466550,2813,459182,2882,7368,1505,1663,677,5705,1418,1515328,2096,1416924,4369,98404,3799,38832,2394,59572,3184,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4142776,-555555555,2054016,3867,448404,3459,437160,4718,11244,2957,4052,1426,7192,2297,1605612,2771,1416309,7852,189303,6982,82043,5567,107260,6376,2088760,3867,425370,3353,414963,4039,10407,2133,3201,907,7206,1856,1663390,2298,1465626,6275,197764,6547,96350,5171,101414,5378,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12805537,-555555555,6272521,3801,1366718,2940,1334775,4712,31943,3379,8620,1562,23323,3231,4905803,2897,4500956,10259,404847,10289,210479,6832,194368,7897,6533016,3801,1298253,2578,1262799,4409,35454,4060,11867,1750,23587,3254,5234763,2565,4813238,9726,421525,9565,239446,7771,182079,8061,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1059639,-555555555,513198,1829,105391,1032,100228,1596,5163,1230,1225,596,3938,1073,407807,1531,340544,4059,67263,4078,36444,2970,30819,3574,546441,1829,101581,1070,97286,1824,4295,1628,595,505,3700,1577,444860,1566,374564,3762,70296,3430,40785,3137,29511,2925,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,5024369,-555555555,2436902,5724,561271,5440,551630,5546,9641,2280,1888,910,7753,2034,1875631,2907,1761423,5828,114208,4738,46561,3744,67647,4307,2587467,5724,540449,4959,530969,4942,9480,2207,2484,844,6996,1855,2047018,2425,1936053,4548,110965,4688,55261,4576,55704,2986,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,869666,-555555555,438429,2741,108781,2037,107060,1964,1721,983,606,425,1115,927,329648,1942,316231,2520,13417,1738,5311,1409,8106,1500,431237,2741,104447,2250,103052,2413,1395,947,470,489,925,826,326790,1958,313922,1957,12868,1546,6202,1223,6666,1202,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6715984,-555555555,3272135,5451,765792,4844,749824,5042,15968,2491,3783,1095,12185,2195,2506343,4465,2346705,7722,159638,6493,57420,4159,102218,5041,3443849,5451,742460,4759,724236,5598,18224,2923,4082,949,14142,2944,2701389,3754,2547465,6400,153924,5721,64513,4985,89411,5179,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,28304596,-555555555,14062701,9000,3763895,7358,3594593,12842,169302,9734,27623,3381,141679,9097,10298806,5437,8047363,25153,2251443,25026,835911,15107,1415532,26083,14241895,9000,3601268,7563,3443658,11543,157610,9556,22665,3086,134945,8837,10640627,6197,8364842,24108,2275785,22135,926229,16621,1349556,19330,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3101833,-555555555,1563433,2805,476967,2034,466939,2392,10028,1849,1626,733,8402,1907,1086466,2067,964692,4050,121774,3953,46696,2765,75078,3697,1538400,2805,448127,2155,439531,2871,8596,2246,1378,617,7218,2188,1090273,1717,961432,4912,128841,4472,55356,3965,73485,4337,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,623657,-555555555,307810,1172,60811,1154,59996,1267,815,483,224,210,591,455,246999,998,236014,1338,10985,1148,6288,950,4697,869,315847,1172,56944,990,55868,891,1076,537,362,342,714,435,258903,817,243696,1865,15207,1860,8552,1494,6655,1090,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8470020,-555555555,4163754,5887,953132,5439,915394,5389,37738,3655,9084,1621,28654,3201,3210622,4260,2739603,8527,471019,8097,251948,6989,219071,7562,4306266,5887,914949,5642,881797,6359,33152,3489,10084,1956,23068,3152,3391317,3698,2870856,10825,520461,10174,283486,8273,236975,9717,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7405743,-555555555,3698615,3278,838917,2818,802546,4454,36371,3731,9262,1623,27109,3338,2859698,2423,2385958,10011,473740,9907,216947,6684,256793,9203,3707128,3278,807816,2931,771443,4213,36373,3495,9960,1742,26413,3023,2899312,2102,2385643,9319,513669,8892,271344,7098,242325,8119,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1815857,-555555555,897166,3107,191593,2674,190759,2666,834,469,527,386,307,284,705573,1784,692327,2479,13246,1884,6582,1198,6664,1583,918691,3107,181810,2798,181238,2739,572,370,210,222,362,281,736881,1812,721579,2330,15302,2161,8371,1658,6931,1236,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5795483,-555555555,2880454,3795,652243,3199,641984,3742,10259,1659,4368,1090,5891,1318,2228211,2856,2096493,5547,131718,5407,57531,3128,74187,4506,2915029,3795,627118,3263,615537,3477,11581,1651,4681,1017,6900,1426,2287911,2510,2153417,5328,134494,5173,67622,3710,66872,4206,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
