GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025E,B08406_025M,B08406_026E,B08406_026M,B08406_027E,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,B08406_049E,B08406_049M,B08406_050E,B08406_050M,B08406_051E,B08406_051M,NAME,B08406_001MA,B08406_001EA,B08406_002MA,B08406_002EA,B08406_003MA,B08406_003EA,B08406_004MA,B08406_004EA,B08406_005MA,B08406_005EA,B08406_006MA,B08406_006EA,B08406_007EA,B08406_007MA,B08406_008MA,B08406_008EA,B08406_009MA,B08406_009EA,B08406_010MA,B08406_010EA,B08406_011MA,B08406_011EA,B08406_012EA,B08406_012MA,B08406_013MA,B08406_013EA,B08406_014MA,B08406_014EA,B08406_015MA,B08406_015EA,B08406_016MA,B08406_016EA,B08406_017EA,B08406_017MA,B08406_018EA,B08406_018MA,B08406_019MA,B08406_019EA,B08406_020MA,B08406_020EA,B08406_021MA,B08406_021EA,B08406_022MA,B08406_022EA,B08406_023MA,B08406_023EA,B08406_024MA,B08406_024EA,B08406_025EA,B08406_025MA,B08406_026EA,B08406_026MA,B08406_027MA,B08406_027EA,B08406_028MA,B08406_028EA,B08406_029MA,B08406_029EA,B08406_030EA,B08406_030MA,B08406_031EA,B08406_031MA,B08406_032MA,B08406_032EA,B08406_033MA,B08406_033EA,B08406_034MA,B08406_034EA,B08406_035EA,B08406_035MA,B08406_036EA,B08406_036MA,B08406_037MA,B08406_037EA,B08406_038MA,B08406_038EA,B08406_039MA,B08406_039EA,B08406_040MA,B08406_040EA,B08406_041MA,B08406_041EA,B08406_042MA,B08406_042EA,B08406_043MA,B08406_043EA,B08406_044MA,B08406_044EA,B08406_045MA,B08406_045EA,B08406_046MA,B08406_046EA,B08406_047MA,B08406_047EA,B08406_048MA,B08406_048EA,B08406_049MA,B08406_049EA,B08406_050MA,B08406_050EA,B08406_051MA,B08406_051EA,state
0400000US01,1998361,17735,1881544,18416,1714031,19366,167513,7476,132687,7103,21740,2770,13086,2555,7109,1483,6565,1363,415,426,0,198,65,102,64,108,2058,785,23537,3467,15241,2489,68872,5117,1042715,11771,982393,11655,895381,11753,87012,5272,68925,4806,10414,1775,7673,1962,3503,914,3310,853,193,240,0,198,0,198,0,198,1487,658,11785,1907,9224,1687,34323,3559,955646,11661,899151,12128,818650,12347,80501,4805,63762,4464,11326,1747,5413,1038,3606,1106,3255,1019,222,350,0,198,65,102,64,108,571,286,11752,2829,6017,1509,34549,2977,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,287132,6738,244976,6359,42156,4237,28476,3401,7304,2158,6376,2095,6095,1567,5244,1504,60,97,72,120,0,198,719,325,2907,746,26312,2388,19363,1915,15984,2030,199797,4757,157524,5512,134933,5186,22591,2704,15047,2239,4030,1584,3514,1091,3648,1287,3168,1262,0,198,29,50,0,198,451,223,2222,705,15543,1838,13651,1654,7209,1469,157996,3534,129608,3433,110043,3680,19565,2494,13429,1881,3274,984,2862,1415,2447,841,2076,829,60,97,43,73,0,198,268,228,685,344,10769,1424,5712,1134,8775,1113,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,2677631,18680,2342418,18961,335213,10743,254739,9719,48908,4137,31566,3908,54740,5185,51149,5087,1956,688,1273,571,188,244,174,162,25492,2773,60711,4013,45577,3983,193915,7427,1643266,12471,1442309,12598,1259884,13935,182425,7907,137872,6829,26034,3192,18519,3430,28508,3402,26965,3468,668,385,641,383,141,231,93,96,18122,2411,30951,3113,31110,3205,92266,4737,1414800,15229,1235322,14568,1082534,14460,152788,6176,116867,5669,22874,2373,13047,1791,26232,3205,24184,2989,1288,608,632,380,47,77,81,132,7370,1378,29760,2885,14467,1935,101649,4875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,1192070,12666,1065999,12780,126071,6447,96265,5996,18632,2757,11174,2033,3835,1032,3582,1042,0,198,52,104,110,132,91,149,2338,1057,22585,3067,11233,1990,47156,3936,669514,9412,622531,8639,561113,8181,61418,4009,48242,4014,8346,1579,4830,1358,1668,714,1482,640,0,198,52,104,43,58,91,149,1890,934,12060,2068,8024,1634,23341,2435,609703,8283,569539,8472,504886,8756,64653,4457,48023,3827,10286,1902,6344,1231,2167,956,2100,950,0,198,0,198,67,118,0,198,448,391,10525,1903,3209,960,23815,2503,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,15385088,51189,13544216,56744,1840872,27432,1347921,20626,284505,11003,208446,11232,918989,16819,587199,15432,20007,2390,222912,6902,79719,4796,9152,1521,165393,7105,471968,12825,293206,10375,1092887,19780,10001577,31843,8434432,32189,7465163,33985,969269,18005,702058,14584,152722,7696,114489,7985,474113,11871,284381,10693,12920,2063,125767,5477,45964,3519,5081,1158,119991,6001,251001,9728,178565,8294,543475,13282,8325954,32437,6950656,34755,6079053,34937,871603,16803,645863,13461,131783,6193,93957,5533,444876,10356,302818,8782,7087,1257,97145,4401,33755,3289,4071,888,45402,3370,220967,7782,114641,6120,549412,11467,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,2404542,17120,2158675,16124,245867,8636,187658,8432,35115,3740,23094,3093,91772,5885,69549,5525,3123,1375,10792,1770,7877,1638,431,392,31597,3516,77203,4887,27972,2860,244103,8996,1554669,11734,1300498,12632,1165003,11559,135495,6958,104841,5965,17871,2641,12783,2294,48786,4302,35593,3716,1962,910,6042,1312,4846,1101,343,378,22059,2824,43394,3482,18222,2386,121710,6003,1322520,11140,1104044,11342,993672,11522,110372,4859,82817,4692,17244,2319,10311,1696,42986,3111,33956,3150,1161,619,4750,1111,3031,1057,88,105,9538,1463,33809,3483,9750,1527,122393,5791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,1523844,14658,1384005,15380,139839,7585,110126,6262,15548,2526,14165,2205,53225,4477,38718,3866,160,130,1176,604,13171,2189,0,198,5439,1594,49117,4150,16436,2653,91174,4559,887295,11216,782576,10526,710236,11035,72340,5103,55901,4308,8729,1782,7710,1467,21853,2581,15447,2400,41,67,560,319,5805,1373,0,198,3611,1293,24214,3008,8459,1825,46582,3403,851940,11671,741268,10422,673769,9824,67499,4641,54225,3863,6819,1567,6455,1580,31372,3676,23271,3103,119,142,616,536,7366,1621,0,198,1828,749,24903,2688,7977,1653,44592,2955,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,392230,7510,361055,7691,31175,3436,23337,2445,5515,1744,2323,731,8022,1567,6911,1449,240,213,259,339,558,354,54,97,1570,645,9542,1492,3976,1396,22227,2459,222117,5219,198509,5832,183907,5646,14602,2144,11347,1726,1734,738,1521,672,3947,1176,3492,1155,121,152,217,336,63,77,54,97,907,473,5005,1219,2790,1111,10959,1907,215450,5109,193721,4881,177148,5094,16573,2222,11990,1626,3781,1458,802,390,4075,1007,3419,889,119,147,42,50,495,334,0,198,663,340,4537,966,1186,615,11268,1513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,430544,10055,358317,10218,72227,5042,46134,4386,16246,1939,9847,1834,299423,7322,82575,5012,751,464,188891,6204,27133,2994,73,96,21790,2716,47868,3864,17053,2371,27667,2948,437682,7190,233559,7251,195380,6650,38179,3277,22959,2676,8791,1399,6429,1707,144857,5068,37728,3201,628,426,91670,4236,14758,1862,73,96,15131,1965,22341,2731,9672,2060,12122,1790,406663,8427,196985,6782,162937,7011,34048,2847,23175,2553,7455,1216,3418,928,154566,5091,44847,3552,123,199,97221,4590,12375,1939,0,198,6659,1232,25527,2356,7381,1503,15545,2606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,8238886,39504,7392830,40790,846056,20556,650362,17939,122653,7965,73041,6516,160963,8893,140634,8345,1711,935,10608,2743,6657,1713,1353,923,52848,4560,129359,8353,144073,8464,574506,15223,4885364,21985,4302022,25258,3861752,27886,440270,15409,330224,13157,67321,5882,42725,4725,80543,6327,69282,6281,1032,713,5771,1558,3443,1067,1015,854,38090,4024,69521,5534,95483,7406,299705,10270,4415271,22159,3936864,24711,3531078,24777,405786,10946,320138,10168,55332,4212,30316,3227,80420,6156,71352,5552,679,500,4837,1698,3214,1152,338,279,14758,2074,59838,5668,48590,3877,274801,9220,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
