GEO_ID,B23027_001E,B23027_001M,B23027_002E,B23027_002M,B23027_003E,B23027_003M,B23027_004E,B23027_004M,B23027_005E,B23027_005M,B23027_006E,B23027_006M,B23027_007E,B23027_007M,B23027_008E,B23027_008M,B23027_009E,B23027_009M,B23027_010E,B23027_010M,B23027_011E,B23027_011M,B23027_012E,B23027_012M,B23027_013E,B23027_013M,B23027_014E,B23027_014M,B23027_015E,B23027_015M,B23027_016E,B23027_016M,B23027_017E,B23027_017M,B23027_018E,B23027_018M,B23027_019E,B23027_019M,B23027_020E,B23027_020M,B23027_021E,B23027_021M,B23027_022E,B23027_022M,B23027_023E,B23027_023M,B23027_024E,B23027_024M,B23027_025E,B23027_025M,B23027_026E,B23027_026M,B23027_027E,B23027_027M,B23027_028E,B23027_028M,B23027_029E,B23027_029M,B23027_030E,B23027_030M,B23027_031E,B23027_031M,B23027_032E,B23027_032M,B23027_033E,B23027_033M,B23027_034E,B23027_034M,B23027_035E,B23027_035M,B23027_036E,B23027_036M,NAME,B23027_001EA,B23027_001MA,B23027_002MA,B23027_002EA,B23027_003MA,B23027_003EA,B23027_004EA,B23027_004MA,B23027_005MA,B23027_005EA,B23027_006EA,B23027_006MA,B23027_007EA,B23027_007MA,B23027_008MA,B23027_008EA,B23027_009MA,B23027_009EA,B23027_010MA,B23027_010EA,B23027_011EA,B23027_011MA,B23027_012EA,B23027_012MA,B23027_013MA,B23027_013EA,B23027_014MA,B23027_014EA,B23027_015MA,B23027_015EA,B23027_016MA,B23027_016EA,B23027_017EA,B23027_017MA,B23027_018EA,B23027_018MA,B23027_019MA,B23027_019EA,B23027_020EA,B23027_020MA,B23027_021MA,B23027_021EA,B23027_022MA,B23027_022EA,B23027_023EA,B23027_023MA,B23027_024MA,B23027_024EA,B23027_025EA,B23027_025MA,B23027_026EA,B23027_026MA,B23027_027MA,B23027_027EA,B23027_028EA,B23027_028MA,B23027_029EA,B23027_029MA,B23027_030EA,B23027_030MA,B23027_031EA,B23027_031MA,B23027_032MA,B23027_032EA,B23027_033EA,B23027_033MA,B23027_034EA,B23027_034MA,B23027_035EA,B23027_035MA,B23027_036EA,B23027_036MA,state
0400000US01,3906384,4456,270436,6693,112014,5006,8053,1679,103961,5234,158422,6272,326341,6661,249511,6590,102541,5110,146970,6955,76830,4725,1224884,6942,964941,9821,711338,10024,253603,9370,259943,8889,630330,5020,474611,6487,378526,7293,96085,4699,155719,5877,651177,2788,366745,7136,267996,6795,98749,5562,284432,7081,268718,5823,75138,3790,37377,2796,37761,2653,193580,5740,534498,6271,61175,3463,22187,2070,38988,2746,473323,5809,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,573196,1289,37315,2364,19960,2042,3414,1005,16546,1718,17355,1439,54320,2689,46168,2718,21999,2318,24169,2543,8152,1450,215273,3227,181948,3817,119543,4092,62405,3562,33325,2988,89052,2406,75045,2639,50728,2437,24317,2082,14007,1766,94195,1291,66653,2462,42921,2117,23732,1995,27542,2489,34504,2115,13850,1729,6745,1346,7105,1320,20654,2035,48537,1874,8414,1088,2879,689,5535,940,40123,1997,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5571583,4735,384769,5628,172154,6093,18378,1905,153776,5955,212615,5632,475452,3817,379217,6796,173331,5456,205886,6992,96235,5559,1812784,4151,1481370,8533,1083782,10543,397588,10772,331414,8773,850441,3004,682337,7214,515697,8149,166640,6787,168104,6883,847287,1453,536387,6836,371453,7700,164934,5547,310900,6955,394533,8035,127345,5201,55521,3414,71824,3944,267188,7411,806317,8244,92950,4932,29240,3026,63710,3714,713367,7746,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2375324,3142,166700,4898,71563,4445,9072,1829,62491,4283,95137,3633,200226,4303,154225,5346,71100,4814,83125,4834,46001,4153,753782,5833,601935,9041,452958,8852,148977,6704,151847,6788,375887,3898,288251,4996,227958,5727,60293,3536,87636,5584,381705,2381,229731,4533,170617,4865,59114,3380,151974,4485,162714,5001,50765,3277,24160,2228,26605,2482,111949,4349,334310,4731,41202,3195,13469,1747,27733,2660,293108,5120,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31510759,11155,2070389,12492,699805,11143,64154,4102,635651,10566,1370584,14558,2761097,5843,2068234,15853,756701,14431,1311533,17849,692863,14570,11251102,7299,9294405,26734,6451105,32832,2843300,27843,1956697,27109,5159747,5266,4146141,15879,3009322,19832,1136819,17623,1013606,14844,4763607,3694,3209799,16920,2181711,18241,1028088,15470,1553808,16799,1835876,14590,687999,13719,350468,9445,337531,10076,1147877,14991,3668941,14440,471590,11493,167636,7030,303954,9639,3197351,15875,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4488813,4636,291818,5735,166008,5484,18563,2035,147445,5572,125810,5832,374927,4132,329199,5813,149634,5429,179565,6168,45728,4582,1629326,5176,1417866,8541,1035457,10602,382409,8338,211460,8000,714756,3742,608498,6819,457709,7230,150789,5328,106258,5587,704287,2084,509472,5792,350361,6576,159111,5462,194815,5398,278796,5912,113483,4568,51024,3393,62459,3011,165313,5521,494903,5595,79519,3939,22731,1885,56788,3473,415384,6333,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2937891,3242,195311,3764,96984,4259,4080,1086,92904,4364,98327,4207,248726,2310,197512,3524,64434,4853,133078,4684,51214,3432,865521,2740,744792,6661,524386,8291,220406,7706,120729,6433,515325,2301,431944,4994,318164,5321,113780,4870,83381,4927,511914,1357,375033,5453,273071,5369,101962,3631,136881,5543,189220,4569,85832,3452,42803,2922,43029,2679,103388,4100,411874,4192,64110,4009,19629,2115,44481,2903,347764,5024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,1680,49378,1873,23250,1831,1755,801,21495,1783,26128,2102,58899,1739,44074,2881,16951,2134,27123,2450,14825,2236,242017,1753,192700,3752,143091,4717,49609,3956,49317,3624,124532,1461,101216,2677,81152,3097,20064,1924,23316,2392,133920,841,85651,2844,61849,2840,23802,2024,48269,2882,58619,2576,20546,1904,9380,1424,11166,1408,38073,2622,114598,2612,15823,1833,3421,800,12402,1591,98775,2755,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,579654,1066,30746,1906,13204,1844,678,369,12526,1775,17542,1624,54294,1731,40980,2468,14488,1866,26492,2520,13314,2094,264482,359,235401,2763,184195,4778,51206,3796,29081,2747,76277,312,60458,1883,44751,2139,15707,2183,15819,1873,69863,6,44573,2438,34291,2206,10282,1316,25290,2439,27253,1813,12001,1497,7364,1229,4637,993,15252,1958,56739,1771,13420,1762,5462,1204,7958,1548,43319,1882,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17280632,7551,994511,9647,362540,10745,40880,4141,321660,10167,631971,11260,1265944,6756,968549,11112,412811,12213,555738,11477,297395,11797,5243604,8909,4313421,20143,3119696,20231,1193725,20079,930183,19150,2761337,6965,2215104,14563,1684607,18408,530497,12238,546233,12470,2800004,5304,1800348,16318,1269144,17264,531204,11821,999656,16267,1272449,12488,416213,9658,200739,7413,215474,6301,856236,13122,2942783,13380,327079,8680,103325,5599,223754,7560,2615704,14958,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8196727,6599,590725,11603,246029,9215,27416,3040,218613,9312,344696,9629,709976,8192,552274,9504,242680,8227,309594,8603,157702,6434,2805502,8766,2316333,13699,1707271,20489,609062,16529,489169,12765,1418289,7699,1147445,10389,904770,11092,242675,8190,270844,9472,1270385,3827,824031,10914,605371,10573,218660,8389,446354,10036,499779,7994,169093,5890,82233,4247,86860,4513,330686,9065,902071,8273,112548,5573,42029,3725,70519,4349,789523,8107,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1153457,1583,62281,2135,27044,2019,4810,1208,22234,1930,35237,1824,93432,1820,78950,2156,40692,2460,38258,2494,14482,1463,387901,2143,331405,3672,243526,4130,87879,4131,56496,2901,173608,1439,144708,3050,115924,3311,28784,2560,28900,2698,182485,834,133488,2979,100245,3517,33243,2771,48997,2959,84228,2705,35996,2313,20890,2149,15106,1559,48232,2567,169522,2735,22517,2126,9639,1440,12878,1529,147005,2970,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1328549,2458,105490,3601,66692,4056,6586,1506,60106,3618,38798,3245,111271,2941,95650,3760,38166,2898,57484,3958,15621,2748,437185,4117,361257,5226,246068,6869,115189,6007,75928,4780,198380,2427,165394,3472,120619,3411,44775,3435,32986,2688,213629,1874,144407,4576,98363,4701,46044,3415,69222,4144,93035,2866,32982,2408,13839,2126,19143,2311,60053,3422,169559,2848,22514,2209,4887,1021,17627,1967,147045,2849,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
