GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001EA,B27006_001MA,B27006_002EA,B27006_002MA,B27006_003EA,B27006_003MA,B27006_004EA,B27006_004MA,B27006_005MA,B27006_005EA,B27006_006EA,B27006_006MA,B27006_007MA,B27006_007EA,B27006_008MA,B27006_008EA,B27006_009MA,B27006_009EA,B27006_010MA,B27006_010EA,B27006_011MA,B27006_011EA,B27006_012EA,B27006_012MA,B27006_013EA,B27006_013MA,B27006_014MA,B27006_014EA,B27006_015MA,B27006_015EA,B27006_016MA,B27006_016EA,B27006_017EA,B27006_017MA,B27006_018EA,B27006_018MA,B27006_019EA,B27006_019MA,B27006_020MA,B27006_020EA,B27006_021MA,B27006_021EA,B27006_022MA,B27006_022EA,B27006_023EA,B27006_023MA,B27006_024EA,B27006_024MA,B27006_025MA,B27006_025EA,B27006_026MA,B27006_026EA,B27006_027MA,B27006_027EA,B27006_028EA,B27006_028MA,B27006_029EA,B27006_029MA,B27006_030EA,B27006_030MA,B27006_031MA,B27006_031EA,B27006_032MA,B27006_032EA,B27006_033MA,B27006_033EA,B27006_034MA,B27006_034EA,B27006_035EA,B27006_035MA,B27006_036MA,B27006_036EA,B27006_037EA,B27006_037MA,B27006_038EA,B27006_038MA,B27006_039EA,B27006_039MA,B27006_040EA,B27006_040MA,B27006_041EA,B27006_041MA,B27006_042MA,B27006_042EA,B27006_043MA,B27006_043EA,B27006_044MA,B27006_044EA,B27006_045EA,B27006_045MA,B27006_046EA,B27006_046MA,B27006_047EA,B27006_047MA,B27006_048EA,B27006_048MA,B27006_049EA,B27006_049MA,B27006_050EA,B27006_050MA,B27006_051EA,B27006_051MA,B27006_052MA,B27006_052EA,B27006_053MA,B27006_053EA,B27006_054MA,B27006_054EA,B27006_055MA,B27006_055EA,B27006_056EA,B27006_056MA,B27006_057EA,B27006_057MA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,746,532,175678,4637,420448,6434,2589,919,417859,6344,226085,5035,2668,1136,223417,5147,256087,5088,7943,1988,248144,5358,277336,3717,12064,2192,265272,3940,299187,3191,21888,2600,277299,3841,304159,2250,52100,3347,252059,3839,218704,2414,210981,2609,7723,1280,122402,1564,120868,1615,1534,641,2492680,5724,167763,4244,860,485,166903,4248,404854,5054,2415,949,402439,5193,230344,6195,2478,1205,227866,6088,282462,5515,5483,1441,276979,5599,301709,3327,13550,2035,288159,3748,323118,3004,23247,2365,299871,3348,340620,2018,59580,3761,281040,4099,256376,2450,248806,2604,7570,1472,185434,2029,183349,2196,2085,643,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,0,153,31547,1881,68413,2358,111,124,68302,2339,33050,2664,331,282,32719,2629,51570,1973,936,668,50634,2052,46738,1845,495,331,46243,1874,45308,1380,1274,584,44034,1489,48526,910,3000,797,45526,1133,29319,854,27057,1002,2262,566,11643,556,11267,620,376,381,350064,2412,32900,1868,47,69,32853,1887,61523,1903,8,12,61515,1903,32603,1550,172,196,32431,1578,48438,2003,34,57,48404,2004,46398,2018,554,361,45844,1982,42337,1726,936,681,41401,1573,45315,791,2738,843,42577,1156,27107,802,24594,900,2513,732,13443,590,13191,625,252,200,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,1193,673,260892,3313,618452,4976,2135,928,616317,4891,333965,5668,3525,1443,330440,5880,417137,4682,4917,1183,412220,4776,412301,2964,7286,1562,405015,3394,407134,2009,15321,1933,391813,2709,398325,1489,40797,3426,357528,3793,325812,1317,308726,2255,17086,1819,222016,1374,216959,1662,5057,951,3510894,3887,251768,3734,615,449,251153,3752,597135,5137,1477,577,595658,5198,324755,4964,1437,641,323318,4964,403384,4178,3495,1139,399889,4264,422700,2322,7945,1748,414755,2898,428500,2092,15375,1991,413125,3137,441458,1059,40491,2573,400967,2715,370320,1497,354635,2372,15685,1640,270874,1364,265867,1545,5007,1093,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,2129,1134,114020,3091,271815,4346,4106,1984,267709,4531,141415,3978,2558,1102,138857,4206,163784,4511,4319,1253,159465,4535,173771,3114,8286,1686,165485,3319,180348,2786,13617,1988,166731,3401,179447,1792,29953,2537,149494,2765,134649,2156,129621,2209,5028,1194,81043,1222,80717,1201,326,245,1506884,4657,110061,3585,574,459,109487,3709,253769,4632,3553,1314,250216,4706,137389,3437,2518,946,134871,3390,166863,3786,4780,1410,162083,4028,186810,3003,6956,1501,179854,3066,189031,2346,15592,1914,173439,2985,198334,1857,33631,2612,164703,3063,153140,1870,148216,2109,4924,1279,111487,1662,110853,1604,634,372,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,15186,2656,1486055,8085,3379612,12332,39148,3916,3340464,13002,1946447,12636,22861,3226,1923586,13272,2666750,11785,33077,3646,2633673,12730,2560912,5580,40340,3840,2520572,6702,2526206,4303,70559,5000,2455647,6632,2282316,3576,165137,7498,2117179,7994,1468783,2641,1337783,5949,131000,5883,935552,2759,912806,3295,22746,2157,19779016,6604,1430930,7691,16437,2351,1414493,7762,3255690,10386,35738,4202,3219952,11318,1883513,12504,21946,2966,1861567,13479,2584388,11218,31508,3995,2552880,11173,2591862,3513,39503,3834,2552359,5582,2584512,3253,69598,4359,2514914,5458,2442378,2947,182471,7956,2259907,7999,1699022,3522,1580225,6038,118797,5488,1306721,3392,1272845,5117,33876,3427,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,1269,656,204666,3807,478965,4933,3558,1022,475407,4862,263630,5590,2644,986,260986,5466,384020,4969,4611,1145,379409,5098,376335,3554,5765,1349,370570,3573,353019,2914,11462,1776,341557,3153,338474,1785,23750,2614,314724,2875,227526,1732,212272,2198,15254,1645,120384,1522,117928,1802,2456,849,2765782,3756,193747,3759,1805,797,191942,3765,455588,4322,3702,1143,451886,4332,252631,4755,1951,641,250680,4746,372453,4538,3076,916,369377,4548,366941,2443,6343,1287,360598,2550,353088,2143,9240,1480,343848,2590,360473,1421,25781,2402,334692,2696,249596,1977,236464,2384,13132,1951,161265,1927,158386,1892,2879,803,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,94,115,109702,2274,297096,2941,2071,887,295025,3102,168094,3738,1763,941,166331,3771,196907,3260,2941,889,193966,3410,200678,1534,3386,969,197292,1877,246338,1763,8043,1311,238295,2132,245194,1312,17151,1759,228043,2175,156934,1003,142976,2023,13958,1860,95942,1109,94693,1271,1249,510,1819543,2573,105700,2643,0,207,105700,2643,280289,3335,1300,587,278989,3436,168672,3590,1466,898,167206,3739,195917,2461,3212,1183,192705,2650,214032,1455,2614,786,211418,1584,264687,1508,9170,1812,255517,2142,263636,1173,22876,2958,240760,2893,179212,1333,168566,1814,10646,1723,147398,1444,145511,1733,1887,717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,44,73,32623,1263,79124,1860,1076,958,78048,2063,39026,2163,96,108,38930,2149,55393,2069,736,566,54657,2093,51959,1580,597,366,51362,1678,58492,1199,1679,746,56813,1370,62174,740,6820,1497,55354,1655,47492,714,45305,778,2187,694,28134,688,27652,654,482,367,492798,1502,31871,1458,730,624,31141,1625,74811,1891,511,386,74300,1909,42357,1944,80,134,42277,1955,58307,1991,859,427,57448,2032,56533,1002,2359,941,54174,1338,64561,914,2565,965,61996,1313,70853,523,7777,1372,63076,1419,55971,477,53712,885,2259,804,37534,650,37357,623,177,231,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,252,298,25895,879,39950,1365,156,178,39794,1380,37247,1846,317,320,36930,1820,66299,1657,590,473,65709,1724,49005,630,1081,628,47924,879,37234,644,1737,702,35497,822,32414,426,3570,986,28844,1125,19989,540,18250,804,1739,599,12650,484,12206,566,444,280,362873,800,25689,1060,477,727,25212,1237,41849,1884,941,765,40908,2110,45369,1865,698,546,44671,2010,75314,1715,1126,617,74188,1863,51380,395,484,361,50896,552,37764,225,1309,667,36455,721,36663,143,4590,1099,32073,1108,27099,384,24326,921,2773,876,21746,523,21040,621,706,341,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,4519,1331,682354,8104,1580087,7926,13445,3119,1566642,8385,893939,9738,6059,2004,887880,9797,1148101,9222,18871,2777,1129230,9054,1213805,6189,26412,3210,1187393,7452,1322190,5431,55569,4868,1266621,7593,1308553,3989,128144,6324,1180409,7390,1072077,3869,1003294,5997,68783,4724,800526,3282,780569,4097,19957,2381,10652553,6437,653841,6523,5641,1602,648200,6673,1529642,8700,8904,1783,1520738,8780,868340,9975,6190,1543,862150,10408,1187170,9165,15213,3130,1171957,9600,1268760,5219,27566,3492,1241194,6075,1401479,4660,62111,4592,1339368,6224,1469181,3298,149985,6756,1319196,7129,1254343,3374,1184413,5798,69930,4512,1019797,3470,997019,4211,22778,2650,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
