GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001EA,B07008_001MA,B07008_002EA,B07008_002MA,B07008_003MA,B07008_003EA,B07008_004MA,B07008_004EA,B07008_005EA,B07008_005MA,B07008_006EA,B07008_006MA,B07008_007MA,B07008_007EA,B07008_008MA,B07008_008EA,B07008_009MA,B07008_009EA,B07008_010EA,B07008_010MA,B07008_011EA,B07008_011MA,B07008_012MA,B07008_012EA,B07008_013MA,B07008_013EA,B07008_014MA,B07008_014EA,B07008_015MA,B07008_015EA,B07008_016EA,B07008_016MA,B07008_017MA,B07008_017EA,B07008_018MA,B07008_018EA,B07008_019EA,B07008_019MA,B07008_020MA,B07008_020EA,B07008_021EA,B07008_021MA,B07008_022EA,B07008_022MA,B07008_023EA,B07008_023MA,B07008_024EA,B07008_024MA,B07008_025MA,B07008_025EA,B07008_026MA,B07008_026EA,B07008_027EA,B07008_027MA,B07008_028EA,B07008_028MA,B07008_029EA,B07008_029MA,B07008_030EA,B07008_030MA,B07008_031MA,B07008_031EA,B07008_032EA,B07008_032MA,B07008_033EA,B07008_033MA,B07008_034EA,B07008_034MA,B07008_035EA,B07008_035MA,B07008_036MA,B07008_036EA,state
0400000US01,3972124,3503,1266979,13910,1852339,21251,490318,12592,90495,5450,271993,7076,3443202,15231,1021213,16769,1681338,19064,420430,11776,69655,4907,250566,6557,297156,13108,131443,8568,96381,6317,41887,3531,13460,2224,13985,2413,126526,6790,64977,4860,36827,4261,15793,2289,4381,1202,4548,1078,93170,6451,44650,3757,33272,3773,10147,1934,2714,814,2387,789,12070,2016,4696,1126,4521,1360,2061,970,285,320,507,315,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,583639,1229,198675,6510,281374,7721,71435,4225,10310,1611,21845,1999,478023,6546,151030,5762,241221,7616,58175,3871,6979,1309,20618,1883,62594,5583,28856,3072,22077,3404,8303,1643,2829,999,529,292,13535,2159,6860,1555,4130,1263,1747,673,280,287,518,369,24342,2867,10153,1870,10692,2094,3119,931,198,168,180,155,5145,1587,1776,788,3254,1306,91,113,24,40,0,153,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5663228,2008,1896795,18387,2656007,25994,701770,15548,102495,6965,306161,9474,4676492,19337,1455338,22118,2302101,24144,573300,15876,75674,5695,270079,8688,616117,16106,286394,10982,205260,9496,83366,5916,19675,2593,21422,2757,107109,7237,53579,4202,33421,4322,14134,2063,2369,801,3606,921,223861,8805,85144,6744,96479,6175,28467,3260,4424,1423,9347,1470,39649,4839,16340,3107,18746,2866,2503,971,353,300,1707,725,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2418049,3055,673065,12025,1190687,19624,328321,9919,60213,4764,165763,6183,2051490,11886,526491,11888,1064884,20343,270053,9563,41108,4202,148954,6144,194661,9462,75692,4717,67863,5219,31192,3327,10784,1895,9130,1676,99523,6399,42749,4414,30648,3189,15746,2388,6025,1646,4355,1108,64115,5206,24733,2962,23156,3385,10932,1908,2164,816,3130,909,8260,1830,3400,1044,4136,1482,398,283,132,227,194,184,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32009857,3422,11911149,43233,14919610,56474,2983494,33019,630637,14656,1564967,18118,27811712,52265,9859099,51965,13413971,59213,2580408,31230,520050,13430,1438184,18256,2548136,42145,1217337,25197,908960,20686,264103,11107,77081,5602,80655,5129,933268,22631,493453,12774,299502,13365,92143,6521,21787,2297,26383,2663,449549,14848,233361,9366,162487,9474,35744,3984,7428,1630,10529,1618,267192,13202,107899,6629,134690,9621,11096,2100,4291,1387,9216,1558,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4558575,2194,1467541,15888,2287829,20656,542114,12437,62913,5472,198178,5948,3727610,18705,1065890,19596,1989630,20728,452069,11685,45252,4469,174769,5728,367847,13990,169562,8072,136105,9134,41659,3956,9206,1636,11315,1905,241117,9278,124136,6390,74860,6278,30950,2874,4923,1351,6248,1209,192485,9025,94208,6619,74596,5093,15836,2420,3243,1063,4602,1164,29516,4169,13745,2424,12638,2951,1600,699,289,222,1244,618,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2986837,1938,1047626,11642,1400164,15890,326972,9206,38497,3687,173578,6138,2638807,12766,868794,13281,1288462,14754,289788,9157,30644,3329,161119,6105,196950,9142,96557,6387,63104,5433,23397,2565,5012,1379,8880,1640,59836,5473,35627,3788,14622,2634,7443,1419,925,575,1219,615,71559,5333,39429,3826,23652,2828,4983,1380,1780,1076,1715,646,19685,3109,7219,1699,10324,2209,1361,742,136,156,645,354,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,792511,507,269171,6636,375262,10620,86012,5167,14029,2461,48037,2887,691831,6748,218165,7687,344392,10986,74816,4868,11410,2037,43048,2815,55071,5308,28509,3516,15371,2609,7096,1481,1783,801,2312,575,8151,2060,4050,1327,1324,1116,1932,697,473,504,372,381,33513,4156,17104,2799,12331,2195,2089,742,294,329,1695,665,3945,1272,1343,591,1844,892,79,128,69,112,610,387,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,585161,295,334735,5752,164435,6440,48606,3250,12337,1936,25048,2075,465389,6444,248966,6973,142100,6112,42542,3199,9398,1667,22383,2030,57085,5198,38303,4187,10615,1840,3905,1170,2392,857,1870,872,0,208,0,208,0,208,0,208,0,208,0,208,53335,3776,41290,3302,8924,1969,1924,700,402,283,795,436,9352,1743,6176,1454,2796,1054,235,261,145,234,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17514198,4283,5568197,38265,8080557,53698,2283989,30902,381193,13076,1200262,17833,14838142,36289,4453323,39282,7079502,51705,1935069,28617,298576,11299,1071672,18232,1410678,31671,598691,18163,494799,17305,200187,9098,47406,4506,69595,4661,566684,18557,278349,11504,179028,11408,69361,4639,18046,2799,21900,3407,494730,15779,167708,10102,224075,9872,62502,5386,12425,2435,28020,3516,203964,12416,70126,6741,103153,8658,16870,3070,4740,1352,9075,2170,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
