GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001MA,C17021_001EA,C17021_002EA,C17021_002MA,C17021_003MA,C17021_003EA,C17021_004EA,C17021_004MA,C17021_005EA,C17021_005MA,C17021_006MA,C17021_006EA,C17021_007EA,C17021_007MA,C17021_008MA,C17021_008EA,C17021_009EA,C17021_009MA,C17021_010EA,C17021_010MA,C17021_011EA,C17021_011MA,C17021_012EA,C17021_012MA,C17021_013EA,C17021_013MA,C17021_014MA,C17021_014EA,C17021_015MA,C17021_015EA,state
0400000US13,10154747,5504,1517702,49244,1135379,47565,398991,29989,736388,32931,116089,11350,620299,30293,382323,10450,8637045,50110,7441244,48585,5522230,61411,1919014,42930,516154,26824,1402860,37819,1195801,20155,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,132549,8537,90905,7770,33833,5041,57072,6694,10205,2079,46867,6125,41644,3109,1256001,8849,1111544,9508,825285,15471,286259,13955,97803,9898,188456,13979,144457,5947,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,216309,12513,145639,12059,71128,9046,74511,8159,14842,3659,59669,7977,70670,5530,1470182,12450,1270004,13215,1057553,17936,212451,14128,83440,10954,129011,9268,200178,9185,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,1569753,35647,1089592,36102,384213,21897,705379,27515,133025,10418,572354,25146,480161,11140,10933967,35966,9218939,40244,7098532,49268,2120407,43001,644378,27928,1476029,39736,1715028,19956,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,871247,27337,592009,25467,197761,16334,394248,20703,79765,8502,314483,17003,279238,9201,5592389,27299,4734701,28841,3694131,34493,1040570,27007,338917,17561,701653,22004,857688,14503,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,326636,11546,189921,10449,76522,7414,113399,7984,26438,4230,86961,7179,136715,5761,2718049,11516,2252723,14270,1855910,19762,396813,15029,139696,11124,257117,11919,465326,9369,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,336487,14398,217964,13355,88539,9655,129425,10169,24509,4272,104916,8535,118523,6286,2490889,14577,2110723,16234,1713249,20619,397474,17102,143939,10243,253535,13889,380166,9808,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,744239,20861,527745,20026,220711,15556,307034,13966,63674,7649,243360,13200,216494,8251,3572678,20783,3042832,24788,2396266,26595,646566,21126,196700,13910,449866,16014,529846,11303,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,899039,27219,658852,25214,175709,14805,483143,22306,75820,10823,407323,22878,240187,8411,3653998,27455,3108280,30354,2247456,31091,860824,26111,225311,15053,635513,24486,545718,13285,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1301216,1023,144012,7961,77577,6616,30060,3810,47517,5650,14359,3373,33158,4487,66435,4273,1157204,8039,943437,10761,758121,16393,185316,11919,64991,6207,120325,9860,213767,7113,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5915309,2385,549171,21371,378018,17336,114614,12139,263404,17913,49485,7888,213919,16902,171153,8581,5366138,21752,4591148,27950,3403980,35157,1187168,32242,315997,17791,871171,29752,774990,14282,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6622444,3515,692201,22499,432116,18738,135958,12827,296158,14311,42157,6359,254001,13878,260085,9111,5930243,22390,4898049,30846,3794180,32988,1103869,36083,321556,21855,782313,29097,1032194,19150,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9730205,4206,1377766,28586,941130,24991,332870,18364,608260,20691,138892,8914,469368,18857,436636,11367,8352439,29207,6991754,32752,5454454,40837,1537300,27685,470365,17718,1066935,27113,1360685,13964,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5450582,2783,517476,15252,314051,14196,124343,10358,189708,11579,42521,4596,147187,11849,203425,6309,4933106,15199,4107867,19521,3353661,25188,754206,21258,257095,12939,497111,18330,825239,14354,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2889851,1968,571219,15607,424747,15131,111187,10260,313560,14498,49346,7599,264214,14804,146472,7661,2318632,15544,2008652,19708,1458325,27932,550327,24265,145464,11336,404863,22176,309980,10851,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5928516,4473,795732,21880,535570,19609,190211,12904,345359,17472,66973,8369,278386,15448,260162,9912,5132784,22309,4297500,28178,3358274,30526,939226,24159,287748,15332,651478,21427,835284,16127,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1024513,1940,127777,8406,76912,7883,37575,6202,39337,5418,10014,2265,29323,4542,50865,3972,896736,8847,735035,10705,609906,16033,125129,10526,46427,6452,78702,7933,161701,7382,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1865038,1585,200909,11487,131986,10613,51292,6133,80694,7769,17196,3735,63498,7056,68923,3497,1664129,11938,1392712,14876,1149938,17218,242774,13024,89805,7412,152969,11107,271417,7613,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2954279,2075,384120,18511,268754,15752,95939,10444,172815,13709,39492,6169,133323,12876,115366,7581,2570159,18396,2153867,23892,1549112,29812,604755,24085,210554,14299,394201,21799,416292,12579,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1298898,1427,99966,7412,60739,7159,19947,5152,40792,5585,12088,2874,28704,5033,39227,3139,1198932,7780,996269,9836,812690,14866,183579,13315,70981,8180,112598,9650,202663,7048,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8831200,2566,882673,28071,638677,26652,247330,15285,391347,20595,74665,9778,316682,19262,243996,8972,7948527,28274,6949105,33913,5355180,45454,1593925,36493,472815,16629,1121110,32133,999422,17670,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044187,1832,401755,16280,306308,15176,111778,13155,194530,15028,50447,6377,144083,12995,95447,6104,1642432,16168,1377881,17204,979957,20093,397924,18063,136193,13113,261731,16042,264551,9766,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19337685,4757,2722257,47366,1895427,40235,729367,26760,1166060,28307,203721,14529,962339,26913,826830,17660,16615428,47153,13882542,46266,10162132,65650,3720410,54592,1063808,31228,2656602,51168,2732886,28515,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10009042,3839,1471339,35219,1051340,30516,385638,21672,665702,27949,146909,14519,518793,23329,419999,12638,8537703,35686,7222083,39129,5556445,58203,1665638,40988,463336,21335,1202302,34389,1315620,19055,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,729355,1188,75279,5405,39872,4043,14683,3183,25189,3856,5285,1463,19904,3986,35407,3142,654076,5419,530258,6777,442854,9803,87404,7719,35070,5187,52334,6175,123818,5641,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11330762,4496,1582931,31003,1070255,28747,334611,18252,735644,24271,134363,12029,601281,24011,512676,12663,9747831,31083,8122450,31753,6248381,43614,1874069,37354,588635,19564,1285434,31159,1625381,17089,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3814990,2186,603864,16323,436105,15751,170046,11271,266059,12108,57223,5730,208836,11278,167759,6085,3211126,16589,2734893,19549,2104530,21888,630363,20733,202466,10612,427897,16067,476233,10307,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4064467,2475,537974,19115,332718,18352,146795,11895,185923,13358,44059,5492,141864,12503,205256,8665,3526493,18810,2895733,23101,2311290,29245,584443,22929,195435,15766,389008,20601,630760,11882,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12398112,4585,1548720,31552,987938,29743,321821,17494,666117,26426,127081,10496,539036,22905,560782,11132,10849392,31028,9096943,31503,7080224,42208,2016719,39451,630984,23440,1385735,34591,1752449,16478,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1018556,943,118367,9887,75043,9742,23683,5925,51360,8142,6617,2352,44743,8044,43324,3439,900189,10183,747608,11860,572214,14574,175394,12545,47226,6755,128168,11961,152581,7296,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4882720,2812,751907,19900,543459,18276,174421,15128,369038,17664,57179,8311,311859,16882,208448,8677,4130813,20049,3517214,25478,2644784,33716,872430,27754,215486,13599,656944,23182,613599,15972,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,838991,1814,109099,6423,71758,5745,23222,3714,48536,4940,9588,2408,38948,4899,37341,2964,729892,6807,598981,9193,491199,11565,107782,7202,38870,4438,68912,6416,130911,5879,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6555389,3060,980284,25177,707941,22922,261500,16396,446441,17377,79884,10029,366557,17450,272343,11425,5575105,25910,4743007,31322,3661975,39146,1081032,28309,326968,17972,754064,24816,832098,16307,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27676343,7676,4076905,62508,3194725,59966,1346281,39281,1848444,54416,333040,19859,1515404,51937,882180,18598,23599438,63828,20682240,68675,15824939,93866,4857301,71078,1460510,46245,3396791,57200,2917198,33027,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3052633,2684,296557,16717,206594,14733,108641,10964,97953,9612,20673,4739,77280,8468,89963,6823,2756076,17415,2480989,19515,2098954,22908,382035,19590,134847,13282,247188,15515,275087,10242,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,599862,654,67841,5946,39242,5356,17065,3882,22177,3307,5286,1736,16891,2930,28599,2874,532021,5991,422973,7130,339974,7770,82999,6737,27543,3896,55456,5834,109048,4316,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8221024,3096,874483,27673,582444,25766,210599,17113,371845,21494,61909,7311,309936,18252,292039,9918,7346541,28006,6270040,28812,4929727,39035,1340313,33085,401537,19947,938776,25566,1076501,17003,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7273713,3235,802159,24114,516279,20728,209806,16553,306473,19483,74981,8768,231492,16734,285880,9627,6471554,24350,5373520,30553,4305880,38659,1067640,28908,373261,18325,694379,23546,1098034,20271,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1762467,2041,336301,14216,237009,13657,93160,9218,143849,10723,36067,6593,107782,9519,99292,5168,1426166,14254,1211799,14965,961666,17511,250133,11217,91016,6947,159117,10106,214367,6752,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5645194,2570,639564,18029,390020,18220,131872,9232,258148,14921,55145,6794,203003,12902,249544,9538,5005630,17603,4118543,20323,3294078,29684,824465,24197,279984,12814,544481,20705,887087,15470,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,565242,890,64054,6154,40741,5455,18781,4266,21960,4323,3925,1696,18035,3863,23313,2562,501188,6108,418415,7434,343581,10833,74834,7832,27825,5131,47009,5085,82773,4345,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3306715,1129,1468798,31819,1217844,29279,443637,22185,774207,25453,161555,14083,612652,22483,250954,9029,1837917,31679,1638930,32282,1063402,33839,575528,24618,158367,15584,417161,20097,198987,6853,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
