GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001EA,B12002A_001MA,B12002A_002EA,B12002A_002MA,B12002A_003MA,B12002A_003EA,B12002A_004MA,B12002A_004EA,B12002A_005MA,B12002A_005EA,B12002A_006MA,B12002A_006EA,B12002A_007EA,B12002A_007MA,B12002A_008EA,B12002A_008MA,B12002A_009MA,B12002A_009EA,B12002A_010EA,B12002A_010MA,B12002A_011MA,B12002A_011EA,B12002A_012EA,B12002A_012MA,B12002A_013EA,B12002A_013MA,state
0400000US19,2315226,4287,1139286,2502,361248,5574,620314,7197,10597,1725,30728,2282,116399,4979,1175940,2716,290520,5526,621760,8025,13866,1859,113881,3713,135913,5716,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1986018,5693,976850,3678,301523,6131,536889,7485,10572,1759,28492,2033,99374,4227,1009168,3258,234921,5201,537557,6698,13098,2017,94425,3239,129167,5190,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3184517,4633,1550860,3745,459289,7937,827358,10208,25962,2824,49916,2942,188335,6632,1633657,2790,376157,7411,821389,11341,34826,3099,165098,5121,236187,7809,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2386789,5709,1170065,3762,374662,8647,609353,9932,19317,2363,39425,3091,127308,6055,1216724,4013,300861,7604,609303,10105,26217,3081,125997,5028,154346,6642,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1075583,1224,522435,1091,164693,4314,267837,6211,3407,978,16435,1801,70063,3960,553148,947,136586,3844,272246,6372,5514,1319,52288,3133,86514,4669,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2794160,8791,1362505,5539,433987,7956,748497,8810,21438,2272,40763,2697,117820,4759,1431655,4419,369159,6112,742835,8646,20463,1859,137174,4187,162024,5470,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4588159,12246,2203918,7587,832700,10137,1103917,12239,27210,3081,57935,3825,182156,7735,2384241,6785,764523,9128,1084886,11702,38293,3397,218959,6619,277580,8059,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6527393,7052,3208754,4340,1039728,9220,1698145,12516,27856,2640,94462,4234,348563,7744,3318639,4179,864743,7857,1695416,13258,33857,2587,305026,5692,419597,9649,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3818244,5616,1884569,3575,612497,6862,1036187,8774,13975,1638,44076,2315,177834,5058,1933675,3229,514506,6581,1025985,9347,15422,1789,154387,4014,223375,5900,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1435036,4183,699141,3163,202017,6144,378235,7632,11916,1888,22540,2220,84433,4923,735895,2590,159885,4895,381726,8655,15525,2719,87426,4168,91333,5782,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4137946,6052,2020443,4729,616893,9260,1074348,13354,28078,3248,60821,3679,240303,8191,2117503,3511,511895,7677,1065058,13025,36505,3117,214657,6204,289388,8057,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,774581,2143,389558,1613,121858,3530,206868,5580,3339,1025,10516,1280,46977,3519,385023,1513,90076,3639,207080,6419,3818,1020,32925,2382,51124,3597,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1350091,3385,667793,2455,207753,4716,372870,6203,5346,1015,17248,1489,64576,3708,682298,2055,171641,4111,368239,5629,7590,1381,59377,2431,75451,3697,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1609188,12980,819951,7205,269941,7346,396714,8916,12387,2050,24413,2266,116496,5062,789237,7559,198574,6019,376981,8247,16317,2217,69817,3207,127548,5377,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1061706,2212,520592,1694,164191,4129,277708,5226,6547,1318,13714,1779,58432,3532,541114,1344,142908,3308,271439,5838,6436,1481,45356,2948,74975,4100,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5091692,16357,2469039,9409,850619,10731,1326186,13107,28318,2761,71856,4283,192060,8165,2622653,9367,737059,11289,1307475,14045,44715,3825,260867,7005,272537,7607,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1293916,8917,633769,5040,227432,6844,296259,7137,9384,1916,19689,2046,81005,5033,660147,5627,189669,6482,292694,7469,13181,2247,61002,3815,103601,5153,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10560434,27474,5143109,16393,1919083,19759,2583770,18693,83773,4796,145527,5321,410956,9828,5417325,14928,1681669,17062,2524342,19945,107477,5857,528133,9675,575704,10625,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5899918,11716,2871424,7293,857115,11148,1599911,15440,57074,4261,81974,3888,275350,8370,3028494,7117,707701,10886,1584233,15559,73915,5079,289353,6486,373292,9113,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,535813,1936,274564,1670,95224,3683,146897,4400,1645,618,6440,973,24358,2182,261249,1173,64630,2972,144368,4139,1567,508,25542,1626,25142,2334,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7877525,6119,3831806,4419,1239152,11637,1997698,13294,50912,3613,121162,4861,422882,10476,4045719,3510,1046743,10109,2011290,14013,61267,4324,400242,7660,526177,11045,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2326885,4941,1141155,3294,323748,6210,616711,7640,19112,2211,40088,2730,141496,4560,1185730,3010,250936,5560,608511,7833,25693,2353,127869,3748,172721,5124,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2930554,9556,1441671,5838,477738,9312,737767,9605,20410,2727,36187,3059,169569,6525,1488883,5353,389116,7687,730824,12427,26754,2912,121378,5349,220811,7822,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8731279,11009,4241928,6946,1420721,12165,2231231,14130,66558,4146,140584,5542,382834,9529,4489351,6417,1230444,10943,2204304,15599,85070,4922,483010,8081,486523,9902,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,741651,5084,355518,3078,129334,4488,179099,5451,3792,1191,11305,1614,31988,2941,386133,3148,120965,4087,173930,5065,4511,1152,36899,2734,49828,3081,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2830913,6397,1377329,4536,419495,9391,756954,11477,25138,3167,40466,3274,135276,6464,1453584,4173,338459,7136,760580,10978,37449,3667,143863,5006,173233,6887,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,600689,1871,300913,1581,93117,3273,162340,3960,2457,703,8617,1319,34382,2544,299776,1421,70744,2996,165725,4416,4144,1410,28507,2118,30656,2683,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4325660,6341,2099201,4727,608897,10553,1149459,13896,33623,3311,64383,3833,242839,8916,2226459,3864,509052,9051,1155089,14283,41468,3579,222151,6943,298699,8369,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16534239,36950,8170194,20788,2765906,21701,4292961,25930,138580,7384,193200,6507,779547,15046,8364045,20634,2282772,20002,4160453,31794,222867,8992,674854,11012,1023099,17707,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2015680,6223,1001203,3896,313368,5929,577862,7799,7733,1836,19157,2041,83083,4755,1014477,3811,264931,6189,569663,8709,12704,1882,60145,3092,107034,4974,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,500379,1035,244536,948,84164,2524,120799,3001,3004,846,7436,1124,29133,2172,255843,744,71589,2506,121765,3564,3108,868,22248,1645,37133,2389,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4765313,11705,2343521,7227,734680,9416,1300101,12909,41055,3617,61360,3618,206325,6748,2421792,6484,615366,9407,1268924,14325,51010,4434,215823,5917,270669,8917,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4656311,10094,2315917,5831,742903,10794,1230595,12157,25796,2820,57042,3341,259581,8067,2340394,6375,583778,9302,1191899,12024,35093,3779,192531,5555,337093,9922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1410391,3349,686654,2915,208202,6130,351535,7468,9293,1715,27903,2478,89721,5462,723737,2340,168025,4749,357690,6738,10965,1560,87617,3483,99440,4911,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4127353,7124,2040393,4316,667875,8116,1094308,11210,14600,1647,53915,2568,209695,6100,2086960,3877,542464,6878,1090971,11679,18519,2081,185695,4513,249311,7027,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,426684,1876,216665,1496,64933,3144,116150,4162,2102,912,5756,1146,27724,2856,210019,1708,46573,3044,113125,3719,2785,955,18251,2364,29285,2571,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1867149,21447,859158,11686,368291,10388,347759,9237,18945,2724,30621,2669,93542,6073,1007991,12506,352185,11069,349458,9798,27160,3520,120893,6216,158295,7411,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
