GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001MA,B18103_001EA,B18103_002MA,B18103_002EA,B18103_003EA,B18103_003MA,B18103_004MA,B18103_004EA,B18103_005MA,B18103_005EA,B18103_006MA,B18103_006EA,B18103_007EA,B18103_007MA,B18103_008EA,B18103_008MA,B18103_009EA,B18103_009MA,B18103_010MA,B18103_010EA,B18103_011MA,B18103_011EA,B18103_012EA,B18103_012MA,B18103_013MA,B18103_013EA,B18103_014EA,B18103_014MA,B18103_015MA,B18103_015EA,B18103_016MA,B18103_016EA,B18103_017EA,B18103_017MA,B18103_018EA,B18103_018MA,B18103_019EA,B18103_019MA,B18103_020EA,B18103_020MA,B18103_021MA,B18103_021EA,B18103_022MA,B18103_022EA,B18103_023EA,B18103_023MA,B18103_024MA,B18103_024EA,B18103_025EA,B18103_025MA,B18103_026MA,B18103_026EA,B18103_027MA,B18103_027EA,B18103_028MA,B18103_028EA,B18103_029MA,B18103_029EA,B18103_030EA,B18103_030MA,B18103_031EA,B18103_031MA,B18103_032MA,B18103_032EA,B18103_033MA,B18103_033EA,B18103_034MA,B18103_034EA,B18103_035MA,B18103_035EA,B18103_036EA,B18103_036MA,B18103_037MA,B18103_037EA,B18103_038MA,B18103_038EA,B18103_039MA,B18103_039EA,state
0400000US33,1325016,952,654960,2444,33146,711,305,235,32841,727,100039,1308,943,541,99096,1400,144400,1822,908,504,143492,1901,272444,1759,5483,1388,266961,1776,68294,700,2209,632,66085,977,36637,649,2606,753,34031,914,670056,2278,30377,835,51,61,30326,839,94211,1163,872,612,93339,1275,141228,1522,649,372,140579,1519,281792,1615,4375,1071,277417,2037,72515,867,2903,832,69612,1192,49933,846,4062,909,45871,1130,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8902432,1561,4327369,3265,264596,1615,1005,539,263591,1718,741495,2307,5311,1289,736184,2619,971103,2825,9724,1689,961379,2928,1755778,2920,29159,2656,1726619,3870,361658,1769,10308,1449,351350,2322,232739,2061,16669,1891,216070,2771,4575063,2882,255765,1679,813,580,254952,1721,711902,1754,6478,1712,705424,2321,956329,1769,8378,1435,947951,2178,1868063,2053,32824,2733,1835239,3476,429944,1836,14219,1956,415725,2585,353060,2008,30405,2465,322655,2802,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2054301,1433,1007766,4136,64752,2391,556,484,64196,2469,183309,2482,1842,811,181467,2699,233689,2796,4901,1394,228788,3402,368876,3363,14017,2029,354859,3540,98092,1469,5585,1187,92507,1939,59048,1219,7509,1581,51539,2036,1046535,3992,61675,2588,361,292,61314,2616,179066,2360,1787,639,177279,2549,231760,2010,4103,1455,227657,2588,386333,2556,13152,1788,373181,2773,112183,1591,5954,1072,106229,1971,75518,1425,10323,1548,65195,2015,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19608066,2106,9476188,5651,593162,2656,1790,722,591372,2736,1521330,3437,15308,1969,1506022,3941,2350252,4519,24335,3219,2325917,5715,3692600,4856,72975,4682,3619625,6639,803469,2204,24873,2164,778596,2997,515375,1999,38189,2961,477186,3656,10131878,5438,564435,2690,2492,992,561943,2558,1464305,3400,15535,2223,1448770,4007,2385306,3782,21158,2458,2364148,4451,3970144,3895,84263,4651,3885881,6042,958355,2671,36286,2799,922069,3787,789333,2843,72814,3694,716519,4767,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10070781,3392,4844279,7906,305467,4414,695,492,304772,4383,870222,4945,7830,1783,862392,5495,1086514,6056,15116,2378,1071398,6686,1882594,6405,47777,3723,1834817,6585,448940,3100,21365,2384,427575,4043,250542,2131,24716,2117,225826,2526,5226502,7234,295637,4009,882,532,294755,3984,826243,4498,6455,1553,819788,4598,1144986,6011,13330,2603,1131656,6292,2069857,5843,56054,4327,2013803,7061,530018,3692,25121,2708,504897,4055,359761,2678,37800,3093,321961,3717,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,738177,1431,377790,2426,27657,1237,88,130,27569,1235,61302,1595,180,121,61122,1603,103668,2130,917,414,102751,2078,136112,1883,3026,1007,133086,1974,30287,380,874,377,29413,485,18764,340,2040,499,16724,624,360387,2049,25145,1039,206,194,24939,1079,58757,1694,303,204,58454,1739,89909,1786,914,405,88995,1862,129031,1609,2343,764,126688,1843,30484,821,991,311,29493,837,27061,522,2072,605,24989,772,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11485078,1447,5600497,6227,354428,3006,1615,611,352813,3117,973864,3303,10161,1593,963703,3579,1276615,4722,12684,2114,1263931,5384,2170730,4843,54704,3128,2116026,5281,513843,2014,20365,2341,493478,3044,311017,2079,24809,2212,286208,2805,5884581,5958,340702,2431,1156,786,339546,2487,929058,3406,7058,1297,922000,3770,1281333,3575,15218,1989,1266115,4170,2288160,4206,58290,3143,2229870,5296,587343,2663,20505,1873,566838,3332,457985,3172,42865,3422,415120,4199,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3851302,1847,1890297,4538,136647,2211,374,213,136273,2182,356913,2258,3820,704,353093,2329,444886,2996,8824,1338,436062,3260,690741,3124,27110,2954,663631,4189,162415,1750,9663,1172,152752,1962,98695,1156,11514,1341,87181,1744,1961005,3758,125887,1546,794,380,125093,1630,340261,2375,4646,1099,335615,2502,447366,2579,10055,1503,437311,2630,724320,2744,30021,2586,694299,3751,184104,1541,11119,1281,172985,1885,139067,1801,16479,1547,122588,2296,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4102901,1020,2024505,4244,118268,1603,832,584,117436,1742,328390,3041,2021,750,326369,3147,470417,3050,5269,1359,465148,3675,786576,3128,17199,2319,769377,3836,204792,2096,8219,1385,196573,2557,116062,1385,8054,1328,108008,1735,2078396,4036,113985,1851,336,370,113649,1884,311308,2445,2160,981,309148,2418,463652,3158,4918,1191,458734,3234,812657,3408,19063,2408,793594,4289,224756,2005,8976,1253,215780,2380,152038,1641,13916,1755,138122,2106,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12602472,1128,6139951,4643,361122,2014,1572,690,359550,2023,998442,2969,9476,1833,988966,3392,1402966,3628,15067,1991,1387899,4109,2411415,3860,58301,4191,2353114,4980,589639,2262,21232,2386,568407,3365,376367,2438,27252,2162,349115,2845,6462521,4539,343512,1718,2960,1393,340552,2116,953335,2070,7587,1446,945748,2709,1407559,3179,16813,2582,1390746,3863,2527063,3493,60843,3950,2466220,5354,671659,2297,23495,2051,648164,3055,559393,2793,48675,2688,510718,3425,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1044111,858,504557,1863,28026,629,376,569,27650,844,77171,989,623,359,76548,1040,127592,1104,1254,591,126338,1268,197673,1722,3785,1307,193888,2136,47074,780,1666,632,45408,922,27021,753,1301,577,25720,936,539554,1934,26993,701,55,88,26938,694,74480,1075,401,356,74079,1173,129575,1569,1267,672,128308,1714,212543,1347,4853,1090,207690,1680,52463,635,1892,633,50571,884,43500,816,3235,1018,40265,1254,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4928260,2320,2364975,6595,148358,2897,929,685,147429,3028,410931,4646,4753,1045,406178,4816,526893,4856,8624,1867,518269,4844,899687,4425,28042,2943,871645,4966,245125,2058,11176,1530,233949,2502,133981,2065,13852,1784,120129,2324,2563285,6116,141156,2863,1530,1028,139626,2874,398759,3541,4256,1477,394503,3666,552172,3068,8089,2035,544083,3572,1001961,3398,33223,3436,968738,4853,287841,2142,13088,2042,274753,2466,181396,1601,20355,2201,161041,2586,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,851826,955,427382,2875,30609,1488,230,227,30379,1491,77829,1756,470,300,77359,1804,98549,1722,676,330,97873,1732,157282,1880,4390,969,152892,2001,40388,810,1659,493,38729,998,22725,548,1763,614,20962,803,424444,2791,29851,1697,0,163,29851,1697,73730,1366,257,173,73473,1392,93334,2049,1086,469,92248,2203,154894,1597,2326,624,152568,1660,40285,733,800,248,39485,756,32350,877,2508,620,29842,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6612552,2386,3199559,5840,204882,2922,917,535,203965,3108,558798,4810,4729,1590,554069,5090,731166,5139,11012,2358,720154,5415,1242600,5382,40956,3200,1201644,6296,295501,1779,15519,1798,279982,2600,166612,1725,16613,1659,149999,2384,3412993,6037,200246,2824,364,291,199882,2875,541383,4080,5396,1396,535987,4181,755157,2781,12023,1939,743134,3195,1337061,4029,47266,4329,1289795,6798,340540,1694,19311,2183,321229,2674,238606,2183,28810,2363,209796,3321,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27836924,4153,13704361,9643,1033873,5467,3919,1233,1029954,5795,2723208,7077,28088,3918,2695120,7314,3373390,8248,44042,4156,3329348,8872,5065903,9099,128512,7574,4937391,11522,965435,3579,53214,3583,912221,4995,542552,3375,55785,4201,486767,5135,14132563,9109,985905,5400,4997,1262,980908,5731,2612817,7015,29164,3583,2583653,7362,3352741,5912,43627,3828,3309114,6576,5319376,6636,137512,6195,5181864,9429,1098200,3784,64028,4745,1034172,5591,763524,3580,91851,4822,671673,6232,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3076318,925,1545177,3135,129268,1376,681,525,128587,1333,346712,2062,2081,942,344631,2168,399841,2571,4724,1331,395117,3261,515108,2531,8184,1453,506924,2963,95170,1119,4233,924,90937,1374,59078,883,4339,1169,54739,1483,1531141,3167,123821,1315,446,431,123375,1332,323362,1871,3106,952,320256,1897,392666,1675,4040,1013,388626,1883,515405,1946,8683,1604,506722,2677,104884,1240,5646,1179,99238,1713,71003,1186,5812,905,65191,1521,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,617556,273,304204,1259,15637,720,32,53,15605,733,45108,1087,295,250,44813,1118,70637,1058,1023,521,69614,1124,120607,1016,1998,739,118609,1155,33705,482,760,292,32945,554,18510,419,1053,373,17457,536,313352,1189,14459,552,137,157,14322,562,42300,828,184,164,42116,845,68498,992,543,478,67955,1042,126583,1003,2371,724,124212,1277,36714,603,862,383,35852,677,24798,426,2552,643,22246,713,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8256810,4827,3997118,7290,257474,3490,1060,609,256414,3619,693389,4637,5551,1360,687838,5063,921251,6024,11534,2052,909717,6547,1569840,5870,34101,3404,1535739,6750,352864,2541,15088,1772,337776,3024,202300,2436,16072,2024,186228,3157,4259692,6007,244446,3468,1556,718,242890,3422,669785,4315,5990,1364,663795,4441,957388,5467,14675,2473,942713,5209,1699274,5046,41989,3036,1657285,6186,401713,2886,16574,2104,385139,3792,287086,2802,26127,2273,260959,3690,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7299812,2782,3619124,4673,231620,1571,844,486,230776,1512,606080,2637,5771,1297,600309,3112,868472,4152,10965,1927,857507,4438,1411371,3937,29174,3037,1382197,4208,323280,2150,13092,1601,310188,2509,178301,1427,14374,1702,163927,2066,3680688,4107,223395,2186,1349,803,222046,2285,584226,2447,4128,1103,580098,2733,840791,3429,8859,1491,831932,3643,1435872,3317,29142,2746,1406730,4280,354629,1947,13440,1666,341189,2657,241775,2347,25431,2155,216344,3151,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1787126,719,877573,3347,51869,1913,331,367,51538,1943,138989,2734,1969,776,137020,2670,184646,2072,3559,1280,181087,2477,347566,2384,16112,2123,331454,3147,97811,968,8017,1108,89794,1399,56692,819,6261,1008,50431,1308,909553,3271,46018,1825,809,485,45209,1843,135227,2613,2207,888,133020,2723,181084,1749,3501,1233,177583,2170,359817,1966,17939,2316,341878,2983,107441,937,6009,1163,101432,1441,79966,1304,11199,1608,68767,1782,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5723963,784,2832224,4246,171191,1978,1073,590,170118,2079,480898,2510,2567,559,478331,2514,636376,3133,6258,1232,630118,3225,1121087,3140,17820,1853,1103267,3347,264986,1367,8864,1133,256122,1743,157686,1402,10054,1150,147632,1684,2891739,4172,162794,1634,669,349,162125,1636,464050,2687,3574,913,460476,2773,627794,2547,6137,1188,621657,2977,1131676,2888,19018,1667,1112658,3358,283244,1636,7856,1222,275388,1961,222181,1450,14577,1631,207604,2152,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568891,1060,288544,2571,18810,1350,0,201,18810,1350,52428,1563,166,178,52262,1586,65394,1810,1106,626,64288,1911,109095,1651,2943,1080,106152,1986,27417,963,1609,664,25808,1153,15400,918,993,380,14407,937,280347,2527,19100,1206,0,201,19100,1206,47218,1745,354,325,46864,1715,63068,1713,306,229,62762,1711,105622,1115,2196,657,103426,1183,27340,1075,932,428,26408,1091,17999,904,1432,586,16567,1104,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3309977,1047,1569208,5008,82207,2747,439,567,81768,2624,262482,3557,3625,1320,258857,3735,354286,2762,9152,2258,345134,3538,587484,2864,36232,3747,551252,4756,165222,1493,21208,2459,144014,2772,117527,1433,23908,2559,93619,2705,1740769,5004,64492,2806,381,376,64111,2851,246948,3296,6708,1620,240240,3656,367907,2537,8563,1922,359344,3251,690895,2592,46015,3577,644880,4416,202132,317,23977,2521,178155,2521,168395,642,37585,3631,130810,3727,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
