GEO_ID,B19050_001E,B19050_001M,B19050_002E,B19050_002M,B19050_003E,B19050_003M,B19050_004E,B19050_004M,B19050_005E,B19050_005M,NAME,B19050_001EA,B19050_001MA,B19050_002EA,B19050_002MA,B19050_003MA,B19050_003EA,B19050_004EA,B19050_004MA,B19050_005EA,B19050_005MA,state
0400000US01,122171172800,1516314284,2390358200,270449503,36360202800,810646687,55628459400,1180120059,27792152400,631807347,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23237054300,719108995,529433700,109926329,8422820100,393216878,10289307600,500844555,3995493000,315636388,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,197729918900,1953649887,4026507600,313356992,62662279900,1270915215,85014198100,1352199715,46026933400,936349151,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,73289574000,1274363639,2007638900,187917284,23568041100,686973004,31166361800,765941123,16547532200,709189255,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1323405981000,6868136463,17926056800,799925748,448017178600,3298508283,605591069500,4869280433,251871676200,3005323399,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,197800949300,2111682403,4505979400,290393409,70920047300,1149592804,87827689400,1512466536,34547233200,1106917516,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,145743412300,2259428056,1534285200,197741954,39841323900,1050258402,74305662600,1503711920,30062140600,1139407047,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30988938300,1080994119,360845500,81490325,8564148800,507597202,14173559000,569227996,7890385000,676311868,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34085302100,987840881,530102500,84360822,16596136600,706478740,11123705000,525334471,5835358100,525548828,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,584847750800,4379750374,7576746900,418374495,159180433200,2177976558,258030399000,3081853999,160060171700,2250204077,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,296450255200,2824835357,5551019200,305924984,98873290500,1530706964,138699741000,2030060438,53326204400,1177347031,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,45144966400,901878783,684917600,85582812,12797192000,499814481,18957393600,663794049,12705463200,556110249,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,43732892500,1219682511,1015312300,100718011,15041504300,673412677,18396446700,885630601,9279629200,518373758,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,423932112500,3003128648,6486845000,366089235,142736884300,2011063928,194204757500,2184284481,80503625700,1426983202,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,182873666300,2042260592,4175395500,301052261,60502965900,1088915197,82899826100,1363447079,35295478800,879278871,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,94884566900,1220317455,3060547200,267099429,32034537100,642906272,40140832200,798469720,19648650300,768478713,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,85601466100,1188367574,2505076500,237539651,28933719500,726402124,37107184100,813222472,17055486000,686969120,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,115733025600,1530629853,2514463900,253880416,37353091700,984550812,51869821700,1002105470,23995648500,806053646,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,114494393300,1734549590,1950436900,178206038,38527784100,930314418,50593375200,1202747334,23422797100,646912203,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,39813293200,940065975,621972000,100275418,10283278400,369956694,19292016600,698255272,9616026200,442119708,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,234055922300,2484488170,2559050900,231276124,71545732800,1224789280,114221424200,1750452473,45729714500,1007471564,Maryland,null,null,null,null,null,null,null,null,null,null,24
