GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001MA,C03002_001EA,C03002_002MA,C03002_002EA,C03002_003MA,C03002_003EA,C03002_004EA,C03002_004MA,C03002_005EA,C03002_005MA,C03002_006MA,C03002_006EA,C03002_007MA,C03002_007EA,C03002_008MA,C03002_008EA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011EA,C03002_011MA,C03002_012MA,C03002_012EA,state
0400000US13,10429379,-555555555,9427907,3345,5487048,4003,3245371,12914,18335,2443,408067,7143,7967,4781,27473,4733,233646,12888,11704,3237,221942,12880,1001472,3345,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1427538,-555555555,1277413,-555555555,310584,971,22629,2276,1659,671,532881,8970,132740,5282,2268,946,274652,11615,2241,926,272411,11573,150125,-555555555,Hawaii,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,15
0400000US16,1716943,-555555555,1503324,555,1407302,1540,10947,2643,19136,2052,22698,3389,2313,1095,1724,1013,39204,4636,1438,717,37766,4552,213619,555,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12802023,-555555555,10595096,1564,7834272,4560,1790512,9362,12784,1786,689701,6059,3822,1787,19975,4106,244030,11093,11053,2368,232977,10900,2206927,1564,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6666818,-555555555,6205200,1780,5278785,2647,613080,6521,9694,1477,146611,4264,1302,701,9282,2510,146446,7425,3303,992,143143,7358,461618,1780,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3145711,-555555555,2959965,1391,2701250,1762,103989,4203,7825,1140,80937,2850,5604,2148,2532,1707,57828,4974,757,359,57071,4947,185746,1391,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2913123,-555555555,2567613,919,2210739,1447,161148,4593,17617,2361,85386,3289,2861,1456,3283,1217,86579,5542,772,350,85807,5499,345510,919,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4454189,-555555555,4299026,2309,3769995,2657,355829,6238,6882,1682,64381,2736,3470,1487,7045,2617,91424,6132,1589,849,89835,6140,155163,2309,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4684333,-555555555,4440713,2482,2739086,3010,1505991,6526,21942,2201,83959,2085,1227,778,11015,2930,77493,6587,2361,926,75132,6470,243620,2482,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1335907,-555555555,1314008,892,1247090,798,15761,1307,8225,1159,15141,1286,228,186,833,523,26730,2338,550,367,26180,2314,21899,892,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6052177,-555555555,5439468,502,3066146,3413,1776692,9092,11879,1586,389297,4417,1958,741,20777,4374,172719,9869,8202,3280,164517,9483,612709,502,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6859819,-555555555,6048527,150,4906564,8048,477846,7435,9439,2037,450311,5920,953,701,61756,9416,141658,9533,16643,3190,125015,9105,811292,150,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9962311,-555555555,9457913,804,7476534,2419,1359264,8494,45421,3350,306376,5569,2340,935,14060,3155,253918,10019,7730,2199,246188,9613,504398,804,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5576606,-555555555,5279940,938,4455056,1687,356949,5831,53674,2746,272228,4049,1653,773,5909,1990,134471,7337,4405,1311,130066,7193,296666,938,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2984100,-555555555,2898065,3238,1688447,1580,1130323,6252,13240,2236,27467,2778,1095,933,3183,1649,34310,4819,1218,969,33092,4740,86035,3238,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6113532,-555555555,5857729,2366,4854821,3376,694270,8375,21332,3012,123227,4649,8693,2786,11667,3605,143719,8495,3386,1204,140333,8303,255803,2366,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1050493,-555555555,1011560,616,906221,1147,4380,962,62126,3010,7182,1140,1150,802,589,476,29912,2969,883,832,29029,3088,38933,616,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1920076,-555555555,1710159,624,1517634,920,87147,3033,12823,1353,46837,1928,1130,451,1662,780,42926,3184,510,288,42416,3241,209917,624,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2998039,-555555555,2133376,-555555555,1462301,2767,265472,4723,27991,2334,249834,4440,19252,1426,11460,3246,97066,6927,2060,947,95006,6625,864663,-555555555,Nevada,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,32
0400000US33,1342795,-555555555,1292402,1243,1212790,1395,18023,1508,1500,559,35602,1901,337,272,743,520,23407,2408,713,527,22694,2352,50393,1243,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,9005644,-555555555,7165211,-555555555,4939479,3396,1148321,7539,9074,1244,882064,5601,1919,988,36707,5294,147647,7305,12898,2514,134749,7239,1840433,-555555555,New Jersey,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,34
0400000US35,2088070,-555555555,1069726,-555555555,780688,1081,38022,2649,182991,2701,27514,1548,1046,479,2725,1260,36740,3819,1565,838,35175,3673,1018344,-555555555,New Mexico,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,35
0400000US36,19849399,-555555555,16037745,476,10936578,5673,2846481,11890,41752,3593,1718948,10484,4585,1159,112854,11823,376547,12632,36925,5257,339622,11574,3811654,476,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10273419,-555555555,9310953,2657,6472902,2943,2175617,10823,111317,4181,293050,4573,7252,2371,23954,5227,226861,11224,7266,1722,219595,11088,962466,2657,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,755393,-555555555,728914,431,637291,1322,22830,2227,40745,2191,12699,1981,540,445,1908,1283,12901,2294,84,80,12817,2284,26479,431,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11658609,-555555555,11221847,1528,9204374,3074,1421030,10064,17866,2300,256437,4689,3423,1148,21355,3632,297362,10923,7847,2509,289515,10762,436762,1528,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3930864,-555555555,3513156,-555555555,2576937,2060,283068,4764,288580,5998,84404,2875,6407,1980,5479,2093,268281,7420,1504,652,266777,7340,417708,-555555555,Oklahoma,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,40
0400000US41,4142776,-555555555,3601852,-555555555,3132752,1902,74345,3901,38855,3448,180042,4439,15740,2043,6961,2092,153157,5576,2416,792,150741,5592,540924,-555555555,Oregon,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,41
0400000US42,12805537,-555555555,11867109,1252,9780941,3315,1367815,10857,14498,1737,442425,4896,2302,859,23070,5825,236058,11926,8325,1735,227733,11773,938428,1252,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1059639,-555555555,896293,578,763670,1641,57196,4328,3134,1202,37798,1584,1086,1167,7538,2730,25871,3817,3290,1526,22581,3432,163346,578,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,5024369,-555555555,4738379,942,3197812,2438,1344741,8998,12370,1908,74889,3582,6286,4651,8367,2822,93914,8801,1837,1251,92077,8754,285990,942,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,869666,-555555555,838388,818,715927,1042,16345,1912,74563,2364,10612,1909,779,586,758,908,19404,2426,0,163,19404,2426,31278,818,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6715984,-555555555,6354781,2416,4962226,1952,1115187,7638,13699,2086,118312,3882,5799,2982,9813,3002,129745,7932,3106,1304,126639,8002,361203,2416,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,28304596,-555555555,17145845,144,11855092,6976,3330204,14749,71859,5406,1344963,12041,20459,2415,51447,7053,471821,18799,21656,3994,450165,18226,11158751,144,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3101833,-555555555,2667543,-555555555,2428495,2857,35689,2670,30073,2211,74530,3566,26198,3171,6703,2473,65855,6061,2166,1508,63689,5805,434290,-555555555,Utah,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,49
0400000US50,623657,-555555555,611725,812,578706,253,7731,1089,1971,701,11073,1077,166,230,292,200,11786,1537,245,196,11541,1539,11932,812,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8470020,-555555555,7679358,1672,5226540,2732,1595039,9999,20568,3288,539382,7112,2987,788,19779,3085,275063,11944,8924,2214,266139,11873,790662,1672,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7405743,-555555555,6464951,-555555555,5077103,2972,262211,8104,75535,3977,625939,8428,46110,2656,15487,3253,362566,12934,9076,2738,353490,12480,940792,-555555555,Washington,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,53
0400000US54,1815857,-555555555,1793050,1672,1670509,3639,71358,4127,2391,1029,13695,1799,344,483,6730,3074,28023,3362,1051,596,26972,3362,22807,1672,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5795483,-555555555,5397636,619,4706315,3596,362314,4037,44664,2244,158583,3096,3622,2308,9360,3572,112778,4912,3741,1627,109037,4802,397847,619,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,579315,-555555555,521193,-555555555,486586,609,5154,1654,12341,1121,4586,1150,0,201,223,344,12303,2078,152,161,12151,2098,58122,-555555555,Wyoming,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,56
0400000US72,3337177,-555555555,30717,4712,23379,4264,2454,1129,77,93,1498,1081,0,262,1469,691,1840,1144,43,72,1797,1139,3306460,4712,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
