GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001MA,B19037A_001EA,B19037A_002MA,B19037A_002EA,B19037A_003EA,B19037A_003MA,B19037A_004EA,B19037A_004MA,B19037A_005EA,B19037A_005MA,B19037A_006EA,B19037A_006MA,B19037A_007MA,B19037A_007EA,B19037A_008MA,B19037A_008EA,B19037A_009EA,B19037A_009MA,B19037A_010MA,B19037A_010EA,B19037A_011EA,B19037A_011MA,B19037A_012MA,B19037A_012EA,B19037A_013MA,B19037A_013EA,B19037A_014EA,B19037A_014MA,B19037A_015EA,B19037A_015MA,B19037A_016EA,B19037A_016MA,B19037A_017MA,B19037A_017EA,B19037A_018MA,B19037A_018EA,B19037A_019MA,B19037A_019EA,B19037A_020EA,B19037A_020MA,B19037A_021MA,B19037A_021EA,B19037A_022MA,B19037A_022EA,B19037A_023MA,B19037A_023EA,B19037A_024EA,B19037A_024MA,B19037A_025EA,B19037A_025MA,B19037A_026EA,B19037A_026MA,B19037A_027MA,B19037A_027EA,B19037A_028MA,B19037A_028EA,B19037A_029EA,B19037A_029MA,B19037A_030MA,B19037A_030EA,B19037A_031EA,B19037A_031MA,B19037A_032MA,B19037A_032EA,B19037A_033MA,B19037A_033EA,B19037A_034MA,B19037A_034EA,B19037A_035MA,B19037A_035EA,B19037A_036EA,B19037A_036MA,B19037A_037EA,B19037A_037MA,B19037A_038MA,B19037A_038EA,B19037A_039MA,B19037A_039EA,B19037A_040MA,B19037A_040EA,B19037A_041MA,B19037A_041EA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044MA,B19037A_044EA,B19037A_045MA,B19037A_045EA,B19037A_046MA,B19037A_046EA,B19037A_047EA,B19037A_047MA,B19037A_048EA,B19037A_048MA,B19037A_049MA,B19037A_049EA,B19037A_050MA,B19037A_050EA,B19037A_051MA,B19037A_051EA,B19037A_052EA,B19037A_052MA,B19037A_053EA,B19037A_053MA,B19037A_054MA,B19037A_054EA,B19037A_055MA,B19037A_055EA,B19037A_056MA,B19037A_056EA,B19037A_057MA,B19037A_057EA,B19037A_058EA,B19037A_058MA,B19037A_059EA,B19037A_059MA,B19037A_060MA,B19037A_060EA,B19037A_061MA,B19037A_061EA,B19037A_062MA,B19037A_062EA,B19037A_063EA,B19037A_063MA,B19037A_064EA,B19037A_064MA,B19037A_065MA,B19037A_065EA,B19037A_066MA,B19037A_066EA,B19037A_067MA,B19037A_067EA,B19037A_068MA,B19037A_068EA,B19037A_069EA,B19037A_069MA,state
0400000US01,1283039,9632,44669,3860,9669,1663,2979,737,2556,840,3409,1081,3164,1054,3457,1000,3002,793,3514,1096,2035,833,2715,782,3573,1226,2828,916,1115,550,256,212,95,106,302,355,359407,6708,18891,2028,11526,1722,12056,1999,12458,1792,14498,2419,18148,2458,16053,2277,16545,2140,14426,1765,32798,2712,44279,3691,57511,4447,39416,3274,21326,2000,16266,2039,13210,1653,490465,6225,29480,2560,20225,2196,19401,2470,21110,2420,17728,2176,18645,1902,17168,1876,18527,2175,17077,2211,35261,2666,49542,3672,68427,3968,52535,3658,35565,3038,34224,2866,35550,2478,388498,4863,21204,2094,30775,2521,31502,3055,30339,2590,23240,2220,26886,2503,21127,1769,21330,1766,18557,1875,36371,2735,34561,2695,35830,2653,22111,1894,12819,1912,10966,1578,10880,1263,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181774,3200,7526,1440,680,532,456,340,139,137,586,413,439,526,938,533,449,283,606,402,272,245,898,435,672,351,996,669,211,199,142,183,30,36,12,22,64838,2620,1379,472,994,532,965,497,2007,964,2341,908,2171,815,2262,843,2741,944,1750,514,4893,1203,7927,1676,10291,1530,9333,1424,6443,1133,5213,1071,4128,722,71618,2106,2768,711,1256,453,1468,638,1747,616,2172,704,1958,592,1837,600,1645,497,2265,671,4171,983,6441,1032,9155,1163,9471,1426,6676,1132,9506,1307,9082,1471,37792,1538,1288,607,2221,676,1849,463,2083,646,2252,631,1222,323,1360,508,1071,504,1181,506,3554,718,3459,747,4810,852,4155,950,2336,636,2483,710,2468,726,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2104338,11676,76753,5007,12851,1831,4238,1118,5463,1281,5157,1262,5966,1451,5111,1202,5535,1402,5357,1226,3703,969,7998,1917,7076,1262,4657,1303,2440,888,411,262,680,472,110,131,612763,8776,30645,2971,16913,2040,16387,2152,29024,3442,26474,2655,27043,2901,30270,2723,33097,3879,24328,2859,48973,3468,67287,4789,91350,4487,66851,4282,37376,3698,36757,2636,29988,2805,763253,7343,44406,3162,25229,2033,27360,2638,26396,2485,25760,2355,28047,2715,26537,2588,29198,2705,28940,2607,58641,4726,79070,4719,103980,4850,79297,4322,54045,3354,58075,3542,68272,3827,651569,5682,39470,3343,38371,2748,43859,2869,46032,3473,37791,3032,36164,2368,34974,2539,35889,3159,31968,2442,56050,2780,70237,3837,72036,3363,44512,2704,21126,1884,20845,2180,22245,2228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,907964,7326,38788,3029,5786,1225,2767,904,3059,1014,4699,1432,3306,964,2524,917,2565,810,1954,609,1350,488,4062,1062,3761,1034,1866,750,861,512,23,40,205,194,0,201,271971,5408,15556,2234,11865,1945,8294,1409,12697,2142,13801,2417,13604,1925,12871,2062,17048,2437,12100,1778,25327,2571,32577,2913,37964,3060,25554,3112,11554,1557,13616,2101,7543,1340,333005,5447,23175,2581,15973,1997,15507,1957,14270,1911,16891,2061,15576,2046,13990,1882,15756,2081,15506,1825,23947,2470,33152,2976,42635,2674,30878,2785,19234,2428,19488,2091,17027,2114,264200,3670,16552,1674,24487,2168,22916,2446,23334,2408,18742,1863,16869,1816,15821,1693,13749,1500,11936,1717,22383,1944,24411,2388,23550,2254,10939,1585,5957,1003,6135,1116,6419,1062,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8372857,23711,202219,7635,26803,3030,11793,2003,10909,1669,14259,2137,13173,2132,12427,2176,11004,2148,11383,1713,9803,1764,17030,2283,22102,2764,17333,2208,8658,1458,5199,1427,5778,1351,4565,1185,2567960,18469,94457,5866,62167,4633,66089,4797,88375,5145,84476,4547,90891,6015,90823,5772,95981,6368,88017,4798,176678,7232,258720,8122,350787,10698,295298,9609,195612,6810,242913,8426,286676,6940,3286957,16144,129682,6026,106957,5245,77346,4909,99998,6055,83409,4156,97109,4813,87409,4151,104472,5300,89599,4499,192486,7072,288027,8048,409991,10059,366282,8552,259021,8004,357519,7973,537650,11630,2315721,11817,122643,5733,154381,6192,139270,5208,132033,6054,121715,5968,114250,4333,106982,4923,95545,4513,87219,4330,169758,6145,205296,6121,260619,7124,183317,6026,115035,4585,131168,4374,176490,5405,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1864952,9353,77933,3290,8193,1541,4290,1012,4349,1182,4406,1128,6512,1477,4871,1203,5917,1321,4782,1138,5242,1349,7261,1387,8268,1592,8420,1608,3758,1107,777,401,151,146,736,440,645476,7568,19227,2226,11961,1738,14561,2067,18570,2898,18678,2922,25533,2758,26570,2787,25543,2618,26894,2940,49052,3503,74130,4366,98898,5377,82187,4573,54349,3370,54664,3573,44659,2894,699735,7027,35153,3175,17832,2051,15811,1962,18290,1977,18997,1994,19869,2178,21418,2482,23706,2328,20934,2670,46811,3447,66086,3799,93817,4191,79492,3629,58500,3588,74225,3686,88794,3875,441808,4845,25176,2780,24783,2139,26863,2357,26653,2482,23381,2330,25135,2170,24795,2152,21903,1800,18395,1854,36868,2235,43849,2699,52890,2962,30873,2562,19879,1708,20600,1831,19765,2228,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1083145,7443,21394,2248,3333,1262,830,366,1040,488,1205,612,1574,687,1270,577,1029,473,994,432,1008,546,1364,633,2961,1080,1725,812,1162,499,787,424,788,593,324,376,271856,5335,9851,1629,4379,1157,4315,1194,5024,1355,6862,1646,8367,1730,7925,1459,10688,1582,8155,1459,19302,2756,29148,2757,40486,3215,32730,2759,24821,1978,28585,2576,31218,2437,468135,5781,14955,1930,11941,1814,9248,1470,12267,1732,8821,1474,10409,1715,11447,1760,12395,1672,13574,2407,28479,3032,34713,2985,57648,3612,54791,3164,44765,3499,58124,4044,84558,3542,321760,4322,16844,1962,16816,2183,18126,1952,17781,1716,16786,1785,16802,1888,14833,1868,15536,1719,15061,1721,25652,2723,30692,2618,37854,2669,23999,2481,15981,1835,16866,2094,22131,1954,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,261482,4251,5751,1055,859,398,738,604,436,310,199,191,131,134,662,391,122,126,106,79,289,283,445,385,594,379,844,510,326,224,0,198,0,198,0,198,70057,3078,3717,1095,1618,667,1067,464,1837,674,2742,1012,3377,1062,2957,915,2204,674,3670,1221,5469,1324,10353,2052,10417,1455,7890,1310,4123,792,4772,1161,3844,764,101777,2749,5655,1193,3033,869,3384,997,2703,829,2572,654,3219,884,2486,724,3490,1147,2355,706,6249,1207,9142,1534,15446,1906,11838,1565,7886,1317,11228,1712,11091,1482,83897,2133,4002,995,4694,941,4198,914,4279,949,4533,906,5122,1047,4720,907,4114,859,3389,770,7076,1212,10639,1435,9810,1117,6112,847,3971,771,3644,772,3594,743,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,128669,2932,4763,790,621,332,274,163,260,172,144,95,234,127,133,165,238,138,275,305,258,169,156,125,321,203,526,263,503,221,280,148,333,243,207,146,72616,2515,1373,452,558,313,196,187,678,443,582,330,802,327,834,559,649,351,608,333,2492,904,5637,1189,8566,1266,10126,1490,8073,1229,10764,1219,20678,1730,30943,1571,1663,651,330,267,263,244,248,227,174,183,223,354,297,250,216,235,261,243,917,510,1228,551,2731,888,2954,764,2625,896,4607,1042,12206,1206,20347,1031,498,371,483,353,261,277,294,202,955,527,650,440,283,211,370,284,367,252,929,454,2012,615,2154,686,1721,609,1343,528,2748,848,5279,1053,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6130945,21038,135838,5675,21785,3002,7877,1744,9447,1727,9982,1697,10891,1697,10818,1497,7092,1521,8680,1642,6764,1282,15134,2078,10762,1604,10670,1948,3429,893,1092,474,720,384,695,469,1549725,16424,70177,5030,41082,3062,51189,4085,67292,5366,67951,4777,78462,5148,78919,5791,84919,5345,69968,5154,142712,6133,176736,8400,228388,9044,157210,8181,78356,4963,83037,4778,73327,3905,2296832,16373,133755,6965,79866,4729,87349,5171,87449,5565,84799,5165,97962,5444,95339,6503,101353,4830,87178,5307,180233,7587,233086,7275,304423,8272,214180,6468,142693,6343,165485,7801,201682,7062,2148550,12615,148883,6168,141847,6933,153998,6603,151316,7238,136094,6663,130349,5636,121537,5638,112292,5346,102721,5434,173093,5809,195350,6662,219050,6023,124070,5067,74036,4241,70314,3499,93600,4311,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
