GEO_ID,B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,NAME,B05010_001EA,B05010_001MA,B05010_002MA,B05010_002EA,B05010_003MA,B05010_003EA,B05010_004MA,B05010_004EA,B05010_005MA,B05010_005EA,B05010_006EA,B05010_006MA,B05010_007EA,B05010_007MA,B05010_008MA,B05010_008EA,B05010_009MA,B05010_009EA,B05010_010MA,B05010_010EA,B05010_011EA,B05010_011MA,B05010_012EA,B05010_012MA,B05010_013MA,B05010_013EA,B05010_014MA,B05010_014EA,B05010_015MA,B05010_015EA,B05010_016EA,B05010_016MA,B05010_017EA,B05010_017MA,B05010_018EA,B05010_018MA,B05010_019MA,B05010_019EA,B05010_020MA,B05010_020EA,B05010_021EA,B05010_021MA,B05010_022EA,B05010_022MA,B05010_023EA,B05010_023MA,B05010_024MA,B05010_024EA,B05010_025MA,B05010_025EA,state
0400000US01,1018842,5129,241001,12785,54778,5788,36075,4457,14786,3354,3917,1810,186223,11899,174022,10119,12201,3348,229887,11428,122203,9841,106079,8827,12924,3290,3200,1249,107684,8230,103883,8174,3801,1667,547954,12704,443176,11630,413177,11070,15445,2942,14554,2750,104778,7139,100287,6925,4491,1310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172645,2126,25047,4389,10488,3701,6737,1972,3494,3145,257,194,14559,2646,13385,2355,1174,770,32366,3846,19774,2647,16161,2458,2262,1491,1351,949,12592,2527,10369,1963,2223,1538,115232,4395,93129,4517,81801,4168,4652,1846,6676,1836,22103,2313,20682,2301,1421,576,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1532662,7662,305590,14140,106303,8947,47631,6136,43676,6979,14996,4322,199287,13230,142663,10371,56624,7824,380658,16845,208853,12002,108268,9948,65644,7616,34941,5980,171805,10623,134223,9578,37582,4980,846414,16461,645164,16710,482520,15176,78053,6289,84591,8484,201250,11722,175992,11747,25258,4447,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,663663,4415,144537,9395,47540,6166,34837,5672,10743,2641,1960,1017,96997,7357,89616,7139,7381,2322,179198,8636,101639,7771,78204,6327,17893,3875,5542,1903,77559,5706,74094,5826,3465,1220,339928,8534,271084,9153,248695,8946,11400,2273,10989,2776,68844,5969,62746,5180,6098,2730,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8636131,16233,1521277,33797,600463,21224,128188,10150,381537,19472,90738,9729,920814,28189,524930,19218,395884,19859,1888137,37296,1082919,23099,303564,14659,596463,19452,182892,13716,805218,27224,490114,19760,315104,17195,5226717,38127,4082566,40276,2189678,34992,1165080,23780,727808,21963,1144151,26416,861779,21816,282372,13362,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1202723,5307,138303,9889,50753,7116,24160,3684,18010,4842,8583,3503,87550,7866,67774,7566,19776,4673,233286,10506,139670,10171,79673,8741,42663,5843,17334,3144,93616,8570,71147,6942,22469,4212,831134,12400,674601,12959,544437,13532,64939,6670,65225,6362,156533,8091,137748,7431,18785,3325,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,714184,3142,86245,8424,18762,3588,8348,2241,8514,2602,1900,1530,67483,7570,51746,6742,15737,3456,123285,7890,57345,6572,27445,5994,22383,3399,7517,2452,65940,5911,52103,5585,13837,3135,504654,10486,398977,9793,291928,8475,60044,4843,47005,4530,105677,6209,87466,6110,18211,3234,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,189011,2931,33204,4800,12943,3523,6885,2470,5071,2110,987,1088,20261,3455,17556,3249,2705,1460,37466,4844,17644,3793,7770,2226,8758,2582,1116,1237,19822,3226,16428,2868,3394,1623,118341,6277,87764,6329,68172,4920,13113,2198,6479,1830,30577,4493,27256,3821,3321,1767,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115684,2794,29939,3539,4196,2419,945,637,2046,1600,1205,1685,25743,3385,24076,3223,1667,886,18668,3546,6587,2291,2101,1472,3511,1599,975,872,12081,2643,9961,2610,2120,1258,67077,4224,46291,3451,29457,2462,7915,1768,8919,2112,20786,3774,17011,3695,3775,1455,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3980211,12944,787654,25322,244745,13394,101081,9555,117156,10422,26508,5507,542909,23123,397541,20743,145368,11544,1012491,25411,529187,20423,260154,15315,209196,13410,59837,7094,483304,20361,348008,15963,135296,10753,2180066,28326,1655161,27496,1078846,21666,322929,13318,253386,12867,524905,16503,403331,15114,121574,9854,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
