GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001EA,B10059_001MA,B10059_002EA,B10059_002MA,B10059_003MA,B10059_003EA,B10059_004MA,B10059_004EA,B10059_005EA,B10059_005MA,B10059_006EA,B10059_006MA,B10059_007EA,B10059_007MA,B10059_008MA,B10059_008EA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,state
0400000US25,124335,7790,10580,1931,4133,1059,2456,855,1677,628,6447,1584,113755,7398,27424,3883,13630,2701,13794,2507,86331,6174,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172884,6788,24923,2807,11227,1716,7438,1459,3789,1107,13696,1946,147961,6438,49724,3753,27933,3077,21791,2183,98237,5091,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,6504,1190,3372,875,1748,527,1624,580,3132,738,60699,4422,17577,2169,8846,1484,8731,1389,43122,3736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,15620,2047,8517,1769,5357,1283,3160,964,7103,1444,61431,4375,27712,3345,14153,2591,13559,2136,33719,3666,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,17926,2330,10326,1946,6957,1611,3369,952,7600,1556,98548,6988,43474,4497,25152,3215,18322,2801,55074,4593,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,2503,700,1565,628,655,301,910,540,938,437,13657,2089,6914,1423,3433,1188,3481,785,6743,1527,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,2363,817,1185,467,643,332,542,294,1178,594,24006,2535,8334,1500,4520,1002,3814,1029,15672,2030,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,7467,1470,2344,804,1689,642,655,356,5123,1430,69096,4584,20548,3449,10576,2337,9972,2211,48548,4264,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,1132,662,726,555,349,337,377,394,406,266,24236,3426,7541,1743,4886,1392,2655,763,16695,2705,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,18061,3061,7867,2125,4976,1596,2891,1284,10194,2111,186297,8359,45532,5131,22495,3235,23037,3230,140765,7056,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,14535,3189,6270,1728,2763,858,3507,1408,8265,2656,43467,4425,21044,3486,12631,2797,8413,1818,22423,2516,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,60955,4628,21471,2604,11904,1972,9567,1784,39484,3929,384287,13144,90175,6399,45340,4468,44835,3922,294112,11767,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219800,9608,36366,3431,21281,2420,12688,2046,8593,1445,15085,2431,183434,8673,74655,5513,39790,4199,34865,3648,108779,6374,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,977,357,764,329,539,317,225,176,213,144,6417,1366,2757,890,1814,784,943,364,3660,1136,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,31941,2887,18547,2290,11432,1677,7115,1663,13394,2171,179227,8810,74634,5517,41044,4060,33590,3155,104593,5614,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,15020,1783,8936,1359,5332,1131,3604,765,6084,1039,73600,3979,31918,2907,16638,1950,15280,1877,41682,3227,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,7276,1557,3433,1145,1581,889,1852,672,3843,1009,69302,5386,20358,2945,10191,1917,10167,1849,48944,4221,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,26600,3074,11817,1935,7517,1422,4300,1204,14783,2356,201811,8030,64188,4606,34025,3062,30163,3142,137623,6520,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,1653,908,379,375,254,307,125,202,1274,806,18916,2962,4756,1337,2247,863,2509,936,14160,2696,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119531,6500,22058,3019,14034,2279,8474,1769,5560,1355,8024,1733,97473,6046,41515,4066,22221,2752,19294,2506,55958,4450,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,3099,862,1936,709,1261,739,675,293,1163,430,7885,1389,3712,789,1923,642,1789,419,4173,1118,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158449,8662,27111,3215,16167,2365,10123,1889,6044,1324,10944,2218,131338,7695,58625,4579,31057,3306,27568,2985,72713,5771,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760737,19169,119443,7671,56100,4785,34699,4333,21401,2707,63343,5725,641294,17817,215718,9604,125176,6837,90542,6068,425576,15292,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,3461,966,1185,528,569,370,616,366,2276,833,62137,5082,16553,2636,9416,2194,7137,1315,45584,3685,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,1256,783,491,278,244,181,247,216,765,685,6056,1369,2243,1017,1431,787,812,488,3813,939,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,20881,3087,11679,2292,7442,1792,4237,1223,9202,1991,163013,8574,50270,5048,26263,3173,24007,3236,112743,6680,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,11813,2022,6502,1453,4495,1459,2007,670,5311,1356,131588,6889,40019,3998,20883,2982,19136,2605,91569,5861,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,10598,2348,5061,1405,3691,1096,1370,582,5537,1623,33743,4063,15461,2342,7355,1325,8106,1840,18282,2967,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69450,4192,8344,2012,4595,1465,3118,1285,1477,746,3749,1134,61106,3465,21047,2002,12752,1597,8295,1351,40059,2672,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,712,443,346,363,52,63,294,364,366,252,7669,1738,3828,1384,1523,666,2305,1131,3841,1239,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,39919,4887,15741,3127,9364,2315,6377,1509,24178,3520,41545,5004,12568,2299,6333,1574,6235,1422,28977,4413,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
