GEO_ID,C27014_001E,C27014_001M,C27014_002E,C27014_002M,C27014_003E,C27014_003M,C27014_004E,C27014_004M,C27014_005E,C27014_005M,C27014_006E,C27014_006M,C27014_007E,C27014_007M,C27014_008E,C27014_008M,C27014_009E,C27014_009M,C27014_010E,C27014_010M,NAME,C27014_001EA,C27014_001MA,C27014_002EA,C27014_002MA,C27014_003EA,C27014_003MA,C27014_004EA,C27014_004MA,C27014_005MA,C27014_005EA,C27014_006EA,C27014_006MA,C27014_007EA,C27014_007MA,C27014_008EA,C27014_008MA,C27014_009EA,C27014_009MA,C27014_010MA,C27014_010EA,state
0400000US16,964996,3769,502031,10413,28687,2905,473344,9903,272086,8191,33302,3851,238784,8258,190879,7529,71139,4848,119740,6079,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7669234,6747,4226261,22934,302918,9813,3923343,23322,1956762,20434,435274,11514,1521488,18181,1486211,19791,627031,14485,859180,15593,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3910354,5624,2169063,18749,130082,6390,2038981,20013,991471,16103,188117,7923,803354,14473,749820,14153,344026,11126,405794,10273,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1825767,4225,1116282,9447,73234,4253,1043048,9957,454432,8144,105739,4224,348693,7602,255053,6722,119866,5387,135187,5172,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1671821,4780,988914,9203,44089,3687,944825,9661,408922,8686,46897,3540,362025,8653,273985,6563,96887,4257,177098,5274,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2607164,4489,1355751,13946,143700,6672,1212051,13905,614562,10418,197938,6973,416624,8786,636851,10677,404416,10320,232435,7497,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2729961,5381,1408645,16781,143986,7113,1264659,17301,617322,12711,168635,8745,448687,12026,703994,16845,380197,13051,323797,9907,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,790011,2277,429446,6937,21065,2308,408381,7250,220061,6214,37663,3710,182398,5180,140504,5527,82094,4382,58410,3438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3659877,5001,2168164,15097,162175,6776,2005989,15184,878154,13296,188282,8233,689872,12833,613559,10781,275933,9278,337626,8192,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4235243,4803,2335672,18856,249382,10968,2086290,18364,1190578,15367,326374,10851,864204,12648,708993,14837,388843,11583,320150,9933,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5913860,5777,3075859,17353,247676,7485,2828183,16503,1594796,16871,410400,9678,1184396,14503,1243205,16303,670973,13097,572232,10963,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3317065,4653,1955644,14146,154969,5500,1800675,13680,931925,12084,232985,6614,698940,10270,429496,9858,211234,7377,218262,6261,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1705865,5175,865644,11683,45206,3880,820438,12247,367673,8829,50349,4506,317324,8165,472548,11346,219895,9453,252653,9638,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3561566,5666,2016027,14713,88721,5138,1927306,13716,871636,13961,119276,5970,752360,13586,673903,13258,291276,10115,382627,8123,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,610502,2132,323097,6664,28367,2774,294730,6524,187999,6766,45959,4769,142040,5072,99406,5237,44803,4136,54603,3328,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1109152,2900,697087,7514,26201,2242,670886,7842,272557,6440,30537,2357,242020,6863,139508,5242,51947,3019,87561,4169,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1788916,3630,987474,12634,78263,5565,909211,12028,434036,10061,96795,5555,337241,9253,367406,9671,151244,7433,216162,7501,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,821660,2963,475907,7010,22183,2363,453724,7084,225785,7111,40420,3585,185365,6062,119968,5118,54629,4183,65339,3904,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5431362,5561,3046964,19539,175190,8357,2871774,19517,1361524,16754,255280,7695,1106244,16039,1022874,16997,388175,10664,634699,14533,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1186640,4332,578640,9889,93504,5811,485136,10377,286167,8135,107785,5380,178382,7433,321833,9753,185297,8379,136536,6747,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12138390,7331,6496390,29618,726193,13485,5770197,31609,3056331,25247,913893,16600,2142438,25014,2585669,27142,1367087,20913,1218582,21353,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6030609,9672,3288396,24028,172571,7565,3115825,24300,1440317,21611,211626,9576,1228691,20601,1301896,22109,528556,11685,773340,16988,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,447988,2232,273975,5100,12448,2094,261527,5249,122335,4612,17102,2203,105233,4145,51678,2989,17950,1902,33728,2433,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6855594,7105,3749422,20126,307455,9959,3441967,21265,1788075,20170,491061,11828,1297014,19205,1318097,17061,686130,13411,631967,12732,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2248268,4264,1208918,12589,61821,3815,1147097,12518,534043,10153,66042,4319,468001,9289,505307,9983,184147,5606,321160,8078,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2477138,4425,1266806,13474,123158,6085,1143648,13358,732625,13934,200898,8750,531727,12561,477707,10989,248638,9198,229069,7727,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7570498,6876,4188256,20362,273002,8023,3915254,20055,1902923,16449,429605,11610,1473318,16101,1479319,17258,774408,13783,704911,11198,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,650045,2488,348469,7108,32961,3423,315508,7854,183106,6049,47731,3662,135375,6003,118470,5741,68892,4956,49578,3970,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2910554,6234,1555113,16881,102921,6318,1452192,16757,698899,15329,116220,6134,582679,13898,656542,13875,283079,9520,373463,10463,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,491664,2220,299259,5417,15349,1890,283910,5295,123348,4707,17048,2512,106300,4175,69057,3425,24954,2196,44103,2842,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3970871,5983,2175505,19380,160671,6695,2014834,20775,917040,13786,176264,8468,740776,12500,878326,15954,409528,9913,468798,12109,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16685368,12590,9337561,40657,405724,12962,8931837,38555,3827333,34963,395071,11559,3432262,33219,3520474,33437,1033030,20847,2487444,26758,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1773582,3425,958553,11158,31594,2859,926959,11519,518066,9951,47502,3513,470564,9211,296963,8058,74546,5124,222417,7306,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,376724,1572,203515,5727,23605,2277,179910,5776,114808,4543,37782,3539,77026,3881,58401,3064,36616,2926,21785,1962,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5029841,8569,2883861,22502,134951,5770,2748910,22350,1225097,19099,128734,6727,1096363,17229,920883,16047,306922,11046,613961,11974,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4461995,7151,2380257,17808,192710,8524,2187547,18259,1252913,16348,308390,10056,944523,15324,828825,13936,378429,9890,450396,10280,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1045864,3479,488142,8497,48364,3771,439778,8878,243722,7748,77819,5310,165903,6471,314000,8724,193350,7216,120650,6572,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3434358,4740,2016062,13158,114620,5466,1901442,13854,903854,12959,180086,6684,723768,11658,514442,10101,245753,7784,268689,8251,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,334831,1969,186325,4617,8144,1569,178181,4994,93096,4210,13006,2330,80090,4098,55410,3604,19031,2249,36379,2885,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1951365,3872,649593,13620,117972,7730,531621,13731,383462,12165,201474,10309,181988,7822,918310,16413,653217,16709,265093,11269,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
