GEO_ID,B28005_001E,B28005_001M,B28005_002E,B28005_002M,B28005_003E,B28005_003M,B28005_004E,B28005_004M,B28005_005E,B28005_005M,B28005_006E,B28005_006M,B28005_007E,B28005_007M,B28005_008E,B28005_008M,B28005_009E,B28005_009M,B28005_010E,B28005_010M,B28005_011E,B28005_011M,B28005_012E,B28005_012M,B28005_013E,B28005_013M,B28005_014E,B28005_014M,B28005_015E,B28005_015M,B28005_016E,B28005_016M,B28005_017E,B28005_017M,B28005_018E,B28005_018M,B28005_019E,B28005_019M,NAME,B28005_001MA,B28005_001EA,B28005_002EA,B28005_002MA,B28005_003MA,B28005_003EA,B28005_004MA,B28005_004EA,B28005_005MA,B28005_005EA,B28005_006MA,B28005_006EA,B28005_007EA,B28005_007MA,B28005_008EA,B28005_008MA,B28005_009MA,B28005_009EA,B28005_010MA,B28005_010EA,B28005_011MA,B28005_011EA,B28005_012EA,B28005_012MA,B28005_013EA,B28005_013MA,B28005_014EA,B28005_014MA,B28005_015MA,B28005_015EA,B28005_016MA,B28005_016EA,B28005_017MA,B28005_017EA,B28005_018EA,B28005_018MA,B28005_019EA,B28005_019MA,state
0400000US01,4755774,-555555555,1092073,1649,1047096,5409,2547,1541,967201,8475,77348,7252,44977,5288,2882362,3371,2671656,12750,8027,2798,2430379,16909,233250,13374,210706,11840,781339,2995,586079,7185,4379,1084,513034,7105,68666,4478,195260,7258,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712250,-555555555,184501,384,182369,626,24,40,168220,2361,14125,2373,2132,548,446874,1040,433810,2057,675,354,399150,4627,33985,3983,13064,1748,80875,1042,71499,1904,591,315,64578,1988,6330,1344,9376,1569,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6861127,-555555555,1628174,1463,1572934,7013,2170,1773,1454794,11440,115970,9673,55240,6860,4054682,2177,3889286,10420,6276,2062,3620948,17062,262062,13682,165396,10267,1178271,1969,1034526,6463,8867,1410,944581,7529,81078,5168,143745,6110,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2919337,-555555555,706429,1856,679840,4040,937,1109,570715,9316,108188,8693,26589,4357,1734617,2516,1612766,8108,2539,1104,1378955,12617,231272,11418,121851,7679,478291,2487,363672,4577,3618,1025,299930,5087,60124,3901,114619,4327,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38718791,-555555555,9035623,2619,8853279,13712,7233,2268,8318175,22987,527871,16907,182344,12725,24312464,5884,23666215,22406,29201,4341,22340268,31936,1296746,27160,646249,21152,5370704,5212,4679686,12462,28219,2955,4280326,18279,371141,12532,691018,12824,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5487865,-555555555,1259366,1680,1239711,4865,1187,1051,1177416,8056,61108,7099,19655,4472,3471805,2808,3390562,5996,5075,1477,3210863,11111,174624,9710,81243,5919,756694,2268,660234,4600,8622,1437,601218,5007,50394,3736,96460,4650,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3473646,-555555555,740449,926,731420,2450,1278,755,697590,5695,32552,5293,9029,2360,2158363,1918,2086668,6604,4147,1377,1979768,10344,102753,7973,71695,6136,574834,1703,473940,5679,3950,899,436362,6040,33628,3331,100894,5761,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,936905,-555555555,203417,528,200030,1931,163,216,187035,3462,12832,3087,3387,1950,564743,935,547217,3992,258,224,515120,5411,31839,3648,17526,3755,168745,808,145662,2348,1152,458,134059,2632,10451,1400,23083,2326,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,654037,-555555555,123954,577,120209,1590,0,208,103059,4379,17150,3959,3745,1462,449451,811,430771,3526,616,813,391655,5561,38500,4768,18680,3320,80632,722,65343,1773,211,231,55234,2226,9898,2010,15289,1666,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20556254,-555555555,4188677,3183,4065513,11306,2645,1520,3686096,17638,376772,16788,123164,11330,12233314,6184,11758967,19054,11974,2895,10678740,33135,1068253,26122,474347,18095,4134263,5490,3616616,13517,19495,2875,3238036,17653,359085,12608,517647,13380,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
