GEO_ID,B06004F_001E,B06004F_001M,B06004F_002E,B06004F_002M,B06004F_003E,B06004F_003M,B06004F_004E,B06004F_004M,B06004F_005E,B06004F_005M,NAME,B06004F_001MA,B06004F_001EA,B06004F_002EA,B06004F_002MA,B06004F_003EA,B06004F_003MA,B06004F_004EA,B06004F_004MA,B06004F_005EA,B06004F_005MA,state
0400000US01,67308,6742,23692,4260,9814,2150,1611,794,32191,3708,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11279,2328,1912,1328,5288,1530,1557,845,2522,1121,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,432853,21141,224784,13657,70518,7392,8585,2573,128966,9429,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,91890,7755,29816,3885,21820,3739,671,417,39583,4576,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5911803,64869,3325061,42090,169720,9378,64766,5549,2352256,36328,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219189,11815,104703,7390,46613,4643,3440,1151,64433,6541,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,191373,12750,66283,6877,24343,3752,34025,3755,66722,7695,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18372,3423,6403,2058,2877,895,1912,1062,7180,1939,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40116,5076,10547,2834,5225,1520,1579,798,22765,3594,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,602032,29652,152800,12215,107769,9488,87401,8812,254062,16036,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,271833,18068,92330,10040,45550,4851,9205,2530,124748,10269,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,21476,3232,6496,1833,10167,2527,1378,741,3435,1218,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,59093,7378,20274,3989,15106,3022,354,321,23359,3732,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,797916,26426,395638,17116,39340,4514,24019,3423,338919,13827,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,125725,8655,44545,5389,32059,3817,5085,2253,44036,4748,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41459,5461,11884,2499,9903,2251,670,406,19002,3445,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,71385,7823,26967,4697,14845,2060,1120,652,28453,3451,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,42177,5939,10779,2495,10669,3131,1909,1434,18820,3469,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,75586,7165,21817,3348,11987,2297,2572,1033,39210,4976,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2621,1063,795,518,1008,462,0,175,818,514,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,305303,13239,78224,5544,57600,7116,6074,1665,163405,8602,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,261841,16473,90581,8701,23243,2795,41467,4039,106550,9458,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,113928,8680,50469,4855,18717,2392,4252,1413,40490,5096,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,110733,7416,42023,4413,16708,2247,2317,900,49685,4269,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,30914,3890,8872,2511,6351,1494,1032,616,14659,2388,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,81237,8559,29660,4754,18794,3620,2300,1143,30483,4472,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7788,1937,1025,600,3936,1273,181,182,2646,1096,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,38823,4822,15303,3151,7252,1458,778,553,15490,2468,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,333731,16877,94196,7288,83925,6898,4239,1400,151371,8859,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4518,1355,487,334,2179,716,271,283,1581,672,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,538371,20351,180654,10163,54803,5368,43362,5131,259552,14055,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,161056,10764,101472,8526,30936,4403,900,581,27748,4090,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1768858,37683,778774,23773,47643,5868,140965,8189,801476,21882,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,309141,16321,107729,8466,47175,5348,12202,2539,142035,9808,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8251,1916,1470,693,4255,1263,587,502,1939,921,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,110748,8860,47851,5164,18466,2750,11021,2114,33410,4572,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,107507,7386,37848,4361,25189,2999,2636,998,41834,3731,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,123547,12664,46728,6110,27853,4130,3315,2238,45651,5451,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,243000,14284,92692,8324,40570,5515,43705,6038,66033,5986,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,47303,7153,14942,3524,6370,2025,4667,1618,21324,4418,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,81959,8728,20646,3774,16615,3274,3256,1611,41442,5020,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5647,1821,596,395,2009,894,193,174,2849,1240,South Dakota,null,null,null,null,null,null,null,null,null,null,46
