GEO_ID,C14003_001E,C14003_001M,C14003_002E,C14003_002M,C14003_003E,C14003_003M,C14003_004E,C14003_004M,C14003_005E,C14003_005M,C14003_006E,C14003_006M,C14003_007E,C14003_007M,C14003_008E,C14003_008M,C14003_009E,C14003_009M,C14003_010E,C14003_010M,C14003_011E,C14003_011M,C14003_012E,C14003_012M,C14003_013E,C14003_013M,C14003_014E,C14003_014M,C14003_015E,C14003_015M,C14003_016E,C14003_016M,C14003_017E,C14003_017M,C14003_018E,C14003_018M,C14003_019E,C14003_019M,C14003_020E,C14003_020M,C14003_021E,C14003_021M,C14003_022E,C14003_022M,C14003_023E,C14003_023M,C14003_024E,C14003_024M,C14003_025E,C14003_025M,C14003_026E,C14003_026M,C14003_027E,C14003_027M,C14003_028E,C14003_028M,NAME,C14003_001EA,C14003_001MA,C14003_002MA,C14003_002EA,C14003_003MA,C14003_003EA,C14003_004EA,C14003_004MA,C14003_005EA,C14003_005MA,C14003_006EA,C14003_006MA,C14003_007MA,C14003_007EA,C14003_008MA,C14003_008EA,C14003_009EA,C14003_009MA,C14003_010EA,C14003_010MA,C14003_011EA,C14003_011MA,C14003_012EA,C14003_012MA,C14003_013MA,C14003_013EA,C14003_014EA,C14003_014MA,C14003_015EA,C14003_015MA,C14003_016EA,C14003_016MA,C14003_017EA,C14003_017MA,C14003_018MA,C14003_018EA,C14003_019MA,C14003_019EA,C14003_020EA,C14003_020MA,C14003_021EA,C14003_021MA,C14003_022EA,C14003_022MA,C14003_023EA,C14003_023MA,C14003_024MA,C14003_024EA,C14003_025EA,C14003_025MA,C14003_026EA,C14003_026MA,C14003_027EA,C14003_027MA,C14003_028EA,C14003_028MA,state
0400000US01,4705034,4688,1029926,12258,28754,2713,250241,8957,275209,6830,165605,4286,95245,4277,113593,7084,60271,4438,41008,4075,158088,8036,22276,2856,34029,3548,33035,3183,20562,2773,9782,1774,15758,2461,10401,1789,12245,1749,3517020,10842,68154,4172,14847,2286,6365,1269,5271,1311,39711,3397,196990,7144,558206,5829,2627476,6805,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707412,1887,164617,4185,5378,1039,43954,2553,44572,2300,25411,1552,10049,1564,14737,2139,9514,1581,11002,1844,21844,2650,2152,641,6524,1731,3365,825,2851,772,1134,551,1418,753,1232,485,3168,930,520951,3653,13006,1652,4013,1259,809,345,763,348,7550,1234,38165,2632,107403,2797,349242,2606,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6765158,5521,1560096,14765,46840,4178,376511,8541,431218,10093,252496,3259,131191,4609,153738,6901,91576,4917,76526,4333,197448,9467,26189,2713,37418,4106,37475,4034,14838,2038,9322,1971,22406,3274,23089,2659,26711,2548,5007614,13082,110900,5619,25233,3154,10146,1838,12352,2453,56215,3584,299308,6210,838662,6622,3654798,5681,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2893428,4025,659131,10343,25455,2568,173664,7171,180267,5904,109744,3088,53400,2685,56373,4427,32182,3111,28046,3180,84565,6143,8905,1662,16176,2449,15614,2324,9258,1400,9172,1505,12967,2411,6323,1406,6150,1417,2149732,8279,41429,3166,10090,1786,3779,1497,3201,1028,24650,2939,130886,4636,344281,6244,1591416,5050,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38099421,11005,8992599,36637,289048,9279,2139737,19236,2336381,20057,1367970,7048,702883,8558,1096574,14942,644091,14228,415915,10750,1463316,19088,221184,7693,226652,7884,218892,8080,120727,5570,95521,3975,197632,7661,207001,8641,175707,7305,27643506,30276,512961,11076,102119,5649,42590,3648,41893,4059,240493,7280,1466891,16670,5167133,16559,20069426,13603,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5408451,4511,1232111,12375,41203,3057,300752,6909,337866,6741,193298,3076,98461,4450,128312,5294,76297,4779,55922,3871,162452,7413,25006,2614,30449,3396,24837,2673,13768,1894,9874,1772,21067,2784,18064,2072,19387,2343,4013888,12422,67681,3749,15064,2021,7018,1382,6714,1447,39465,3310,225548,6339,772809,7000,2879589,5497,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481238,2850,718866,9193,30185,2861,169021,5969,196282,5388,121748,2389,57720,3134,79339,4280,33900,3666,30671,2858,179743,7157,18694,2111,18545,2329,22361,2972,16756,1845,25061,2433,40048,3599,19776,2507,18502,2587,2582629,9641,26369,2367,7505,1715,5439,1357,2427,928,20545,2243,129339,5068,390465,4594,2000540,4623,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,929575,2315,196594,5436,6234,1375,46983,2975,50613,2514,29491,1126,17913,1612,23664,2118,14166,2359,7530,1532,36452,3354,5249,1150,6864,1370,6591,1448,4899,1019,2025,667,3397,1078,2952,810,4475,939,696529,4639,11060,2045,3077,964,393,289,495,359,5103,949,31838,2410,113831,3013,530732,2399,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,666887,1941,97415,4136,9612,1812,30598,2332,20621,2139,11656,1177,4343,1032,6594,1347,8242,1548,5749,1161,70234,4051,3552,906,4592,1082,5466,1187,3253,901,13455,1639,20433,2580,13668,2169,5815,1249,499238,4779,4816,1545,1718,836,751,506,878,785,2668,875,27267,2040,140444,2641,320696,1640,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20313711,9981,3917522,26177,126560,6365,930567,13814,1024536,14478,625963,6286,314864,8398,441387,12997,268315,11336,185330,8143,853074,17617,107764,6675,160565,7545,154611,6302,79677,4709,53855,3560,106147,7879,93589,6802,96866,5253,15543115,24757,224309,9775,49385,4781,21216,3024,24938,3167,128780,6950,718410,12886,2345933,13169,12030144,12143,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10045363,8263,2359716,22433,82886,5959,598897,12569,658576,12436,375697,5638,193198,6816,219671,7880,118415,6993,112376,7535,388883,14043,52569,3983,66976,5078,64486,5096,42350,3682,29426,2853,51932,4411,36801,3708,44343,4223,7296764,18656,135752,7639,22750,2774,12747,2380,17063,2621,85988,5460,438373,10695,1266150,10986,5317941,11516,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375101,2306,252860,6699,7093,1299,67554,3590,66379,2897,34789,1610,14633,1333,24924,2515,22585,2833,14903,2335,71748,5160,9944,1683,13208,1938,15682,1853,9448,1291,3443,1045,6850,1479,6125,1236,7048,1411,1050493,5660,20099,2148,5319,1222,2003,770,2042,683,12289,1717,61658,2789,177354,3368,769729,3089,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1650911,2644,391660,7667,9758,1822,97772,5061,119836,4576,69085,1930,28015,2513,30122,3072,23448,3230,13624,2006,62359,4910,10134,2054,12930,2094,9752,2079,4906,1211,3872,1212,11180,1875,4882,1066,4703,988,1196892,5789,30302,2545,8790,1755,2188,885,1800,687,18712,2436,69969,3948,193198,4169,871933,3078,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12349981,6458,2627668,17352,106449,5676,649645,11490,740876,12278,445135,4864,210194,5350,251739,7651,123327,5943,100303,5378,589033,14772,62097,3981,100674,5863,91056,6057,45278,3153,50970,3083,108362,6156,73967,5058,56629,3478,9133280,16356,146760,6062,27063,2973,12284,1565,15731,2395,78165,3702,500446,9719,1568135,7660,6784696,7923,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6418699,4953,1389009,13333,42740,3541,346925,7804,386714,7776,228934,3906,112317,4525,149534,6766,70190,4905,51655,3863,272832,9159,28639,2942,58931,4438,52461,3870,30671,2923,28106,2372,40550,3181,16354,2210,17120,2277,4756858,12184,100054,4910,28456,2860,9168,1502,12219,1718,51413,3512,275550,6492,781472,6933,3498526,6799,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3025449,3670,677569,9450,25055,2412,172070,4871,184881,5086,109581,2310,61152,3012,69754,3855,31197,2460,23879,2523,124920,5739,11675,1720,24773,2475,18120,2368,9092,1417,16037,1580,25010,2670,10104,1643,10109,1527,2222960,8849,41631,2830,6166,1158,3216,798,3828,856,19777,2496,129722,5135,351486,4528,1667134,5564,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2803297,3992,666686,8290,26632,2604,169160,4801,170432,5232,103674,2157,55231,3041,75988,3517,37076,3374,28493,2675,110585,6283,14561,2013,27165,3119,20935,2332,11044,1549,8724,1399,10266,1977,8942,1570,8948,1257,2026026,7186,42030,2661,11136,1744,2625,951,3355,797,20364,2185,125447,5659,338093,4685,1482976,4681,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4295775,4729,882232,7859,27980,2340,227457,5873,244388,5958,143970,3266,73789,3636,84343,4780,44956,3860,35349,2858,169062,6619,18659,1924,33927,2871,34449,2860,22970,2494,15431,2102,18949,2483,12735,1809,11942,1671,3244481,8741,71303,4519,17765,2013,7318,1647,6004,1634,39013,2725,189107,5745,516080,5426,2397891,5689,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4511336,5390,939284,13457,41914,3753,237731,7057,249225,7928,144556,3325,78733,4366,100054,5893,49577,4375,37494,4384,236964,9006,28340,3628,54327,4532,56237,4213,33502,2642,18059,2253,21055,2631,13910,2029,11534,1824,3335088,12146,62962,4809,13675,2445,6531,1617,7245,1405,39702,4066,197211,7702,590989,7341,2416773,7182,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
