GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001MA,B25125_001EA,B25125_002EA,B25125_002MA,B25125_003EA,B25125_003MA,B25125_004EA,B25125_004MA,B25125_005EA,B25125_005MA,B25125_006MA,B25125_006EA,B25125_007EA,B25125_007MA,B25125_008EA,B25125_008MA,B25125_009EA,B25125_009MA,B25125_010EA,B25125_010MA,B25125_011MA,B25125_011EA,B25125_012MA,B25125_012EA,B25125_013EA,B25125_013MA,B25125_014EA,B25125_014MA,B25125_015EA,B25125_015MA,B25125_016MA,B25125_016EA,B25125_017MA,B25125_017EA,B25125_018EA,B25125_018MA,B25125_019EA,B25125_019MA,B25125_020EA,B25125_020MA,B25125_021MA,B25125_021EA,B25125_022MA,B25125_022EA,B25125_023MA,B25125_023EA,B25125_024EA,B25125_024MA,B25125_025MA,B25125_025EA,B25125_026EA,B25125_026MA,B25125_027EA,B25125_027MA,B25125_028MA,B25125_028EA,B25125_029EA,B25125_029MA,B25125_030EA,B25125_030MA,B25125_031MA,B25125_031EA,B25125_032EA,B25125_032MA,B25125_033MA,B25125_033EA,B25125_034MA,B25125_034EA,B25125_035EA,B25125_035MA,B25125_036MA,B25125_036EA,B25125_037EA,B25125_037MA,B25125_038MA,B25125_038EA,B25125_039MA,B25125_039EA,B25125_040EA,B25125_040MA,B25125_041MA,B25125_041EA,B25125_042MA,B25125_042EA,B25125_043EA,B25125_043MA,B25125_044EA,B25125_044MA,B25125_045EA,B25125_045MA,state
0400000US01,1841665,12421,1253199,12678,128791,5296,104539,5083,716,517,806,764,256,176,244,205,22230,2783,708141,10380,606557,9824,1695,721,1655,901,774,428,230,165,97230,5556,416267,6478,370445,6114,1632,580,2060,680,133,134,774,345,41223,2979,588466,10414,205931,7663,65966,4366,32039,3166,62973,4536,12900,1944,9417,1517,22636,3175,297251,7127,142044,5688,42717,3727,57189,4141,9434,2089,7353,1150,38514,3131,85284,3712,33366,2343,13762,1948,13634,1733,6091,1276,10704,1284,7727,1600,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,17657,2073,14482,1669,1430,716,176,202,413,369,0,153,1156,600,102054,2711,89800,2743,4262,890,1457,568,1221,915,92,92,5222,1449,39633,1731,35416,1788,1590,501,543,355,553,262,252,164,1279,453,91397,3639,40694,2698,16367,1692,11716,1790,7625,1451,2154,728,1548,613,1284,754,41397,2169,19882,1847,8906,1366,6443,1221,3650,900,797,328,1719,660,9306,1250,2283,583,1726,568,2234,614,1581,596,1098,391,384,317,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,163097,5524,145390,5202,2421,923,2579,980,1111,521,760,406,10836,1849,900613,9489,807120,8521,5347,1282,8824,1736,863,394,4114,1040,74345,4565,588611,6939,488321,6031,5472,1116,5345,982,1676,648,2738,694,85059,3997,900651,12842,317464,7760,111456,6053,37698,3226,88657,5009,26867,3262,40371,3497,12415,1860,454454,10286,223843,7664,50126,3425,84259,5636,23097,2916,39804,3215,33325,3253,128733,4670,45705,3227,14955,2174,18967,2141,10018,1804,28373,2533,10715,1363,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,84226,4874,72257,4391,113,191,190,191,0,201,18,44,11648,1839,418220,7347,362830,6918,757,453,439,360,130,195,144,141,53920,3310,249953,4842,222582,4988,1682,674,362,238,0,201,291,205,25036,2069,400683,9039,149930,5378,63424,3976,24611,2657,40935,3781,6388,1493,3568,871,11004,1934,195212,6644,99144,4959,32400,3153,33689,3653,4329,1186,4643,1084,21007,2332,55541,3437,21469,2422,11753,1476,7465,1308,4041,926,6180,1391,4633,1045,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,554531,9710,479661,9340,16042,2115,20247,2290,7575,1169,12348,1905,18658,2220,4309053,24324,3917518,24096,76135,4739,71059,3568,32786,2707,50939,3488,160616,5983,2261506,14249,1974546,14415,42307,2661,42290,2617,18600,2010,28928,3049,154835,6034,5880007,28546,1782357,18075,527933,12828,291127,9052,467526,11314,197542,7074,273159,8351,25070,2860,3257772,23851,1368798,17415,482095,12476,687528,13336,295643,10027,347376,8623,76332,5127,839878,13435,248166,6469,101842,5091,153813,6777,92199,5819,219716,7554,24142,2755,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,163949,5754,138692,5132,3069,975,7444,1298,3508,982,1605,620,9631,1806,845202,9393,776072,9392,9840,1543,16547,2073,5986,1334,4755,808,32002,2878,385673,4563,342906,5250,6403,1322,9092,1695,5251,1053,4777,869,17244,1752,744383,11664,305951,7280,94204,4789,38476,3514,85026,4878,39929,3803,40246,3171,8070,2001,344006,10015,148334,6359,36320,3246,77275,4377,39605,3632,28298,2607,14174,2380,94426,5105,28101,2669,8755,1559,15722,2223,9414,1451,29715,2470,2719,828,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,74085,3662,65097,3320,3753,935,3218,928,489,335,1282,643,246,222,549855,6888,498055,6350,29375,2889,13544,2157,2770,670,3699,1011,2412,748,274294,4451,238127,4668,17840,1790,7118,1204,2930,881,4168,949,4111,911,458528,7656,134201,5888,25066,2830,45652,3440,30445,2958,14694,2190,18344,2282,0,207,236983,6796,60045,4321,91288,5308,44426,3670,18122,2543,21356,2433,1746,785,87344,3631,15864,1763,20229,2059,17212,2278,9385,1147,24500,2070,154,163,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,23982,2281,20976,2111,174,135,410,321,0,198,123,147,2299,906,144386,4668,131960,4551,327,292,886,465,296,192,492,290,10425,1844,85580,2371,76584,2629,529,333,1618,584,483,193,525,301,5841,1165,103989,4386,36313,3074,11682,1780,4958,1393,14125,1964,2082,739,1997,757,1469,702,51659,3664,24260,2736,6150,1388,14370,1903,1808,632,2307,868,2764,848,16017,1805,5052,1083,1256,496,3436,962,1824,665,3969,935,480,405,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,15394,1617,7361,1075,692,321,1951,688,1523,561,3867,880,0,208,69750,2909,51079,2871,3432,845,2895,737,3733,804,8611,1479,0,208,33661,1757,26066,1659,606,372,843,424,972,530,5174,1056,0,208,162670,3861,67678,3252,9379,1306,9099,1389,13054,1752,5787,1258,30173,2296,186,209,72922,3807,10240,1521,9732,1430,20498,2315,6983,1280,25339,2330,130,220,22070,1758,2889,835,1592,562,4888,954,2919,1019,9718,1308,64,107,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,360189,8494,303653,7681,8510,1769,10914,1737,4270,972,6928,1552,25914,2674,2642208,19496,2246920,20363,39959,3572,61800,4675,39449,3522,54104,4188,199976,7457,2007790,13507,1462041,12904,52177,3932,83886,4724,78041,4123,96223,4278,235422,6467,2679777,21534,793199,14995,256235,10811,107160,6031,220514,8874,88614,6271,84194,4808,36482,3708,1457803,16361,605418,12914,194693,6140,307745,10482,126547,7381,128434,6575,94966,5731,428775,10408,123228,5787,49397,4183,74446,4902,50962,4600,100881,4826,29861,2782,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
