GEO_ID,B25095_001E,B25095_001M,B25095_002E,B25095_002M,B25095_003E,B25095_003M,B25095_004E,B25095_004M,B25095_005E,B25095_005M,B25095_006E,B25095_006M,B25095_007E,B25095_007M,B25095_008E,B25095_008M,B25095_009E,B25095_009M,B25095_010E,B25095_010M,B25095_011E,B25095_011M,B25095_012E,B25095_012M,B25095_013E,B25095_013M,B25095_014E,B25095_014M,B25095_015E,B25095_015M,B25095_016E,B25095_016M,B25095_017E,B25095_017M,B25095_018E,B25095_018M,B25095_019E,B25095_019M,B25095_020E,B25095_020M,B25095_021E,B25095_021M,B25095_022E,B25095_022M,B25095_023E,B25095_023M,B25095_024E,B25095_024M,B25095_025E,B25095_025M,B25095_026E,B25095_026M,B25095_027E,B25095_027M,B25095_028E,B25095_028M,B25095_029E,B25095_029M,B25095_030E,B25095_030M,B25095_031E,B25095_031M,B25095_032E,B25095_032M,B25095_033E,B25095_033M,B25095_034E,B25095_034M,B25095_035E,B25095_035M,B25095_036E,B25095_036M,B25095_037E,B25095_037M,B25095_038E,B25095_038M,B25095_039E,B25095_039M,B25095_040E,B25095_040M,B25095_041E,B25095_041M,B25095_042E,B25095_042M,B25095_043E,B25095_043M,B25095_044E,B25095_044M,B25095_045E,B25095_045M,B25095_046E,B25095_046M,B25095_047E,B25095_047M,B25095_048E,B25095_048M,B25095_049E,B25095_049M,B25095_050E,B25095_050M,B25095_051E,B25095_051M,B25095_052E,B25095_052M,B25095_053E,B25095_053M,B25095_054E,B25095_054M,B25095_055E,B25095_055M,B25095_056E,B25095_056M,B25095_057E,B25095_057M,B25095_058E,B25095_058M,B25095_059E,B25095_059M,B25095_060E,B25095_060M,B25095_061E,B25095_061M,B25095_062E,B25095_062M,B25095_063E,B25095_063M,B25095_064E,B25095_064M,B25095_065E,B25095_065M,B25095_066E,B25095_066M,B25095_067E,B25095_067M,B25095_068E,B25095_068M,B25095_069E,B25095_069M,B25095_070E,B25095_070M,B25095_071E,B25095_071M,B25095_072E,B25095_072M,B25095_073E,B25095_073M,NAME,B25095_001EA,B25095_001MA,B25095_002EA,B25095_002MA,B25095_003EA,B25095_003MA,B25095_004MA,B25095_004EA,B25095_005MA,B25095_005EA,B25095_006EA,B25095_006MA,B25095_007EA,B25095_007MA,B25095_008EA,B25095_008MA,B25095_009MA,B25095_009EA,B25095_010MA,B25095_010EA,B25095_011MA,B25095_011EA,B25095_012EA,B25095_012MA,B25095_013EA,B25095_013MA,B25095_014EA,B25095_014MA,B25095_015MA,B25095_015EA,B25095_016MA,B25095_016EA,B25095_017EA,B25095_017MA,B25095_018EA,B25095_018MA,B25095_019EA,B25095_019MA,B25095_020MA,B25095_020EA,B25095_021MA,B25095_021EA,B25095_022MA,B25095_022EA,B25095_023MA,B25095_023EA,B25095_024MA,B25095_024EA,B25095_025EA,B25095_025MA,B25095_026MA,B25095_026EA,B25095_027MA,B25095_027EA,B25095_028MA,B25095_028EA,B25095_029MA,B25095_029EA,B25095_030EA,B25095_030MA,B25095_031MA,B25095_031EA,B25095_032MA,B25095_032EA,B25095_033EA,B25095_033MA,B25095_034MA,B25095_034EA,B25095_035EA,B25095_035MA,B25095_036EA,B25095_036MA,B25095_037MA,B25095_037EA,B25095_038MA,B25095_038EA,B25095_039EA,B25095_039MA,B25095_040EA,B25095_040MA,B25095_041EA,B25095_041MA,B25095_042EA,B25095_042MA,B25095_043MA,B25095_043EA,B25095_044MA,B25095_044EA,B25095_045EA,B25095_045MA,B25095_046EA,B25095_046MA,B25095_047EA,B25095_047MA,B25095_048MA,B25095_048EA,B25095_049MA,B25095_049EA,B25095_050EA,B25095_050MA,B25095_051EA,B25095_051MA,B25095_052EA,B25095_052MA,B25095_053MA,B25095_053EA,B25095_054MA,B25095_054EA,B25095_055MA,B25095_055EA,B25095_056EA,B25095_056MA,B25095_057EA,B25095_057MA,B25095_058EA,B25095_058MA,B25095_059MA,B25095_059EA,B25095_060MA,B25095_060EA,B25095_061EA,B25095_061MA,B25095_062EA,B25095_062MA,B25095_063EA,B25095_063MA,B25095_064MA,B25095_064EA,B25095_065MA,B25095_065EA,B25095_066MA,B25095_066EA,B25095_067EA,B25095_067MA,B25095_068EA,B25095_068MA,B25095_069EA,B25095_069MA,B25095_070MA,B25095_070EA,B25095_071MA,B25095_071EA,B25095_072EA,B25095_072MA,B25095_073MA,B25095_073EA,state
0400000US01,1253199,12678,58708,3909,1731,601,1432,569,2041,664,2208,753,2311,746,4055,870,30911,2630,14019,2128,113761,5223,30589,2674,15531,1711,12218,1659,8948,1384,7076,1464,10348,1629,29051,2858,0,200,177833,6465,88377,4473,17488,1865,15441,1873,12615,1717,11881,1943,16398,2537,15633,1931,0,200,165380,6245,95794,4839,21258,2149,16045,2078,12909,2247,6360,1161,8170,1807,4844,1124,0,200,245908,7356,166189,5712,38337,3044,20000,2321,10909,1913,4502,1060,3853,829,2118,719,0,200,169405,6922,137429,6297,19860,2216,7196,1465,2176,712,916,394,1433,708,395,239,0,200,195585,6516,172869,6334,14817,1792,4308,1031,2410,628,452,303,635,428,94,109,0,200,126619,4419,121493,4336,3571,833,1059,497,153,148,240,298,0,200,103,174,0,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159344,3559,5059,932,242,171,27,27,102,83,154,123,27,26,216,120,3369,841,922,270,6377,941,1454,393,396,142,435,155,568,264,683,483,448,185,2393,570,0,153,12903,1562,3399,581,1169,387,1195,374,992,385,1181,623,1215,554,3752,985,0,153,13940,1817,4809,756,1550,702,1705,521,1441,901,851,340,1328,637,2256,798,0,153,26798,2595,11839,1505,2897,732,3167,853,3382,802,1859,584,2790,899,864,295,0,153,23090,1934,11194,1471,4801,918,2135,562,2325,651,1061,467,1090,451,484,349,0,153,37017,2722,24306,2258,7735,1099,3020,799,841,369,418,321,573,353,124,138,0,153,34160,2536,29722,2260,3391,753,392,279,25,34,503,588,0,153,127,129,0,153,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652321,12356,72282,4648,4085,924,1453,445,1759,650,1442,520,1438,440,1909,641,37997,3155,22199,2563,104841,4732,21770,2010,10904,1451,8233,1494,7552,1573,5319,890,10909,1620,40154,2830,0,208,196531,7110,68952,3295,17290,2251,16143,1768,15980,1836,13524,1616,23089,2694,41553,3480,0,208,204168,6571,86592,4616,22731,2145,25000,2414,21844,2299,14977,1969,19145,2598,13879,1913,0,208,309843,8908,160625,6015,53646,3532,40010,3496,23426,2417,12353,2043,12274,1738,7509,1377,0,208,238403,6510,158007,5478,41669,2643,18543,2231,9996,1634,3219,773,4128,1141,2841,977,0,208,288835,7064,227467,6703,37013,2951,12662,1636,6059,1189,3046,1077,1988,665,600,346,0,208,237418,6755,217693,6501,13208,1958,3521,760,1203,468,892,367,686,424,215,246,0,208,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,752399,11287,35966,2990,1784,746,738,417,1552,529,1724,968,1144,532,2307,672,20019,2258,6698,1255,67515,3864,18275,1883,11003,1473,7735,1519,4939,962,3625,768,7194,1225,14744,1812,0,201,112286,5160,59121,3614,13747,1559,8101,1507,8207,1456,6603,1441,7619,1071,8888,1345,0,201,109380,5270,66787,3549,15466,2059,10704,1751,8014,1719,3552,835,2822,765,2035,688,0,201,150827,6145,107545,5262,23179,2394,11171,1868,4276,1098,1846,604,1840,600,970,453,0,201,101457,4566,87054,4285,8788,1412,2973,840,1008,453,1386,961,98,131,150,165,0,201,102255,4073,92935,3826,6102,1362,1905,549,671,349,445,513,93,88,104,136,0,201,72713,3925,69635,3924,1894,754,511,336,5,10,241,268,90,131,337,341,0,201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7125090,26839,211835,6736,2647,628,1521,485,1616,558,1712,590,2154,642,5118,1152,137639,5372,59428,4052,321045,8309,34281,2553,18927,1907,20432,1818,18020,1803,16905,2247,32457,2797,180023,6001,0,210,593335,11118,128490,5642,50030,3393,46345,3341,35119,2420,37464,3442,59647,3911,236240,7952,0,210,613819,11860,186667,5576,51750,3156,45969,3335,47147,3419,45260,3480,77939,4399,159087,6723,0,210,1031796,15074,360732,7965,95774,4803,115385,6472,106461,4707,83415,4720,124959,5510,145070,5574,0,210,931932,16211,366805,8897,142989,7217,125713,5149,105024,5671,75689,4170,67289,3952,48423,3867,0,210,1440378,16463,685548,12081,266309,7096,208788,6739,126254,5206,67064,4316,51549,3441,34866,3019,0,210,1980950,18966,1426369,15384,291799,8412,145519,5727,63002,4282,24686,2214,19451,2404,10124,1580,0,210,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1394824,10847,44099,3345,687,346,227,174,215,165,741,370,450,261,1393,688,29124,2581,11262,1716,59270,3439,7076,1150,4706,972,5661,1242,3427,872,3538,948,6419,1172,28443,2401,0,200,115895,4910,36350,2847,11309,1313,9284,1452,8156,1332,7300,1324,12597,1822,30899,2692,0,200,141493,5742,54107,3426,12709,1536,13699,1845,14143,2035,12471,1694,16183,1972,18181,2075,0,200,235186,7162,100223,4393,33488,2514,34078,3045,26086,2748,16313,2147,16082,1781,8916,1490,0,200,207171,6186,105879,4473,42965,2693,27822,2654,16049,1947,6749,1395,4856,1293,2851,937,0,200,295816,5832,196017,5362,56778,3248,25202,1890,11310,1655,3217,792,2098,764,1194,486,0,200,295894,6348,264864,6023,20582,2269,6735,987,1941,537,501,248,733,306,538,319,0,200,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,898234,7622,18440,1960,0,207,0,207,0,207,0,207,0,207,0,207,13275,1732,5165,1190,30449,2813,289,261,638,364,789,433,893,442,1148,518,4148,1026,22544,2558,0,207,64830,3765,3639,773,4231,983,5892,1179,5868,979,6349,1178,11111,1560,27740,2423,0,207,78407,4109,12214,1743,10794,1593,9226,1446,7839,1521,7877,1594,12986,1898,17471,1675,0,207,139866,5135,45488,3736,19505,2180,20633,2056,18242,2203,12047,1820,12661,1846,11290,1591,0,207,125760,4748,51286,3491,26840,2511,20162,2238,12346,1612,6240,1323,5538,1203,3348,887,0,207,195823,5699,115129,4560,40862,3293,20181,2375,8583,1423,4641,980,3633,961,2794,807,0,207,244659,5855,203814,5557,24771,2540,9786,1478,3008,876,1440,548,1024,375,816,509,0,207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,253948,5292,11827,1959,118,149,0,198,77,95,170,181,77,92,144,186,6653,1487,4588,1309,14613,2284,1451,663,1394,701,1295,529,1691,754,1119,558,1408,571,6255,1246,0,198,25326,2225,8222,1290,2397,650,1836,552,1126,419,1282,492,2537,869,7926,1217,0,198,27541,2658,12361,1523,1674,515,2374,703,2844,790,3230,1205,2955,1041,2103,676,0,198,46401,3055,21371,2242,6554,1193,7515,1414,4999,944,2425,659,2503,730,1034,465,0,198,36171,3088,20964,2204,7853,1503,4329,1046,1833,685,683,355,243,194,266,265,0,198,45073,3061,34660,2718,7081,1309,2187,790,755,373,226,175,164,151,0,198,0,198,46996,3162,43244,3005,2800,760,296,202,315,308,152,149,0,198,189,194,0,198,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,118805,3235,3166,830,18,32,0,208,50,82,0,208,0,208,0,208,2307,756,791,351,3904,813,417,337,111,131,212,225,48,81,122,126,237,207,2757,728,0,208,6525,1218,778,354,293,223,647,445,355,258,276,225,174,193,4002,1095,0,208,5209,1058,1732,624,448,268,483,329,242,211,256,167,305,292,1743,649,0,208,13468,1719,5101,1162,1213,516,1411,571,1383,532,1307,517,1390,448,1663,754,0,208,12719,1636,5133,1130,2222,669,2330,923,1437,453,618,354,374,223,605,378,0,208,22946,2346,11690,1780,3976,860,3821,1043,1795,654,596,344,527,418,541,284,0,208,50868,2477,39762,2071,6692,1136,2556,830,1119,509,313,222,364,311,62,72,0,208,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5010187,26720,229153,8217,5596,1283,2634,724,4031,991,4312,918,4109,1028,8990,1757,132127,5363,67354,4056,391758,9962,65582,3974,33564,2901,28316,3103,28684,2984,26679,2933,43989,3368,164944,6659,0,226,666412,13502,225595,7445,67571,4290,60106,4017,53981,3301,43559,3579,71747,5110,143853,7402,0,226,668011,13435,287729,8083,80210,4050,74188,4370,59078,4037,46305,4261,60806,4327,59695,4005,0,226,924490,12815,491817,9645,136186,6024,108281,5585,74751,4895,40268,3520,42614,3800,30573,3218,0,226,679061,15088,435197,12131,114811,5788,60606,3243,31428,3530,13789,1855,13621,1671,9609,1802,0,226,763637,14360,570823,12653,106032,5610,46243,3707,20705,2426,10174,2050,5517,1322,4143,917,0,226,687665,12067,616592,11666,42013,3229,14936,1880,6229,1265,3610,833,2157,588,2128,758,0,226,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
