GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002MA,C01001A_002EA,C01001A_003MA,C01001A_003EA,C01001A_004MA,C01001A_004EA,C01001A_005EA,C01001A_005MA,C01001A_006MA,C01001A_006EA,C01001A_007MA,C01001A_007EA,C01001A_008MA,C01001A_008EA,C01001A_009MA,C01001A_009EA,state
0400000US32,1936859,16580,987662,9521,202516,4947,612167,5992,172979,1613,949197,9205,192568,4314,572781,6657,183848,1603,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1249751,2780,617197,1851,119700,1213,392499,1596,104998,466,632554,1728,112658,1317,394838,1155,125058,672,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6112238,22177,2991409,12531,639074,6191,1868195,8415,484140,2116,3120829,12400,609925,6183,1874999,8024,635905,2413,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1582020,11641,779489,6204,175959,4091,468021,4692,135509,1444,802531,7554,171417,4795,470167,4755,160947,1613,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12523357,35841,6146001,20137,1217656,9270,3896722,14482,1031623,3709,6377356,19203,1167294,8464,3881433,13142,1328629,4810,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7066745,16775,3469439,10005,729041,6303,2163997,6439,576401,1490,3597306,10489,691518,6675,2182792,6020,722996,1614,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654116,2352,334371,1795,70647,1085,213853,1293,49871,157,319745,1634,68706,1198,192074,973,58965,140,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9480074,9073,4652826,6712,1003182,4410,2888709,3745,760935,940,4827248,4893,954909,3035,2909633,3148,962706,1395,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2837492,6995,1404118,4053,315949,2748,860057,2900,228112,710,1433374,4766,298009,2868,854325,2557,281040,824,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3497242,14004,1733324,8001,351957,4154,1078356,5465,303011,1232,1763918,7672,332676,4161,1074020,4451,357222,1260,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10339488,16063,5064938,9586,1006931,5351,3159741,6561,898266,1297,5274550,9155,959887,5730,3167510,5593,1147153,1529,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,866258,7073,419022,4160,76835,2378,271499,2532,70688,817,447236,4071,75515,2157,278610,2720,93111,621,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3380219,8607,1658671,5419,339032,3832,1013838,3807,305801,1176,1721548,6253,324910,4057,1030356,3274,366282,1170,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,736581,2594,370592,1967,83650,1694,224735,1069,62207,275,365989,2445,78394,1901,215678,1112,71917,128,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5221591,8339,2556686,6398,554219,4571,1585567,4008,416900,893,2664905,4856,533574,3527,1615129,3146,516202,950,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20929140,49248,10417062,27635,2694537,16185,6438353,19379,1284172,4083,10512078,27021,2583950,12767,6352791,17730,1575337,5264,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2657013,9210,1330706,5637,393639,3183,790800,3419,146267,872,1326307,5880,373211,3386,783253,3364,169843,913,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,587265,1192,289457,946,54919,563,182152,798,52386,178,297808,949,51683,631,184119,666,62006,287,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5714699,15261,2832399,9008,589695,5056,1796663,6507,446041,1692,2882300,8686,558727,4946,1779725,5591,543848,1574,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5582361,14609,2791723,7997,571919,4537,1773190,5165,446614,1554,2790638,9292,541444,5282,1722009,5377,527185,1492,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1684321,4026,828471,3628,170038,2648,505378,1982,153055,260,855850,2712,161122,2174,510013,1312,184715,766,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4942176,10663,2458551,6415,511377,3787,1537393,3740,409781,1057,2483625,5511,482128,3336,1509957,3341,491540,995,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,528414,3065,267622,2271,60168,1791,165449,1433,42005,681,260792,2337,59820,1661,155941,1556,45031,363,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2210728,25678,1036343,13647,221835,6000,618262,10237,196246,4162,1174385,15321,206428,7147,699187,11050,268770,4803,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
