GEO_ID,C01001A_001E,C01001A_001M,C01001A_002E,C01001A_002M,C01001A_003E,C01001A_003M,C01001A_004E,C01001A_004M,C01001A_005E,C01001A_005M,C01001A_006E,C01001A_006M,C01001A_007E,C01001A_007M,C01001A_008E,C01001A_008M,C01001A_009E,C01001A_009M,NAME,C01001A_001EA,C01001A_001MA,C01001A_002MA,C01001A_002EA,C01001A_003MA,C01001A_003EA,C01001A_004MA,C01001A_004EA,C01001A_005EA,C01001A_005MA,C01001A_006MA,C01001A_006EA,C01001A_007MA,C01001A_007EA,C01001A_008MA,C01001A_008EA,C01001A_009MA,C01001A_009EA,state
0400000US01,3312718,7193,1620711,4966,345089,2989,996503,2829,279119,1249,1692007,4441,333752,2841,1007425,2539,350830,999,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,474856,3312,251235,1927,50689,1313,168481,1391,32065,346,223621,2261,48473,1503,144815,1174,30333,263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5442417,25445,2698948,13267,592816,7094,1605757,8300,500375,1509,2743469,14972,570337,7465,1594452,8760,578680,2131,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2293307,7105,1132180,4730,254685,3159,683693,2816,193802,944,1161127,4619,234727,2780,686636,2697,239764,752,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23181769,68345,11587075,37436,2520634,17136,7343090,25063,1723351,5740,11594694,37190,2396712,16751,7093919,24671,2104063,6781,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4720495,13280,2373012,7853,515670,4603,1534622,5305,322720,1373,2347483,8005,490279,4371,1475238,4803,381966,1783,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2723013,12447,1329417,7408,259531,4056,838230,5167,231656,1294,1393596,7230,244763,3561,849584,4880,299249,1478,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,662084,4020,322157,2320,63106,1363,194898,1816,64153,438,339927,2394,60775,1386,201626,1439,77526,497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284536,4734,141262,2869,17603,1314,109266,1959,14393,385,143274,2416,16873,1156,110311,1529,16090,537,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15768315,33431,7727807,18371,1432780,8983,4624610,13447,1670417,3637,8040508,18429,1368820,7259,4669576,12396,2002112,5079,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6122956,19518,3027491,11511,677338,6369,1895176,7164,454977,1600,3095465,11172,649542,6269,1884052,6760,561871,1639,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,357113,4528,192370,2766,28240,1581,127669,2167,36461,491,164743,2721,26660,1744,103954,1769,34129,369,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1546011,8292,774336,4514,198243,2804,456925,2705,119168,962,771675,5211,187925,2913,450452,2966,133298,944,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9119912,26997,4507429,15080,968888,7758,2844896,10480,693645,2198,4612483,14323,924283,6914,2807677,8787,880523,2286,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5577897,9067,2756121,6300,636209,4194,1705939,3610,413973,1219,2821776,5416,595832,3600,1704127,3690,521817,1333,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2831066,5732,1403940,3430,320087,2351,857509,2156,226344,567,1427126,3688,301371,2480,842674,2267,283081,712,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2462215,8017,1219535,4761,292660,3002,740950,2873,185925,785,1242680,4804,278467,3084,735079,2831,229134,935,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3872670,6224,1906588,4554,430590,3174,1182825,3047,293173,635,1966082,3907,402545,2971,1196337,2350,367200,655,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2890818,7827,1431488,5034,313361,3486,892403,3357,225724,721,1459330,5098,292893,3053,886430,3287,280007,890,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1261611,1419,618166,1091,117727,890,381247,933,119192,525,643445,1202,110503,788,390692,855,142250,281,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3322483,13226,1632651,7964,330110,4108,1030336,4947,272205,1040,1689832,6920,313323,3931,1035951,4038,340558,1268,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5387411,16190,2616088,9594,505575,4517,1681222,6629,429291,1244,2771323,8937,476585,4519,1734919,5893,559819,1780,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7814775,9756,3870930,5757,811454,3421,2408170,3580,651306,1013,3943845,5643,766757,3163,2387569,3455,789519,1061,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4610465,7477,2291393,4524,490755,2773,1432533,2958,368105,775,2319072,4370,465287,2726,1409894,2820,443891,680,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1735887,4826,853296,3948,187680,2669,518767,2022,146849,887,882591,3649,177677,3050,518656,1696,186258,944,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5013597,7917,2471315,5794,546675,3948,1521803,3980,402837,1052,2542282,4684,514372,3330,1527429,2880,500481,969,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,930548,2488,469141,1920,95919,1357,285790,1250,87432,438,461407,1852,91879,1424,276019,1143,93509,522,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1677092,5326,834261,3194,199135,2170,508232,2149,126894,740,842831,3727,190851,2655,496839,1934,155141,603,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
