GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002EA,B11003_002MA,B11003_003EA,B11003_003MA,B11003_004EA,B11003_004MA,B11003_005EA,B11003_005MA,B11003_006MA,B11003_006EA,B11003_007MA,B11003_007EA,B11003_008EA,B11003_008MA,B11003_009EA,B11003_009MA,B11003_010EA,B11003_010MA,B11003_011MA,B11003_011EA,B11003_012MA,B11003_012EA,B11003_013EA,B11003_013MA,B11003_014EA,B11003_014MA,B11003_015EA,B11003_015MA,B11003_016MA,B11003_016EA,B11003_017EA,B11003_017MA,B11003_018MA,B11003_018EA,B11003_019EA,B11003_019MA,B11003_020MA,B11003_020EA,state
0400000US01,1203689,13513,856974,12202,295425,8475,59949,3603,60171,4219,175305,6447,561549,9867,346715,8590,77556,4349,31533,3066,7964,1669,4620,1219,18949,2470,46023,3666,269159,7506,143379,5690,26378,3206,24872,2899,92129,5621,125780,5754,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,123825,4037,55423,3136,12599,1861,15879,2188,26945,2081,68402,2748,43576,2724,15002,1950,8150,1399,1672,579,1317,516,5161,1090,6852,1277,28574,2195,16599,1995,3251,919,3030,752,10318,1645,11975,1491,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,1206518,14752,434955,10448,86722,4630,95894,4951,252339,8295,771563,11450,445807,9475,138074,6515,64774,4856,17206,2329,9603,1537,37965,3937,73300,4481,307733,7687,162927,6174,29085,3617,34352,2975,99490,5636,144806,5309,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,552852,9732,203599,6975,43018,3367,46652,3418,113929,5053,349253,6708,201847,7585,53801,3898,27079,2968,8489,1859,2794,828,15796,2051,26722,2652,148046,5517,81372,4492,16193,2691,17183,2793,47996,3615,66674,4205,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,6446965,27509,2743414,22159,556823,9793,587080,12593,1599511,17266,3703551,22265,2463652,22438,773212,16729,334854,9265,76647,5690,63043,4255,195164,7625,438358,12756,1690440,17362,801563,13994,123258,5720,158288,6731,520017,11254,888877,15319,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,1062314,11050,428750,8638,102852,5138,89875,5408,236023,6472,633564,8832,304493,6732,100541,4611,52047,3522,12334,2217,7228,1583,32485,3028,48494,4193,203952,6012,107963,4666,17972,2267,17624,2494,72367,3948,95989,4145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,649561,8308,248324,5586,55199,3320,42522,3708,150603,5079,401237,7021,227732,7413,61317,4065,27989,2992,6640,1341,3612,1066,17737,2081,33328,3358,166415,5879,84770,4407,12704,1667,13126,2314,58940,3770,81645,5097,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,176947,5266,58059,3253,12615,1834,10842,1630,34602,2789,118888,4358,58848,3920,16516,2054,7997,1498,1605,808,1314,605,5078,1138,8519,1417,42332,3389,21728,2511,3939,1116,4078,1231,13711,2091,20604,2180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,70576,3177,27000,1967,11099,1538,4842,1231,11059,1401,43576,2684,48781,2912,9991,1439,3879,937,802,393,371,246,2706,897,6112,1308,38790,2503,17219,1877,2571,842,2838,914,11810,1572,21571,2201,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,3588295,26052,1163791,18286,244671,7875,238056,8705,681064,14522,2424504,19575,1355211,21229,377628,11227,167868,8741,43742,3856,24536,3374,99590,6784,209760,8664,977583,17318,469659,11871,79332,5480,87629,6338,302698,10071,507924,12729,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2525783,17938,1788755,18594,725048,12915,159217,7024,152062,6194,413769,11058,1063707,15104,737028,13359,177791,8505,74148,6275,18359,2794,12725,2803,43064,4581,103643,6021,559237,11062,305605,10510,51304,3863,60639,5367,193662,8270,253632,8850,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,233373,5107,87101,3881,20612,2336,21168,2223,45321,3016,146272,4109,86963,4091,28521,2316,9757,1708,2388,838,2229,854,5140,1224,18764,1870,58442,3520,22415,2388,4799,1296,3912,1095,13704,1719,36027,2715,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,338425,6615,138998,4813,30722,2791,34433,2830,73843,3907,199427,5507,81349,5248,26933,3069,14104,1914,2624,820,2422,1006,9058,1516,12829,2269,54416,3621,32876,2720,4566,1049,7045,1540,21265,2508,21540,2266,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,2277277,16223,909579,11365,197997,6323,182698,6806,528884,10183,1367698,14225,806266,12690,223035,7459,102161,5220,27309,2554,16965,1863,57887,4161,120874,5058,583231,12137,307171,8826,55745,3797,60037,3955,191389,7064,276060,8353,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,1232773,12279,464625,8562,95631,5129,98415,4980,270579,7138,768148,9779,427329,8361,125983,5314,66007,3764,19232,2306,8708,1801,38067,3000,59976,3923,301346,6639,177494,6344,36474,3003,35884,3746,105136,4571,123852,5098,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,634509,7761,243177,5725,54529,3135,56893,2951,131755,4614,391332,6292,160105,5270,52144,3634,32663,2902,8057,1395,5568,1291,19038,2253,19481,2152,107961,3853,68729,3501,15309,2081,13219,1912,40201,3001,39232,2794,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,572393,7725,229995,6018,52526,3269,54499,3681,122970,4346,342398,6928,161256,5788,49987,3183,27539,2526,8334,1605,5327,1235,13878,1882,22448,2041,111269,4756,69151,4744,14599,2137,14178,2051,40374,3534,42118,2599,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,837553,11380,307600,8394,69258,3694,63636,4341,174706,5743,529953,8714,292275,6768,81524,4522,41796,3481,11196,2003,4959,1133,25641,2657,39728,3249,210751,5362,109104,4361,24393,2787,20887,2317,63824,3915,101647,4625,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,744011,12091,272793,8072,59052,4569,57438,3973,156303,5950,471218,7877,363234,8597,87339,5575,41183,3731,11662,2299,6104,1611,23417,2768,46156,4331,275895,7194,144645,6013,25583,3138,31495,3419,87567,4527,131250,5635,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,263878,6107,80334,3391,20502,2257,13272,1387,46560,2571,183544,4806,66228,4015,21476,2206,12725,1734,3152,895,1395,508,8178,1506,8751,1198,44752,3130,24690,2379,4323,1007,3332,839,17035,1842,20062,1974,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,1052297,12891,423110,9332,98537,4874,85597,5112,238976,6555,629187,9054,417533,9593,104699,5657,44896,4029,10089,1917,8106,1724,26701,3035,59803,4108,312834,7716,147225,6120,23456,2873,24423,2699,99346,4853,165609,6518,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
