GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001EA,B19081_001MA,B19081_002EA,B19081_002MA,B19081_003MA,B19081_003EA,B19081_004MA,B19081_004EA,B19081_005EA,B19081_005MA,B19081_006EA,B19081_006MA,state
0400000US01,10238,244,27568,449,48163,584,77420,843,168297,3076,292846,11007,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18086,1114,46010,1888,74254,2396,111093,2540,213924,9221,350257,29691,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,12885,321,34532,462,56923,523,88489,733,194425,2914,346084,9438,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,10614,333,27311,551,45965,678,72634,1045,161275,3497,285052,11716,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15132,158,41713,243,72246,316,115587,425,264126,1954,469723,6162,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,16411,385,42655,419,69255,627,106394,823,227608,3814,400791,12560,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,16521,501,44023,767,74358,1062,118229,1319,283969,6259,538012,19519,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,12461,896,37201,1364,63430,1707,98204,2434,221586,11260,403507,37365,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10435,1114,42450,1956,83061,2468,136897,3672,332633,13782,596985,43598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12304,177,32317,219,53181,308,83800,415,198665,2239,370634,7386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,12332,237,33386,380,56498,556,88999,758,204572,2382,373195,7447,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,16190,906,46652,1254,77633,1577,116315,2166,235976,6606,398009,22559,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,13385,601,33256,863,52924,1031,79892,1634,170330,6956,305321,24574,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,13288,197,37198,329,63589,424,100086,528,226638,2325,409990,8069,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,12699,278,33126,396,54491,554,83642,632,173595,2946,297301,9572,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,14522,337,36190,525,58461,651,88669,848,179431,3763,309601,12380,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,13909,394,35016,499,56677,643,87067,907,186439,4202,329943,14099,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,10252,257,28184,489,48493,583,77833,904,170690,3098,304261,10412,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,9020,269,25478,447,46260,616,77274,921,171520,3188,296931,10654,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13057,513,33612,892,56241,1112,85546,1545,179532,7018,315156,22962,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,18120,433,48529,635,80997,812,123873,1012,258657,3989,441102,12581,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,14614,284,43188,572,77861,834,124004,1071,273538,4198,480203,13109,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,12754,179,33387,291,55175,375,86441,499,189486,2124,337518,6894,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16824,272,42450,402,68604,536,103777,708,222922,3034,396303,9832,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,8835,309,24610,509,43855,724,70555,1046,152231,4295,265385,14477,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12902,252,32717,433,53961,539,83329,645,181888,2976,323938,9505,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,13023,637,32096,854,53515,1192,82377,1682,173960,6676,304564,22082,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14985,465,37399,658,59614,802,89307,922,184868,4435,322877,15071,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,13936,571,36249,755,58157,785,88550,1090,195227,5358,359995,20247,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17740,711,44916,1070,73770,1396,111819,1881,225656,6462,375171,18935,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,16366,300,46078,517,80214,732,126606,946,281335,3662,494680,11130,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9436,490,27206,699,46723,1030,75799,1437,163854,4430,281052,13817,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12303,185,36365,307,65334,440,107301,613,264275,3195,502393,10891,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,12116,215,31800,364,53217,445,83814,621,189585,2397,339994,7705,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13823,792,36849,1338,62104,1514,93508,1962,197030,8586,351553,26510,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,12292,185,32525,256,54386,355,84772,503,182711,2309,323253,7632,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,11706,260,29784,413,49967,547,78428,850,170214,2860,300635,9419,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13495,392,36226,669,60203,780,92602,957,198194,3716,343782,12815,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12267,190,34459,289,59240,373,92661,493,206403,2022,368959,6437,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,12857,663,35422,1176,64106,1571,100564,1829,213444,7744,373045,24613,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11008,288,29780,450,50603,607,79733,871,179945,3713,325914,12180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13560,623,33699,1088,56451,1300,85824,1441,177755,8860,315052,31692,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,11640,268,30753,327,51354,453,80082,749,186211,3683,349053,12621,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13201,177,35191,275,59329,358,94155,495,211963,1556,378829,5220,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18166,624,44141,766,68582,860,100125,1112,201196,5451,346080,17449,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,14136,796,34826,1537,57955,1619,88250,1954,187631,7790,328021,24121,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,15787,342,42998,489,71892,604,112204,829,245313,3592,423216,11353,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,16267,404,43326,506,70984,654,108623,813,232284,3069,403869,10303,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9561,341,24963,602,43928,1035,70468,1358,148865,4290,249442,12937,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,14585,224,36106,395,59217,466,89606,614,187329,2635,329418,9019,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,14234,1067,36627,1585,60505,2019,90783,2453,177123,10352,303284,37517,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2437,175,10370,283,19511,435,34380,766,88770,3244,169397,11468,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
