GEO_ID,C27006_001E,C27006_001M,C27006_002E,C27006_002M,C27006_003E,C27006_003M,C27006_004E,C27006_004M,C27006_005E,C27006_005M,C27006_006E,C27006_006M,C27006_007E,C27006_007M,C27006_008E,C27006_008M,C27006_009E,C27006_009M,C27006_010E,C27006_010M,C27006_011E,C27006_011M,C27006_012E,C27006_012M,C27006_013E,C27006_013M,C27006_014E,C27006_014M,C27006_015E,C27006_015M,C27006_016E,C27006_016M,C27006_017E,C27006_017M,C27006_018E,C27006_018M,C27006_019E,C27006_019M,C27006_020E,C27006_020M,C27006_021E,C27006_021M,NAME,C27006_001MA,C27006_001EA,C27006_002EA,C27006_002MA,C27006_003MA,C27006_003EA,C27006_004EA,C27006_004MA,C27006_005EA,C27006_005MA,C27006_006MA,C27006_006EA,C27006_007MA,C27006_007EA,C27006_008MA,C27006_008EA,C27006_009MA,C27006_009EA,C27006_010EA,C27006_010MA,C27006_011MA,C27006_011EA,C27006_012MA,C27006_012EA,C27006_013MA,C27006_013EA,C27006_014MA,C27006_014EA,C27006_015EA,C27006_015MA,C27006_016MA,C27006_016EA,C27006_017EA,C27006_017MA,C27006_018EA,C27006_018MA,C27006_019MA,C27006_019EA,C27006_020MA,C27006_020EA,C27006_021EA,C27006_021MA,state
0400000US01,4793512,2005,2300832,5674,596872,6090,3335,1079,593537,5997,1362854,4533,96663,4743,1266191,6283,341106,2341,331849,2663,9257,1344,2492680,5724,572617,5779,3275,1082,569342,5960,1478253,5740,104338,5453,1373915,8109,441810,2129,432155,2497,9655,1661,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,99960,2241,111,124,99849,2235,225192,2474,6036,1319,219156,2752,40962,697,38324,955,2638,643,350064,2412,94423,2035,55,72,94368,2051,215091,1690,4434,1264,210657,2052,40550,840,37785,956,2765,752,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,880537,4315,3328,1280,877209,4410,1968862,4663,71846,4236,1897016,6550,547828,1407,525685,2530,22143,2044,3510894,3887,848903,3593,2092,756,846811,3675,2020797,3707,68743,4663,1952054,6006,641194,1474,620502,2488,20692,1873,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,387964,4417,6235,2432,381729,5024,838765,3166,58733,4344,780032,5175,215692,2050,210338,2271,5354,1233,1506884,4657,363830,4000,4127,1467,359703,4311,878427,3532,63477,3570,814950,5016,264627,2089,259069,2157,5558,1303,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4880853,9401,54334,5216,4826519,11376,11982631,10162,331974,12909,11650657,16185,2404335,3306,2250589,6533,153746,6164,19779016,6604,4686620,8614,52175,5211,4634445,10486,12086653,8516,345026,12596,11741627,14861,3005743,4174,2853070,7520,152673,6329,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,684900,3979,4827,1201,680073,4052,1715478,3981,48232,3930,1667246,5335,347910,1649,330200,2360,17710,1973,2765782,3756,649335,4154,5507,1453,643828,4346,1705586,3003,46391,2999,1659195,4502,410861,1605,394850,2517,16011,2042,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,406892,2742,2165,892,404727,2866,1057211,3129,33284,2906,1023927,4283,252876,1105,237669,2105,15207,1998,1819543,2573,385989,2926,1300,587,384689,3056,1106944,3169,39338,3361,1067606,4372,326610,1546,314077,2338,12533,1958,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,111791,1667,1120,962,110671,1853,267044,1766,9928,1825,257116,2506,75626,668,72957,962,2669,734,492798,1502,106682,1441,1241,713,105441,1619,292611,1410,13640,2283,278971,2941,93505,702,91069,998,2436,792,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,66097,923,408,308,65689,976,222199,1191,7295,1388,214904,1778,32639,367,30456,806,2183,695,362873,800,67538,1265,1418,1375,66120,1908,246490,1254,8207,1563,238283,1881,48845,453,45366,1098,3479,996,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2266960,7051,17964,3444,2248996,7924,5886588,8016,235055,8586,5651533,11346,1872603,3983,1783863,7088,88740,5667,10652553,6437,2183483,7531,14545,2720,2168938,7645,6194930,6660,261065,8232,5933865,11043,2274140,3678,2181432,5757,92708,5170,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
