GEO_ID,B28004_001E,B28004_001M,B28004_002E,B28004_002M,B28004_003E,B28004_003M,B28004_004E,B28004_004M,B28004_005E,B28004_005M,B28004_006E,B28004_006M,B28004_007E,B28004_007M,B28004_008E,B28004_008M,B28004_009E,B28004_009M,B28004_010E,B28004_010M,B28004_011E,B28004_011M,B28004_012E,B28004_012M,B28004_013E,B28004_013M,B28004_014E,B28004_014M,B28004_015E,B28004_015M,B28004_016E,B28004_016M,B28004_017E,B28004_017M,B28004_018E,B28004_018M,B28004_019E,B28004_019M,B28004_020E,B28004_020M,B28004_021E,B28004_021M,B28004_022E,B28004_022M,B28004_023E,B28004_023M,B28004_024E,B28004_024M,B28004_025E,B28004_025M,NAME,B28004_001MA,B28004_001EA,B28004_002EA,B28004_002MA,B28004_003MA,B28004_003EA,B28004_004EA,B28004_004MA,B28004_005EA,B28004_005MA,B28004_006MA,B28004_006EA,B28004_007EA,B28004_007MA,B28004_008MA,B28004_008EA,B28004_009MA,B28004_009EA,B28004_010EA,B28004_010MA,B28004_011EA,B28004_011MA,B28004_012MA,B28004_012EA,B28004_013EA,B28004_013MA,B28004_014MA,B28004_014EA,B28004_015EA,B28004_015MA,B28004_016EA,B28004_016MA,B28004_017MA,B28004_017EA,B28004_018EA,B28004_018MA,B28004_019MA,B28004_019EA,B28004_020MA,B28004_020EA,B28004_021MA,B28004_021EA,B28004_022EA,B28004_022MA,B28004_023MA,B28004_023EA,B28004_024MA,B28004_024EA,B28004_025MA,B28004_025EA,state
0400000US01,1841665,12421,158986,6213,330,293,89145,4618,69511,4413,233466,7467,927,616,128534,5788,104005,4458,303700,8284,1055,422,214191,7727,88454,4832,249991,8055,1539,527,196293,7405,52159,3782,325183,8004,1648,621,277901,8017,45634,3455,570339,10221,1382,706,533085,10814,35872,2849,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,11015,1729,86,97,6267,1356,4662,974,14602,1513,12,21,8348,1215,6242,986,29245,2574,75,84,21793,2348,7377,1192,26582,2166,115,108,21571,2192,4896,1426,46584,3084,274,226,41288,2878,5022,992,122713,4212,210,154,116548,4248,5955,1211,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,171864,6814,1230,553,109169,5454,61465,4191,224019,7115,1158,465,148662,6292,74199,3956,374801,9389,2438,831,286834,8613,85529,4069,358164,9055,1461,439,306298,8817,50405,3759,476969,11421,1584,567,429464,11527,45921,3508,947155,10473,914,373,907067,10945,39174,3247,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,94234,4790,203,194,47596,3465,46435,3419,143234,5754,483,274,70578,4262,72173,4913,210529,6556,1151,550,137083,5630,72295,4512,170983,6352,634,285,132037,5573,38312,2923,209945,7391,173,145,169195,6581,40577,3404,324157,8162,616,400,285421,8259,38120,2982,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,659187,15104,3145,770,443639,10670,212403,9009,1042829,14165,4361,861,665639,12235,372829,9434,1534569,14687,5308,1156,1190840,13220,338421,8634,1415945,18716,4086,846,1201292,15755,210567,8044,2075510,21775,5687,995,1873859,20433,195964,7225,6277057,26909,9281,1305,6025333,25360,242443,7722,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,110134,5948,522,274,73197,4653,36415,3409,142209,5622,1059,536,98060,4319,43090,3167,245806,7340,1478,466,190821,5957,53507,3763,267870,7274,1034,429,226368,6799,40468,3538,383354,9038,1602,467,348086,8892,33666,2765,989834,10345,2517,735,951038,9777,36279,2689,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,66601,3839,156,137,41988,2771,24457,2365,94401,5536,443,227,56832,4110,37126,3289,152388,5617,912,437,110629,4592,40847,3416,151104,5344,814,473,118405,4672,31885,3065,219441,6934,1127,442,190712,6397,27602,2870,672827,9428,1343,448,641868,9117,29616,2894,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,25688,2524,77,81,17880,2243,7731,1543,27532,2837,0,198,16634,2338,10898,1847,48394,3589,117,134,37482,3289,10795,1738,41455,3162,270,190,33793,2916,7392,1424,64030,3695,206,171,58341,3497,5483,1451,150838,5478,198,166,144590,5384,6050,1101,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,25954,3101,0,208,14159,2123,11795,2110,22226,2219,46,71,13403,1720,8777,1513,25986,2479,0,208,17203,2002,8783,1751,19886,2354,0,208,14561,1962,5325,1344,36321,2957,124,205,31571,2793,4626,1086,151102,3685,127,133,141893,3634,9082,1688,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,530728,12859,631,256,326407,10908,203690,7663,752807,11627,2881,821,473084,11005,276842,8797,1221585,18585,4599,1082,920683,16016,296303,10631,1121794,17779,3995,992,935869,16913,181930,7815,1416120,17879,2566,856,1257567,17125,155987,7496,2646930,21430,3173,888,2484988,22812,158769,7922,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
