GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002MA,B20017A_002EA,B20017A_003EA,B20017A_003MA,B20017A_004EA,B20017A_004MA,B20017A_005MA,B20017A_005EA,B20017A_006MA,B20017A_006EA,B20017A_007MA,B20017A_007EA,state
0400000US44,39562,1400,45837,1400,57396,2954,13434,2118,32803,2034,49885,1634,11870,588,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,32907,879,40544,568,50704,367,11274,384,27452,725,40095,586,10289,380,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,32307,578,39811,1223,47829,1503,10016,835,27680,734,36321,893,10516,745,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31951,228,37286,382,47060,517,11442,272,26987,344,37674,661,10564,272,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,34273,412,40632,217,50855,230,12051,188,27402,306,40778,229,10532,138,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,31622,271,42057,472,55885,828,10612,388,22437,556,38487,1067,10066,322,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,31834,656,36141,1068,49530,1905,10327,860,27842,1598,42270,1115,11336,574,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40980,299,49876,664,61508,371,11588,326,32313,359,47658,685,11022,212,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,40883,282,50108,467,62243,642,15537,581,32097,361,49485,851,13322,506,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29957,993,36062,933,48755,1712,10725,549,24599,1045,35203,1040,10103,398,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,36202,288,42287,284,52160,324,11065,291,30167,272,41714,276,11202,220,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,34094,1647,41810,1720,52399,2687,14477,1686,27277,1321,40759,1555,10050,1127,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17416,366,17189,403,23810,875,7861,490,17859,743,24627,618,7842,346,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
