GEO_ID,B20017A_001E,B20017A_001M,B20017A_002E,B20017A_002M,B20017A_003E,B20017A_003M,B20017A_004E,B20017A_004M,B20017A_005E,B20017A_005M,B20017A_006E,B20017A_006M,B20017A_007E,B20017A_007M,NAME,B20017A_001EA,B20017A_001MA,B20017A_002MA,B20017A_002EA,B20017A_003EA,B20017A_003MA,B20017A_004EA,B20017A_004MA,B20017A_005MA,B20017A_005EA,B20017A_006MA,B20017A_006EA,B20017A_007MA,B20017A_007EA,state
0400000US01,34335,1017,41568,468,51392,384,11000,389,26685,526,38893,984,9613,467,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,43986,2205,51444,1279,64793,3561,21621,1246,35785,1127,51068,1497,15693,1881,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,33112,620,37774,792,50115,439,11958,253,30003,496,41000,364,11550,264,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31259,380,36621,592,46594,864,11294,510,26192,485,35903,554,10312,356,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37686,398,43945,777,60306,276,15496,215,31539,169,50420,261,13409,308,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,38166,650,44813,1117,57145,836,12577,771,31972,354,46268,591,11936,250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45568,559,52441,1061,68608,2286,13697,1097,36868,622,55849,894,14065,626,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39235,1844,45031,3251,56544,1646,10731,884,32412,1930,49518,1925,11730,677,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,72679,2665,80186,3350,98378,5161,16879,6900,67128,2764,82306,3851,15108,4309,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31632,138,36170,248,45570,384,12751,436,27221,236,38810,538,11797,180,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36163,321,41959,318,51674,339,11789,273,30062,485,41771,359,11090,249,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,42144,1351,49309,2486,57190,4400,20055,2859,34777,3337,49501,3140,16110,1594,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28661,1050,35559,823,47337,1481,10949,729,21192,540,35297,824,9687,702,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,39009,488,47236,440,60297,285,12516,409,31084,204,45710,406,11730,201,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,33478,549,41353,330,51387,284,10673,293,26834,359,38165,509,10591,222,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34934,472,41401,274,50806,280,10286,383,28114,624,40168,433,10078,337,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,33500,844,40655,379,50913,451,10031,603,27183,491,39665,985,10188,388,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31319,219,37552,653,47497,842,11119,359,25784,399,36771,483,10183,298,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36358,571,46513,983,56041,1028,12724,1080,27923,878,40177,636,10295,408,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,31913,480,36776,941,50005,1402,11534,497,28428,1003,40720,472,11748,559,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,48876,850,56594,786,70959,632,12936,906,40183,537,57244,820,12901,671,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,45351,384,52175,302,70347,584,12934,794,37504,656,56987,677,13626,572,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,33064,412,41375,250,53084,758,11506,188,26607,267,41226,259,10996,145,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,40284,205,46688,427,59239,1239,12208,260,32914,655,46834,396,12778,472,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,33482,1085,40336,828,49459,1505,10956,641,27422,1018,36862,662,10186,516,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,32354,230,39069,857,50005,703,11204,258,27440,468,38605,818,10451,234,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,30228,418,35313,1038,47108,1646,12491,955,24978,852,36693,832,10877,536,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35031,599,41558,557,51074,427,10563,493,28346,800,39915,883,10693,308,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,35712,377,40594,484,50489,586,15340,855,31028,431,40759,600,13558,853,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38795,1152,46601,876,57886,2668,11925,661,31750,590,46374,1174,12669,1204,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,45112,598,52974,1288,70101,1145,14063,735,35879,506,53654,931,13586,575,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30027,621,34361,1659,46277,987,11044,622,25034,1052,36214,969,10484,484,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,41934,175,50138,238,62146,269,14029,464,36004,304,51843,269,13043,320,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,34580,589,40147,323,50385,365,11986,270,29795,634,41326,313,10947,216,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,37193,571,44308,1823,52222,753,14282,1714,31061,579,41367,726,12081,751,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,34261,405,41642,201,51911,183,11277,188,27473,346,40852,260,10619,167,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,32055,261,39767,952,49879,776,11394,398,26280,493,36445,358,10510,289,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32970,887,39708,973,51567,589,13458,1065,27499,666,42157,463,12165,345,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,36251,211,42562,588,54135,576,11242,231,30155,185,42463,420,10841,167,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
