GEO_ID,C24080_001E,C24080_001M,C24080_002E,C24080_002M,C24080_003E,C24080_003M,C24080_004E,C24080_004M,C24080_005E,C24080_005M,C24080_006E,C24080_006M,C24080_007E,C24080_007M,C24080_008E,C24080_008M,C24080_009E,C24080_009M,C24080_010E,C24080_010M,C24080_011E,C24080_011M,C24080_012E,C24080_012M,C24080_013E,C24080_013M,C24080_014E,C24080_014M,C24080_015E,C24080_015M,C24080_016E,C24080_016M,C24080_017E,C24080_017M,C24080_018E,C24080_018M,C24080_019E,C24080_019M,NAME,C24080_001EA,C24080_001MA,C24080_002MA,C24080_002EA,C24080_003MA,C24080_003EA,C24080_004MA,C24080_004EA,C24080_005EA,C24080_005MA,C24080_006MA,C24080_006EA,C24080_007EA,C24080_007MA,C24080_008MA,C24080_008EA,C24080_009MA,C24080_009EA,C24080_010EA,C24080_010MA,C24080_011MA,C24080_011EA,C24080_012EA,C24080_012MA,C24080_013MA,C24080_013EA,C24080_014EA,C24080_014MA,C24080_015EA,C24080_015MA,C24080_016MA,C24080_016EA,C24080_017MA,C24080_017EA,C24080_018EA,C24080_018MA,C24080_019EA,C24080_019MA,state
0400000US01,2065885,17766,1074365,11200,824064,11337,776196,11158,47868,3237,44753,3651,55916,4119,42825,3362,35677,3397,71130,4709,991520,11845,689991,11331,670195,11038,19796,2355,94154,4920,73217,4464,67015,4121,27420,2602,39723,3280,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,184802,4390,117501,4628,110167,4503,7334,1230,12341,1747,13508,1652,15561,1775,13778,1999,12113,1658,160180,3461,86408,3284,82962,3469,3446,869,20601,2161,16471,1772,17391,1945,9466,1303,9843,1236,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,1674070,12056,1297128,12845,1218857,12461,78271,4632,70283,4631,90109,5446,53520,3502,48319,3718,114711,5718,1451884,14885,1029459,14927,988363,14203,41096,3643,127419,5812,110409,5386,81597,4700,27127,2575,75873,4786,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,672719,9323,509473,9460,479972,9639,29501,3124,32570,2768,28638,2906,36545,3482,14324,2467,51169,3204,624162,8862,416684,7707,403181,7439,13503,1971,62707,4570,37305,3162,64621,4022,14028,1818,28817,3073,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,10142308,29712,7725577,31959,7265300,30243,460277,11600,447611,10971,572480,14696,304851,9248,194797,7033,896992,17593,8615193,32545,5804654,32887,5580464,31072,224190,7897,736305,14112,878973,17067,429849,9794,126437,5570,638975,13962,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,1553053,10683,1203313,12220,1100596,12037,102717,4722,72801,3999,81835,3872,46278,3392,48771,3480,100055,5496,1346873,11010,907337,11895,856699,10953,50638,3249,148425,5618,116705,5171,58586,3055,34686,2951,81134,4349,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,923000,8937,693161,8217,646038,8081,47123,2776,57057,4092,48509,3602,31868,2846,16804,2204,75601,5287,882023,11854,588221,12745,571260,12917,16961,2025,117136,6213,82228,4549,38491,2874,8340,1494,47607,3802,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,223263,3946,173029,4490,160181,4621,12848,2201,13211,2034,5528,1335,13909,2145,6093,1294,11493,1917,213113,4759,147567,4964,142550,4865,5017,937,22800,2149,6904,1365,22650,2296,4816,1229,8376,1562,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,182464,3958,98716,4635,91848,4625,6868,1325,29113,3050,8695,1659,3515,1092,32445,2452,9980,1864,196316,4863,91204,4307,86743,4233,4461,1115,47340,3483,10271,1519,5464,1619,34174,3069,7863,1334,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,4962607,21333,3948498,23589,3564870,24050,383628,10864,211731,7898,258740,8960,106120,5904,108649,6489,328869,12278,4526135,20350,3308295,25386,3137057,25247,171238,7154,368495,12222,358791,10670,165201,7350,75471,5790,249882,8504,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
