GEO_ID,B13002I_001E,B13002I_001M,B13002I_002E,B13002I_002M,B13002I_003E,B13002I_003M,B13002I_004E,B13002I_004M,B13002I_005E,B13002I_005M,B13002I_006E,B13002I_006M,B13002I_007E,B13002I_007M,NAME,B13002I_001MA,B13002I_001EA,B13002I_002MA,B13002I_002EA,B13002I_003EA,B13002I_003MA,B13002I_004EA,B13002I_004MA,B13002I_005EA,B13002I_005MA,B13002I_006EA,B13002I_006MA,B13002I_007MA,B13002I_007EA,state
0400000US33,13794,1128,1071,632,581,463,490,452,12723,1268,5165,1128,7558,1259,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,480893,1724,24185,2245,13991,1874,10194,1905,456708,2792,183353,6076,273355,6282,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,249270,1761,16533,2706,6706,1338,9827,2399,232737,3314,82703,3742,150034,4640,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1002210,3352,51758,4206,28845,3177,22913,3130,950452,5759,335791,7964,614661,8585,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,256068,3329,15949,2401,9596,1943,6353,1636,240119,4059,115153,4469,124966,4882,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6405,833,408,288,239,220,169,194,5997,798,2985,733,3012,761,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112129,2197,8257,1630,4880,1363,3377,846,103872,2795,38513,2559,65359,2840,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,103903,2077,8220,1124,4991,880,3229,916,95683,2236,45067,2360,50616,2153,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,146481,2149,7729,1938,4445,1377,3284,1077,138752,2471,59608,3393,79144,3630,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,250101,2542,15013,2350,6272,1330,8741,1928,235088,3551,82250,4116,152838,4723,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,46162,1093,2481,1054,1422,782,1059,557,43681,1489,14857,1967,28824,2044,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,70287,2406,4880,1133,3323,996,1557,696,65407,2637,31794,2279,33613,2975,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,6875,1032,310,253,298,254,12,20,6565,1034,2639,832,3926,1051,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,88764,2934,6026,1326,3871,999,2155,847,82738,3116,42189,2773,40549,3120,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2915403,6104,173459,7860,110601,6641,62858,5577,2741944,9332,1243054,15977,1498890,16076,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,115827,1650,6275,1120,4115,897,2160,712,109552,2092,51289,3057,58263,3035,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3916,642,32,41,32,41,0,157,3884,630,1304,424,2580,623,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,213645,2824,11813,1978,8067,1476,3746,1213,201832,3506,99118,3604,102714,4075,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,248514,2159,16541,2444,10094,1822,6447,1938,231973,3254,100130,4098,131843,4631,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5303,1088,423,317,181,168,242,277,4880,1050,1588,585,3292,912,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,104076,1779,5461,1309,3494,1040,1967,680,98615,2137,39258,2090,59357,2727,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13599,1360,883,483,590,422,293,296,12716,1500,5598,1217,7118,1179,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,785646,4833,21853,3083,7387,1984,14466,2240,763793,5454,215792,7770,548001,9267,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
